"","GSM3317067","GSM3317068","GSM3317069","GSM3317070","GSM3317071","GSM3317072"
"ENSMUSG00000083615",0,0,0,0,0,0
"ENSMUSG00000083616",0,0,0,0,0,0
"ENSMUSG00000083617",0,0,0,0,0,0
"ENSMUSG00000083618",2,0,9,0,0,0
"ENSMUSG00000083619",0,0,0,0,0,0
"ENSMUSG00000083620",0,0,1,0,0,0
"ENSMUSG00000083621",0,1,1,0,0,0
"ENSMUSG00000083622",0,0,0,0,0,0
"ENSMUSG00000083623",0,0,0,0,0,0
"ENSMUSG00000083624",0,0,0,0,0,0
"ENSMUSG00000083625",0,0,0,0,0,0
"ENSMUSG00000083626",6,0,5,2,4,1
"ENSMUSG00000083627",0,0,0,0,0,0
"ENSMUSG00000083628",0,0,0,0,0,0
"ENSMUSG00000083629",0,0,0,0,0,0
"ENSMUSG00000083630",0,0,2,3,3,1
"ENSMUSG00000083631",0,0,0,0,0,0
"ENSMUSG00000083632",0,0,0,0,0,0
"ENSMUSG00000083633",0,0,0,0,0,0
"ENSMUSG00000083635",0,0,0,0,0,0
"ENSMUSG00000083636",0,0,0,0,0,0
"ENSMUSG00000083637",0,0,0,0,0,0
"ENSMUSG00000083640",1,0,0,0,0,0
"ENSMUSG00000083641",0,0,0,0,0,0
"ENSMUSG00000083642",0,0,0,0,0,0
"ENSMUSG00000083643",1,0,0,0,0,0
"ENSMUSG00000083644",0,0,0,0,0,0
"ENSMUSG00000083645",0,0,0,0,0,0
"ENSMUSG00000083646",0,2,0,0,0,0
"ENSMUSG00000083648",0,0,0,0,0,0
"ENSMUSG00000083649",406,364,358,411,313,270
"ENSMUSG00000083650",0,0,0,0,0,0
"ENSMUSG00000083651",0,0,0,0,0,0
"ENSMUSG00000083653",0,0,0,0,0,0
"ENSMUSG00000083654",0,0,0,0,0,0
"ENSMUSG00000083655",0,0,0,0,2,0
"ENSMUSG00000083657",0,0,0,3,0,0
"ENSMUSG00000083658",0,0,0,4,0,0
"ENSMUSG00000083659",0,0,0,0,0,0
"ENSMUSG00000083660",0,0,0,0,0,0
"ENSMUSG00000083661",0,0,0,0,0,0
"ENSMUSG00000083662",0,0,0,0,0,0
"ENSMUSG00000083663",0,0,0,0,0,0
"ENSMUSG00000083664",0,0,0,0,0,0
"ENSMUSG00000083665",0,0,0,0,0,0
"ENSMUSG00000083666",0,0,1,0,0,0
"ENSMUSG00000083667",0,1,0,0,0,0
"ENSMUSG00000083668",0,1,0,0,0,0
"ENSMUSG00000083669",0,0,0,0,0,0
"ENSMUSG00000083670",1,4,3,1,1,3
"ENSMUSG00000083671",46,68,61,30,52,20
"ENSMUSG00000083672",0,0,0,0,0,0
"ENSMUSG00000083673",0,0,0,0,0,0
"ENSMUSG00000083674",1,8,2,12,6,8
"ENSMUSG00000083676",0,0,0,0,0,0
"ENSMUSG00000083677",0,0,0,0,0,0
"ENSMUSG00000083678",3,0,0,0,1,1
"ENSMUSG00000083679",0,0,0,0,0,0
"ENSMUSG00000083680",0,0,0,0,0,0
"ENSMUSG00000083681",0,0,0,0,0,0
"ENSMUSG00000083682",0,0,0,0,0,0
"ENSMUSG00000083683",0,0,0,0,0,0
"ENSMUSG00000083684",0,0,0,0,0,0
"ENSMUSG00000083685",0,0,0,0,0,0
"ENSMUSG00000083686",0,0,0,0,0,0
"ENSMUSG00000083687",0,0,0,0,0,0
"ENSMUSG00000083688",0,1,0,0,0,0
"ENSMUSG00000083689",0,0,0,0,0,0
"ENSMUSG00000083691",0,0,0,0,0,0
"ENSMUSG00000083692",0,0,1,2,1,0
"ENSMUSG00000083693",0,3,0,0,0,0
"ENSMUSG00000083695",4,6,10,15,12,13
"ENSMUSG00000083697",0,0,0,0,0,0
"ENSMUSG00000083698",0,0,0,0,0,0
"ENSMUSG00000083699",0,0,0,0,0,0
"ENSMUSG00000083700",0,0,0,0,0,0
"ENSMUSG00000083701",0,0,0,0,0,0
"ENSMUSG00000083702",0,0,0,0,0,0
"ENSMUSG00000083704",0,0,0,0,0,0
"ENSMUSG00000083705",43,80,32,43,50,50
"ENSMUSG00000083706",0,0,0,0,0,0
"ENSMUSG00000083707",0,0,7,2,1,0
"ENSMUSG00000083708",0,0,0,0,0,0
"ENSMUSG00000083709",0,0,0,0,0,0
"ENSMUSG00000083710",0,0,0,0,0,0
"ENSMUSG00000083711",0,0,0,0,0,0
"ENSMUSG00000083713",0,0,0,0,0,0
"ENSMUSG00000083714",0,0,0,0,1,0
"ENSMUSG00000083715",0,0,0,0,0,0
"ENSMUSG00000083716",0,0,0,0,0,0
"ENSMUSG00000083717",0,1,0,4,0,0
"ENSMUSG00000083718",4,1,0,3,1,0
"ENSMUSG00000083719",0,0,0,0,0,0
"ENSMUSG00000083720",0,0,1,0,7,2
"ENSMUSG00000083721",0,0,0,0,0,0
"ENSMUSG00000083722",0,3,1,0,0,6
"ENSMUSG00000083723",0,0,0,0,0,0
"ENSMUSG00000083725",2,0,1,1,5,0
"ENSMUSG00000083728",0,0,0,0,0,0
"ENSMUSG00000083729",0,0,0,0,0,0
"ENSMUSG00000083731",40,44,36,17,46,38
"ENSMUSG00000083732",0,0,0,0,0,0
"ENSMUSG00000083733",0,0,0,0,0,0
"ENSMUSG00000083734",2,4,0,0,3,8
"ENSMUSG00000083735",0,0,0,0,0,0
"ENSMUSG00000083736",4,0,0,0,1,0
"ENSMUSG00000083737",19,29,32,17,41,37
"ENSMUSG00000083738",0,0,0,0,0,0
"ENSMUSG00000083740",0,0,0,0,0,0
"ENSMUSG00000083741",0,0,0,0,0,0
"ENSMUSG00000083742",0,0,0,0,0,0
"ENSMUSG00000083743",0,0,0,0,0,0
"ENSMUSG00000083744",0,0,0,0,0,0
"ENSMUSG00000083745",0,0,0,0,0,0
"ENSMUSG00000083747",0,0,0,0,0,0
"ENSMUSG00000083748",0,0,0,0,0,0
"ENSMUSG00000083749",222,213,298,170,285,151
"ENSMUSG00000083750",0,0,0,0,0,0
"ENSMUSG00000083751",0,0,0,0,0,0
"ENSMUSG00000083752",0,0,0,0,0,0
"ENSMUSG00000083753",0,0,0,0,0,0
"ENSMUSG00000083754",0,2,1,1,1,1
"ENSMUSG00000083755",0,0,0,0,0,0
"ENSMUSG00000083757",26,13,24,24,39,24
"ENSMUSG00000083760",0,0,0,0,0,0
"ENSMUSG00000083761",0,0,0,0,0,0
"ENSMUSG00000083763",5,14,14,5,11,20
"ENSMUSG00000083764",0,0,0,0,0,0
"ENSMUSG00000083766",0,0,0,0,0,0
"ENSMUSG00000083767",0,0,0,2,0,0
"ENSMUSG00000083768",0,0,0,0,0,0
"ENSMUSG00000083769",0,0,0,0,0,0
"ENSMUSG00000083771",0,0,0,0,0,0
"ENSMUSG00000083772",0,0,2,1,0,0
"ENSMUSG00000083773",0,0,0,0,0,0
"ENSMUSG00000083774",1,0,1,5,1,2
"ENSMUSG00000083775",0,0,0,0,0,0
"ENSMUSG00000083776",0,0,0,0,1,0
"ENSMUSG00000083777",224,198,195,185,194,200
"ENSMUSG00000083778",0,0,0,0,0,0
"ENSMUSG00000083779",0,0,0,0,0,0
"ENSMUSG00000083780",0,0,0,0,0,0
"ENSMUSG00000083781",0,0,0,0,0,0
"ENSMUSG00000083782",0,0,0,0,0,0
"ENSMUSG00000083783",1,0,0,0,0,0
"ENSMUSG00000083784",0,0,0,0,0,0
"ENSMUSG00000083785",0,0,0,0,0,0
"ENSMUSG00000083786",0,0,0,0,0,0
"ENSMUSG00000083787",0,0,0,0,0,0
"ENSMUSG00000083789",0,0,0,0,0,0
"ENSMUSG00000083791",0,0,0,0,0,0
"ENSMUSG00000083792",5,1,8,4,4,1
"ENSMUSG00000083793",0,0,1,0,0,0
"ENSMUSG00000083794",0,0,0,0,0,0
"ENSMUSG00000083795",0,1,0,0,0,0
"ENSMUSG00000083796",0,0,0,0,0,0
"ENSMUSG00000083798",0,1,0,0,0,0
"ENSMUSG00000083801",0,0,0,0,0,0
"ENSMUSG00000083803",0,10,8,9,0,5
"ENSMUSG00000083804",0,0,0,0,0,0
"ENSMUSG00000083805",0,0,0,0,0,0
"ENSMUSG00000083806",0,0,0,3,0,0
"ENSMUSG00000083807",0,0,0,0,0,0
"ENSMUSG00000083808",0,0,0,0,0,0
"ENSMUSG00000083809",0,0,0,0,0,0
"ENSMUSG00000083810",0,0,0,0,0,0
"ENSMUSG00000083811",0,0,0,0,0,0
"ENSMUSG00000083812",0,0,0,0,0,0
"ENSMUSG00000083813",0,0,0,0,0,0
"ENSMUSG00000083814",0,0,0,0,0,0
"ENSMUSG00000083815",0,3,0,0,0,0
"ENSMUSG00000083816",13,3,16,13,10,24
"ENSMUSG00000083817",2,6,5,1,1,0
"ENSMUSG00000083818",0,0,0,0,0,0
"ENSMUSG00000083819",0,0,0,0,0,0
"ENSMUSG00000083820",0,0,0,0,0,0
"ENSMUSG00000083821",0,0,0,0,0,0
"ENSMUSG00000083822",0,1,0,0,0,0
"ENSMUSG00000083823",0,0,0,0,0,0
"ENSMUSG00000083825",0,0,0,0,0,0
"ENSMUSG00000083826",0,0,0,0,0,0
"ENSMUSG00000083827",0,0,0,0,0,0
"ENSMUSG00000083828",0,0,0,0,0,0
"ENSMUSG00000083829",0,0,0,0,1,0
"ENSMUSG00000083830",0,0,0,0,0,0
"ENSMUSG00000083831",0,0,0,0,0,0
"ENSMUSG00000083832",0,0,0,0,0,0
"ENSMUSG00000083833",0,0,0,0,0,0
"ENSMUSG00000083834",2,14,12,15,24,13
"ENSMUSG00000083835",0,0,0,0,0,0
"ENSMUSG00000083836",0,0,0,0,0,0
"ENSMUSG00000083837",0,0,0,0,0,0
"ENSMUSG00000083838",0,1,0,0,0,0
"ENSMUSG00000083839",0,0,0,0,0,0
"ENSMUSG00000083841",0,0,0,0,0,0
"ENSMUSG00000083842",0,0,0,0,0,0
"ENSMUSG00000083843",0,0,0,0,0,0
"ENSMUSG00000083844",121,124,139,168,182,188
"ENSMUSG00000083845",1,0,0,0,0,0
"ENSMUSG00000083846",0,0,0,0,0,0
"ENSMUSG00000083847",14,17,21,18,10,26
"ENSMUSG00000083848",0,0,0,0,0,0
"ENSMUSG00000083849",22,33,40,7,16,43
"ENSMUSG00000083851",0,0,0,0,0,0
"ENSMUSG00000083852",0,0,0,0,0,0
"ENSMUSG00000083853",0,0,0,0,0,0
"ENSMUSG00000083854",0,1,0,0,0,0
"ENSMUSG00000083855",1,0,4,6,1,5
"ENSMUSG00000083856",6,10,2,5,7,6
"ENSMUSG00000083857",0,0,0,0,0,0
"ENSMUSG00000083858",0,0,0,0,0,0
"ENSMUSG00000083859",0,0,0,0,0,0
"ENSMUSG00000083860",0,0,0,0,0,0
"ENSMUSG00000083861",0,0,0,0,0,0
"ENSMUSG00000083863",1,2,2,2,2,1
"ENSMUSG00000083864",1,0,3,0,1,0
"ENSMUSG00000083866",0,0,1,2,2,0
"ENSMUSG00000083867",0,0,0,0,0,0
"ENSMUSG00000083868",0,0,0,0,0,0
"ENSMUSG00000083869",0,0,0,0,0,0
"ENSMUSG00000083870",0,0,0,0,0,0
"ENSMUSG00000083871",0,0,0,0,0,0
"ENSMUSG00000083872",0,0,0,0,0,0
"ENSMUSG00000083873",0,0,0,0,0,0
"ENSMUSG00000083874",0,0,0,0,1,0
"ENSMUSG00000083875",1,0,0,1,0,0
"ENSMUSG00000083876",0,0,0,0,0,0
"ENSMUSG00000083877",0,0,0,0,0,0
"ENSMUSG00000083878",0,0,0,0,0,0
"ENSMUSG00000083879",0,0,0,0,0,0
"ENSMUSG00000083880",0,0,0,0,0,0
"ENSMUSG00000083882",0,0,0,0,0,0
"ENSMUSG00000083884",0,0,0,0,0,0
"ENSMUSG00000083885",0,0,7,17,4,0
"ENSMUSG00000083886",0,0,0,0,0,0
"ENSMUSG00000083887",0,0,0,0,0,0
"ENSMUSG00000083888",0,0,0,0,0,0
"ENSMUSG00000083889",0,0,0,0,0,0
"ENSMUSG00000083890",0,0,0,0,1,0
"ENSMUSG00000083892",0,1,0,0,6,1
"ENSMUSG00000083893",0,0,0,0,0,0
"ENSMUSG00000083894",0,0,0,0,0,0
"ENSMUSG00000083895",0,0,0,0,0,0
"ENSMUSG00000083896",0,0,0,0,0,0
"ENSMUSG00000083897",0,0,0,0,0,0
"ENSMUSG00000083898",0,0,0,0,0,0
"ENSMUSG00000083899",40,29,38,21,35,36
"ENSMUSG00000083900",0,2,0,1,0,0
"ENSMUSG00000083901",0,0,0,0,0,0
"ENSMUSG00000083902",4,6,2,4,3,5
"ENSMUSG00000083903",0,0,0,0,0,0
"ENSMUSG00000083904",0,0,0,0,0,0
"ENSMUSG00000083905",0,0,0,0,0,0
"ENSMUSG00000083906",0,0,0,0,0,0
"ENSMUSG00000083907",1,1,0,1,0,1
"ENSMUSG00000083908",0,0,0,0,0,0
"ENSMUSG00000083909",0,2,0,0,2,2
"ENSMUSG00000083910",0,0,0,0,0,0
"ENSMUSG00000083911",28,17,14,14,0,27
"ENSMUSG00000083912",0,0,0,0,1,0
"ENSMUSG00000083913",0,0,0,0,0,0
"ENSMUSG00000083914",0,0,1,0,0,0
"ENSMUSG00000083915",0,0,0,1,0,0
"ENSMUSG00000083916",866,1042,1106,942,1160,1085
"ENSMUSG00000083917",0,0,0,0,0,0
"ENSMUSG00000083918",0,0,0,0,0,0
"ENSMUSG00000083919",0,0,0,0,0,0
"ENSMUSG00000083920",0,0,0,0,0,0
"ENSMUSG00000083921",0,0,0,0,5,0
"ENSMUSG00000083922",0,1,0,0,0,3
"ENSMUSG00000083923",0,0,0,0,0,0
"ENSMUSG00000083924",2,0,0,0,0,0
"ENSMUSG00000083925",0,0,0,0,0,0
"ENSMUSG00000083926",0,0,0,0,0,0
"ENSMUSG00000083927",0,0,0,0,0,0
"ENSMUSG00000083928",1,0,0,0,0,1
"ENSMUSG00000083929",0,0,0,0,0,0
"ENSMUSG00000083930",0,0,0,0,0,0
"ENSMUSG00000083931",0,0,0,0,0,0
"ENSMUSG00000083932",0,0,0,0,0,0
"ENSMUSG00000083933",0,0,5,1,0,0
"ENSMUSG00000083934",0,0,0,0,0,0
"ENSMUSG00000083935",0,0,0,0,0,0
"ENSMUSG00000083936",0,0,0,0,0,0
"ENSMUSG00000083937",0,0,0,0,0,0
"ENSMUSG00000083938",0,0,0,0,0,0
"ENSMUSG00000083939",0,0,0,0,0,0
"ENSMUSG00000083940",0,0,0,0,0,0
"ENSMUSG00000083941",0,0,0,0,0,0
"ENSMUSG00000083942",0,0,0,0,0,0
"ENSMUSG00000083943",0,0,0,0,0,0
"ENSMUSG00000083944",0,0,0,0,0,0
"ENSMUSG00000083945",0,0,0,0,0,0
"ENSMUSG00000083946",0,0,0,0,0,0
"ENSMUSG00000083947",0,0,0,0,0,2
"ENSMUSG00000083948",0,0,0,0,0,0
"ENSMUSG00000083949",0,0,0,0,0,0
"ENSMUSG00000083950",0,0,0,0,0,0
"ENSMUSG00000083951",0,0,0,0,0,0
"ENSMUSG00000083953",0,0,0,0,0,0
"ENSMUSG00000083954",0,0,0,0,0,0
"ENSMUSG00000083955",0,0,0,0,0,0
"ENSMUSG00000083956",0,1,0,0,0,0
"ENSMUSG00000083957",0,0,0,0,0,0
"ENSMUSG00000083958",19,9,28,12,39,31
"ENSMUSG00000083960",0,0,0,0,0,0
"ENSMUSG00000083961",0,0,0,0,0,0
"ENSMUSG00000083962",9,6,4,1,0,4
"ENSMUSG00000083963",0,0,0,0,0,0
"ENSMUSG00000083964",0,0,0,0,0,0
"ENSMUSG00000083966",0,0,0,0,0,0
"ENSMUSG00000083967",0,0,0,0,0,0
"ENSMUSG00000083969",10,4,5,5,23,5
"ENSMUSG00000083970",0,0,0,0,0,0
"ENSMUSG00000083971",0,0,0,0,0,0
"ENSMUSG00000083972",0,0,0,0,0,0
"ENSMUSG00000083973",0,2,0,0,0,0
"ENSMUSG00000083974",2,0,0,5,1,0
"ENSMUSG00000083975",0,0,0,0,0,0
"ENSMUSG00000083976",0,0,0,0,0,0
"ENSMUSG00000083977",0,0,0,0,0,0
"ENSMUSG00000083978",0,0,0,0,0,0
"ENSMUSG00000083979",0,0,0,0,0,0
"ENSMUSG00000083981",1,0,0,0,0,2
"ENSMUSG00000083982",0,0,0,0,0,0
"ENSMUSG00000083983",0,0,0,0,0,0
"ENSMUSG00000083985",0,0,0,0,0,0
"ENSMUSG00000083986",0,0,0,0,0,0
"ENSMUSG00000083987",0,0,0,0,0,0
"ENSMUSG00000083988",0,0,0,0,0,0
"ENSMUSG00000083989",0,0,0,0,0,0
"ENSMUSG00000083990",0,0,0,0,0,0
"ENSMUSG00000083991",0,0,0,0,0,0
"ENSMUSG00000083992",2,4,0,1,0,0
"ENSMUSG00000083993",0,0,0,0,1,1
"ENSMUSG00000083994",0,0,2,2,1,0
"ENSMUSG00000083995",0,0,0,0,0,0
"ENSMUSG00000083996",0,0,0,0,0,0
"ENSMUSG00000083997",0,0,0,0,0,0
"ENSMUSG00000083998",0,0,0,0,0,0
"ENSMUSG00000083999",0,0,0,0,0,0
"ENSMUSG00000084000",0,0,0,0,0,0
"ENSMUSG00000084001",0,0,0,0,0,0
"ENSMUSG00000084004",0,0,0,0,0,0
"ENSMUSG00000084006",0,0,0,0,0,0
"ENSMUSG00000084007",0,0,0,0,0,0
"ENSMUSG00000084009",0,0,0,0,0,0
"ENSMUSG00000084010",0,0,0,0,0,0
"ENSMUSG00000084011",0,0,0,0,0,0
"ENSMUSG00000084012",0,0,0,0,0,0
"ENSMUSG00000084013",4,3,4,3,9,4
"ENSMUSG00000084014",0,0,0,0,0,0
"ENSMUSG00000084015",0,0,0,0,0,0
"ENSMUSG00000084017",0,0,0,0,0,0
"ENSMUSG00000084018",0,0,0,0,0,0
"ENSMUSG00000084019",0,0,0,0,0,0
"ENSMUSG00000084020",0,0,0,0,0,0
"ENSMUSG00000084021",0,0,0,0,0,0
"ENSMUSG00000084022",0,0,0,0,0,0
"ENSMUSG00000084024",0,0,0,0,0,0
"ENSMUSG00000084025",0,0,0,0,0,0
"ENSMUSG00000084026",0,0,0,0,0,0
"ENSMUSG00000084027",0,0,0,0,0,0
"ENSMUSG00000084028",0,0,0,0,0,0
"ENSMUSG00000084029",0,1,0,0,1,0
"ENSMUSG00000084030",0,0,0,0,0,0
"ENSMUSG00000084031",0,0,0,0,0,0
"ENSMUSG00000084032",0,2,4,0,2,0
"ENSMUSG00000084033",25,26,39,18,30,26
"ENSMUSG00000084034",0,0,0,0,0,0
"ENSMUSG00000084038",0,1,4,0,0,0
"ENSMUSG00000084039",0,0,0,0,0,0
"ENSMUSG00000084041",0,0,0,0,0,0
"ENSMUSG00000084043",0,0,0,0,0,0
"ENSMUSG00000084044",0,0,0,0,0,0
"ENSMUSG00000084045",0,0,0,0,0,0
"ENSMUSG00000084046",0,0,0,0,0,0
"ENSMUSG00000084047",0,0,0,0,0,0
"ENSMUSG00000084048",0,0,0,0,0,0
"ENSMUSG00000084050",0,0,0,0,0,0
"ENSMUSG00000084052",0,0,0,0,0,0
"ENSMUSG00000084053",0,0,0,0,0,0
"ENSMUSG00000084054",0,0,0,0,0,0
"ENSMUSG00000084055",0,0,0,0,0,0
"ENSMUSG00000084056",0,0,0,0,0,0
"ENSMUSG00000084057",0,0,0,0,0,0
"ENSMUSG00000084058",0,0,0,0,0,0
"ENSMUSG00000084059",0,0,0,2,0,3
"ENSMUSG00000084060",1,0,1,0,0,0
"ENSMUSG00000084061",0,0,0,0,0,0
"ENSMUSG00000084063",3,8,6,12,4,12
"ENSMUSG00000084064",24,14,10,14,16,11
"ENSMUSG00000084065",0,0,0,0,0,0
"ENSMUSG00000084066",7,14,36,30,43,14
"ENSMUSG00000084067",8,4,2,9,2,2
"ENSMUSG00000084068",0,0,0,0,0,0
"ENSMUSG00000084069",0,0,0,0,0,0
"ENSMUSG00000084070",0,0,0,0,0,0
"ENSMUSG00000084071",0,0,0,0,0,0
"ENSMUSG00000084072",0,0,0,0,0,0
"ENSMUSG00000084073",0,0,0,0,0,0
"ENSMUSG00000084074",0,0,0,0,0,0
"ENSMUSG00000084076",0,1,0,0,0,0
"ENSMUSG00000084077",0,0,1,0,0,0
"ENSMUSG00000084078",0,0,0,0,0,0
"ENSMUSG00000084079",0,0,0,0,0,0
"ENSMUSG00000084080",0,0,0,0,0,0
"ENSMUSG00000084081",12,9,18,0,13,21
"ENSMUSG00000084082",0,0,0,0,0,0
"ENSMUSG00000084083",0,0,0,0,0,0
"ENSMUSG00000084085",0,0,0,0,0,0
"ENSMUSG00000084086",0,0,0,0,5,0
"ENSMUSG00000084087",2,0,0,0,0,0
"ENSMUSG00000084088",5,2,2,4,8,3
"ENSMUSG00000084089",0,0,2,0,0,0
"ENSMUSG00000084090",0,0,0,0,0,0
"ENSMUSG00000084092",0,0,0,0,0,0
"ENSMUSG00000084093",0,0,0,0,0,0
"ENSMUSG00000084094",4,0,1,5,0,1
"ENSMUSG00000084095",0,0,0,0,0,0
"ENSMUSG00000084096",0,0,0,0,0,0
"ENSMUSG00000084097",0,0,0,0,0,0
"ENSMUSG00000084098",0,0,0,3,0,3
"ENSMUSG00000084099",0,0,0,0,0,0
"ENSMUSG00000084101",1,1,3,0,4,3
"ENSMUSG00000084102",1,1,2,3,0,4
"ENSMUSG00000084103",0,0,0,0,0,0
"ENSMUSG00000084104",1,0,0,0,0,0
"ENSMUSG00000084105",0,0,0,0,0,0
"ENSMUSG00000084106",1,1,0,0,0,0
"ENSMUSG00000084107",0,0,0,0,0,0
"ENSMUSG00000084108",1,2,1,0,2,5
"ENSMUSG00000084110",0,0,0,0,0,0
"ENSMUSG00000084111",0,0,0,0,0,0
"ENSMUSG00000084112",0,0,0,0,0,0
"ENSMUSG00000084113",9,1,5,3,8,5
"ENSMUSG00000084114",0,0,0,0,0,0
"ENSMUSG00000084115",0,0,0,0,0,0
"ENSMUSG00000084116",0,0,0,0,0,0
"ENSMUSG00000084117",0,0,0,0,0,0
"ENSMUSG00000084118",0,0,0,0,0,0
"ENSMUSG00000084119",0,0,0,0,0,3
"ENSMUSG00000084120",5,0,0,2,0,0
"ENSMUSG00000084123",0,0,1,0,0,0
"ENSMUSG00000084124",0,0,0,0,0,0
"ENSMUSG00000084125",1,0,0,1,0,0
"ENSMUSG00000084126",0,0,0,1,0,0
"ENSMUSG00000084127",0,0,1,0,0,0
"ENSMUSG00000084128",21,11,18,0,0,20
"ENSMUSG00000084129",0,0,0,0,1,0
"ENSMUSG00000084130",0,0,0,0,0,0
"ENSMUSG00000084131",0,0,0,0,0,0
"ENSMUSG00000084132",1,0,0,2,11,2
"ENSMUSG00000084133",38,41,67,40,69,20
"ENSMUSG00000084134",0,0,0,0,0,0
"ENSMUSG00000084135",0,0,0,0,0,0
"ENSMUSG00000084136",0,0,0,0,0,0
"ENSMUSG00000084137",0,0,0,0,0,0
"ENSMUSG00000084138",0,0,0,0,0,0
"ENSMUSG00000084139",0,0,0,0,0,0
"ENSMUSG00000084140",0,0,0,0,0,0
"ENSMUSG00000084142",7,11,11,5,11,8
"ENSMUSG00000084143",0,0,0,0,0,0
"ENSMUSG00000084144",0,0,0,0,0,0
"ENSMUSG00000084145",0,2,0,0,2,1
"ENSMUSG00000084146",0,0,0,0,0,0
"ENSMUSG00000084147",0,0,0,0,0,0
"ENSMUSG00000084148",0,0,0,0,0,0
"ENSMUSG00000084149",0,0,0,0,0,0
"ENSMUSG00000084150",0,0,0,0,0,0
"ENSMUSG00000084151",0,0,0,0,0,0
"ENSMUSG00000084152",0,0,0,0,0,0
"ENSMUSG00000084153",0,0,0,0,0,0
"ENSMUSG00000084154",0,0,0,0,0,0
"ENSMUSG00000084155",0,0,0,0,0,0
"ENSMUSG00000084157",0,0,0,0,6,0
"ENSMUSG00000084158",0,0,0,0,0,0
"ENSMUSG00000084159",6,5,1,6,3,0
"ENSMUSG00000084160",0,0,0,0,0,0
"ENSMUSG00000084161",0,0,0,0,0,0
"ENSMUSG00000084162",0,0,0,0,0,0
"ENSMUSG00000084163",0,3,6,2,0,0
"ENSMUSG00000084164",0,0,0,0,0,0
"ENSMUSG00000084166",23,37,32,30,37,29
"ENSMUSG00000084167",0,0,0,0,0,0
"ENSMUSG00000084168",0,0,0,0,1,2
"ENSMUSG00000084169",0,0,0,0,0,0
"ENSMUSG00000084170",90,99,108,76,69,63
"ENSMUSG00000084171",0,0,0,0,0,0
"ENSMUSG00000084172",0,0,0,0,0,0
"ENSMUSG00000084173",0,0,0,0,0,0
"ENSMUSG00000084174",0,0,0,0,0,0
"ENSMUSG00000084175",0,0,0,0,0,0
"ENSMUSG00000084177",0,0,0,0,0,0
"ENSMUSG00000084178",0,0,0,0,0,0
"ENSMUSG00000084179",0,0,0,0,0,0
"ENSMUSG00000084180",0,0,0,0,0,0
"ENSMUSG00000084181",0,0,0,0,0,0
"ENSMUSG00000084182",4,5,5,0,1,4
"ENSMUSG00000084183",0,0,0,0,0,0
"ENSMUSG00000084184",0,0,0,0,0,0
"ENSMUSG00000084185",0,0,0,0,0,0
"ENSMUSG00000084186",0,0,0,0,0,0
"ENSMUSG00000084188",1,0,0,0,0,0
"ENSMUSG00000084189",0,0,0,0,0,0
"ENSMUSG00000084190",1,0,3,0,0,0
"ENSMUSG00000084191",0,0,0,0,0,0
"ENSMUSG00000084192",0,0,0,7,0,0
"ENSMUSG00000084193",1,0,0,1,0,0
"ENSMUSG00000084195",0,0,0,0,0,0
"ENSMUSG00000084196",0,1,0,0,0,0
"ENSMUSG00000084197",0,0,0,0,0,0
"ENSMUSG00000084198",0,0,0,0,0,0
"ENSMUSG00000084199",0,0,0,0,0,0
"ENSMUSG00000084200",0,0,0,0,0,0
"ENSMUSG00000084201",0,0,0,1,0,0
"ENSMUSG00000084202",0,0,0,0,0,0
"ENSMUSG00000084203",0,5,0,0,0,0
"ENSMUSG00000084204",0,0,0,0,0,0
"ENSMUSG00000084205",0,0,1,0,0,0
"ENSMUSG00000084206",0,0,0,0,0,0
"ENSMUSG00000084207",0,0,0,0,0,0
"ENSMUSG00000084208",2,0,0,0,0,0
"ENSMUSG00000084209",0,0,0,0,0,0
"ENSMUSG00000084210",0,0,0,0,0,0
"ENSMUSG00000084211",0,0,0,0,0,0
"ENSMUSG00000084212",0,0,0,0,0,0
"ENSMUSG00000084213",0,0,0,0,0,0
"ENSMUSG00000084214",0,0,0,0,0,0
"ENSMUSG00000084215",0,0,0,0,0,0
"ENSMUSG00000084216",0,0,0,0,0,0
"ENSMUSG00000084217",0,0,1,3,1,0
"ENSMUSG00000084218",0,0,0,0,0,0
"ENSMUSG00000084219",0,0,0,0,0,0
"ENSMUSG00000084220",0,0,1,0,0,0
"ENSMUSG00000084221",372,486,565,351,589,487
"ENSMUSG00000084222",0,0,0,0,0,0
"ENSMUSG00000084223",0,0,0,0,1,0
"ENSMUSG00000084224",0,0,0,1,0,0
"ENSMUSG00000084226",0,0,0,0,0,0
"ENSMUSG00000084228",0,0,0,0,0,0
"ENSMUSG00000084230",0,1,0,1,1,1
"ENSMUSG00000084231",0,0,0,0,0,0
"ENSMUSG00000084234",27,6,30,10,0,22
"ENSMUSG00000084235",0,0,0,1,6,0
"ENSMUSG00000084236",0,0,0,0,0,0
"ENSMUSG00000084237",0,0,0,0,0,0
"ENSMUSG00000084238",0,0,0,0,0,0
"ENSMUSG00000084239",0,0,0,0,0,0
"ENSMUSG00000084240",0,0,0,0,0,0
"ENSMUSG00000084241",1,1,3,0,0,0
"ENSMUSG00000084243",0,0,0,0,0,0
"ENSMUSG00000084244",0,0,0,0,0,0
"ENSMUSG00000084245",0,0,0,0,0,0
"ENSMUSG00000084246",0,0,0,0,0,0
"ENSMUSG00000084247",0,0,0,0,0,0
"ENSMUSG00000084248",0,0,0,0,0,0
"ENSMUSG00000084249",0,0,0,0,0,0
