"","GSM6996077","GSM6996078","GSM6996079","GSM6996080","GSM6996081","GSM6996082"
"ENSMUSG00000035168",582,384,545,529,501,580
"ENSMUSG00000035171",111,106,84,121,110,86
"ENSMUSG00000035172",247,192,265,243,207,196
"ENSMUSG00000035173",691,453,563,542,571,566
"ENSMUSG00000035177",0,0,0,0,0,0
"ENSMUSG00000035179",3,0,2,9,2,0
"ENSMUSG00000035181",585,360,463,597,559,492
"ENSMUSG00000035183",26,7,12,32,17,13
"ENSMUSG00000035184",100,72,100,60,64,74
"ENSMUSG00000035186",5,3,1,3,2,0
"ENSMUSG00000035187",0,0,0,0,0,0
"ENSMUSG00000035189",187,57,119,128,128,135
"ENSMUSG00000035191",0,0,0,0,0,0
"ENSMUSG00000035198",272,193,258,235,236,241
"ENSMUSG00000035199",1348,1197,1441,1657,1405,1258
"ENSMUSG00000035200",0,0,0,0,0,0
"ENSMUSG00000035201",0,0,0,0,0,0
"ENSMUSG00000035202",8718,8916,22832,4982,4122,3875
"ENSMUSG00000035203",1782,1425,2126,1673,1697,1694
"ENSMUSG00000035206",215,205,251,245,208,186
"ENSMUSG00000035208",61,57,71,91,44,32
"ENSMUSG00000035211",0,1,1,3,1,1
"ENSMUSG00000035212",564,492,469,531,452,417
"ENSMUSG00000035215",80,125,96,95,59,66
"ENSMUSG00000035226",28,36,31,46,44,41
"ENSMUSG00000035227",784,883,757,814,723,561
"ENSMUSG00000035228",2,5,2,0,2,0
"ENSMUSG00000035232",168,35,92,43,33,32
"ENSMUSG00000035234",180,143,195,176,187,120
"ENSMUSG00000035235",116,91,94,123,145,97
"ENSMUSG00000035236",353,142,168,217,226,158
"ENSMUSG00000035237",42,25,47,37,18,11
"ENSMUSG00000035238",0,0,0,0,0,0
"ENSMUSG00000035239",87,62,80,90,69,88
"ENSMUSG00000035242",2760,3009,3145,2801,2653,2365
"ENSMUSG00000035245",434,314,369,328,343,310
"ENSMUSG00000035246",3,6,0,2,2,1
"ENSMUSG00000035247",2307,1291,1761,2107,2226,2135
"ENSMUSG00000035248",855,517,652,726,704,750
"ENSMUSG00000035258",403,136,181,148,130,149
"ENSMUSG00000035262",2,8,1,3,1,4
"ENSMUSG00000035266",90,66,62,79,56,56
"ENSMUSG00000035268",1584,2083,2028,1881,1550,1528
"ENSMUSG00000035270",7,4,5,3,4,4
"ENSMUSG00000035273",17,45,11,10,8,2
"ENSMUSG00000035274",13,4,2,4,3,2
"ENSMUSG00000035275",69,54,55,50,66,54
"ENSMUSG00000035277",0,0,0,0,0,0
"ENSMUSG00000035278",177,193,175,147,168,135
"ENSMUSG00000035279",137,55,85,93,78,83
"ENSMUSG00000035283",219,187,199,205,250,172
"ENSMUSG00000035284",729,239,530,607,668,807
"ENSMUSG00000035285",90,66,72,46,47,38
"ENSMUSG00000035293",198,120,105,135,121,118
"ENSMUSG00000035295",18,38,23,21,7,2
"ENSMUSG00000035296",3670,3403,3969,4402,3685,3444
"ENSMUSG00000035297",1153,1038,1274,1303,1240,1080
"ENSMUSG00000035298",0,1,1,0,0,0
"ENSMUSG00000035299",28,23,28,97,31,26
"ENSMUSG00000035305",123,63,88,103,91,104
"ENSMUSG00000035311",577,402,429,450,551,530
"ENSMUSG00000035314",341,217,311,303,296,297
"ENSMUSG00000035325",1701,658,1446,1248,1139,1244
"ENSMUSG00000035329",137,94,97,114,120,106
"ENSMUSG00000035337",0,3,1,1,2,1
"ENSMUSG00000035342",770,741,1109,775,740,722
"ENSMUSG00000035351",124,93,101,121,114,85
"ENSMUSG00000035352",12,7,4,35,9,10
"ENSMUSG00000035354",387,276,342,325,365,283
"ENSMUSG00000035355",0,0,0,0,0,0
"ENSMUSG00000035356",155,54,107,69,58,59
"ENSMUSG00000035357",572,352,482,397,346,368
"ENSMUSG00000035365",11,3,2,4,9,1
"ENSMUSG00000035367",241,251,243,225,245,205
"ENSMUSG00000035370",2,6,7,7,6,2
"ENSMUSG00000035371",0,0,0,0,0,0
"ENSMUSG00000035372",93,78,59,82,74,54
"ENSMUSG00000035373",19,30,19,45,24,7
"ENSMUSG00000035376",136,118,108,138,110,97
"ENSMUSG00000035378",79,54,75,56,60,74
"ENSMUSG00000035382",344,275,331,294,329,255
"ENSMUSG00000035383",0,0,0,0,0,0
"ENSMUSG00000035385",29,19,27,60,21,16
"ENSMUSG00000035387",0,0,0,0,0,0
"ENSMUSG00000035390",68,21,36,16,18,26
"ENSMUSG00000035392",360,257,355,292,290,312
"ENSMUSG00000035394",4,10,6,1,1,1
"ENSMUSG00000035395",0,0,0,0,0,0
"ENSMUSG00000035397",76,58,81,66,53,45
"ENSMUSG00000035399",202,166,156,170,171,158
"ENSMUSG00000035401",619,531,602,502,515,510
"ENSMUSG00000035403",19,2,9,0,2,1
"ENSMUSG00000035407",21,16,14,21,16,11
"ENSMUSG00000035413",230,201,204,199,188,177
"ENSMUSG00000035420",0,0,0,0,0,0
"ENSMUSG00000035427",0,0,0,0,0,0
"ENSMUSG00000035429",0,2,0,0,1,0
"ENSMUSG00000035431",0,0,0,0,0,0
"ENSMUSG00000035435",0,1,0,1,1,0
"ENSMUSG00000035437",680,441,563,703,666,676
"ENSMUSG00000035439",263,239,328,266,201,236
"ENSMUSG00000035441",208,106,181,183,155,184
"ENSMUSG00000035443",211,246,272,279,265,225
"ENSMUSG00000035448",0,0,0,0,0,3
"ENSMUSG00000035451",0,0,0,0,0,0
"ENSMUSG00000035454",0,0,0,0,0,0
"ENSMUSG00000035455",17,13,5,19,19,10
"ENSMUSG00000035456",0,2,0,4,5,3
"ENSMUSG00000035458",42024,69188,58329,55342,54134,40400
"ENSMUSG00000035459",9,6,9,11,6,9
"ENSMUSG00000035469",287,213,223,257,263,226
"ENSMUSG00000035472",3,1,2,1,0,0
"ENSMUSG00000035473",466,391,434,503,522,361
"ENSMUSG00000035476",344,180,212,237,243,182
"ENSMUSG00000035478",832,875,952,792,733,641
"ENSMUSG00000035486",23,19,37,18,22,18
"ENSMUSG00000035491",0,0,0,1,0,0
"ENSMUSG00000035493",433,402,363,267,221,230
"ENSMUSG00000035495",299,238,277,280,256,256
"ENSMUSG00000035498",84,1,43,1,1,2
"ENSMUSG00000035504",35,32,35,61,42,38
"ENSMUSG00000035505",90,83,115,122,88,97
"ENSMUSG00000035506",21,6,15,14,2,9
"ENSMUSG00000035509",11,5,2,1,2,5
"ENSMUSG00000035513",128,63,124,101,97,108
"ENSMUSG00000035517",260,196,237,312,267,233
"ENSMUSG00000035521",196,170,210,144,156,130
"ENSMUSG00000035522",0,0,0,0,0,0
"ENSMUSG00000035523",0,0,0,0,0,0
"ENSMUSG00000035528",0,0,0,0,0,0
"ENSMUSG00000035529",262,233,287,254,232,204
"ENSMUSG00000035530",7489,10333,8407,7692,7499,6635
"ENSMUSG00000035539",0,0,0,0,0,0
"ENSMUSG00000035540",9,57,6,231,20,1
"ENSMUSG00000035545",2376,1525,2513,1715,1831,2053
"ENSMUSG00000035547",54,40,63,53,32,41
"ENSMUSG00000035551",47,10,23,5,0,3
"ENSMUSG00000035557",0,2,0,0,0,0
"ENSMUSG00000035559",109,144,203,123,94,77
"ENSMUSG00000035560",0,0,0,0,0,0
"ENSMUSG00000035561",690,121,470,220,206,200
"ENSMUSG00000035566",115,61,80,162,93,98
"ENSMUSG00000035569",1722,1003,1486,1319,1543,1687
"ENSMUSG00000035572",292,180,223,244,216,212
"ENSMUSG00000035575",720,509,619,640,632,573
"ENSMUSG00000035576",0,1,1,1,0,0
"ENSMUSG00000035578",14,10,10,12,4,2
"ENSMUSG00000035580",1,0,0,0,1,1
"ENSMUSG00000035582",0,0,0,1,0,0
"ENSMUSG00000035585",590,511,675,607,497,418
"ENSMUSG00000035592",0,0,0,0,0,0
"ENSMUSG00000035594",1,0,1,3,0,0
"ENSMUSG00000035595",33,58,47,45,33,31
"ENSMUSG00000035596",311,251,285,280,207,266
"ENSMUSG00000035597",843,654,650,604,573,583
"ENSMUSG00000035601",92,80,63,75,77,71
"ENSMUSG00000035606",281,202,243,317,286,330
"ENSMUSG00000035614",370,281,260,322,303,322
"ENSMUSG00000035615",34,1,19,2,2,2
"ENSMUSG00000035620",783,725,746,909,815,835
"ENSMUSG00000035621",863,445,851,578,635,694
"ENSMUSG00000035623",479,292,356,363,384,433
"ENSMUSG00000035626",0,0,0,0,0,0
"ENSMUSG00000035629",772,554,779,740,616,663
"ENSMUSG00000035632",344,245,335,243,216,294
"ENSMUSG00000035637",370,251,407,332,336,295
"ENSMUSG00000035638",0,0,0,0,0,0
"ENSMUSG00000035640",33,18,39,22,20,18
"ENSMUSG00000035642",476,697,600,583,482,416
"ENSMUSG00000035649",535,526,539,496,368,349
"ENSMUSG00000035651",0,0,0,0,0,0
"ENSMUSG00000035653",1,0,0,0,0,0
"ENSMUSG00000035666",386,318,393,392,361,381
"ENSMUSG00000035671",132,82,122,117,128,103
"ENSMUSG00000035673",301,180,284,283,236,203
"ENSMUSG00000035674",843,1606,1287,1320,1098,788
"ENSMUSG00000035678",16,7,8,10,5,4
"ENSMUSG00000035681",21,12,13,12,9,5
"ENSMUSG00000035683",11,0,6,20,5,6
"ENSMUSG00000035686",474,279,287,295,331,251
"ENSMUSG00000035692",92,69,90,132,85,73
"ENSMUSG00000035694",0,0,0,0,0,0
"ENSMUSG00000035696",604,388,432,443,421,449
"ENSMUSG00000035697",390,223,182,149,152,128
"ENSMUSG00000035699",12,6,17,14,5,5
"ENSMUSG00000035704",99,76,90,90,66,67
"ENSMUSG00000035711",50,57,78,48,39,41
"ENSMUSG00000035713",47,39,43,24,33,34
"ENSMUSG00000035722",306,226,299,239,240,269
"ENSMUSG00000035725",420,297,386,387,429,397
"ENSMUSG00000035726",629,353,512,512,466,428
"ENSMUSG00000035735",68,34,67,60,52,56
"ENSMUSG00000035745",5,3,3,6,2,5
"ENSMUSG00000035754",424,468,654,529,498,440
"ENSMUSG00000035757",309,297,354,283,258,260
"ENSMUSG00000035759",73,66,63,37,58,27
"ENSMUSG00000035762",290,250,242,288,218,202
"ENSMUSG00000035764",349,342,350,348,347,287
"ENSMUSG00000035765",963,919,1062,946,1001,1024
"ENSMUSG00000035769",11,4,2,8,2,4
"ENSMUSG00000035770",1657,1070,1525,1432,1420,1380
"ENSMUSG00000035772",429,424,452,553,468,497
"ENSMUSG00000035773",12,3,11,7,6,9
"ENSMUSG00000035775",1,0,0,0,0,1
"ENSMUSG00000035776",1412,1235,1558,1453,1471,1336
"ENSMUSG00000035778",450,347,279,504,429,387
"ENSMUSG00000035780",0,1,1,10,0,5
"ENSMUSG00000035781",783,655,777,728,688,700
"ENSMUSG00000035783",1189,547,1228,1879,1786,1764
"ENSMUSG00000035785",0,0,0,0,0,0
"ENSMUSG00000035790",206,185,178,207,194,156
"ENSMUSG00000035798",734,484,511,632,670,581
"ENSMUSG00000035799",34,21,22,19,15,10
"ENSMUSG00000035804",0,0,0,0,0,0
"ENSMUSG00000035805",0,0,0,0,0,0
"ENSMUSG00000035811",1,0,0,13,0,0
"ENSMUSG00000035818",3,3,3,5,2,1
"ENSMUSG00000035824",186,176,198,166,99,115
"ENSMUSG00000035828",1202,1193,1378,859,1113,1156
"ENSMUSG00000035829",69,81,96,73,76,65
"ENSMUSG00000035831",0,0,0,0,0,0
"ENSMUSG00000035834",100,68,72,90,79,90
"ENSMUSG00000035835",7,5,6,3,3,2
"ENSMUSG00000035836",0,2,0,17,2,0
"ENSMUSG00000035840",375,274,243,289,348,314
"ENSMUSG00000035842",64,35,73,36,45,52
"ENSMUSG00000035845",124,97,114,145,119,100
"ENSMUSG00000035847",612,374,520,423,518,484
"ENSMUSG00000035849",543,302,362,466,442,387
"ENSMUSG00000035851",857,630,792,706,691,748
"ENSMUSG00000035852",11,11,14,2,3,1
"ENSMUSG00000035860",8,14,18,11,11,22
"ENSMUSG00000035861",0,0,0,0,0,0
"ENSMUSG00000035863",602,458,568,439,378,337
"ENSMUSG00000035864",4,0,3,0,0,0
"ENSMUSG00000035868",96,74,74,74,45,51
"ENSMUSG00000035873",34,27,25,22,16,25
"ENSMUSG00000035875",11,17,3,20,5,3
"ENSMUSG00000035877",673,456,693,479,482,523
"ENSMUSG00000035878",57,34,34,26,36,42
"ENSMUSG00000035885",1153,1336,1170,1188,1077,804
"ENSMUSG00000035890",185,188,200,167,169,122
"ENSMUSG00000035891",682,525,646,721,628,708
"ENSMUSG00000035896",6,6,2,3,7,6
"ENSMUSG00000035898",232,126,164,187,211,151
"ENSMUSG00000035900",680,457,553,746,739,719
"ENSMUSG00000035901",2540,1547,2276,2084,2057,1955
"ENSMUSG00000035910",2,1,0,2,0,0
"ENSMUSG00000035914",107,52,69,94,61,65
"ENSMUSG00000035916",0,0,0,0,0,0
"ENSMUSG00000035919",148,103,133,117,112,114
"ENSMUSG00000035923",0,0,0,0,0,0
"ENSMUSG00000035929",715,530,647,737,647,668
"ENSMUSG00000035930",50,1,9,0,1,1
"ENSMUSG00000035932",0,0,0,0,0,0
"ENSMUSG00000035933",905,740,802,954,1102,931
"ENSMUSG00000035934",178,127,181,211,162,186
"ENSMUSG00000035936",809,741,746,804,874,900
"ENSMUSG00000035941",804,657,775,771,793,702
"ENSMUSG00000035944",362,397,419,405,397,467
"ENSMUSG00000035946",0,0,0,1,0,0
"ENSMUSG00000035948",124,46,55,31,29,20
"ENSMUSG00000035949",774,500,631,603,594,533
"ENSMUSG00000035951",0,0,0,0,0,0
"ENSMUSG00000035953",290,275,340,239,280,222
"ENSMUSG00000035954",304,208,227,278,298,274
"ENSMUSG00000035958",297,239,217,264,221,217
"ENSMUSG00000035960",271,235,230,282,241,196
"ENSMUSG00000035963",0,0,0,0,0,0
"ENSMUSG00000035964",0,0,0,0,0,0
"ENSMUSG00000035967",669,389,438,391,394,423
"ENSMUSG00000035969",632,359,601,532,544,589
"ENSMUSG00000035983",5,3,1,4,4,2
"ENSMUSG00000035984",27,28,26,26,30,34
"ENSMUSG00000035992",1220,978,886,993,1205,1082
"ENSMUSG00000036002",426,318,426,389,346,318
"ENSMUSG00000036006",118,128,112,171,177,155
"ENSMUSG00000036009",58,66,63,72,59,71
"ENSMUSG00000036013",0,0,0,0,0,0
"ENSMUSG00000036019",120,90,99,109,110,76
"ENSMUSG00000036022",198,104,120,123,104,103
"ENSMUSG00000036023",258,245,271,322,253,222
"ENSMUSG00000036026",1315,971,1317,1229,1327,1494
"ENSMUSG00000036027",0,0,0,1,0,0
"ENSMUSG00000036030",5,6,3,9,0,4
"ENSMUSG00000036036",59,33,52,34,18,28
"ENSMUSG00000036040",510,192,509,211,244,234
"ENSMUSG00000036045",0,0,0,0,0,0
"ENSMUSG00000036046",734,546,775,696,704,660
"ENSMUSG00000036052",932,1012,1463,865,890,1209
"ENSMUSG00000036053",210,99,158,193,174,171
"ENSMUSG00000036054",631,371,601,470,462,565
"ENSMUSG00000036057",338,152,354,252,217,278
"ENSMUSG00000036061",224,167,202,239,165,166
"ENSMUSG00000036062",90,47,124,81,78,93
"ENSMUSG00000036067",3,1,4,6,0,4
"ENSMUSG00000036073",403,490,489,481,431,403
"ENSMUSG00000036078",264,226,253,222,221,187
"ENSMUSG00000036083",0,3,0,5,4,0
"ENSMUSG00000036086",116,104,98,74,71,68
"ENSMUSG00000036087",2596,2018,2612,2722,2593,2779
"ENSMUSG00000036091",0,3,1,2,1,1
"ENSMUSG00000036093",1091,752,817,833,797,561
"ENSMUSG00000036095",16,17,19,7,9,16
"ENSMUSG00000036097",590,396,465,534,540,564
"ENSMUSG00000036098",76,28,43,29,35,47
"ENSMUSG00000036099",594,595,519,517,522,489
"ENSMUSG00000036103",559,230,359,227,255,222
"ENSMUSG00000036104",884,599,741,789,800,809
"ENSMUSG00000036106",42,31,49,54,38,28
"ENSMUSG00000036109",9,5,6,8,9,9
"ENSMUSG00000036110",0,4,0,14,0,0
"ENSMUSG00000036111",17,25,20,28,28,30
"ENSMUSG00000036112",1653,1505,1615,1658,1720,1450
"ENSMUSG00000036114",167,189,158,198,113,112
"ENSMUSG00000036117",0,0,0,1,0,0
"ENSMUSG00000036120",383,252,435,258,284,221
"ENSMUSG00000036123",14,9,12,28,14,22
"ENSMUSG00000036131",7,2,7,5,4,8
"ENSMUSG00000036136",11,3,4,2,1,2
"ENSMUSG00000036138",1045,1045,1239,999,952,906
"ENSMUSG00000036139",2,0,1,0,1,0
"ENSMUSG00000036144",273,312,265,273,286,252
"ENSMUSG00000036151",25,29,17,15,15,10
"ENSMUSG00000036155",347,179,264,296,276,297
"ENSMUSG00000036158",309,225,226,251,218,270
"ENSMUSG00000036160",163,91,119,137,139,105
"ENSMUSG00000036162",0,3,5,1,2,1
"ENSMUSG00000036167",344,217,288,338,317,320
"ENSMUSG00000036168",1,4,0,1,0,1
"ENSMUSG00000036169",4,0,10,4,2,1
"ENSMUSG00000036172",0,1,0,1,0,1
"ENSMUSG00000036180",418,361,484,392,323,376
"ENSMUSG00000036181",918,916,1069,1162,885,803
"ENSMUSG00000036185",2,2,1,1,0,3
"ENSMUSG00000036186",139,158,169,150,91,65
"ENSMUSG00000036188",261,205,212,246,212,189
"ENSMUSG00000036192",27,15,18,17,14,9
"ENSMUSG00000036196",7,6,8,11,6,3
"ENSMUSG00000036197",345,200,248,290,243,241
"ENSMUSG00000036198",4,0,2,0,1,0
"ENSMUSG00000036199",2243,4694,3375,3009,2499,1712
"ENSMUSG00000036202",556,365,401,387,460,400
"ENSMUSG00000036206",244,181,301,264,207,240
"ENSMUSG00000036208",102,64,90,71,82,88
"ENSMUSG00000036211",0,0,0,0,0,0
"ENSMUSG00000036214",181,285,256,261,217,176
"ENSMUSG00000036216",0,0,0,3,0,0
"ENSMUSG00000036218",99,32,53,46,45,47
"ENSMUSG00000036223",3,3,0,6,2,4
"ENSMUSG00000036225",125,100,115,104,118,124
"ENSMUSG00000036231",0,0,0,0,0,0
"ENSMUSG00000036241",1528,1266,1387,1373,1386,1319
"ENSMUSG00000036242",394,364,320,585,373,400
"ENSMUSG00000036244",0,1,0,0,0,0
"ENSMUSG00000036246",106,82,109,77,78,97
"ENSMUSG00000036249",141,102,111,109,108,96
"ENSMUSG00000036251",0,0,0,0,0,0
"ENSMUSG00000036256",1856,1036,1479,1866,1328,1150
"ENSMUSG00000036257",2740,2250,2303,2561,2764,2434
"ENSMUSG00000036264",40,9,38,29,29,41
"ENSMUSG00000036270",559,437,589,549,505,565
"ENSMUSG00000036273",356,161,256,374,364,375
"ENSMUSG00000036275",1852,1617,1710,1728,1581,1589
"ENSMUSG00000036278",1564,2407,1992,1940,1861,1785
"ENSMUSG00000036281",244,192,275,219,183,233
"ENSMUSG00000036282",569,533,476,453,521,402
"ENSMUSG00000036285",258,211,297,276,252,264
"ENSMUSG00000036291",327,228,245,319,297,265
"ENSMUSG00000036292",61,18,19,16,29,19
"ENSMUSG00000036295",10,30,0,8,7,2
"ENSMUSG00000036298",17,5,15,6,11,6
"ENSMUSG00000036299",464,414,488,467,458,325
"ENSMUSG00000036304",28,22,22,12,17,5
"ENSMUSG00000036305",9,14,16,15,9,9
"ENSMUSG00000036306",65,23,53,68,51,51
"ENSMUSG00000036309",2723,2807,2880,2959,3123,2425
"ENSMUSG00000036315",134,182,156,165,152,96
"ENSMUSG00000036322",0,0,0,0,0,0
"ENSMUSG00000036323",990,719,848,856,839,818
"ENSMUSG00000036327",321,374,268,378,323,278
"ENSMUSG00000036330",5,1,4,5,3,3
"ENSMUSG00000036333",1958,1183,1571,1435,1560,1652
"ENSMUSG00000036334",124,77,86,92,99,90
"ENSMUSG00000036339",271,163,252,195,247,222
"ENSMUSG00000036352",908,902,1152,1064,906,816
"ENSMUSG00000036353",55,71,22,54,30,16
"ENSMUSG00000036356",104,51,57,64,40,70
"ENSMUSG00000036357",0,0,2,0,0,0
"ENSMUSG00000036362",19,20,15,32,19,4
"ENSMUSG00000036368",201,143,188,209,251,190
"ENSMUSG00000036371",3505,3103,3200,3629,3738,3230
"ENSMUSG00000036372",410,623,527,501,441,314
"ENSMUSG00000036376",171,165,165,169,155,96
"ENSMUSG00000036377",188,27,199,32,19,26
"ENSMUSG00000036381",77,48,80,74,76,70
"ENSMUSG00000036390",159,157,149,177,159,151
"ENSMUSG00000036391",328,214,270,209,242,225
"ENSMUSG00000036395",10,6,7,5,9,4
"ENSMUSG00000036398",445,751,641,585,500,418
"ENSMUSG00000036401",0,0,0,0,0,0
"ENSMUSG00000036402",660,505,530,646,599,573
"ENSMUSG00000036403",169,77,111,112,122,145
"ENSMUSG00000036411",17,8,10,12,6,5
"ENSMUSG00000036412",27,16,16,44,27,17
"ENSMUSG00000036422",0,0,0,0,0,0
"ENSMUSG00000036427",7259,5441,8442,6603,6142,6587
"ENSMUSG00000036430",132,129,132,140,136,82
"ENSMUSG00000036432",241,229,249,116,158,163
"ENSMUSG00000036435",367,238,293,326,271,236
"ENSMUSG00000036437",177,20,92,11,16,25
"ENSMUSG00000036438",2678,1986,2025,2153,2019,1666
"ENSMUSG00000036442",328,359,336,341,294,238
"ENSMUSG00000036446",2641,1290,1154,1711,1448,1247
"ENSMUSG00000036449",0,0,5,2,2,1
"ENSMUSG00000036450",1066,592,921,1006,1098,1130
"ENSMUSG00000036452",937,831,863,732,744,915
"ENSMUSG00000036459",161,126,137,68,70,67
"ENSMUSG00000036461",371,272,242,351,301,314
"ENSMUSG00000036463",0,0,0,0,0,0
"ENSMUSG00000036466",2,4,0,2,12,5
"ENSMUSG00000036469",24,22,15,30,24,22
"ENSMUSG00000036473",357,305,351,311,335,395
"ENSMUSG00000036478",453,439,327,505,320,280
"ENSMUSG00000036480",0,0,0,0,0,0
"ENSMUSG00000036492",8,9,6,12,5,2
"ENSMUSG00000036499",799,509,548,679,684,642
"ENSMUSG00000036500",0,0,0,0,0,0
"ENSMUSG00000036501",369,164,200,251,276,251
"ENSMUSG00000036502",20,26,10,18,10,13
"ENSMUSG00000036503",1544,1643,1344,1817,1787,1487
"ENSMUSG00000036504",7,4,3,6,6,3
"ENSMUSG00000036510",1,0,2,0,0,0
"ENSMUSG00000036513",145,186,139,170,163,106
"ENSMUSG00000036521",0,0,0,0,0,0
"ENSMUSG00000036523",32,2,19,6,6,9
"ENSMUSG00000036526",12,3,4,5,5,6
"ENSMUSG00000036528",495,243,391,423,444,446
"ENSMUSG00000036529",714,398,626,607,650,690
"ENSMUSG00000036533",431,280,404,524,397,364
"ENSMUSG00000036534",209,180,245,183,206,219
"ENSMUSG00000036537",16,23,31,26,21,14
"ENSMUSG00000036545",422,194,235,382,258,205
"ENSMUSG00000036550",1836,1107,1526,1572,1613,1772
"ENSMUSG00000036551",0,0,0,0,0,0
"ENSMUSG00000036552",112,111,161,91,98,95
"ENSMUSG00000036553",161,103,140,189,134,120
"ENSMUSG00000036555",134,71,109,65,80,71
"ENSMUSG00000036557",0,0,0,0,1,0
"ENSMUSG00000036560",149,108,146,74,60,68
"ENSMUSG00000036561",826,528,825,659,757,731
"ENSMUSG00000036564",4647,3023,4151,4043,3874,3777
"ENSMUSG00000036565",190,120,139,185,147,147
"ENSMUSG00000036568",238,167,272,238,221,210
"ENSMUSG00000036570",2395,2822,3192,2739,2407,2045
"ENSMUSG00000036572",326,258,259,260,263,241
"ENSMUSG00000036574",0,0,0,0,0,0
"ENSMUSG00000036578",23,14,14,4,12,12
"ENSMUSG00000036580",670,470,516,601,554,510
"ENSMUSG00000036585",2512,2704,2849,2661,3031,2753
"ENSMUSG00000036586",0,0,0,0,0,0
"ENSMUSG00000036587",1,0,1,3,1,1
"ENSMUSG00000036591",1609,841,1296,1219,1045,1282
"ENSMUSG00000036594",303,436,290,614,374,318
"ENSMUSG00000036596",12,8,7,2,4,9
"ENSMUSG00000036598",0,0,0,0,2,0
"ENSMUSG00000036599",61,47,53,67,44,31
"ENSMUSG00000036602",0,0,0,0,0,0
"ENSMUSG00000036606",1457,1093,1593,1270,1310,1348
"ENSMUSG00000036611",289,222,278,490,384,397
"ENSMUSG00000036613",129,103,133,117,93,75
"ENSMUSG00000036615",178,159,192,143,156,177
"ENSMUSG00000036617",824,533,697,686,831,1007
"ENSMUSG00000036620",941,742,935,895,793,862
"ENSMUSG00000036622",338,238,338,302,206,264
"ENSMUSG00000036632",185,212,179,171,158,143
"ENSMUSG00000036634",0,3,1,2,0,0
"ENSMUSG00000036636",534,346,608,513,493,527
"ENSMUSG00000036639",69,57,87,88,71,36
"ENSMUSG00000036641",16,14,12,9,6,8
"ENSMUSG00000036644",1005,610,911,864,772,789
"ENSMUSG00000036646",520,378,486,445,461,466
"ENSMUSG00000036647",0,0,0,0,0,0
"ENSMUSG00000036655",205,240,269,259,270,212
"ENSMUSG00000036658",0,0,0,0,0,0
"ENSMUSG00000036661",245,105,214,169,159,233
"ENSMUSG00000036667",466,160,315,234,204,167
"ENSMUSG00000036672",72,51,58,54,52,41
"ENSMUSG00000036676",418,196,246,299,348,283
"ENSMUSG00000036678",169,131,192,146,125,105
"ENSMUSG00000036686",171,130,191,162,161,140
"ENSMUSG00000036687",0,0,0,0,0,0
"ENSMUSG00000036693",330,197,358,307,295,272
"ENSMUSG00000036698",863,423,680,669,718,784
"ENSMUSG00000036699",3,2,0,4,3,0
"ENSMUSG00000036707",1998,1738,1783,2101,2131,1790
"ENSMUSG00000036712",807,565,615,721,679,648
"ENSMUSG00000036718",61,24,52,53,38,40
"ENSMUSG00000036721",123,114,105,121,104,103
"ENSMUSG00000036731",0,0,0,0,0,0
"ENSMUSG00000036733",6,0,0,0,1,1
"ENSMUSG00000036737",1205,956,1128,954,1136,1058
"ENSMUSG00000036743",5,11,6,14,7,10
"ENSMUSG00000036744",0,0,0,0,0,0
"ENSMUSG00000036745",160,101,134,124,113,112
"ENSMUSG00000036748",542,561,700,610,568,491
"ENSMUSG00000036749",0,0,0,0,0,0
"ENSMUSG00000036751",4495,7084,5856,6714,5669,4076
"ENSMUSG00000036752",2861,2568,3293,2916,3066,2900
"ENSMUSG00000036760",0,0,0,0,0,0
"ENSMUSG00000036764",109,117,134,135,149,127
"ENSMUSG00000036766",3,0,0,1,1,0
"ENSMUSG00000036768",15,10,1,15,13,5
"ENSMUSG00000036769",209,156,151,177,175,149
"ENSMUSG00000036770",0,0,0,0,0,0
"ENSMUSG00000036775",222,163,218,186,183,159
"ENSMUSG00000036777",51,25,20,86,36,24
"ENSMUSG00000036779",623,504,485,624,577,588
"ENSMUSG00000036781",422,666,489,559,486,376
"ENSMUSG00000036782",568,439,417,415,395,361
"ENSMUSG00000036790",5,5,5,9,2,11
"ENSMUSG00000036792",292,168,256,216,217,222
"ENSMUSG00000036800",0,0,0,0,0,0
"ENSMUSG00000036805",2,0,0,0,1,0
"ENSMUSG00000036810",633,543,531,533,608,469
"ENSMUSG00000036813",1,3,2,6,1,0
"ENSMUSG00000036814",0,0,0,0,0,0
"ENSMUSG00000036815",0,0,0,0,0,0
"ENSMUSG00000036816",0,0,1,0,0,0
"ENSMUSG00000036817",830,689,824,793,761,759
"ENSMUSG00000036819",235,158,218,240,202,196
"ENSMUSG00000036820",109,89,111,81,59,83
"ENSMUSG00000036822",312,179,241,244,232,216
"ENSMUSG00000036825",252,151,248,218,213,223
"ENSMUSG00000036826",0,0,0,0,0,0
"ENSMUSG00000036832",2,11,1,3,4,12
"ENSMUSG00000036833",357,335,451,306,275,385
"ENSMUSG00000036834",0,0,0,1,1,1
"ENSMUSG00000036835",327,403,389,393,308,235
"ENSMUSG00000036840",242,313,260,317,279,250
"ENSMUSG00000036845",79,57,116,77,72,55
"ENSMUSG00000036850",510,668,649,645,581,411
"ENSMUSG00000036853",1,0,0,0,0,0
"ENSMUSG00000036854",7190,5774,8169,7896,7440,7542
"ENSMUSG00000036855",0,0,0,0,0,0
"ENSMUSG00000036856",7,1,4,2,2,1
