"","RR1_GST-R_FLT_M23","RR1_GST-R_FLT_M24","RR1_GST-R_FLT_M25","RR1_GST-R_FLT_M26","RR1_GST-R_GC_M33","RR1_GST-R_GC_M34","RR1_GST-R_GC_M35","RR1_GST-R_GC_M36","RR1_GST-R_GC_M37","RR1_GST-R_GC_M38","RR1_GST-R_GC_M39","RR1_GST-R_GC_M40"
"ENSMUSG00000083716",8,7,4,2,22,0,1,13,11,4,3,1
"ENSMUSG00000083717",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083718",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083719",15,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083720",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083721",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083722",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083723",2,0,0,0,1,0,0,0,0,1,0,0
"ENSMUSG00000083725",0,0,0,0,0,0,0,0,0,1,0,1
"ENSMUSG00000083728",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083729",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083731",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083732",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083733",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083734",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083735",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083736",0,0,0,0,0,0,0,0,6,0,0,0
"ENSMUSG00000083737",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083738",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083740",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083741",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083742",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083743",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083744",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083745",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083747",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083748",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083749",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083750",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083752",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083753",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083754",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083755",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083757",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083760",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083761",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083763",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083766",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083767",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083768",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083769",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083771",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083772",0,0,0,1,0,0,0,3,1,1,1,0
"ENSMUSG00000083773",38,87,26,46,41,19,19,131,56,15,15,23
"ENSMUSG00000083774",0,1,0,0,2,0,0,2,0,3,2,0
"ENSMUSG00000083775",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083776",0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000083777",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083778",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083779",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083780",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000083781",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083783",1,0,0,1,0,0,1,3,1,0,1,0
"ENSMUSG00000083784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083785",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083787",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083789",0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000083791",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083792",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083793",2,0,3,0,1,0,0,2,0,0,0,0
"ENSMUSG00000083794",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083795",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083796",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083798",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000083801",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083803",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083805",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083806",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083807",1,5,4,1,1,0,4,6,5,3,3,3
"ENSMUSG00000083808",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083810",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083811",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083812",0,1,1,1,0,0,0,0,1,1,2,0
"ENSMUSG00000083813",0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000083814",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083815",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083816",0,0,17,0,6,0,0,0,24,0,0,1
"ENSMUSG00000083817",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083818",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083819",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083820",6,9,2,13,8,5,0,4,5,1,1,0
"ENSMUSG00000083821",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083822",1,0,0,1,1,0,0,1,1,1,0,0
"ENSMUSG00000083823",1,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083825",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083826",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083827",0,7,1,4,0,0,0,0,0,0,0,4
"ENSMUSG00000083828",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083829",0,0,2,2,4,0,2,1,1,0,0,1
"ENSMUSG00000083830",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083831",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083832",3,0,1,0,1,1,0,1,0,1,0,0
"ENSMUSG00000083833",0,0,0,7,3,0,0,2,0,0,0,0
"ENSMUSG00000083834",0,11,0,2,32,2,0,0,2,0,0,9
"ENSMUSG00000083835",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083836",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000083837",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083838",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083839",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083841",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083842",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083843",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083844",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083845",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083846",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083847",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083848",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083849",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083851",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083852",0,0,1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000083853",29,0,0,0,0,0,0,1,0,0,0,16
"ENSMUSG00000083854",7,3,11,12,7,3,8,20,9,7,5,3
"ENSMUSG00000083855",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083856",1,0,0,0,1,0,0,1,1,1,0,0
"ENSMUSG00000083857",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083858",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083859",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083860",1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000083861",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083863",88,67,54,35,99,30,43,120,128,36,39,29
"ENSMUSG00000083864",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000083866",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083867",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083868",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083869",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083870",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083871",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083872",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083873",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083874",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083875",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083876",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083877",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083878",0,0,0,1,0,0,0,0,4,0,1,0
"ENSMUSG00000083879",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000083880",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083882",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083884",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083885",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083886",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083887",2,2,1,3,0,0,1,3,6,0,1,3
"ENSMUSG00000083888",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083889",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083890",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000083892",0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000083893",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083894",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083895",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083896",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083897",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083898",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083899",0,3,0,2,0,4,6,2,7,0,1,1
"ENSMUSG00000083900",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083901",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083902",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000083903",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083904",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083905",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083906",0,0,0,0,0,0,0,0,17,0,0,21
"ENSMUSG00000083907",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083908",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083909",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083910",52,33,28,45,49,13,14,95,48,26,28,10
"ENSMUSG00000083911",1,2,8,4,2,0,1,6,2,2,2,2
"ENSMUSG00000083912",0,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000083913",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083914",20,12,25,14,11,5,5,14,17,9,6,9
"ENSMUSG00000083915",0,0,0,0,0,0,1,0,0,0,0,1
"ENSMUSG00000083916",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083917",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083918",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083919",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083920",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083921",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083922",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083923",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083924",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083925",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083926",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083927",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083928",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083929",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083930",0,0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000083931",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083932",2,3,3,0,4,0,0,2,3,0,0,1
"ENSMUSG00000083933",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083934",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083935",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083936",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083937",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083939",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083940",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083941",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083943",2,0,8,3,4,3,0,11,0,0,4,3
"ENSMUSG00000083944",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083945",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083946",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083947",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083948",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083949",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083950",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083951",0,0,0,0,0,0,0,0,0,15,0,0
"ENSMUSG00000083953",0,0,0,0,0,1,3,10,0,0,0,0
"ENSMUSG00000083954",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083955",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083956",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083957",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083958",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083960",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083962",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083963",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083964",0,0,5,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083966",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083967",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083969",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083970",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083971",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083972",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083973",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083974",0,0,0,0,0,0,0,36,15,0,0,0
"ENSMUSG00000083975",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083976",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083977",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083978",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083979",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083981",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083982",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000083983",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083985",1,1,3,0,0,0,0,0,0,0,0,1
"ENSMUSG00000083986",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083987",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083988",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083989",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083990",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083991",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083992",297,259,259,274,289,94,128,421,419,153,156,158
"ENSMUSG00000083993",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083994",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083995",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083996",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083997",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083998",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000083999",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084000",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084001",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084004",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084006",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084007",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084009",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084010",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084011",2,3,32,2,13,12,0,20,20,21,14,0
"ENSMUSG00000084012",1,1,4,1,1,0,3,4,1,4,1,2
"ENSMUSG00000084013",0,0,0,0,2,0,0,1,1,0,1,0
"ENSMUSG00000084014",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084015",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000084017",0,1,0,0,1,0,0,2,2,0,0,0
"ENSMUSG00000084018",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084019",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084020",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084021",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084022",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084024",0,0,1,0,0,0,0,0,0,0,0,24
"ENSMUSG00000084025",0,0,0,0,0,0,0,0,0,0,0,11
"ENSMUSG00000084026",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084027",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084028",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084029",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084030",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084031",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084032",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084033",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084034",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084038",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084039",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084041",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084043",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084044",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084045",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084046",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084048",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084050",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000084052",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084053",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084054",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084055",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084056",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084057",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084058",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084059",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084060",0,1,1,1,0,0,0,2,2,2,0,0
"ENSMUSG00000084061",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084063",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084064",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084065",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084066",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084067",0,0,1,0,0,0,1,0,9,0,5,1
"ENSMUSG00000084068",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084069",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084070",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084071",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084072",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084073",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084074",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084076",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084077",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084078",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084079",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084080",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084081",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084082",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084083",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084085",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084086",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084087",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084088",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084089",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084092",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084093",20,19,29,20,21,17,14,30,74,10,13,15
"ENSMUSG00000084094",2,1,2,3,0,0,2,3,1,1,0,0
"ENSMUSG00000084095",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084096",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084097",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084098",8,5,9,8,4,0,1,11,13,6,1,5
"ENSMUSG00000084099",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084101",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084103",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084104",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000084105",5,1,0,1,1,0,0,0,0,0,0,0
"ENSMUSG00000084106",17,16,15,17,32,6,14,19,26,14,7,8
"ENSMUSG00000084107",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084108",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084110",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084111",98,107,68,96,124,32,52,213,221,68,48,67
"ENSMUSG00000084112",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084113",1,0,0,0,0,0,0,0,0,0,0,2
"ENSMUSG00000084114",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084115",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084116",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084117",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084118",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084119",1,0,1,0,1,0,0,0,1,0,1,0
"ENSMUSG00000084120",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084123",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084124",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084125",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084126",10,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084127",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084128",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084129",1,0,0,4,0,0,0,3,0,0,0,0
"ENSMUSG00000084130",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084131",0,0,2,0,0,0,0,3,0,0,0,0
"ENSMUSG00000084132",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084133",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084134",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084135",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084136",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084137",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084138",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084139",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084140",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000084142",0,0,0,0,0,0,0,0,1,0,0,0
