"","EU181","EU182","EU183","EU184","EU185","EU186","EU187","EU188","EU189","EU190","EU191","EU192","EU226","EU228","EU229","EU230","EU231","EU236"
"ENSMUSG00000072780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072789",2,1,1,0,1,2,0,2,1,0,1,2,1,3,8,0,2,0
"ENSMUSG00000072791",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072809",3,1,0,4,6,1,0,4,1,0,3,3,0,2,0,2,1,10
"ENSMUSG00000072813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072825",997,1116,636,1020,2722,2065,874,1287,936,4,415,755,2610,2913,1577,773,567,131
"ENSMUSG00000072834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072844",0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072847",15,52,108,2,95,109,90,201,3,0,12,33,10,25,11,1,146,1
"ENSMUSG00000072849",0,4,1,4,9,5,0,9,5,0,5,5,0,4,2,0,0,0
"ENSMUSG00000072852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072872",5,13,4,12,27,93,22,20,11,1,24,5,7,15,153,15,5,13
"ENSMUSG00000072874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072875",0,0,0,0,1,2,0,1,4,6,0,1,0,0,10,0,0,0
"ENSMUSG00000072878",0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
"ENSMUSG00000072884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072889",143,202,113,191,358,264,197,223,48,1,108,89,33,52,37,61,98,16
"ENSMUSG00000072893",31,14,9,3,6,6,4,143,91,0,8,2,3,79,12,2,13,4
"ENSMUSG00000072898",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000072900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072905",0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,1,1,0
"ENSMUSG00000072915",42,17,12,15,78,208,13,30,254,0,54,24,117,34,25,4,7,9
"ENSMUSG00000072919",0,1,1,1,0,1,3,41,0,0,6,5,2,2,0,3,1,0
"ENSMUSG00000072923",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072930",0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
"ENSMUSG00000072931",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ENSMUSG00000072934",0,0,0,0,2,0,0,1,1,0,2,1,0,0,4,1,0,0
"ENSMUSG00000072940",37,32,14,29,48,61,26,36,33,0,27,22,15,18,14,23,22,3
"ENSMUSG00000072941",37,255,97,78,154,99,22,37,82,1,110,140,72,53,455,115,460,1693
"ENSMUSG00000072944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072946",14,45,5,15,31,46,19,40,11,1,10,55,1,6,46,12,3,13
"ENSMUSG00000072949",2,4,5,322,3,69,3,10,10,0,9,2,8,17,39,24,10,64
"ENSMUSG00000072950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072952",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000072955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072963",0,0,0,0,69,31,1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072964",8,15,3,8,38,15,12,26,16,0,37,13,1,10,58,39,13,75
"ENSMUSG00000072966",0,0,1,0,1,0,4,0,0,0,0,0,0,2,2,2,0,30
"ENSMUSG00000072968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072969",62,26,16,15,108,188,15,44,79,0,27,157,1,100,9,7,15,1
"ENSMUSG00000072972",0,0,0,0,3,0,1,3,0,0,1,0,3,0,2,0,0,0
"ENSMUSG00000072974",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000072978",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072980",4,11,6,3,11,9,5,6,2,0,19,24,2,1,13,12,6,0
"ENSMUSG00000072982",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000072999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073000",1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"ENSMUSG00000073001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073002",6,12,14,12,16,16,14,8,20,0,13,7,5,0,78,8,22,78
"ENSMUSG00000073006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073007",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000073008",0,1,0,4,6,0,0,2,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000073010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073016",4,4,6,13,6,17,4,4,0,1,5,3,21,17,0,10,5,18
"ENSMUSG00000073018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000073027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073051",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000073052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073060",1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073062",16,19,3,42,45,56,29,18,19,0,43,14,9,16,70,17,10,0
"ENSMUSG00000073063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073067",0,0,0,1,2,0,0,0,1,1,0,2,0,0,1,1,0,0
"ENSMUSG00000073069",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ENSMUSG00000073073",0,0,0,0,2,1,0,4,2,0,1,1,0,0,2,3,0,0
"ENSMUSG00000073077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
"ENSMUSG00000073079",1,0,0,1,2,14,0,16,0,0,0,0,0,0,1,1,0,0
"ENSMUSG00000073085",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000073094",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073096",2,3,3,17,10,27,12,72,7,0,13,6,9,4,12,8,2,0
"ENSMUSG00000073102",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000073103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073116",4,4,1,1,214,3,1,5,0,0,1,1,0,3,19,8,4,0
"ENSMUSG00000073117",0,0,0,5,0,0,2,2,0,0,0,0,0,1,3,0,0,0
"ENSMUSG00000073119",6,3,4,6,47,4,11,6,0,0,1,2,2,0,14,3,1,7
"ENSMUSG00000073125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073131",165,224,45,359,276,158,113,248,42,1,129,98,178,49,174,83,237,85
"ENSMUSG00000073139",46,66,21,53,108,74,67,151,40,0,100,40,34,43,117,43,59,91
"ENSMUSG00000073141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073144",0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"ENSMUSG00000073145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073147",9,23,14,45,199,49,7,17,9,0,30,83,27,22,35,23,121,5
"ENSMUSG00000073152",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
"ENSMUSG00000073154",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000073155",125,131,82,160,310,162,374,251,132,13,243,126,172,294,445,186,102,313
"ENSMUSG00000073158",0,0,0,0,3,0,0,1,0,0,1,0,0,0,1,3,0,2
"ENSMUSG00000073164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073176",29,31,26,22,65,184,40,57,12,0,46,31,10,14,31,19,15,24
"ENSMUSG00000073177",4,3,1,16,7,8,185,8,5,0,4,4,5,1,1,7,3,11
"ENSMUSG00000073179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073184",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073198",6,12,2,7,22,15,10,17,6,0,6,5,5,3,7,7,5,12
"ENSMUSG00000073207",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000073208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073209",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"ENSMUSG00000073226",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000073233",2,2,0,0,1,1,0,1,0,0,0,1,2,2,3,0,0,7
"ENSMUSG00000073234",0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000073236",51,108,31,20,284,36,2,120,48,0,5,169,1,3,12,10,23,0
"ENSMUSG00000073242",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000073243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073257",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073267",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073274",17,37,5,15,45,18,29,17,5,1,22,25,4,9,31,41,14,0
"ENSMUSG00000073290",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073293",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
"ENSMUSG00000073294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073295",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,9
"ENSMUSG00000073367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073371",0,0,0,1,1,0,0,0,0,0,4,0,0,2,6,0,0,0
"ENSMUSG00000073374",0,3,5,1,5,102,3,80,7,0,0,5,3,6,1,2,0,0
"ENSMUSG00000073375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ENSMUSG00000073377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073394",0,0,1,5,2,0,0,0,0,0,0,0,1,3,5,9,2,1
"ENSMUSG00000073396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073399",0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073402",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073403",2,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0
"ENSMUSG00000073405",8,4,3,4,19,16,9,10,19,1,12,7,2,4,10,9,5,0
"ENSMUSG00000073406",2,0,1,1,3,1,3,0,4,0,4,3,0,0,1,0,0,0
"ENSMUSG00000073407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073409",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073411",642,859,488,869,1403,1208,1107,1524,1329,3,1697,672,729,1016,1726,974,547,729
"ENSMUSG00000073412",0,0,0,0,3,0,0,1,0,0,0,2,0,2,9,0,1,4
"ENSMUSG00000073413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000073415",0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0
"ENSMUSG00000073418",0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,2
"ENSMUSG00000073420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000073422",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"ENSMUSG00000073423",4,15,6,9,5,10,1,3,3,0,11,4,10,10,2,12,1,11
"ENSMUSG00000073424",0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,7
"ENSMUSG00000073427",21,30,1,24,59,110,36,56,14,0,50,25,13,14,15,14,24,4
"ENSMUSG00000073430",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000073433",6,14,7,6,20,18,9,23,27,0,29,11,8,35,49,29,2,10
"ENSMUSG00000073434",222,10,2,7,234,59,3,182,408,0,17,72,25,4,11,2,1,27
"ENSMUSG00000073435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073436",1,1,1,0,6,0,2,6,3,0,5,3,1,0,2,1,0,3
"ENSMUSG00000073437",2,0,0,2,38,6,0,1,3,0,3,11,8,1,4,1,64,7
"ENSMUSG00000073448",30,0,0,2,4,0,1,0,0,0,1,2,0,1,0,0,0,5
"ENSMUSG00000073457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000073458",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073460",0,7,0,1,0,0,0,1,0,0,1,12,1,0,0,0,0,0
"ENSMUSG00000073468",11,80,8,13,26,103,24,16,104,0,26,33,5,16,33,14,2,1
"ENSMUSG00000073471",0,48,7,5,22,13,6,12,11,0,18,17,4,7,18,4,0,0
"ENSMUSG00000073478",3,5,5,0,5,0,1,3,8,0,6,1,5,5,19,0,0,7
"ENSMUSG00000073481",111,117,68,103,332,239,165,253,272,0,219,108,95,160,326,224,73,139
"ENSMUSG00000073482",0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
"ENSMUSG00000073485",2,2,0,0,1,5,0,28,0,0,1,1,1,0,1,0,0,0
"ENSMUSG00000073486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073489",1616,1898,853,1676,4960,4676,2546,2752,1302,5,543,1811,2177,1144,273,553,429,16
"ENSMUSG00000073490",126,3,47,13,199,137,27,99,3,0,26,4,10,15,11,7,5,1
"ENSMUSG00000073491",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073494",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,11
"ENSMUSG00000073497",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000073510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073514",0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,17
"ENSMUSG00000073528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073529",0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000073530",99,14,35,40,63,31,168,138,2,1,13,95,31,23,40,27,30,1
"ENSMUSG00000073532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073535",0,4,0,1,8,4,1,6,7,0,8,2,0,3,1,2,0,0
"ENSMUSG00000073538",0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000073542",29,26,3,13,85,115,12,100,7,0,23,42,11,22,30,14,9,12
"ENSMUSG00000073551",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000073554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ENSMUSG00000073557",10,7,2,4,65,6,7,9,0,0,18,32,8,6,17,19,6,15
"ENSMUSG00000073559",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073563",331,658,40,459,1388,899,381,1069,430,15,237,320,68,79,285,257,323,72
"ENSMUSG00000073565",0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0
"ENSMUSG00000073568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073569",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000073572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073590",3,0,0,0,0,1,2,2,0,0,3,0,2,0,19,0,0,0
"ENSMUSG00000073591",12,62,12,50,31,82,42,90,6,1,25,36,13,11,20,3,5,26
"ENSMUSG00000073594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073598",1,3,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0,0
"ENSMUSG00000073599",0,0,2,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0
"ENSMUSG00000073600",1,11,2,2,3,0,1,3,17,0,6,0,2,1,0,5,5,2
"ENSMUSG00000073601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073602",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000073607",0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,3
"ENSMUSG00000073608",0,6,2,0,14,6,0,17,9,0,0,0,0,4,0,0,0,0
"ENSMUSG00000073609",6,0,2,3,14,16,5,39,6,0,13,8,2,2,5,0,2,6
"ENSMUSG00000073616",131,213,117,181,356,258,310,205,276,1,299,187,68,198,207,160,244,232
"ENSMUSG00000073627",0,27,0,0,4,0,1,39,1,0,0,0,1,3,1,4,1,0
"ENSMUSG00000073628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073633",4,12,0,1,22,29,6,49,10,0,11,11,10,10,17,16,18,42
"ENSMUSG00000073639",691,685,276,458,1493,1217,542,1365,593,4,641,464,170,1843,406,957,215,208
"ENSMUSG00000073640",4,3,3,4,13,6,7,7,7,0,7,2,4,3,28,9,3,8
"ENSMUSG00000073643",579,1286,207,786,1778,2488,945,2460,1128,2,409,753,166,208,516,224,107,114
"ENSMUSG00000073647",10,21,6,10,53,41,10,45,26,0,25,17,8,4,16,4,2,3
"ENSMUSG00000073650",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000073652",4,23,3,0,5,20,4,5,2,0,1,7,0,0,2,4,2,0
"ENSMUSG00000073656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073664",255,518,116,519,1085,1203,338,826,73,4,256,191,126,110,251,167,417,83
"ENSMUSG00000073676",290,246,106,251,483,294,421,306,250,1,327,239,126,307,567,449,141,184
"ENSMUSG00000073678",6,9,3,16,46,5,15,15,3,1,23,9,7,9,22,8,4,20
"ENSMUSG00000073679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073680",0,58,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2,0
"ENSMUSG00000073682",1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000073684",29,41,22,34,98,109,57,45,62,0,92,26,37,63,119,68,20,86
"ENSMUSG00000073686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073700",233,220,134,302,819,582,460,809,264,2,389,147,321,348,685,274,52,89
"ENSMUSG00000073702",781,907,516,878,1594,1183,862,908,1253,5,1612,1002,598,1005,1489,1211,845,464
"ENSMUSG00000073705",43,15,5,8,27,2,4,37,12,0,12,10,5,2,14,11,9,0
"ENSMUSG00000073716",2,2,0,0,1,4,0,3,1,0,0,2,2,2,4,0,0,1
"ENSMUSG00000073721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073725",329,352,274,398,726,515,381,824,141,3,205,166,122,186,384,174,70,81
"ENSMUSG00000073728",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073733",1,7,1,0,64,4,0,26,6,0,0,1,0,3,0,1,38,0
"ENSMUSG00000073735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073737",0,0,0,0,3,2,1,2,0,0,3,0,0,0,5,1,0,0
"ENSMUSG00000073739",2,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"ENSMUSG00000073747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073753",1,19,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"ENSMUSG00000073755",3,9,6,5,14,11,4,45,1,0,14,46,8,19,42,14,46,37
"ENSMUSG00000073758",0,2,0,0,2,0,0,1,0,0,0,0,0,6,0,0,1,0
"ENSMUSG00000073759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073771",1131,1283,1295,713,1549,628,563,771,398,2,144,358,6662,1140,221,171,3179,74
"ENSMUSG00000073774",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7
"ENSMUSG00000073775",26,24,24,33,83,45,52,60,32,0,52,26,57,49,121,21,11,24
"ENSMUSG00000073778",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073779",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073787",5,1,1,1,4,1,4,2,1,0,0,0,2,3,7,6,0,9
"ENSMUSG00000073789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073791",10,15,5,26,179,29,28,35,1,1,25,14,0,18,12,16,10,35
"ENSMUSG00000073792",88,292,13,31,409,91,82,65,14,1,53,59,14,20,52,41,49,18
"ENSMUSG00000073794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073795",0,0,0,1,3,0,0,0,1,0,0,0,0,5,1,0,0,0
"ENSMUSG00000073797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000073802",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
