"","GSM7708682","GSM7708683","GSM7708684","GSM7708685","GSM7708686","GSM7708687","GSM7708688","GSM7708689","GSM7708690"
"ENSMUSG00000075136",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075137",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075139",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075140",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075141",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075142",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075143",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075144",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075145",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075146",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075148",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075149",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075150",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075151",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075153",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075155",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075156",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075158",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075159",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075160",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075161",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075163",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075164",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075165",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075166",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075167",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075168",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075169",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075170",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075171",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075172",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075174",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075175",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075176",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075179",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075181",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075184",0,0,0,1,0,0,0,0,0
"ENSMUSG00000075185",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075186",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075187",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075188",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075189",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075190",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075192",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075193",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075194",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075195",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075196",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075197",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075198",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075199",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075200",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075201",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075202",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075203",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075204",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075205",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075206",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075208",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075209",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075210",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075211",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075212",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075214",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075215",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075217",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075218",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075219",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075220",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075221",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075222",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075223",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075224",0,0,2,0,0,1,0,0,0
"ENSMUSG00000075225",123,155,112,74,144,156,91,127,117
"ENSMUSG00000075227",379,391,201,441,398,388,284,434,187
"ENSMUSG00000075229",391,407,252,501,389,492,307,405,250
"ENSMUSG00000075232",414,565,301,955,491,829,693,538,240
"ENSMUSG00000075245",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075249",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075254",123,199,147,213,169,301,161,180,117
"ENSMUSG00000075256",23,78,77,117,58,76,50,48,76
"ENSMUSG00000075265",3,3,2,3,5,5,2,5,1
"ENSMUSG00000075266",16,23,12,22,19,24,14,32,7
"ENSMUSG00000075267",0,1,0,0,0,0,0,0,0
"ENSMUSG00000075268",1,1,2,1,4,1,1,6,3
"ENSMUSG00000075269",0,2,0,0,0,0,0,0,0
"ENSMUSG00000075270",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075271",23,35,34,52,43,35,15,47,16
"ENSMUSG00000075272",3,0,0,1,0,0,3,3,1
"ENSMUSG00000075273",80,94,123,74,103,121,66,114,64
"ENSMUSG00000075276",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075277",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075279",1,0,1,1,6,3,1,0,1
"ENSMUSG00000075284",50,94,42,77,101,120,75,58,46
"ENSMUSG00000075286",0,0,0,1,0,0,0,0,0
"ENSMUSG00000075288",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075289",16,18,21,15,30,17,14,17,8
"ENSMUSG00000075296",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075297",0,0,0,0,0,1,0,0,1
"ENSMUSG00000075302",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075304",66,58,47,49,42,19,17,28,15
"ENSMUSG00000075307",1,0,2,3,0,0,1,0,2
"ENSMUSG00000075312",0,1,0,0,0,1,0,0,0
"ENSMUSG00000075316",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075318",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075324",95,101,140,155,171,191,68,75,92
"ENSMUSG00000075325",0,2,0,0,0,0,0,0,0
"ENSMUSG00000075327",90,95,102,96,89,106,88,106,39
"ENSMUSG00000075330",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075334",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075335",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075359",0,1,0,0,0,0,0,1,0
"ENSMUSG00000075370",0,2,0,0,0,0,0,0,0
"ENSMUSG00000075376",282,299,272,370,331,461,380,347,259
"ENSMUSG00000075377",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075378",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075379",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075380",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075382",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075383",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075384",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075387",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075389",131,116,102,101,115,88,79,90,92
"ENSMUSG00000075390",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075391",15,13,11,11,14,16,17,21,13
"ENSMUSG00000075394",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075395",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075402",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075405",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075408",0,0,0,0,2,4,0,0,0
"ENSMUSG00000075410",7,3,5,2,3,3,7,16,2
"ENSMUSG00000075415",195,185,214,371,214,319,197,236,175
"ENSMUSG00000075416",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075419",199,270,180,246,254,322,193,302,169
"ENSMUSG00000075420",7,1,0,6,4,4,9,3,4
"ENSMUSG00000075425",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075427",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075431",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075437",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075463",39,33,26,26,24,57,43,37,17
"ENSMUSG00000075465",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075467",340,400,297,336,360,370,270,354,235
"ENSMUSG00000075469",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075470",551,786,816,1260,968,1325,943,986,719
"ENSMUSG00000075478",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075480",0,0,1,0,0,0,0,0,0
"ENSMUSG00000075486",471,476,368,394,440,538,305,405,270
"ENSMUSG00000075502",6,2,1,2,4,1,0,0,2
"ENSMUSG00000075510",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075511",75,115,120,90,131,132,73,100,76
"ENSMUSG00000075512",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075514",31,39,28,16,36,33,23,25,24
"ENSMUSG00000075517",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075520",0,0,0,0,0,1,0,0,0
"ENSMUSG00000075524",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075528",4,11,2,10,5,11,2,1,0
"ENSMUSG00000075534",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075538",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075543",779,1364,953,554,941,1168,945,1235,594
"ENSMUSG00000075549",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075551",0,0,0,0,0,0,0,0,1
"ENSMUSG00000075552",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075553",0,0,0,1,0,0,0,0,1
"ENSMUSG00000075555",1,0,0,1,0,0,1,0,1
"ENSMUSG00000075558",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075566",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075567",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075569",0,0,0,0,0,1,0,0,0
"ENSMUSG00000075570",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075571",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075572",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075573",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075574",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075576",64,44,30,45,21,49,47,56,18
"ENSMUSG00000075581",1,0,0,0,3,1,0,0,0
"ENSMUSG00000075585",20,27,31,43,27,32,33,17,16
"ENSMUSG00000075586",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075587",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075588",9,14,5,11,9,13,2,3,5
"ENSMUSG00000075589",0,1,0,0,1,1,0,2,0
"ENSMUSG00000075590",762,752,604,902,791,771,927,988,627
"ENSMUSG00000075591",6,0,6,3,4,2,10,2,4
"ENSMUSG00000075592",18,22,11,55,31,57,18,23,7
"ENSMUSG00000075593",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075595",593,836,1019,1124,928,1393,827,1005,634
"ENSMUSG00000075598",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075599",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075600",54,65,55,62,47,52,46,47,21
"ENSMUSG00000075602",76,51,34,72,32,86,39,94,28
"ENSMUSG00000075604",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075605",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075609",0,0,1,1,1,2,0,3,0
"ENSMUSG00000075610",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075611",1,2,0,0,0,0,2,0,3
"ENSMUSG00000075700",2912,3408,2448,3489,3301,4032,2916,3436,2282
"ENSMUSG00000075701",731,820,522,999,737,847,975,1130,578
"ENSMUSG00000075702",13,13,17,18,6,17,4,14,15
"ENSMUSG00000075703",1012,1294,1092,1580,1447,1844,1137,1254,889
"ENSMUSG00000075704",462,486,439,650,496,570,450,496,367
"ENSMUSG00000075705",4426,4833,3446,4155,4490,5149,3407,4717,2898
"ENSMUSG00000075706",4742,4948,2960,4795,4258,5342,3200,4199,2593
"ENSMUSG00000075707",0,2,2,3,6,5,6,0,0
"ENSMUSG00000075719",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075726",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075770",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075826",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075829",0,0,0,0,0,0,1,0,0
"ENSMUSG00000075832",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075837",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075874",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075903",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075908",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075934",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075952",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075958",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075968",0,0,0,0,0,0,0,0,0
"ENSMUSG00000075983",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076005",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076006",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076009",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076010",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076011",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076012",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076014",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076028",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076033",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076041",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076042",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076049",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076050",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076051",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076052",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076060",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076062",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076063",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076064",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076065",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076066",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076067",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076068",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076118",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076119",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076120",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076121",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076122",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076123",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076126",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076127",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076128",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076138",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076140",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076141",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076142",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076143",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076144",0,0,0,1,0,2,0,0,0
"ENSMUSG00000076145",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076146",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076147",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076163",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076212",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076214",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076216",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076217",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076218",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076219",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076222",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076236",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076240",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076241",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076251",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076252",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076253",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076255",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076256",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076269",0,0,0,1,0,0,2,0,0
"ENSMUSG00000076270",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076271",1,0,5,1,0,0,3,0,0
"ENSMUSG00000076272",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076275",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076286",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076288",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076309",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076312",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076313",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076315",1,0,0,0,0,2,0,0,0
"ENSMUSG00000076316",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076318",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076333",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076335",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076338",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076357",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076361",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076372",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076376",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076377",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076379",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076387",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076396",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076398",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076399",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076424",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076430",1,0,0,0,0,0,2,0,2
"ENSMUSG00000076431",37,65,38,62,51,114,34,34,20
"ENSMUSG00000076432",649,768,650,845,721,810,524,812,459
"ENSMUSG00000076433",0,0,0,1,0,0,0,0,0
"ENSMUSG00000076434",0,2,0,2,0,3,2,5,2
"ENSMUSG00000076435",2816,2580,2067,3954,2908,3660,1857,2616,1921
"ENSMUSG00000076436",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076437",63,63,59,65,73,46,43,41,19
"ENSMUSG00000076438",0,0,0,0,1,0,0,0,0
"ENSMUSG00000076439",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076441",37018,64296,36985,30751,37161,31655,26535,36719,20198
"ENSMUSG00000076444",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076448",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076450",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076451",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076453",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076454",16,25,15,10,27,22,8,23,25
"ENSMUSG00000076455",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076456",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076457",0,0,2,0,0,0,1,0,0
"ENSMUSG00000076458",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076459",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076460",0,1,0,0,0,0,0,0,0
"ENSMUSG00000076461",0,1,0,0,0,0,0,0,1
"ENSMUSG00000076462",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076463",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076465",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076467",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076469",1,1,0,1,1,1,1,3,2
"ENSMUSG00000076470",0,1,0,0,1,2,0,0,0
"ENSMUSG00000076471",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076472",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076473",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076474",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076475",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076476",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076477",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076478",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076479",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076480",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076481",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076483",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076484",2,0,0,0,0,0,0,0,0
"ENSMUSG00000076485",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076486",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076487",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076488",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076489",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076490",10,7,5,2,2,11,1,5,4
"ENSMUSG00000076492",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076493",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076494",0,0,0,0,0,0,0,2,0
"ENSMUSG00000076495",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076496",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076497",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076498",3,3,1,2,0,2,2,13,8
"ENSMUSG00000076499",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076500",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076501",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076505",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076508",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076512",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076514",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076518",0,7,0,0,0,0,0,1,0
"ENSMUSG00000076522",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076523",1,3,0,0,4,1,1,0,0
"ENSMUSG00000076525",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076526",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076530",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076531",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076532",0,0,0,0,0,0,1,1,0
"ENSMUSG00000076533",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076534",0,0,0,1,0,0,0,0,0
"ENSMUSG00000076535",0,0,0,1,0,0,0,0,0
"ENSMUSG00000076536",1,0,0,0,0,0,0,0,0
"ENSMUSG00000076538",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076539",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076540",0,0,0,2,0,0,0,0,0
"ENSMUSG00000076541",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076543",0,0,0,0,0,2,0,0,0
"ENSMUSG00000076545",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076547",0,0,0,1,0,0,0,0,1
"ENSMUSG00000076548",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076549",0,0,0,1,0,0,0,0,0
"ENSMUSG00000076550",0,0,0,0,0,0,2,0,0
"ENSMUSG00000076552",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076555",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076556",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076557",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076562",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076563",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076564",0,0,0,1,0,0,0,0,0
"ENSMUSG00000076569",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076570",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076571",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076572",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076573",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076575",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076576",1,0,0,1,0,0,0,0,0
"ENSMUSG00000076577",0,1,0,0,0,0,7,0,0
"ENSMUSG00000076578",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076580",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076581",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076583",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076586",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076587",0,0,0,0,0,4,0,0,0
"ENSMUSG00000076589",2,0,0,0,0,0,0,0,0
"ENSMUSG00000076591",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076594",0,0,0,0,0,1,1,0,0
"ENSMUSG00000076596",0,0,0,1,0,0,0,0,0
"ENSMUSG00000076598",0,0,0,0,0,0,1,0,0
"ENSMUSG00000076604",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076605",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076606",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076607",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076608",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076609",14,12,10,24,5,29,32,1,1
"ENSMUSG00000076612",4,0,0,0,0,2,0,0,2
"ENSMUSG00000076613",6,4,0,0,0,3,1,2,0
"ENSMUSG00000076614",9,1,0,0,3,0,1,2,0
"ENSMUSG00000076615",0,0,0,0,0,0,0,0,2
"ENSMUSG00000076617",280,70,47,33,15,44,41,26,35
"ENSMUSG00000076618",1,0,0,0,0,0,0,0,0
"ENSMUSG00000076619",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076620",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076621",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076630",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076632",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076633",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076646",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076652",0,0,0,1,0,1,1,0,0
"ENSMUSG00000076653",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076655",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076661",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076665",1,1,0,0,0,0,0,0,0
"ENSMUSG00000076666",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076668",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076670",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076671",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076672",0,0,0,0,1,0,0,0,0
"ENSMUSG00000076674",0,0,0,0,1,0,0,0,0
"ENSMUSG00000076676",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076677",2,2,0,0,0,0,0,0,0
"ENSMUSG00000076680",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076688",0,0,0,0,0,0,0,0,0
"ENSMUSG00000076695",2,0,0,0,0,0,0,0,0
