"","SRR11148753","SRR11148754","SRR11148755","SRR11148756","SRR11148757","SRR11148758","SRR11148759","SRR11148760"
"ENSMUSG00000087082",0,0,11,0,0,0,0,0
"ENSMUSG00000087083",0,0,14,0,0,0,0,0
"ENSMUSG00000087084",0,0,0,0,0,0,0,0
"ENSMUSG00000087085",0,0,4,0,0,0,0,2
"ENSMUSG00000087086",0,0,0,0,0,0,0,0
"ENSMUSG00000087088",0,18,224,35,0,53,20,139
"ENSMUSG00000087089",0,0,0,0,0,0,0,0
"ENSMUSG00000087090",3976,4849,35322,5808,15011,7140,6188,37060
"ENSMUSG00000087093",0,0,0,0,0,0,0,0
"ENSMUSG00000087094",0,0,0,0,0,0,0,0
"ENSMUSG00000087095",12,12,172,8,30,19,0,93
"ENSMUSG00000087097",0,0,0,0,0,0,0,0
"ENSMUSG00000087098",0,0,0,0,0,0,0,0
"ENSMUSG00000087099",0,0,0,0,0,0,0,0
"ENSMUSG00000087100",0,0,0,0,0,0,0,0
"ENSMUSG00000087102",0,0,0,0,0,0,0,0
"ENSMUSG00000087103",0,0,0,0,0,0,0,0
"ENSMUSG00000087104",0,0,0,0,0,0,0,0
"ENSMUSG00000087106",0,0,0,0,0,0,0,0
"ENSMUSG00000087107",1,18,45,0,54,0,0,28
"ENSMUSG00000087108",0,0,0,0,0,0,0,0
"ENSMUSG00000087109",0,0,3,0,0,0,0,10
"ENSMUSG00000087110",0,0,12,4,1,0,0,34
"ENSMUSG00000087111",0,0,0,0,0,0,0,0
"ENSMUSG00000087112",0,0,0,0,0,0,0,0
"ENSMUSG00000087113",0,0,0,0,0,0,0,0
"ENSMUSG00000087114",0,0,0,0,0,0,0,0
"ENSMUSG00000087115",0,8,0,0,0,0,0,0
"ENSMUSG00000087116",0,0,0,0,0,0,0,0
"ENSMUSG00000087117",0,19,144,11,0,2,20,42
"ENSMUSG00000087119",0,2,9,2,3,0,0,10
"ENSMUSG00000087120",20,16,149,25,0,8,27,112
"ENSMUSG00000087121",0,0,0,0,0,0,0,0
"ENSMUSG00000087122",0,0,0,0,0,0,0,0
"ENSMUSG00000087123",0,0,0,0,0,0,0,0
"ENSMUSG00000087124",0,0,0,0,0,0,0,0
"ENSMUSG00000087125",0,0,0,0,0,0,0,0
"ENSMUSG00000087127",0,0,0,0,0,0,0,0
"ENSMUSG00000087128",20,46,630,29,115,55,26,370
"ENSMUSG00000087129",0,0,0,4,0,0,0,12
"ENSMUSG00000087131",0,0,2,0,0,0,0,0
"ENSMUSG00000087132",0,0,0,0,0,0,0,0
"ENSMUSG00000087133",0,0,0,0,0,0,0,0
"ENSMUSG00000087135",0,0,0,0,0,0,0,0
"ENSMUSG00000087136",0,0,0,0,0,0,0,0
"ENSMUSG00000087137",0,0,0,0,0,0,0,0
"ENSMUSG00000087138",11,64,573,37,180,89,21,333
"ENSMUSG00000087139",0,0,7,0,0,0,0,0
"ENSMUSG00000087140",0,0,0,0,0,0,0,0
"ENSMUSG00000087141",0,0,103,0,0,0,0,14
"ENSMUSG00000087142",14,2,112,32,60,32,40,155
"ENSMUSG00000087143",12,8,107,21,45,31,0,53
"ENSMUSG00000087144",0,0,0,0,0,0,0,3
"ENSMUSG00000087145",0,0,0,0,0,0,0,0
"ENSMUSG00000087147",0,0,0,0,0,0,0,0
"ENSMUSG00000087148",0,0,0,0,0,0,0,0
"ENSMUSG00000087149",0,0,0,0,0,0,0,0
"ENSMUSG00000087150",0,0,0,0,0,0,0,0
"ENSMUSG00000087151",0,0,7,0,0,0,0,14
"ENSMUSG00000087152",0,0,0,0,0,0,0,0
"ENSMUSG00000087153",1,18,72,12,63,7,0,85
"ENSMUSG00000087155",0,0,2,0,0,0,0,0
"ENSMUSG00000087157",0,0,0,0,0,0,0,0
"ENSMUSG00000087158",0,0,0,0,0,0,0,0
"ENSMUSG00000087159",9,3,86,0,26,3,0,55
"ENSMUSG00000087160",0,0,0,0,0,0,0,0
"ENSMUSG00000087162",0,0,0,0,0,0,0,0
"ENSMUSG00000087163",0,0,4,3,0,0,0,0
"ENSMUSG00000087164",0,0,0,0,0,0,0,0
"ENSMUSG00000087165",12,30,190,57,41,53,26,99
"ENSMUSG00000087166",0,0,0,0,0,0,0,0
"ENSMUSG00000087167",0,0,0,0,0,0,0,0
"ENSMUSG00000087168",0,0,14,4,0,0,0,26
"ENSMUSG00000087170",0,0,0,0,0,0,0,0
"ENSMUSG00000087171",0,0,0,0,0,0,0,0
"ENSMUSG00000087172",0,0,0,0,0,0,0,0
"ENSMUSG00000087173",0,0,0,0,0,0,0,0
"ENSMUSG00000087174",19,54,381,38,104,15,3,320
"ENSMUSG00000087175",0,0,13,0,0,0,0,21
"ENSMUSG00000087176",8,25,59,7,22,53,16,72
"ENSMUSG00000087177",177,307,2205,201,554,341,80,2008
"ENSMUSG00000087178",6,22,174,0,35,8,0,68
"ENSMUSG00000087179",0,0,98,22,34,2,38,60
"ENSMUSG00000087180",0,0,0,0,0,0,0,0
"ENSMUSG00000087181",0,0,5,0,0,8,0,8
"ENSMUSG00000087184",0,0,0,0,0,0,0,0
"ENSMUSG00000087185",0,0,0,0,0,0,0,0
"ENSMUSG00000087187",0,0,33,0,0,0,0,26
"ENSMUSG00000087190",0,0,0,0,0,0,0,0
"ENSMUSG00000087192",0,1,0,0,0,0,0,0
"ENSMUSG00000087193",0,0,3,0,0,0,0,0
"ENSMUSG00000087194",0,0,0,0,0,0,0,0
"ENSMUSG00000087195",0,0,0,0,0,0,0,0
"ENSMUSG00000087196",0,8,16,0,31,9,0,24
"ENSMUSG00000087197",0,0,0,0,0,0,0,0
"ENSMUSG00000087198",0,0,0,0,0,0,0,0
"ENSMUSG00000087199",0,0,0,0,0,0,0,0
"ENSMUSG00000087200",0,0,0,0,0,0,0,0
"ENSMUSG00000087201",0,0,0,0,0,0,0,0
"ENSMUSG00000087202",0,0,0,0,0,0,0,0
"ENSMUSG00000087203",0,0,11,12,0,5,0,0
"ENSMUSG00000087204",0,0,0,0,0,0,0,0
"ENSMUSG00000087205",0,0,0,0,0,0,0,0
"ENSMUSG00000087206",0,0,0,0,0,0,0,0
"ENSMUSG00000087207",0,0,0,0,0,0,0,0
"ENSMUSG00000087208",0,0,0,0,0,0,0,0
"ENSMUSG00000087210",0,0,0,0,0,0,0,0
"ENSMUSG00000087211",0,0,0,0,0,0,0,0
"ENSMUSG00000087213",0,0,29,2,0,14,0,0
"ENSMUSG00000087214",0,0,0,0,0,0,0,0
"ENSMUSG00000087215",0,0,0,0,0,0,0,0
"ENSMUSG00000087216",0,0,11,0,0,0,0,3
"ENSMUSG00000087217",0,0,0,0,0,0,0,0
"ENSMUSG00000087219",0,0,0,0,0,0,0,0
"ENSMUSG00000087220",0,0,0,0,0,0,0,0
"ENSMUSG00000087221",0,35,125,21,0,11,0,65
"ENSMUSG00000087222",8,29,217,21,20,16,40,92
"ENSMUSG00000087223",0,0,0,0,0,0,0,0
"ENSMUSG00000087224",0,0,0,0,0,0,0,0
"ENSMUSG00000087225",0,0,0,0,14,0,0,0
"ENSMUSG00000087226",0,0,8,0,0,0,0,4
"ENSMUSG00000087228",0,0,6,0,0,10,0,8
"ENSMUSG00000087230",0,0,0,0,0,0,0,0
"ENSMUSG00000087231",41,24,504,27,67,19,25,285
"ENSMUSG00000087232",0,0,0,0,0,0,0,0
"ENSMUSG00000087233",0,0,0,0,0,0,0,0
"ENSMUSG00000087235",0,0,0,0,0,0,0,0
"ENSMUSG00000087236",16,7,53,0,25,3,78,242
"ENSMUSG00000087238",0,0,0,0,0,0,0,0
"ENSMUSG00000087239",0,0,0,0,0,0,0,0
"ENSMUSG00000087240",0,0,0,0,0,0,0,0
"ENSMUSG00000087241",0,0,0,0,0,0,0,0
"ENSMUSG00000087242",0,0,56,0,0,7,0,12
"ENSMUSG00000087244",0,0,0,0,0,0,0,0
"ENSMUSG00000087245",0,0,0,0,0,0,0,0
"ENSMUSG00000087246",0,0,0,0,0,0,0,0
"ENSMUSG00000087247",0,0,0,0,0,0,0,0
"ENSMUSG00000087248",0,0,2,0,0,0,0,0
"ENSMUSG00000087249",65,229,3019,264,892,452,157,1157
"ENSMUSG00000087250",0,0,0,0,0,0,0,0
"ENSMUSG00000087252",2,4,24,0,0,0,0,19
"ENSMUSG00000087253",0,0,20,0,0,0,0,2
"ENSMUSG00000087254",0,0,0,0,0,0,0,0
"ENSMUSG00000087255",0,0,0,0,0,0,0,0
"ENSMUSG00000087256",0,0,0,0,0,0,0,0
"ENSMUSG00000087258",0,0,0,0,0,0,0,0
"ENSMUSG00000087259",78,131,651,62,441,48,63,601
"ENSMUSG00000087260",385,911,7355,908,1822,847,686,4382
"ENSMUSG00000087261",0,6,45,8,0,4,0,46
"ENSMUSG00000087263",0,1,11,0,0,0,0,16
"ENSMUSG00000087264",0,0,0,0,0,0,0,0
"ENSMUSG00000087265",0,0,0,0,0,0,0,0
"ENSMUSG00000087266",0,0,3,0,0,0,0,0
"ENSMUSG00000087267",0,0,0,0,0,0,0,0
"ENSMUSG00000087268",0,0,4,0,0,0,0,0
"ENSMUSG00000087269",29,124,689,83,228,56,34,276
"ENSMUSG00000087270",6,0,3,0,1,0,0,1
"ENSMUSG00000087272",0,2,0,0,0,0,0,0
"ENSMUSG00000087273",0,0,0,0,0,0,0,0
"ENSMUSG00000087276",0,0,0,0,0,0,0,0
"ENSMUSG00000087277",0,0,0,0,0,0,0,0
"ENSMUSG00000087278",0,0,0,0,0,0,0,0
"ENSMUSG00000087279",0,0,0,0,1,0,0,7
"ENSMUSG00000087281",0,0,0,0,0,0,0,0
"ENSMUSG00000087283",0,0,0,0,0,0,0,0
"ENSMUSG00000087286",0,0,1,1,0,0,0,0
"ENSMUSG00000087288",0,0,0,0,0,0,0,0
"ENSMUSG00000087289",0,6,0,0,0,0,0,0
"ENSMUSG00000087290",0,0,11,1,11,0,0,0
"ENSMUSG00000087291",0,16,69,17,11,16,0,44
"ENSMUSG00000087292",0,0,0,0,0,0,0,0
"ENSMUSG00000087293",0,0,0,0,0,0,0,5
"ENSMUSG00000087294",0,0,0,0,9,0,0,0
"ENSMUSG00000087295",0,0,0,0,0,0,0,1
"ENSMUSG00000087296",0,0,0,0,0,0,0,0
"ENSMUSG00000087298",4,28,109,15,5,16,0,85
"ENSMUSG00000087299",0,0,31,12,0,0,0,10
"ENSMUSG00000087300",0,0,0,0,0,0,0,0
"ENSMUSG00000087301",0,0,0,0,0,0,0,0
"ENSMUSG00000087302",0,0,0,0,0,0,0,0
"ENSMUSG00000087303",0,1,0,0,0,0,0,0
"ENSMUSG00000087305",15,9,58,0,0,21,0,38
"ENSMUSG00000087306",0,0,0,0,0,0,0,0
"ENSMUSG00000087307",0,6,7,7,0,0,0,12
"ENSMUSG00000087308",0,0,0,1,0,0,0,0
"ENSMUSG00000087309",0,0,0,0,0,0,0,0
"ENSMUSG00000087312",0,0,0,0,0,0,0,0
"ENSMUSG00000087314",0,0,0,0,0,0,0,0
"ENSMUSG00000087316",0,0,0,0,0,0,0,0
"ENSMUSG00000087317",0,0,0,0,0,0,0,0
"ENSMUSG00000087318",0,0,0,0,0,0,0,0
"ENSMUSG00000087319",0,0,0,0,0,0,0,0
"ENSMUSG00000087321",0,0,4,0,0,0,0,0
"ENSMUSG00000087322",0,0,0,0,0,0,0,3
"ENSMUSG00000087323",0,0,2,0,0,0,0,0
"ENSMUSG00000087325",0,0,0,0,0,0,0,0
"ENSMUSG00000087326",0,0,0,0,0,0,0,0
"ENSMUSG00000087327",0,0,4,1,0,0,0,4
"ENSMUSG00000087328",0,0,0,0,0,0,0,0
"ENSMUSG00000087329",0,0,0,0,0,0,0,0
"ENSMUSG00000087330",0,0,0,0,0,0,0,0
"ENSMUSG00000087331",48,114,639,108,120,96,85,309
"ENSMUSG00000087332",0,0,0,0,0,0,0,0
"ENSMUSG00000087333",0,0,0,0,0,0,0,0
"ENSMUSG00000087334",0,0,2,0,0,0,0,0
"ENSMUSG00000087335",0,0,0,0,0,0,0,0
"ENSMUSG00000087336",29,13,169,41,31,22,5,39
"ENSMUSG00000087337",0,0,0,0,0,0,0,0
"ENSMUSG00000087338",0,0,0,0,0,0,0,0
"ENSMUSG00000087339",0,0,0,0,0,0,0,0
"ENSMUSG00000087340",0,0,8,0,0,0,0,0
"ENSMUSG00000087341",24,5,108,33,24,13,12,118
"ENSMUSG00000087342",0,0,0,0,0,0,0,0
"ENSMUSG00000087343",0,0,0,0,0,0,0,0
"ENSMUSG00000087344",6,1,192,29,6,24,31,176
"ENSMUSG00000087345",0,0,0,0,0,0,0,0
"ENSMUSG00000087347",15,4,16,0,0,0,0,5
"ENSMUSG00000087348",0,0,1,0,0,0,0,0
"ENSMUSG00000087350",0,0,0,0,0,0,0,0
"ENSMUSG00000087351",0,0,13,0,0,0,0,11
"ENSMUSG00000087352",0,1,2,0,0,12,0,7
"ENSMUSG00000087353",0,0,0,2,0,0,0,0
"ENSMUSG00000087354",0,0,0,0,0,0,0,0
"ENSMUSG00000087355",0,0,0,0,0,0,0,0
"ENSMUSG00000087356",0,0,0,0,0,0,0,0
"ENSMUSG00000087357",0,0,0,0,0,0,0,0
"ENSMUSG00000087358",0,0,0,0,0,0,0,0
"ENSMUSG00000087360",7,0,0,0,0,4,0,0
"ENSMUSG00000087361",7,0,125,14,0,11,40,62
"ENSMUSG00000087362",0,0,0,0,0,0,0,0
"ENSMUSG00000087363",0,0,0,0,0,0,0,0
"ENSMUSG00000087364",0,0,10,0,0,5,0,0
"ENSMUSG00000087365",17,13,93,14,43,0,0,131
"ENSMUSG00000087366",33,85,572,33,70,50,19,320
"ENSMUSG00000087367",0,5,156,17,91,45,0,17
"ENSMUSG00000087368",4,57,314,16,107,25,57,146
"ENSMUSG00000087369",0,0,0,0,0,0,0,0
"ENSMUSG00000087370",123,307,2653,223,637,177,111,1894
"ENSMUSG00000087371",8,16,53,5,28,0,0,53
"ENSMUSG00000087373",0,1,35,9,54,0,0,63
"ENSMUSG00000087374",0,0,0,0,0,0,20,0
"ENSMUSG00000087376",0,0,0,0,0,0,0,0
"ENSMUSG00000087377",0,0,38,0,0,0,0,46
"ENSMUSG00000087378",0,0,0,0,0,0,0,0
"ENSMUSG00000087379",0,0,0,0,0,0,0,0
"ENSMUSG00000087380",380,940,7006,1282,2730,1012,642,4375
"ENSMUSG00000087381",16,69,810,9,269,94,20,352
"ENSMUSG00000087382",21,27,202,35,15,24,0,114
"ENSMUSG00000087383",0,0,0,0,0,0,0,0
"ENSMUSG00000087384",0,0,0,0,0,0,0,0
"ENSMUSG00000087385",23,72,706,107,176,167,8,663
"ENSMUSG00000087386",0,0,0,0,0,0,0,0
"ENSMUSG00000087387",4,15,68,0,38,21,0,47
"ENSMUSG00000087388",0,0,0,0,0,0,0,0
"ENSMUSG00000087389",0,0,0,0,0,0,0,0
"ENSMUSG00000087390",15,49,735,36,174,63,45,525
"ENSMUSG00000087393",0,0,0,0,0,0,0,0
"ENSMUSG00000087394",0,0,0,0,0,0,0,0
"ENSMUSG00000087395",0,0,0,0,0,0,0,0
"ENSMUSG00000087396",10,33,342,16,78,16,30,375
"ENSMUSG00000087397",0,0,31,0,0,0,0,13
"ENSMUSG00000087398",0,0,0,0,0,0,0,0
"ENSMUSG00000087399",0,0,0,0,0,0,0,0
"ENSMUSG00000087400",0,0,94,27,102,11,8,119
"ENSMUSG00000087401",0,0,0,0,0,0,0,0
"ENSMUSG00000087402",0,0,0,0,0,0,0,0
"ENSMUSG00000087403",10,47,319,13,32,33,31,154
"ENSMUSG00000087404",7,39,174,26,255,68,0,201
"ENSMUSG00000087405",0,0,0,0,0,0,0,0
"ENSMUSG00000087406",3,0,14,24,0,0,0,60
"ENSMUSG00000087407",0,0,14,0,0,0,0,0
"ENSMUSG00000087408",41,95,477,69,200,68,42,409
"ENSMUSG00000087409",0,0,0,0,0,0,0,0
"ENSMUSG00000087410",1642,4202,21921,2939,7088,5027,3727,17208
"ENSMUSG00000087411",0,0,0,0,0,0,0,4
"ENSMUSG00000087412",0,0,0,0,0,0,0,0
"ENSMUSG00000087413",454,511,4753,449,630,442,338,5876
"ENSMUSG00000087415",0,0,0,0,0,0,0,0
"ENSMUSG00000087416",0,0,0,0,0,0,0,0
"ENSMUSG00000087417",0,0,0,0,0,0,0,0
"ENSMUSG00000087422",0,0,0,0,0,0,0,0
"ENSMUSG00000087424",10,8,107,0,0,1,0,85
"ENSMUSG00000087425",0,0,0,0,0,0,0,0
"ENSMUSG00000087428",0,0,0,0,0,0,0,0
"ENSMUSG00000087429",0,0,0,4,0,0,0,0
"ENSMUSG00000087430",0,0,0,0,0,0,0,0
"ENSMUSG00000087431",0,0,0,0,0,0,0,0
"ENSMUSG00000087432",0,0,0,0,0,0,0,0
"ENSMUSG00000087433",11,5,36,11,10,4,0,37
"ENSMUSG00000087434",0,0,0,0,0,0,0,0
"ENSMUSG00000087435",0,0,0,0,0,0,0,0
"ENSMUSG00000087436",0,0,0,0,0,0,0,2
"ENSMUSG00000087437",0,0,0,0,0,0,0,0
"ENSMUSG00000087439",0,0,2,0,0,1,0,2
"ENSMUSG00000087440",0,7,126,9,58,3,0,53
"ENSMUSG00000087441",0,0,0,0,0,0,0,0
"ENSMUSG00000087442",0,1,14,1,0,0,0,12
"ENSMUSG00000087443",0,0,12,7,0,0,0,2
"ENSMUSG00000087444",0,0,0,0,0,0,0,0
"ENSMUSG00000087445",0,30,116,0,33,11,0,84
"ENSMUSG00000087449",0,0,1,0,19,0,0,7
"ENSMUSG00000087450",0,0,0,0,0,0,0,0
"ENSMUSG00000087451",0,0,0,0,0,0,0,0
"ENSMUSG00000087452",0,0,0,0,0,0,0,0
"ENSMUSG00000087454",0,0,0,0,0,0,0,9
"ENSMUSG00000087455",0,0,0,0,0,0,0,0
"ENSMUSG00000087456",0,0,0,0,0,0,0,0
"ENSMUSG00000087457",0,0,0,0,0,0,0,0
"ENSMUSG00000087458",0,0,0,0,0,0,0,0
"ENSMUSG00000087459",0,0,0,0,0,0,0,0
"ENSMUSG00000087460",0,0,0,0,0,0,0,0
"ENSMUSG00000087461",0,0,0,0,0,0,0,0
"ENSMUSG00000087462",0,0,0,0,0,0,0,0
"ENSMUSG00000087464",0,0,0,0,0,0,0,0
"ENSMUSG00000087465",0,0,0,0,0,0,0,0
"ENSMUSG00000087466",9,7,152,28,102,45,0,106
"ENSMUSG00000087467",0,0,1,7,0,0,0,0
"ENSMUSG00000087468",0,0,0,0,0,0,0,0
"ENSMUSG00000087469",0,1,0,0,0,0,0,0
"ENSMUSG00000087470",0,0,0,0,0,0,0,0
"ENSMUSG00000087473",2,6,0,0,0,0,0,19
"ENSMUSG00000087474",0,0,0,0,0,0,0,0
"ENSMUSG00000087475",2,0,1,0,0,0,0,20
"ENSMUSG00000087476",0,0,24,0,0,0,0,19
"ENSMUSG00000087477",0,0,10,3,0,6,0,0
"ENSMUSG00000087478",8,2,14,0,0,0,0,3
"ENSMUSG00000087479",0,0,13,0,0,0,0,29
"ENSMUSG00000087480",0,3,0,0,0,0,0,0
"ENSMUSG00000087482",0,0,0,0,0,0,0,0
"ENSMUSG00000087484",0,19,141,15,6,0,14,43
"ENSMUSG00000087485",0,0,0,0,0,0,0,0
"ENSMUSG00000087486",0,0,0,0,0,0,0,0
"ENSMUSG00000087487",0,0,0,0,0,0,0,0
"ENSMUSG00000087489",0,0,0,0,0,0,0,0
"ENSMUSG00000087491",0,0,0,0,0,0,0,0
"ENSMUSG00000087492",0,0,0,0,0,0,0,0
"ENSMUSG00000087495",0,0,0,0,0,0,0,0
"ENSMUSG00000087496",0,0,9,0,0,0,0,21
"ENSMUSG00000087497",13,39,348,44,108,26,0,234
"ENSMUSG00000087500",0,0,27,0,0,27,0,26
"ENSMUSG00000087501",0,0,0,0,0,0,0,0
"ENSMUSG00000087502",0,0,0,0,0,0,0,0
"ENSMUSG00000087504",0,0,0,0,0,0,0,0
"ENSMUSG00000087505",0,0,4,0,0,0,0,0
"ENSMUSG00000087507",0,2,27,13,0,0,0,6
"ENSMUSG00000087508",0,0,0,0,0,0,0,0
"ENSMUSG00000087510",0,0,0,0,0,0,0,0
"ENSMUSG00000087512",0,0,0,0,0,0,0,0
"ENSMUSG00000087513",0,0,0,0,0,0,0,0
"ENSMUSG00000087514",0,0,0,0,0,0,0,0
"ENSMUSG00000087515",0,0,0,0,0,0,0,0
"ENSMUSG00000087516",102,91,801,117,108,77,29,618
"ENSMUSG00000087517",0,0,0,0,0,0,0,0
"ENSMUSG00000087518",0,0,0,0,0,0,0,0
"ENSMUSG00000087519",5,8,51,26,0,6,0,55
"ENSMUSG00000087520",0,0,0,0,0,0,0,0
"ENSMUSG00000087521",0,0,0,0,0,0,0,0
"ENSMUSG00000087522",0,0,0,0,0,0,0,0
"ENSMUSG00000087523",183,782,4877,810,1575,948,162,2550
"ENSMUSG00000087524",0,0,10,0,0,0,0,0
"ENSMUSG00000087525",0,0,0,0,0,0,0,0
"ENSMUSG00000087526",1,3,29,0,21,0,0,68
"ENSMUSG00000087527",0,0,27,0,0,3,0,4
"ENSMUSG00000087528",0,0,19,0,0,0,1,17
"ENSMUSG00000087530",0,0,0,0,0,0,0,5
"ENSMUSG00000087531",0,0,0,0,0,0,0,0
"ENSMUSG00000087532",0,0,2,0,0,7,0,2
"ENSMUSG00000087534",0,0,0,0,0,0,0,0
"ENSMUSG00000087535",4,1,17,0,0,0,0,5
"ENSMUSG00000087536",0,0,0,0,0,0,0,0
"ENSMUSG00000087537",0,0,0,0,0,0,0,0
"ENSMUSG00000087538",0,0,0,0,0,0,0,0
"ENSMUSG00000087539",0,0,0,0,0,0,0,0
"ENSMUSG00000087540",0,0,0,0,0,0,0,0
"ENSMUSG00000087541",0,0,0,15,0,0,0,0
"ENSMUSG00000087542",0,0,0,0,0,0,0,0
"ENSMUSG00000087543",18,79,518,48,150,66,17,284
"ENSMUSG00000087544",0,0,0,0,0,0,0,0
"ENSMUSG00000087545",0,0,0,0,0,0,0,0
"ENSMUSG00000087547",0,0,0,0,0,0,0,0
"ENSMUSG00000087549",0,8,1,0,0,4,0,0
"ENSMUSG00000087550",0,0,0,0,0,0,0,0
"ENSMUSG00000087552",0,0,0,0,0,0,0,0
"ENSMUSG00000087553",0,0,0,0,0,0,0,0
"ENSMUSG00000087555",0,0,0,0,0,0,0,0
"ENSMUSG00000087556",0,0,0,0,0,0,0,0
"ENSMUSG00000087559",0,0,0,0,0,0,0,0
"ENSMUSG00000087561",0,0,0,0,0,0,0,0
"ENSMUSG00000087563",0,0,0,0,0,0,0,0
"ENSMUSG00000087564",0,0,0,0,0,0,0,0
"ENSMUSG00000087565",0,0,0,0,0,0,0,0
"ENSMUSG00000087568",0,0,0,0,0,0,0,0
"ENSMUSG00000087569",0,0,0,0,0,0,0,0
"ENSMUSG00000087570",0,0,0,0,0,0,0,0
"ENSMUSG00000087571",0,0,0,0,0,0,0,0
"ENSMUSG00000087574",24,75,292,57,103,52,54,223
"ENSMUSG00000087575",0,1,8,0,0,0,0,26
"ENSMUSG00000087577",0,0,0,0,0,0,0,0
"ENSMUSG00000087578",1,11,330,21,39,55,43,87
"ENSMUSG00000087579",7,55,795,108,76,285,45,451
"ENSMUSG00000087581",0,0,0,0,0,0,0,0
"ENSMUSG00000087582",0,0,0,0,0,0,0,0
"ENSMUSG00000087584",0,0,0,0,0,0,0,0
"ENSMUSG00000087585",0,0,0,0,0,0,0,0
"ENSMUSG00000087586",0,0,0,0,0,0,0,0
"ENSMUSG00000087587",0,0,0,0,0,0,0,0
"ENSMUSG00000087588",0,0,0,0,0,0,0,0
"ENSMUSG00000087589",10,27,187,3,4,41,26,199
"ENSMUSG00000087590",94,82,800,120,457,155,175,787
"ENSMUSG00000087591",0,0,7,0,0,0,0,0
"ENSMUSG00000087592",0,0,0,0,0,0,0,0
"ENSMUSG00000087593",0,0,21,0,0,3,0,0
"ENSMUSG00000087595",0,0,0,0,0,0,0,0
"ENSMUSG00000087596",0,0,0,0,0,0,0,0
"ENSMUSG00000087597",0,0,2,0,0,0,0,0
"ENSMUSG00000087598",18,63,276,18,105,38,0,200
"ENSMUSG00000087600",0,0,5,9,0,0,0,15
"ENSMUSG00000087601",0,0,0,0,0,0,0,0
"ENSMUSG00000087602",0,0,0,0,0,0,0,0
"ENSMUSG00000087603",0,0,0,0,0,0,0,0
"ENSMUSG00000087604",0,0,6,0,0,0,0,0
"ENSMUSG00000087605",0,0,7,0,2,0,0,0
"ENSMUSG00000087606",0,0,0,0,0,0,0,0
"ENSMUSG00000087607",0,0,0,0,0,0,0,0
"ENSMUSG00000087608",0,0,0,0,0,0,0,0
"ENSMUSG00000087609",0,0,0,0,0,0,0,0
"ENSMUSG00000087610",10,23,120,5,51,19,0,67
"ENSMUSG00000087611",0,24,70,4,0,5,0,61
"ENSMUSG00000087612",0,5,0,0,0,0,0,19
"ENSMUSG00000087613",0,0,0,0,0,0,0,0
"ENSMUSG00000087614",3,0,19,1,25,2,0,122
"ENSMUSG00000087615",0,0,0,0,0,0,0,0
"ENSMUSG00000087616",0,0,0,0,0,0,0,0
"ENSMUSG00000087617",0,0,0,0,0,0,0,0
"ENSMUSG00000087618",0,0,0,0,0,0,0,0
"ENSMUSG00000087620",0,0,0,0,0,0,0,0
"ENSMUSG00000087621",0,0,0,0,0,0,0,0
"ENSMUSG00000087622",0,0,0,0,0,0,0,0
"ENSMUSG00000087623",0,0,0,0,0,1,0,0
"ENSMUSG00000087624",2,17,65,0,60,21,0,61
"ENSMUSG00000087625",0,0,0,0,0,0,0,0
"ENSMUSG00000087626",0,0,17,10,0,5,15,7
"ENSMUSG00000087627",0,11,9,13,18,23,7,40
"ENSMUSG00000087628",0,0,3,0,0,0,0,13
"ENSMUSG00000087629",0,0,0,0,0,0,0,0
"ENSMUSG00000087630",0,0,0,0,0,0,0,0
"ENSMUSG00000087632",10,17,150,0,30,43,23,46
"ENSMUSG00000087633",0,0,27,0,0,0,0,10
"ENSMUSG00000087635",0,0,7,0,0,1,0,6
"ENSMUSG00000087636",0,0,0,0,0,0,0,0
"ENSMUSG00000087637",0,0,0,0,0,0,0,0
"ENSMUSG00000087638",0,0,0,0,0,0,0,7
"ENSMUSG00000087639",0,0,0,0,0,0,0,0
"ENSMUSG00000087640",0,0,0,0,0,0,0,0
"ENSMUSG00000087641",0,0,0,0,0,0,0,0
"ENSMUSG00000087642",0,0,11,0,0,0,0,0
"ENSMUSG00000087643",0,0,0,0,0,0,0,0
"ENSMUSG00000087644",6,29,261,14,71,16,0,210
"ENSMUSG00000087646",0,0,0,0,0,0,0,0
"ENSMUSG00000087647",0,0,0,0,0,0,0,0
"ENSMUSG00000087648",0,2,0,0,0,0,0,0
"ENSMUSG00000087649",0,0,0,0,0,0,0,0
"ENSMUSG00000087651",2,7,154,9,13,15,0,55
"ENSMUSG00000087652",0,0,0,0,0,0,0,0
"ENSMUSG00000087654",0,0,0,0,0,0,0,0
"ENSMUSG00000087657",0,0,0,0,0,0,0,0
"ENSMUSG00000087658",8,10,54,1,16,0,0,42
"ENSMUSG00000087659",0,0,0,0,0,0,0,0
"ENSMUSG00000087660",23,7,151,22,53,38,54,74
"ENSMUSG00000087662",0,2,0,0,0,0,0,0
"ENSMUSG00000087663",0,0,0,0,0,0,0,0
"ENSMUSG00000087666",0,0,0,0,0,0,0,0
"ENSMUSG00000087667",0,0,0,0,0,0,0,0
"ENSMUSG00000087668",0,0,0,0,0,0,0,0
"ENSMUSG00000087669",0,0,0,0,0,0,0,0
"ENSMUSG00000087670",0,0,0,0,0,0,0,0
"ENSMUSG00000087672",0,0,0,0,0,0,0,0
"ENSMUSG00000087674",0,0,0,0,0,0,0,11
"ENSMUSG00000087675",0,0,14,0,0,0,0,0
