"","Mmus_C57-6J_ADR_FLT_Rep1_M23","Mmus_C57-6J_ADR_FLT_Rep2_M24","Mmus_C57-6J_ADR_FLT_Rep3_M25","Mmus_C57-6J_ADR_FLT_Rep4_M26","Mmus_C57-6J_ADR_FLT_Rep5_M27","Mmus_C57-6J_ADR_FLT_Rep6_M28","Mmus_C57-6J_ADR_GC_Rep1_M33","Mmus_C57-6J_ADR_GC_Rep2_M34","Mmus_C57-6J_ADR_GC_Rep3_M35","Mmus_C57-6J_ADR_GC_Rep4_M36","Mmus_C57-6J_ADR_GC_Rep5_M37"
"ENSMUSG00000060802",23264,27856,21446,50471,33442,23175,25262,48083,24730,27203,23187
"ENSMUSG00000060803",4970.69,5569.89,5208.94,6528.95,7268.46,5512,5305.93,7229.24,7664.52,5729.15,6889.34
"ENSMUSG00000060807",24,6,25,24,16,25,17,12,812,24,18
"ENSMUSG00000060808",1,0,1,0,0,2,1,2,1,0,1
"ENSMUSG00000060811",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060816",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060827",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060843",13,14,11,15,11,10,27,9,14,15,22
"ENSMUSG00000060860",3985,4657,4171,3667,3259,3301,3210,3411,3495,3087,2963
"ENSMUSG00000060862",629,749,685,1180,1034,939,722,801,652,967,811
"ENSMUSG00000060863",0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000060878",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060879",0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000060882",523,807,616,761,593,581,778,237,459,549,520
"ENSMUSG00000060888",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060890",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060904",3383.94,4424.84,4542.93,4344.9,4127.91,3869.87,3955.93,3800.84,3765,4566,3780
"ENSMUSG00000060913",6,5,10,8,4,7,8,6,11,13,7
"ENSMUSG00000060918",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060923",318,392,370,387,403,329,373,378,380,373,334
"ENSMUSG00000060924",693,656,713,663,661,593,640,672,625,692,614
"ENSMUSG00000060935",923,1370,1259,1718,1474,1305,1323,1260,1112,1330,1094
"ENSMUSG00000060938",7893.61,10908.02,10702.92,11667.06,9131.57,10027.79,10473.76,8446.39,10199.11,11343.72,9633.1
"ENSMUSG00000060950",538,729,776,694,640,586,678,701,685,607,544
"ENSMUSG00000060956",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060961",69,265,381,203,815,127,457,290,1028,178,282
"ENSMUSG00000060962",66,271,248,265,232,250,195,138,105,234,162
"ENSMUSG00000060967",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060969",1,8,2,0,0,1,1,1,3,0,0
"ENSMUSG00000060974",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000060981",3301.01,3911.21,3618.7,3556.87,3134.67,3178.99,4080.94,3602.97,3546.67,4168.03,3091.34
"ENSMUSG00000060985",18,17,19,16,7,26,24,22,14,13,33
"ENSMUSG00000060988",15,48,48,24,17,20,16,28,15,19,19
"ENSMUSG00000060989",15.99,59.45,0,11.54,7.59,9.68,16.51,24.49,3.27,12.46,19.51
"ENSMUSG00000060992",4278,5172,4726,6076,4942,5048,4329,4512,4479,4678,4598
"ENSMUSG00000061000",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061013",1072,791,755,1013,829,838,628,666,579,1430,987
"ENSMUSG00000061022",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061024",2223.85,2687.92,2646.94,2492.99,2166.99,2073.91,2488.96,2533.95,2404.99,2174.71,1779.99
"ENSMUSG00000061028",475,518,454,638,518,525,365,469,283,534,549
"ENSMUSG00000061032",7897,9947,8329,8966,6873,7436,7244,6247,6751,6675,5915
"ENSMUSG00000061039",74,90,60,63,65,61,64,85,62,93,80
"ENSMUSG00000061046",840,1005,802,940,890,803,675,667,673,906,999
"ENSMUSG00000061048",21,69,47,41,30,23,75,12,45,34,53
"ENSMUSG00000061062",11.83,12.78,14.93,21.91,13.37,23.6,27.11,5.68,4.32,7.63,10.2
"ENSMUSG00000061065",1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061068",5,53,7,12,21,8,65,27,24,7,7
"ENSMUSG00000061079",244,460,425,854,703,530,464,441,410,686,479
"ENSMUSG00000061080",389,933,1000,826,845,567,878,747,639,958,772
"ENSMUSG00000061082",1,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000061086",35,55,35,36,42,49,50,26,35,50,26
"ENSMUSG00000061099",0,0,0,1,0,2,0,2,0,1,2
"ENSMUSG00000061100",0,5,6,9,8,5,94,331,21,3,6
"ENSMUSG00000061104",2043.49,2769.22,2485.36,2909.44,2514.58,2271.29,2396.99,1990.49,2263.88,2263.21,2133.47
"ENSMUSG00000061111",1160,1436,1211,2064,1473,1625,1345,1374,1095,1862,1493
"ENSMUSG00000061115",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061118",1084,1205,1096,1406,1405,1145,971,1108,1019,1229,1138
"ENSMUSG00000061119",1358,1593,1516,1504,1242,1160,1135,1262,1090,1266,967
"ENSMUSG00000061126",3,1,1,3,0,2,0,1,2,3,1
"ENSMUSG00000061130",4957.48,5670.8,5290.86,5535.81,5225.99,4804.57,4897.78,5027.23,5308.41,5847.22,5269.37
"ENSMUSG00000061132",97,98,108,168,70,64,95,112,54,133,64
"ENSMUSG00000061136",5284,6783,6215,7323,6315,5398,5828,4980,5431,6240,5548
"ENSMUSG00000061143",1409,1869,1507,1739,1524,1413,1392,1022,1109,1680,1364
"ENSMUSG00000061144",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061165",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061167",351.2,526.96,395.56,740.24,506.38,593.14,523.43,281.79,486.28,701.23,459.47
"ENSMUSG00000061171",570,2304,1609,1968,1764,1542,1023,1106,870,1272,843
"ENSMUSG00000061175",774,1193,1239,1357,936,825,1127,981,1139,1033,730
"ENSMUSG00000061184",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061186",54,144,96,123,84,69,115,71,90,110,102
"ENSMUSG00000061195",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061207",981,1063.95,1016.95,778.99,715.98,649.99,636,858.98,764.97,625,790.9
"ENSMUSG00000061208",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061210",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061232",22619.32,26198.33,20615.91,38634.15,24084.9,22183.33,26289.89,50347.17,22958.55,25867.66,19885.32
"ENSMUSG00000061242",6.51,0,2.45,5.47,0,1.22,0,8.37,2.55,3.84,3.97
"ENSMUSG00000061244",2541,3035,3035,3004,3042,2369,2660,2407,2612,2673,2498
"ENSMUSG00000061246",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061259",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061272",0,0,0,0,0,3,0,1,0,0,0
"ENSMUSG00000061273",2038,2448,2551,2917,2819,2402,2327,2013,2339,2469,2402
"ENSMUSG00000061286",809,947,949,1114,926,944,809,871,858,1063,920
"ENSMUSG00000061288",1955,2224,1920,3096,3178,2691,1673,1978,1932,2204,2170
"ENSMUSG00000061292",0,0,0,0,0,0,0,0,33.51,0,0
"ENSMUSG00000061295",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061296",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061298",19,44,31,37,43,34,27,34,21,50,22
"ENSMUSG00000061306",8838,9652,8990,14079,10745,10440,8675,8808,8592,11223,10307
"ENSMUSG00000061311",0,2,0,0,0,0,12,1,3,0,0
"ENSMUSG00000061313",2051,2432,2447,2650,2928,2047,2384,1889,1958,2367,2237
"ENSMUSG00000061315",9070.39,11976.91,10567.34,12510.21,10108.19,10074.42,10649.53,8836.45,9786.41,11674.23,9884.63
"ENSMUSG00000061322",5,7,8,5,8,10,6,7,1,6,7
"ENSMUSG00000061330",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061331",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061336",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061342",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061353",743,1572,1299,1623,1766,936,1886,1019,1785,2201,1120
"ENSMUSG00000061356",8,7,8,21,12,6,2,7,19,16,21
"ENSMUSG00000061360",893,1182,1137,1349,1086,1085,1067,971,1024,1232,999
"ENSMUSG00000061361",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061367",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061371",84,121,137,165,148,141,144,104,131,198,119
"ENSMUSG00000061374",795,1088,933,1103,895,928,902,869,810,1030,764
"ENSMUSG00000061376",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061387",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061388",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061390",1.18,1.23,0,0,2.58,0,2.57,0,0,0,1.23
"ENSMUSG00000061392",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061393",236,252,189,393,319,316,202,206,201,420,324
"ENSMUSG00000061397",0,2,7,1,8,0,9,7,9,1,5
"ENSMUSG00000061410",4715,6238,5003,6229,4918,4862,4665,3705,4253,6048,4904
"ENSMUSG00000061411",601,952,841,1270,977,864,767,1034,746,786,693
"ENSMUSG00000061414",251.08,194.37,178.73,240.88,144.24,196,133,239.05,168,175,241.59
"ENSMUSG00000061436",23185,26016,25396,29661,25929,23824,23521,23004,23466,25481,23627
"ENSMUSG00000061451",70,123,124,143,135,124,92,153,96,160,117
"ENSMUSG00000061455",3160,3849,3229,4410,3936,3829,3592,3138,3243,5740,4563
"ENSMUSG00000061457",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061458",1190,1658.47,1512,1267,1123,1081,1381,1210,1287,1096,971
"ENSMUSG00000061461",697,608,579,1194,1092,937,608,776,673,1057,1033
"ENSMUSG00000061462",566,601,529,765,680,593,512,714,714,623,478
"ENSMUSG00000061469",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061474",683,878,828.54,1110.4,999,807.5,743.76,690,731.65,872.42,802
"ENSMUSG00000061477",8282.26,11368.29,11246.37,12153.69,9219.21,10834.65,10935.15,9489.66,10332.31,12106.33,9613.69
"ENSMUSG00000061479",1486,1984,1523,1973,1566,1529,1630,1440,1361,1827,1544
"ENSMUSG00000061482",2854.08,3628.44,3458.26,3573.51,2882.87,2827.24,3794.94,3634.94,3385.77,3872.94,2778.07
"ENSMUSG00000061486",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061488",0,0,0,0,0,0,1,0,0,1,0
"ENSMUSG00000061489",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061490",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061510",17,7,11,8,11,7,7,11,9,15,6
"ENSMUSG00000061517",10,10,9,4,9,11,5,6,7,11,11
"ENSMUSG00000061518",4549.36,5308.73,4888.78,6058.43,5374.95,4659.92,4737.34,4597.92,4782.62,4920.21,4647.66
"ENSMUSG00000061520",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061524",0,1,6,1,0,0,3,2,6,1,2
"ENSMUSG00000061525",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061527",0,1,0,0,0,0,16,0,0,0,1
"ENSMUSG00000061531",1,4,5,9,2,5,5,6,1,2,8
"ENSMUSG00000061533",298,399,315,365,274,235,292,289,230,345,229
"ENSMUSG00000061535",155,288,151,257,260,201,276,97,149,317,248
"ENSMUSG00000061536",392,530,470,669,564,505,450,443,377,613,467
"ENSMUSG00000061540",18.71,10.42,7.14,15.44,17.33,2.02,5.17,5.19,19.58,6.5,11.31
"ENSMUSG00000061544",286,344,311,591,505,420,349,314,300,577,403
"ENSMUSG00000061549",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061559",1382,1759,1713,1670,1563,1395,1440,1487,1541,1692,1527
"ENSMUSG00000061561",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061576",468,1509,1181,1502,1280,1079,900,1019,777,1078,796
"ENSMUSG00000061577",4,16,11,19,12,11,16,64,5,30,9
"ENSMUSG00000061578",624,1657,1502,2194,1947,1707,988,1203,831,1386,1180
"ENSMUSG00000061584",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061589",13421,13957,12932,5766,4260,5329,6505,5354,6238,4359,4372
"ENSMUSG00000061601",3766,8018,6547,7387,6446,5330,5040,5618,3710,4752,4155
"ENSMUSG00000061602",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061603",255,878,797,926,720,658,610,679,455,634,495
"ENSMUSG00000061607",1537,1969,1659,2498,1880,1844,1643,1362,1201,2192,1579
"ENSMUSG00000061613",1669.39,2212.98,1896.69,1840.63,1598.96,1598.03,1816.55,1482.67,1578.69,1612.14,1398.59
"ENSMUSG00000061614",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061615",284.84,509.95,418.59,226.81,245.2,172.68,266.37,617.75,276.74,330.21,206.35
"ENSMUSG00000061616",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061619",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061626",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061633",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061637",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061650",892,1180,1013,1453,1100,1178,1039,963,974,1608,1107
"ENSMUSG00000061653",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061654",541,361,371,393,446,379,239,474,502,409,587
"ENSMUSG00000061665",5050.98,6320.98,5518.99,6323.99,5755.98,4847,4927.99,4281.99,4468.99,5893.98,5245.99
"ENSMUSG00000061666",189,390,349,408,375,318,256,275,269,337,294
"ENSMUSG00000061669",0,2.11,0,1,1.06,0,0,0,1,0,0
"ENSMUSG00000061684",5.77,6.46,5.41,1.42,5.76,5.4,5.3,3.09,2.92,7.19,6
"ENSMUSG00000061689",2426,3485,3154,3773,3148,2925,2938,2742,2636,3057,3010
"ENSMUSG00000061701",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061702",4,6,6,3,7,7,3,6,2,3,4
"ENSMUSG00000061707",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061718",2,6,9,6,7,6,5,13,16,3,4
"ENSMUSG00000061723",491,476,392,843,587,553,445,690,693,565,432
"ENSMUSG00000061724",193.04,383.33,268.47,387.3,330.83,294.89,294.45,236.26,256.37,258.69,233.48
"ENSMUSG00000061728",1,1,0,1,0,1,0,0,0,2,0
"ENSMUSG00000061731",2507,2807,3029,3037,2549,2450,2493,2173,2421,2515,2119
"ENSMUSG00000061740",1052,1118.99,983,1225.99,1484,993,1114,1181,1661,1365,1377
"ENSMUSG00000061742",3,1,0,9,6,6,7,7,9,2,14
"ENSMUSG00000061751",700,932,920,1265,948,876,787,971,904,926,893
"ENSMUSG00000061755",8342,10381,9123,12992,11453,11485,8981,8478,8686,11544,10697
"ENSMUSG00000061758",3952.46,4723.13,4029.46,5645.53,4877.55,4691.13,3539.46,3353.05,3994.52,3796.16,4126.54
"ENSMUSG00000061759",334,390,360,683,573,540,415,358,337,550,549
"ENSMUSG00000061762",4,15,16,1,2,5,0,1,2,14,9
"ENSMUSG00000061769",0,0,0,0,0,3,2,4,0,2,0
"ENSMUSG00000061778",1119,1267,1149,1087,956,897,964,867,964,1332,981
"ENSMUSG00000061780",15,1941,2396,3035,5485,256,22478,1032,2617,333,922
"ENSMUSG00000061787",7708.22,10231.1,9676.55,12258.71,8791.09,9380.25,9834.34,8132.97,9435.49,10512.03,8872.14
"ENSMUSG00000061798",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061802",0,0,1,9,0,0,0,0,0,0,1
"ENSMUSG00000061808",3,11,10,61,7,30,110,10,6489,27,5
"ENSMUSG00000061809",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061815",17,23,13,33,20,24,19,30,12,22,28
"ENSMUSG00000061816",251.89,205.93,256,480.89,385,308,332,386,373.91,306,268
"ENSMUSG00000061825",0,0,0,0,0,0,7,0,35,0,0
"ENSMUSG00000061829",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061833",3.05,0,1.73,3.56,0,1.63,1.62,2.27,2.35,0,3.03
"ENSMUSG00000061838",7979.5,8897.33,8547.07,7399.98,7992.73,6611.56,7509.14,6804.33,8225.44,7843.87,7554.37
"ENSMUSG00000061843",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061845",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061847",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061848",3.12,10.74,11.33,5.48,6.18,13,2.07,11.66,3.62,9.42,14.15
"ENSMUSG00000061852",0,1.29,1.75,15.21,0,0,2.63,0,0,0,0
"ENSMUSG00000061859",358,452,401,492,401,501,424,294,310,448,312
"ENSMUSG00000061863",1,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000061875",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061877",0,0,2,1,1,0,0,0,0,0,0
"ENSMUSG00000061878",92,134,171,182,92,124,97,110,115,99,71
"ENSMUSG00000061882",73,70.79,85.41,49.25,49.95,62,54.2,49.57,48.05,67.61,67.45
"ENSMUSG00000061887",2121,3162,2851,3321,3107,2754,2686,2541,2490,2700,2466
"ENSMUSG00000061894",159,258,187,446,325,313,234,236,181,324,208
"ENSMUSG00000061897",2.1,3.14,1.04,0,1.07,2.1,1.07,3.2,2.08,3.23,2.12
"ENSMUSG00000061898",247,340,308,557,375,295,332,332,247,504,319
"ENSMUSG00000061904",46300.99,54042,50599,52485,39287,48325,35861,38677,49698,29248,41340
"ENSMUSG00000061906",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061911",98,254,197,207,162,122,110,159,82,122,92
"ENSMUSG00000061923",0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000061928",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061937",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061947",0,0,1,5,0,1,2,1,265,0,0
"ENSMUSG00000061950",2755,3260,3096,3898,3204,3005,3000,2930,2841,3221,2993
"ENSMUSG00000061952",0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000061958",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061959",0,0,1,2,1,1,7,1,220.06,0,0
"ENSMUSG00000061961",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061969",0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000061972",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061974",0,1.39,1.09,7.1,0,0,0,0,0,0,0
"ENSMUSG00000061977",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061979",1214,1302,1244,1507,1346,1298,1115,1204,1254,1404,1351
"ENSMUSG00000061981",4805,5589,5312,6056,5282,4805,4548,4208,4335,6203,4953
"ENSMUSG00000061983",10288.8,14036.96,12846.43,16679.83,11636.88,13628.18,13245.94,11731.37,12810.71,14561.64,11926.75
"ENSMUSG00000061984",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000061988",3,0,3,0,1,0,2,0,0,0,0
"ENSMUSG00000061991",135.77,250.1,143.33,109.07,65.01,64.52,113.04,280.93,71.24,123.23,40.39
"ENSMUSG00000061992",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062006",5603.44,6997.5,6956.3,7486.25,5856.27,6670.42,6816.59,6215.89,6561.73,8014.63,6316.58
"ENSMUSG00000062007",6,6,2,18,6,0,8,10,2,2,3
"ENSMUSG00000062012",120,190,144,337,211,191,190,124,106,243,157
"ENSMUSG00000062014",6267,7201,7661,8060,8482,7222,7433,7251,7765,9335,8532
"ENSMUSG00000062017",1,0,0,1,2,2,0,1,0,1,1
"ENSMUSG00000062028",0,0,2,0,0,0,1,0,0,0,0
"ENSMUSG00000062031",1847,2436,2280,2879,2625,2462,1966,1941,2033,2280,2194
"ENSMUSG00000062036",0,0,0,0,0,3,0,0,0,0,0
"ENSMUSG00000062037",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062038",0,0,0,13.7,0,0,0,0,2.69,0,0
"ENSMUSG00000062040",272,444,346,692,577,460,436,381,319,520,379
"ENSMUSG00000062042",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062044",648,741,734,709,641,732,487,829,451,600,650
"ENSMUSG00000062046",0,0,0,2,0,0,0,1,0,1,0
"ENSMUSG00000062054",1083,1198,1086,1496,1113,1199,1068,1145,1208,1205,1136
"ENSMUSG00000062061",42,130,54,191,171,180,544,544,137,633,106
"ENSMUSG00000062064",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062070",8330.98,11556.32,9707.81,15628.77,12773.8,11917.9,8102.02,9087.4,9838.47,9313.05,9568.1
"ENSMUSG00000062073",1,2,1,2,0,1,3,5,2,1,1
"ENSMUSG00000062074",4,0,0,1,0,2,2,3,1,0,1
"ENSMUSG00000062075",943,1267,1174,1142,876,922,996,895,960,775,652
"ENSMUSG00000062077",12,10,18,17,12,10,14,21,20,8,6
"ENSMUSG00000062078",9013,11464,11413,10508,10274,8521,11260,7965,9515,10829,8904
"ENSMUSG00000062081",20.43,28.53,12.26,31.86,16.12,16.71,28.99,10.65,29.86,24.87,16.08
"ENSMUSG00000062082",9,15,5,18,10,16,7,22,9,19,6
"ENSMUSG00000062083",2,0,2,2,1,2,0,1.27,0,2,1
"ENSMUSG00000062093",22.41,29.21,37.14,29.44,46.22,14.3,24.9,42.32,23.32,31.9,20.55
"ENSMUSG00000062098",1231,1942,1726,2588,2494,1943,1769,1803,1642,2188,1900
"ENSMUSG00000062101",32.43,99.67,69.31,102.56,79.98,84.16,74.13,103.27,70.02,93.31,62.15
"ENSMUSG00000062103",0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062105",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062110",767,943,857,1011,826,799,764,724,724,861,829
"ENSMUSG00000062115",3524,4803,4223,6044,4809,4360,3835,3410,3270,5299,4444
"ENSMUSG00000062116",496,543,549,562,503,493,414,525.79,490,534,389
"ENSMUSG00000062121",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062124",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062127",1781,2428,2288,2318,1753,1664,1783,1668,1578,2032,1520
"ENSMUSG00000062128",0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062132",1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062142",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062148",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062151",102,136,124,194,81,70,117,90,68,187,109
"ENSMUSG00000062152",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062154",0,0,2,1,1,0,0,0,0,0,0
"ENSMUSG00000062157",4,10,6,16,8,5,13,10,7,15,10
"ENSMUSG00000062162",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062165",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062168",1,7,4,7,4,3,1,4,2,5,0
"ENSMUSG00000062169",1476,1930,1827,2174,2052,1950,1795,1510,1678,2077,1779
"ENSMUSG00000062170",0,0,0,12,0,7,0,43,1,0,6
"ENSMUSG00000062175",131,219,177,249.51,174,190,163,126,152,248,212
"ENSMUSG00000062181",0,0,1,1,0,2,5.16,0,208.04,0,0
"ENSMUSG00000062184",469,975,728,564,340,292,669,322,399,730,395
"ENSMUSG00000062186",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062190",652,1035,801,1080,868,832,854,714,663,916,662
"ENSMUSG00000062198",234,255,255,241,201,179,178,179,145,173,196
"ENSMUSG00000062199",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062200",0,0,0,0,0,0,0,0,3,0,0
"ENSMUSG00000062201",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062202",2281.93,2676,2528,3102,2701,2636,2145,1860,1798,2435,2335
"ENSMUSG00000062203",7028,8665,8421,8906,8278,7697,8046,7274,8341,7862,7842
"ENSMUSG00000062204",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062209",32,71,60,63,55,39,57,71,59,60,53
"ENSMUSG00000062210",213,267,224,394,343,230,370,305,246,376,288
"ENSMUSG00000062224",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062226",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062232",2983,4146,3259,3898,3494,3104,3150,2510,2708,3565,2905
"ENSMUSG00000062234",5818.79,7111.92,6551.85,7982.92,6583.96,6258.92,5957.93,5729.92,5621.96,6588.96,5961.95
"ENSMUSG00000062235",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062245",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062248",148.25,150,101.85,95.35,103.55,86.87,79.63,90.13,60.05,79.51,96
"ENSMUSG00000062252",36,137,117,123,108,106,102,94,82,107,82
"ENSMUSG00000062257",47,73,48,67,40,58,53,23,43,39,35
"ENSMUSG00000062270",13003.55,16118.59,15223.41,16617.84,14925.29,14023.7,14455.9,13302.4,14001.28,16071.02,13638.71
"ENSMUSG00000062272",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062275",0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000062278",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062279",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062282",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062284",0,0,3.09,1,2.09,1,0,2,0,0,2
"ENSMUSG00000062296",11549,17910,14032,16957,13718,14246,13950,9042,10786,14480,12043
"ENSMUSG00000062300",5192,7616,5509,4991,4905,4771,4829,4021,4919,4205,3607
"ENSMUSG00000062309",42,78,90,65,58,53,84,45,33,93,84
"ENSMUSG00000062310",0,1,2,0,0,0,0,0,0,1,1
"ENSMUSG00000062312",315,445,321,613,486,408,432,272,301,628,394
"ENSMUSG00000062314",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062319",6,0,1,4,10,4,12,4,1,1,4
"ENSMUSG00000062327",0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000062328",11554.57,15156.15,14356.51,17084.76,12648.94,13903.63,14621.28,12845.45,14089.38,16519.07,13450.94
"ENSMUSG00000062329",0,9,17,13,11,4,5,2,14,13,8
"ENSMUSG00000062342",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062345",0,2,6,0,0,0,0,1,0,0,0
"ENSMUSG00000062352",1783,1631,1570,2369,1878,1814,1395,1792,1569,1866,1601
"ENSMUSG00000062353",68.67,90.62,76.11,90.42,86.66,81.69,107.12,77.36,82.81,145.53,120.78
"ENSMUSG00000062365",0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000062369",0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000062372",15,21,12,14,12,12,12,14,19,13,17
"ENSMUSG00000062373",2122,2694,2546,3021,2938,2622,2559,1963,2263,2753,2471
"ENSMUSG00000062376",534,761,541,767,637,589,543,444,541,700,690
"ENSMUSG00000062380",68,215,179,211,209,139,125,209,178,143,108
"ENSMUSG00000062382",961.37,1101.21,1038.97,1012.24,1388.14,873.34,1018.79,1255.09,1511.85,941.44,1040.5
