"","RR10_BRN_FLT_WT_F1","RR10_BRN_FLT_WT_F3","RR10_BRN_FLT_WT_F5","RR10_BRN_FLT_WT_F7","RR10_BRN_GC_WT_G1","RR10_BRN_GC_WT_G3","RR10_BRN_GC_WT_G5","RR10_BRN_GC_WT_G7","RR10_BRN_GC_WT_G9"
"ENSMUSG00000002059",227,295,291,533,744,496,628,358,502
"ENSMUSG00000002064",1046,1248,1502,2177,4083,3163,3410,1569,3103
"ENSMUSG00000002068",180,225,266,596,466,312,449,145,524
"ENSMUSG00000002076",8,17,25,23,18,30,38,27,47
"ENSMUSG00000002083",26,37,31,101,269,228,212,60,71
"ENSMUSG00000002100",17,69,13,30,3536,1707,1331,20,20
"ENSMUSG00000002102",3480,4456,4548,6462,11340,10277,10044,4062,10629
"ENSMUSG00000002103",1300,1686,2114,3442,4893,3890,3094,1764,3993
"ENSMUSG00000002104",38,5,11,74,25,34,66,65,51
"ENSMUSG00000002105",232,209,416,660,1220,901,894,283,495
"ENSMUSG00000002107",7726,9817,9467,25822,10994,9050,9238,7017,16264
"ENSMUSG00000002108",92,139,169,226,787,799,585,181,232
"ENSMUSG00000002109",125,136,175,332,697,515,385,115,366
"ENSMUSG00000002111",65,85,56,119,46,40,73,96,106
"ENSMUSG00000002129",1022,1419,1794,3137,5436,4698,3723,1728,3447
"ENSMUSG00000002147",380,502,383,762,795,786,869,387,640
"ENSMUSG00000002190",169,144,278,519,697,595,538,163,483
"ENSMUSG00000002204",1,8,11,10,22,17,16,8,28
"ENSMUSG00000002205",542,682,680,1202,1382,1323,1257,788,1148
"ENSMUSG00000002210",256,392,445,715,1236,1021,890,246,617
"ENSMUSG00000002221",1085,1593,1580,2639,2057,2027,1999,1054,2659
"ENSMUSG00000002222",5117,6413,7953,11253,28323,23358,19434,5772,12939
"ENSMUSG00000002227",69,122,117,351,180,118,170,99,117
"ENSMUSG00000002228",18,6,40,38,147,112,92,7,15
"ENSMUSG00000002233",332,558,416,732,991,899,940,341,731
"ENSMUSG00000002240",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002249",28,51,49,80,70,58,78,48,68
"ENSMUSG00000002250",286,447,698,712,622,503,704,148,714
"ENSMUSG00000002257",39,53,34,91,70,70,108,30,107
"ENSMUSG00000002265",5244,6757,15156,25354,30603,21130,19441,14779,31782
"ENSMUSG00000002266",24,28,141,289,151,133,125,242,222
"ENSMUSG00000002274",1406,1849,2401,2724,17200,16059,15041,1813,3914
"ENSMUSG00000002279",253,274,371,782,851,809,722,396,657
"ENSMUSG00000002280",638,649,730,1118,1688,1656,1431,710,1414
"ENSMUSG00000002289",83,178,104,195,177,219,243,178,311
"ENSMUSG00000002297",25,32,43,74,91,89,73,39,93
"ENSMUSG00000002307",438,534,720,1022,1858,1577,1630,603,1163
"ENSMUSG00000002308",323,405,416,727,803,805,825,458,821
"ENSMUSG00000002319",348,389,557,936,842,860,875,410,948
"ENSMUSG00000002320",302,398,441,778,1223,1038,1049,358,884
"ENSMUSG00000002324",31,52,5,39,534,582,77,20,249
"ENSMUSG00000002325",127,252,260,413,562,622,495,277,471
"ENSMUSG00000002326",323,369,472,876,833,813,921,491,802
"ENSMUSG00000002329",860,1033,980,1590,1929,1862,1814,939,2235
"ENSMUSG00000002332",1468,2010,2233,3363,3231,3329,3283,1951,4292
"ENSMUSG00000002341",6545,11001,9229,16991,1882,2330,5844,7566,15119
"ENSMUSG00000002342",404,564,507,1007,1342,1155,1291,479,846
"ENSMUSG00000002343",412,471,585,987,1181,1084,1106,491,1102
"ENSMUSG00000002345",311,424,522,765,980,979,875,505,953
"ENSMUSG00000002346",271,370,346,908,638,409,556,240,462
"ENSMUSG00000002365",369,646,572,800,1454,1462,1344,474,1007
"ENSMUSG00000002372",1132,1507,1757,2628,4885,3973,3905,1429,3163
"ENSMUSG00000002379",3958,4139,4180,8123,9572,11098,7674,5638,9544
"ENSMUSG00000002384",0,1,0,2,2,2,5,0,4
"ENSMUSG00000002393",518,707,762,993,1130,1010,1132,686,1039
"ENSMUSG00000002395",2160,2615,3461,4581,5372,5755,5628,3731,6418
"ENSMUSG00000002396",434,552,505,870,497,355,542,484,789
"ENSMUSG00000002409",323,465,420,1071,483,442,499,334,655
"ENSMUSG00000002413",5087,6791,6687,13015,12035,10158,8615,5079,12323
"ENSMUSG00000002416",430,603,727,1042,1890,2296,1860,670,1607
"ENSMUSG00000002428",700,927,1266,1870,2750,2480,2113,1161,2294
"ENSMUSG00000002455",977,1151,1523,2544,4859,4108,3660,1480,3148
"ENSMUSG00000002458",223,275,307,591,275,290,408,330,663
"ENSMUSG00000002459",738,1145,687,1524,629,615,758,913,1277
"ENSMUSG00000002475",2655,3303,3543,6937,9495,9867,8896,3962,9678
"ENSMUSG00000002477",1170,1872,1450,2231,4485,4706,3967,2015,5619
"ENSMUSG00000002486",102,126,180,332,953,723,680,165,302
"ENSMUSG00000002489",2015,2160,4566,10060,22335,15260,12166,2931,4740
"ENSMUSG00000002496",2325,3137,3572,6658,5765,5480,5081,2223,5778
"ENSMUSG00000002500",3,3,7,12,19,4,18,5,9
"ENSMUSG00000002504",470,660,758,1194,3856,2834,3046,744,1598
"ENSMUSG00000002524",1996,2228,2887,4647,8862,7433,7608,2955,5835
"ENSMUSG00000002546",1572,2264,2534,3948,6210,4874,4570,1940,4195
"ENSMUSG00000002550",670,801,954,1452,2374,1813,1965,887,1514
"ENSMUSG00000002565",1,6,4,29,53,48,25,7,9
"ENSMUSG00000002578",207,372,368,781,596,462,457,189,602
"ENSMUSG00000002580",1696,2335,1826,3183,3979,3822,4439,2507,4425
"ENSMUSG00000002588",6,0,0,0,0,2,0,1,0
"ENSMUSG00000002602",2140,3537,3460,5333,3946,4027,4310,2459,6056
"ENSMUSG00000002603",45,56,53,95,83,76,128,53,97
"ENSMUSG00000002608",545,834,808,1567,1263,1237,1178,649,1406
"ENSMUSG00000002617",477,462,418,1102,1233,1027,881,560,1188
"ENSMUSG00000002625",651,872,962,2306,2550,1889,1826,762,1736
"ENSMUSG00000002633",24,34,81,115,130,103,104,57,108
"ENSMUSG00000002635",200,221,244,385,799,735,740,233,572
"ENSMUSG00000002658",838,1064,1338,2059,3663,3429,3110,1348,2906
"ENSMUSG00000002660",658,1025,1382,1698,2252,2360,2790,1083,2531
"ENSMUSG00000002661",275,317,366,458,1174,993,1220,338,841
"ENSMUSG00000002664",0,0,0,0,1,0,1,0,0
"ENSMUSG00000002668",8,16,22,42,20,43,37,13,26
"ENSMUSG00000002679",417,494,504,810,1822,1590,1406,586,1290
"ENSMUSG00000002688",531,738,841,1229,704,921,974,737,1446
"ENSMUSG00000002699",60,99,69,166,79,112,117,71,110
"ENSMUSG00000002718",1553,1793,2158,3311,7005,6261,5500,1573,5201
"ENSMUSG00000002728",1042,1191,1246,1945,3585,3768,3421,1457,3210
"ENSMUSG00000002731",353,406,484,756,1322,1278,1243,595,1432
"ENSMUSG00000002732",80,145,109,181,417,295,335,113,305
"ENSMUSG00000002733",1138,1658,1652,2550,3302,3003,2586,1474,2587
"ENSMUSG00000002741",2472,3618,2845,4713,5237,4498,4790,2693,5750
"ENSMUSG00000002748",2473,3943,4211,7350,13962,12147,10282,3334,7637
"ENSMUSG00000002763",1133,1528,1772,2656,2641,2383,2777,1313,2609
"ENSMUSG00000002767",506,558,610,946,1596,1423,1515,652,1265
"ENSMUSG00000002768",1664,2141,2529,3790,4301,4249,4500,2534,5383
"ENSMUSG00000002769",6,1,14,15,190,226,147,6,12
"ENSMUSG00000002771",108,151,610,427,311,259,316,217,482
"ENSMUSG00000002778",744,951,1002,1887,2587,2341,2165,1083,2043
"ENSMUSG00000002781",666,693,774,1212,1835,1620,1805,718,1317
"ENSMUSG00000002791",0,0,1,0,0,0,2,0,3
"ENSMUSG00000002797",327,435,521,832,1202,1146,1123,517,1175
"ENSMUSG00000002799",375,575,723,1284,465,526,771,519,1051
"ENSMUSG00000002803",894,1471,1406,2105,2078,1673,1735,1119,2567
"ENSMUSG00000002804",157,127,203,267,323,322,411,178,343
"ENSMUSG00000002808",2003,2713,2532,4485,8296,7746,7341,2647,6513
"ENSMUSG00000002812",843,1149,1557,2209,3392,3262,3030,1084,2514
"ENSMUSG00000002814",122,162,200,324,690,572,440,141,331
"ENSMUSG00000002820",484,687,732,995,2585,2228,1902,494,1169
"ENSMUSG00000002825",95,153,147,346,471,400,357,166,304
"ENSMUSG00000002831",75,82,422,948,184,604,648,512,898
"ENSMUSG00000002833",879,830,944,2503,2837,2830,2039,1552,1951
"ENSMUSG00000002835",99,109,111,206,536,247,305,87,175
"ENSMUSG00000002844",817,917,1079,1880,3068,3124,3015,1135,2479
"ENSMUSG00000002845",109,131,171,386,674,527,437,186,363
"ENSMUSG00000002846",345,548,656,1140,1131,1017,1218,452,904
"ENSMUSG00000002847",25,36,20,57,49,41,64,23,95
"ENSMUSG00000002870",57,87,76,147,522,418,359,113,184
"ENSMUSG00000002871",180,211,374,644,1464,1195,1201,330,589
"ENSMUSG00000002881",1869,2495,2684,3893,7004,6923,5955,2052,5172
"ENSMUSG00000002885",259,399,384,678,524,550,733,314,766
"ENSMUSG00000002897",351,453,384,897,686,731,879,253,1006
"ENSMUSG00000002900",443,332,697,966,1910,1223,1266,667,756
"ENSMUSG00000002908",477,654,582,790,403,429,587,311,898
"ENSMUSG00000002910",128,130,245,248,228,578,402,124,569
"ENSMUSG00000002930",3,2,29,19,9995,6615,6386,51,71
"ENSMUSG00000002944",23,88,49,123,118,101,96,39,109
"ENSMUSG00000002948",801,972,1238,1913,2933,2667,2189,1079,2169
"ENSMUSG00000002949",450,568,676,1158,2092,1569,1712,741,1435
"ENSMUSG00000002957",6063,8155,11461,16032,24312,18292,16866,6683,16779
"ENSMUSG00000002963",325,383,451,687,1000,1002,930,335,831
"ENSMUSG00000002968",906,1417,1289,2186,1976,1655,1936,852,1857
"ENSMUSG00000002980",443,580,532,951,641,857,922,490,918
"ENSMUSG00000002981",2534,2993,3292,6381,6307,5829,6162,3235,6588
"ENSMUSG00000002983",56,131,81,183,131,166,159,77,194
"ENSMUSG00000002984",604,749,978,1667,2014,1924,1773,692,1631
"ENSMUSG00000002985",43372,57472,60023,91274,69817,88053,103647,69479,104818
"ENSMUSG00000002992",0,0,0,0,0,0,0,0,0
"ENSMUSG00000002996",769,916,1106,1805,3410,3031,2525,946,2106
"ENSMUSG00000002997",1462,1376,1432,4063,909,1055,1638,3507,3805
"ENSMUSG00000003031",1218,1510,1868,2675,11190,11465,9191,1852,4126
"ENSMUSG00000003032",163,263,177,281,335,381,484,134,419
"ENSMUSG00000003033",465,520,611,1581,1454,1374,1526,680,1440
"ENSMUSG00000003037",822,1103,1373,1737,3070,2929,2644,1273,2853
"ENSMUSG00000003038",1087,897,758,700,2485,1003,1556,554,1828
"ENSMUSG00000003039",2404,3152,3838,5089,6761,6721,6323,3678,7586
"ENSMUSG00000003051",6,9,4,6,28,10,25,1,4
"ENSMUSG00000003053",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003062",747,936,1107,2240,1975,2242,1956,1237,2529
"ENSMUSG00000003068",1158,1718,1764,2656,3115,3304,3315,1362,2845
"ENSMUSG00000003070",53,45,90,135,233,207,206,93,213
"ENSMUSG00000003072",2894,3772,3809,5716,7318,6748,7288,3340,7183
"ENSMUSG00000003099",1323,1634,1808,2845,5692,4847,4815,1269,3848
"ENSMUSG00000003119",783,1175,1318,2422,3801,2958,2540,941,2251
"ENSMUSG00000003123",175,293,306,553,704,777,648,209,559
"ENSMUSG00000003131",4405,4908,6350,10540,14575,13977,12657,5886,13756
"ENSMUSG00000003134",481,349,507,1332,2516,1987,1507,1230,641
"ENSMUSG00000003135",450,540,577,1012,1732,1442,1357,542,1198
"ENSMUSG00000003153",1845,2246,2524,5612,10960,8269,6494,2787,5885
"ENSMUSG00000003154",574,842,943,1717,2502,2320,1952,647,1501
"ENSMUSG00000003161",1772,2007,2694,3779,8156,7844,6430,2333,5180
"ENSMUSG00000003166",1010,1490,1978,3461,9531,7230,5516,1551,3368
"ENSMUSG00000003184",142,255,272,459,900,778,844,215,454
"ENSMUSG00000003190",23,60,32,90,77,85,85,32,65
"ENSMUSG00000003198",129,173,151,267,807,637,476,217,406
"ENSMUSG00000003199",1742,1961,2648,3749,4599,3806,3755,2190,3680
"ENSMUSG00000003200",424,573,779,1141,2158,1773,1788,470,1094
"ENSMUSG00000003206",12,19,17,40,21,9,25,15,37
"ENSMUSG00000003208",163,172,209,364,687,633,538,239,405
"ENSMUSG00000003226",5429,6663,6810,12224,21924,19969,14957,6336,15805
"ENSMUSG00000003227",5,12,9,15,7,9,12,32,19
"ENSMUSG00000003228",974,1493,1490,2178,3432,3213,2035,1171,1895
"ENSMUSG00000003233",434,644,615,1208,1490,1283,1182,320,1192
"ENSMUSG00000003234",973,1273,1635,2705,5180,4362,3958,1581,3828
"ENSMUSG00000003235",1303,1728,1618,2732,3872,3483,3177,1488,3366
"ENSMUSG00000003269",1113,1295,1257,2359,3323,2628,2637,1049,2611
"ENSMUSG00000003271",144,230,239,297,167,59,313,114,534
"ENSMUSG00000003273",1935,2424,1788,4313,2063,1856,2590,2771,3493
"ENSMUSG00000003279",12894,20838,14800,31411,23636,18877,19230,7382,29943
"ENSMUSG00000003282",105,93,105,286,439,333,289,113,228
"ENSMUSG00000003283",40,73,61,100,105,108,58,97,114
"ENSMUSG00000003299",412,514,597,1023,1774,1451,1524,570,1159
"ENSMUSG00000003308",1718,2264,2393,3746,3430,3203,3592,2361,4010
"ENSMUSG00000003309",8,13,9,85,12,20,17,7,47
"ENSMUSG00000003316",4281,6096,6873,12011,18912,15483,12516,4976,13295
"ENSMUSG00000003341",1,3,15,16,5,22,15,8,18
"ENSMUSG00000003344",1234,1651,2326,3418,2917,2470,2904,1829,3200
"ENSMUSG00000003345",3374,5606,4585,7049,3190,3430,4945,3123,6765
"ENSMUSG00000003346",2532,3730,2675,4256,2589,2720,3755,1888,4721
"ENSMUSG00000003348",182,329,509,588,777,710,719,313,754
"ENSMUSG00000003352",5865,10469,6480,12700,1981,1461,4640,3882,8261
"ENSMUSG00000003354",88,74,145,165,95,123,117,93,263
"ENSMUSG00000003355",38,38,31,37,85,91,86,26,65
"ENSMUSG00000003360",1876,2940,2766,4338,5579,5180,5304,2308,5141
"ENSMUSG00000003363",11233,16459,9338,22896,3378,2938,8195,8733,20428
"ENSMUSG00000003378",2971,4018,2867,7593,1659,1575,2705,2450,5413
"ENSMUSG00000003379",6,12,10,10,23,10,34,6,10
"ENSMUSG00000003380",1465,1541,2024,3015,7086,6265,6490,2108,4487
"ENSMUSG00000003382",701,897,1099,1793,3092,2572,2112,835,2097
"ENSMUSG00000003402",760,968,1328,2336,3282,3087,3012,1365,2304
"ENSMUSG00000003410",3352,5260,6049,9609,13113,10808,9796,3848,8775
"ENSMUSG00000003411",763,768,414,1908,648,267,687,1089,1554
"ENSMUSG00000003418",54,129,193,256,142,159,177,163,384
"ENSMUSG00000003420",616,928,700,1243,1867,1710,2013,764,1559
"ENSMUSG00000003421",526,629,696,1190,2096,1610,1583,735,1504
"ENSMUSG00000003423",569,705,711,1128,1400,1260,1368,614,1291
"ENSMUSG00000003429",11580,15757,17961,24420,22313,22797,23565,20791,33045
"ENSMUSG00000003435",1700,2318,2686,4673,7178,6083,5762,2306,5137
"ENSMUSG00000003436",10,14,29,32,8,7,30,24,60
"ENSMUSG00000003437",497,539,811,1294,2163,2094,1873,807,1532
"ENSMUSG00000003438",295,395,499,670,1433,1467,1365,376,978
"ENSMUSG00000003444",352,340,406,648,1132,1135,1196,504,904
"ENSMUSG00000003452",1865,2473,3359,5927,8551,7969,5679,2275,6661
"ENSMUSG00000003458",1000,1341,1166,2187,3438,3114,2377,998,2918
"ENSMUSG00000003464",2053,3782,3252,4404,8010,7896,6129,2785,7006
"ENSMUSG00000003469",4413,5275,3601,10011,18925,13273,13707,4060,7518
"ENSMUSG00000003476",10,11,8,59,12,2,9,44,22
"ENSMUSG00000003477",61,32,17,61,47,27,66,30,68
"ENSMUSG00000003484",0,0,0,1,6,8,3,5,3
"ENSMUSG00000003500",453,616,771,1326,1221,944,1218,564,1285
"ENSMUSG00000003505",0,0,0,0,0,0,0,0,0
"ENSMUSG00000003518",7886,11715,8523,14015,9250,10971,10015,5372,17179
"ENSMUSG00000003526",931,1317,1051,2112,1233,1043,1509,941,2119
"ENSMUSG00000003527",353,494,483,934,1602,1235,1169,462,1074
"ENSMUSG00000003528",447,750,691,1252,939,1019,1132,869,1279
"ENSMUSG00000003531",1040,1513,1409,2010,2137,2003,2285,1075,2501
"ENSMUSG00000003534",808,674,1299,2139,3467,4204,2858,1062,2278
"ENSMUSG00000003541",153,285,222,322,965,652,671,228,516
"ENSMUSG00000003545",212,173,260,392,97,115,304,208,989
"ENSMUSG00000003546",399,558,631,926,1526,1418,1435,448,1044
"ENSMUSG00000003549",267,332,381,740,1094,1021,942,422,827
"ENSMUSG00000003555",0,0,4,0,5,4,5,0,1
"ENSMUSG00000003559",560,783,863,1201,1168,1059,982,996,1591
"ENSMUSG00000003573",156,177,256,283,12120,7287,7077,210,335
"ENSMUSG00000003575",3799,6741,4470,10998,5718,4836,5753,3799,7148
"ENSMUSG00000003581",279,351,456,724,1050,972,925,417,825
"ENSMUSG00000003585",736,1132,1238,1801,1006,1250,1447,889,2409
"ENSMUSG00000003604",253,278,330,461,656,841,698,281,540
"ENSMUSG00000003617",778,1046,769,2321,2213,2202,2552,1039,2122
"ENSMUSG00000003623",1677,2480,1755,3500,2335,2439,2605,2201,3670
"ENSMUSG00000003644",296,354,485,763,6597,6109,3945,417,750
"ENSMUSG00000003657",161,161,2807,1111,21857,18436,12456,1221,2603
"ENSMUSG00000003660",3231,4359,4502,8985,14914,12485,9523,4385,9488
"ENSMUSG00000003662",883,939,1160,1897,4271,3703,3232,1272,2867
"ENSMUSG00000003665",19,12,22,75,39,42,35,84,73
"ENSMUSG00000003680",133,170,245,363,548,449,457,183,404
"ENSMUSG00000003721",931,1389,1370,2504,3573,3201,2952,1304,3126
"ENSMUSG00000003731",2776,3616,4243,6581,7052,6383,5938,2996,6747
"ENSMUSG00000003746",703,882,558,1592,1136,1054,1117,1578,1875
"ENSMUSG00000003752",119,170,179,329,1149,816,650,154,442
"ENSMUSG00000003762",229,326,259,651,572,523,562,366,505
"ENSMUSG00000003778",908,1250,1460,2641,6146,4384,3736,1518,3107
"ENSMUSG00000003779",3,17,13,40,29,21,25,30,16
"ENSMUSG00000003808",397,546,640,1068,2247,2070,1864,542,1098
"ENSMUSG00000003809",567,749,949,1343,1929,1930,1722,804,1549
"ENSMUSG00000003810",3579,7494,5860,10153,3950,4006,5103,2914,9365
"ENSMUSG00000003812",135,176,132,310,902,661,687,194,302
"ENSMUSG00000003813",1102,1399,1813,2409,4342,3617,3364,1372,3287
"ENSMUSG00000003814",5111,6684,7414,12084,18261,19275,21848,8754,16389
"ENSMUSG00000003824",54,54,60,75,308,318,256,56,127
"ENSMUSG00000003847",1781,2507,2188,5392,5098,4719,3891,1691,4781
"ENSMUSG00000003848",199,264,348,537,1080,773,892,247,631
"ENSMUSG00000003849",289,288,349,444,1424,984,1200,393,646
"ENSMUSG00000003863",5286,7783,5406,9961,3983,3656,5238,3050,8488
"ENSMUSG00000003865",328,496,634,987,915,889,837,401,1044
"ENSMUSG00000003868",284,352,430,676,1238,1126,1163,430,833
"ENSMUSG00000003872",518,542,490,1147,353,274,664,635,1047
"ENSMUSG00000003873",197,299,248,460,832,666,644,308,546
"ENSMUSG00000003882",11,47,24,77,24,22,46,45,57
"ENSMUSG00000003923",806,1080,979,1676,2893,2636,2227,1025,2495
"ENSMUSG00000003929",653,805,799,1620,3485,2463,1891,824,1906
"ENSMUSG00000003934",1189,434,1368,3215,1904,4261,2172,2928,3126
"ENSMUSG00000003948",3936,6664,3477,7028,1571,1513,2931,3738,8693
"ENSMUSG00000003949",4769,8232,7672,8647,5737,5598,7291,3528,12954
"ENSMUSG00000003955",640,841,833,1379,2365,2260,2150,1003,1851
"ENSMUSG00000003970",9781,12463,14261,19365,19060,21038,23049,15502,26978
"ENSMUSG00000003974",6724,11102,5597,10776,3885,4301,5677,5949,13806
"ENSMUSG00000003992",2404,2824,3136,6356,4069,3972,4667,4086,8650
"ENSMUSG00000004018",329,396,492,767,474,503,544,590,895
"ENSMUSG00000004031",1374,1946,2063,3932,1402,1456,1836,1094,3474
"ENSMUSG00000004032",9101,12247,10786,17266,7520,9596,10532,10591,17638
"ENSMUSG00000004035",347,333,683,748,755,1419,930,707,1091
"ENSMUSG00000004038",0,1,0,1,0,0,0,5,4
"ENSMUSG00000004040",1010,1565,1895,2849,2988,2862,2643,1480,2537
"ENSMUSG00000004043",81,104,119,141,347,270,282,95,159
"ENSMUSG00000004044",676,1278,840,1485,1480,1501,1924,776,1432
"ENSMUSG00000004054",479,527,598,952,1047,1036,1084,457,939
"ENSMUSG00000004056",3773,7631,3657,6816,8236,6072,7357,3547,7008
"ENSMUSG00000004069",1329,1635,1820,3159,5294,4635,4137,1891,3967
"ENSMUSG00000004070",1294,1486,1831,3011,4812,4353,4201,2056,4078
"ENSMUSG00000004071",4535,6231,7768,11242,15448,13790,13989,5994,13772
"ENSMUSG00000004085",585,980,958,1681,986,1338,1252,763,1476
"ENSMUSG00000004096",1614,2036,2077,3204,5771,5723,4806,2390,4727
"ENSMUSG00000004098",9,13,30,57,116,78,94,14,30
"ENSMUSG00000004099",996,1477,1658,2771,6418,5184,4369,1413,3244
"ENSMUSG00000004100",99,95,130,243,515,451,443,125,224
"ENSMUSG00000004105",93,101,117,285,292,228,329,96,205
"ENSMUSG00000004110",4483,5365,5596,23633,12254,12487,9620,6062,12175
"ENSMUSG00000004113",1864,3149,3156,7403,4632,3528,3763,1986,5338
"ENSMUSG00000004127",128,177,197,344,395,466,387,217,523
"ENSMUSG00000004151",1676,2058,2980,3684,23872,18911,13608,1558,5999
"ENSMUSG00000004187",9951,17661,10988,18419,4127,3763,9660,6574,21336
"ENSMUSG00000004207",29042,34644,41845,66925,134561,106488,107493,38870,80558
"ENSMUSG00000004221",1332,1733,1819,3332,3780,3273,3097,1670,3525
"ENSMUSG00000004231",0,1,1,1,92,65,55,0,0
"ENSMUSG00000004233",288,436,380,774,875,644,639,426,859
"ENSMUSG00000004263",264,443,375,695,568,471,537,150,425
"ENSMUSG00000004264",1068,1110,1331,2087,3430,3029,2825,1469,2731
"ENSMUSG00000004266",62,100,70,191,102,141,154,115,136
"ENSMUSG00000004267",10232,10232,14959,26431,42476,31662,33009,15392,29577
"ENSMUSG00000004268",777,1143,1235,1954,3918,4012,3329,1389,2509
"ENSMUSG00000004270",252,312,403,791,1181,1030,827,340,741
"ENSMUSG00000004285",2759,3451,4203,5797,8386,7617,8675,3924,7331
"ENSMUSG00000004296",0,1,0,0,0,0,1,0,0
"ENSMUSG00000004317",320,344,701,1145,2573,2141,1435,787,1591
"ENSMUSG00000004319",5163,6362,7380,13159,20366,18392,14732,6303,14763
"ENSMUSG00000004328",64,169,312,448,100,233,277,118,402
"ENSMUSG00000004341",60,2,3,32,0,270,202,208,5
"ENSMUSG00000004344",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004347",363,170,425,1954,6287,8167,5025,1587,1060
"ENSMUSG00000004356",525,663,841,1654,2155,1791,1367,675,1600
"ENSMUSG00000004359",4,0,0,1,3,2,2,0,1
"ENSMUSG00000004360",1129,1947,2246,3744,3135,3024,3011,1574,4065
"ENSMUSG00000004364",3622,4912,5039,8466,12838,12319,9731,4183,10957
"ENSMUSG00000004366",790,841,451,1500,95,207,849,1436,1805
"ENSMUSG00000004371",9,5,5,20,104,77,64,7,14
"ENSMUSG00000004383",2973,4104,3211,7520,8081,5904,5864,2783,7153
"ENSMUSG00000004393",680,860,1092,1604,2449,2139,1977,808,2077
"ENSMUSG00000004394",1191,1408,1970,2837,7532,6125,5410,1849,4151
"ENSMUSG00000004415",63,91,179,445,37,59,126,88,192
"ENSMUSG00000004446",128,123,119,280,88,70,170,155,286
"ENSMUSG00000004451",551,802,752,1077,1368,1328,1383,647,1567
"ENSMUSG00000004455",790,691,944,1689,4926,3396,3205,1001,1596
"ENSMUSG00000004460",780,930,978,1656,2962,3008,3291,1116,2285
"ENSMUSG00000004462",296,431,472,798,1207,1015,861,431,878
"ENSMUSG00000004473",107,281,149,172,232,170,227,47,264
"ENSMUSG00000004500",294,399,411,779,903,806,801,392,733
"ENSMUSG00000004508",763,949,1217,1826,2529,2406,2088,877,1964
"ENSMUSG00000004530",1153,1522,1938,3110,4271,4062,3617,1536,3648
"ENSMUSG00000004535",4141,5127,5863,9112,12309,12431,11583,5260,12685
"ENSMUSG00000004540",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004552",12,4,14,19,48,26,29,8,6
"ENSMUSG00000004558",46573,64194,78653,104304,105690,121744,97704,64150,135203
"ENSMUSG00000004561",130,161,253,544,772,711,594,200,432
"ENSMUSG00000004562",475,707,872,1527,1551,1489,1356,785,1066
"ENSMUSG00000004565",713,906,1472,3055,3214,2676,2340,935,2304
"ENSMUSG00000004567",439,571,733,1402,2408,1872,1840,512,1435
"ENSMUSG00000004568",925,1333,1838,2583,3328,2990,2991,1247,2960
"ENSMUSG00000004591",1025,1397,1504,2491,4806,4212,3411,1257,2837
"ENSMUSG00000004609",173,257,191,540,208,195,199,242,390
"ENSMUSG00000004610",111,123,151,252,272,258,332,130,278
"ENSMUSG00000004612",0,1,0,1,1,7,2,6,1
"ENSMUSG00000004626",235,240,173,445,440,374,414,393,375
"ENSMUSG00000004630",6,4,23,10,47026,40137,35354,2,99
"ENSMUSG00000004631",457,516,766,1152,2539,2475,1819,883,1548
"ENSMUSG00000004633",706,525,1510,2295,63974,45673,33461,1870,3145
"ENSMUSG00000004637",1353,571,952,967,1798,1718,1310,602,1216
"ENSMUSG00000004642",303,487,540,688,1656,1382,1302,483,1367
"ENSMUSG00000004651",3,1,4,5,1,1,0,8,1
"ENSMUSG00000004654",1,0,0,0,1,0,0,0,0
"ENSMUSG00000004655",194,29,25,28,51,46,34,12,52
"ENSMUSG00000004661",105,123,93,298,267,195,221,80,292
"ENSMUSG00000004665",158,357,214,289,625,441,471,185,395
"ENSMUSG00000004667",798,996,905,1652,2380,2166,2401,991,2147
"ENSMUSG00000004668",13,21,14,15,18,31,25,13,17
"ENSMUSG00000004677",522,945,897,1968,1876,1824,1571,712,1449
"ENSMUSG00000004698",1035,1969,3130,3486,1475,1493,1681,1071,3878
"ENSMUSG00000004707",9,13,7,16,20,19,27,21,28
"ENSMUSG00000004709",5,1,3,14,4,3,2,7,0
"ENSMUSG00000004730",209,460,319,705,431,473,606,487,791
"ENSMUSG00000004748",912,1151,1279,2030,1741,1727,2155,880,2956
"ENSMUSG00000004768",515,786,958,1599,1818,1773,1525,805,1795
"ENSMUSG00000004771",2421,2990,3536,5854,6086,6481,6186,3031,8245
"ENSMUSG00000004788",373,401,554,929,1262,1021,1231,484,976
"ENSMUSG00000004789",2070,2947,3228,5519,6954,6818,6210,2494,6568
"ENSMUSG00000004791",64,77,184,193,213,301,214,102,246
"ENSMUSG00000004798",4675,6607,6254,10222,7056,6948,6612,4667,9842
"ENSMUSG00000004814",11,15,10,13,21,13,23,5,28
"ENSMUSG00000004815",504,552,1013,1911,2671,2233,1854,780,1788
"ENSMUSG00000004821",0,0,0,0,0,0,0,0,0
"ENSMUSG00000004837",195,390,221,463,409,434,394,262,468
"ENSMUSG00000004842",0,0,0,0,8,0,0,0,0
"ENSMUSG00000004843",1265,1408,1373,2679,3050,3021,2729,1684,3589
"ENSMUSG00000004846",327,482,538,936,1055,1090,1166,589,1039
