"","Mmus_C57-6J_SPL_cells_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep1_SP1","Mmus_C57-6J_SPL_ss-tissues_Rep2_SP2","Mmus_C57-6J_SPL_ss-tissues_Rep3_SP3","Mmus_C57-6J_SPL_tissues_Rep1_SP1"
"ENSMUSG00000044627",462,554,898,867,534
"ENSMUSG00000044628",1,4,3,2,2
"ENSMUSG00000044629",42,53,93,100,72.85
"ENSMUSG00000044633",0,0,0,0,0
"ENSMUSG00000044636",70,49,81,60,47
"ENSMUSG00000044639",0,0,0,0,0
"ENSMUSG00000044641",26,28,44,38,19
"ENSMUSG00000044645",10.98,8.91,0,14.58,34.58
"ENSMUSG00000044646",0,13,27,13,17
"ENSMUSG00000044647",0,0,0,0,0
"ENSMUSG00000044649",0,0,0,0,0
"ENSMUSG00000044664",0,0,0,0,0
"ENSMUSG00000044667",0,3,1,4,4
"ENSMUSG00000044674",7,383,482,439,300
"ENSMUSG00000044676",3,9,10,10,8
"ENSMUSG00000044678",29,24,50,58,26.94
"ENSMUSG00000044681",0,0,1,0,0
"ENSMUSG00000044689",0,0,0,0,0
"ENSMUSG00000044694",267,244,218,274,255
"ENSMUSG00000044697",0,0,0,0,0
"ENSMUSG00000044700",209,210,391,329,172
"ENSMUSG00000044701",2,3,5,3,1
"ENSMUSG00000044702",100,143,127,143,132
"ENSMUSG00000044703",43.05,51.12,65.08,43.42,48.39
"ENSMUSG00000044705",0,0,0,0,0
"ENSMUSG00000044707",1,8,14,5,8
"ENSMUSG00000044708",121,405,452,550,407
"ENSMUSG00000044709",194,170.9,339.9,263.25,162.05
"ENSMUSG00000044712",110,132,153,206,162
"ENSMUSG00000044715",172.86,182.74,288.75,256.88,204.2
"ENSMUSG00000044716",0,3,0,5,2
"ENSMUSG00000044719",0,0,0,1,0
"ENSMUSG00000044724",1,7,25,27,15
"ENSMUSG00000044726",0,3,0,3,4
"ENSMUSG00000044730",328,289,396,417,275
"ENSMUSG00000044734",1217,1017.99,1410,1406,1074
"ENSMUSG00000044737",0,0,0,0,0
"ENSMUSG00000044743",0,0,0,0,0
"ENSMUSG00000044748",0,0,1,0,0
"ENSMUSG00000044749",17,20,15,18,23
"ENSMUSG00000044751",4.02,2.03,0,1.01,2.03
"ENSMUSG00000044757",1.76,4.89,3.24,3.29,3.3
"ENSMUSG00000044763",356,250,239,311,219
"ENSMUSG00000044768",519,488,545,579,450
"ENSMUSG00000044770",945,529,917,734,540
"ENSMUSG00000044772",0,0,0,0,0
"ENSMUSG00000044783",1075,1372,1828,1722,1477
"ENSMUSG00000044786",2051,895,1611,1278,868
"ENSMUSG00000044787",0,0,0,0,0
"ENSMUSG00000044788",18,32,58,40,52
"ENSMUSG00000044791",2337,1813,1393,1959,1797
"ENSMUSG00000044792",470.5,1206.07,835.73,1384.95,1166.97
"ENSMUSG00000044795",114,113.63,203.97,186.96,147
"ENSMUSG00000044798",0,0,0,0,0
"ENSMUSG00000044801",0,0,0,0,0
"ENSMUSG00000044807",97,75,71,78,84
"ENSMUSG00000044811",125.52,219.44,330,324.45,211.42
"ENSMUSG00000044813",10,33,77,51,34
"ENSMUSG00000044814",4,3,1,3,3
"ENSMUSG00000044816",1,1,0,1,1
"ENSMUSG00000044819",0,0,0,0,0
"ENSMUSG00000044820",1,1,1,1,0
"ENSMUSG00000044824",0,0.61,0,0,0
"ENSMUSG00000044827",1468.11,1045.82,1357.08,1432.85,1117.17
"ENSMUSG00000044835",0,0,0,0,0
"ENSMUSG00000044847",135,137,217,194,154
"ENSMUSG00000044854",4,7,11,6,4
"ENSMUSG00000044857",479,339,610,541,367
"ENSMUSG00000044860",0,0,0,2,1
"ENSMUSG00000044863",0,0,0,0,0
"ENSMUSG00000044864",249,442,619,511,445
"ENSMUSG00000044867",271.28,182.62,235.29,314.87,209.1
"ENSMUSG00000044876",130,113,217,161,123
"ENSMUSG00000044881",59,73,103,104,61
"ENSMUSG00000044894",215,321,543,447,271
"ENSMUSG00000044897",0,0,0,0,0
"ENSMUSG00000044899",0,0,0,0,0
"ENSMUSG00000044903",0,0,0,0,0
"ENSMUSG00000044906",237,238,158,263,235
"ENSMUSG00000044912",0,0,0,0,0
"ENSMUSG00000044916",5,1,8,11,4
"ENSMUSG00000044921",2,6,7,8,7
"ENSMUSG00000044923",0,0,0,0,0
"ENSMUSG00000044927",3,5,7.56,5,1
"ENSMUSG00000044933",0,1,1,1,0
"ENSMUSG00000044934",203,299.89,226.93,322.92,243.93
"ENSMUSG00000044937",12,17,19,27,20
"ENSMUSG00000044938",0,0,0,0,0
"ENSMUSG00000044948",4,3,4,8,7
"ENSMUSG00000044949",20,40,17,33,27
"ENSMUSG00000044950",318,224,270,368,261
"ENSMUSG00000044951",0,0,0,0,0
"ENSMUSG00000044952",38,71,84,64,82
"ENSMUSG00000044957",2.04,2.01,2,1,0
"ENSMUSG00000044966",49,44,31,40,46
"ENSMUSG00000044968",37,47,37,50,42
"ENSMUSG00000044976",0,2,0,0,1
"ENSMUSG00000044982",88,89,126,107,93
"ENSMUSG00000044985",0,0,0,0,0
"ENSMUSG00000044986",12,54,63,82,58
"ENSMUSG00000044988",0,0,0,0,0
"ENSMUSG00000044991",68,58,94,78,50
"ENSMUSG00000044994",0,0,0,0,0
"ENSMUSG00000044997",0,0,0,0,0.7
"ENSMUSG00000045004",0,0,0,0,0
"ENSMUSG00000045005",66.93,75.44,110,108.76,101
"ENSMUSG00000045007",12.1,17.12,21.19,19.33,20.4
"ENSMUSG00000045008",0,0,0,0,0
"ENSMUSG00000045009",4,12,14,9,5
"ENSMUSG00000045010",0,1,1,1,0
"ENSMUSG00000045013",0,0,0,0,0
"ENSMUSG00000045019",0,0,0,0,0
"ENSMUSG00000045022",0,0,0,0,0
"ENSMUSG00000045027",0,0,0,0,0
"ENSMUSG00000045030",0,0,0,0,0
"ENSMUSG00000045031",1,5,6,9,6
"ENSMUSG00000045034",0,1,0,0,1
"ENSMUSG00000045036",0,0,0,0,0
"ENSMUSG00000045038",356,237,335,310,207
"ENSMUSG00000045039",22,194,342,245,177
"ENSMUSG00000045045",3,15,22,37,15
"ENSMUSG00000045048",0,0,0,0,0
"ENSMUSG00000045052",0,0,0,0,0
"ENSMUSG00000045053",0,8,19,19,9
"ENSMUSG00000045055",12.46,3.07,7.72,1.47,8.77
"ENSMUSG00000045062",0,9,7,2,6
"ENSMUSG00000045064",2,7,33,24,17
"ENSMUSG00000045065",2,2,0,0,0
"ENSMUSG00000045071",93,97,155,132,101
"ENSMUSG00000045075",1,0,2,0,0
"ENSMUSG00000045078",612.19,523.32,771.13,732,507
"ENSMUSG00000045083",0,0,0,0,0
"ENSMUSG00000045087",114,58,68,85,36
"ENSMUSG00000045091",0,57,22,10,42
"ENSMUSG00000045092",2391,2030,2552,2547,2028
"ENSMUSG00000045094",78,46,66,54,54
"ENSMUSG00000045095",3,92,101,91,78
"ENSMUSG00000045098",1239,1063,1074.73,1413,1036
"ENSMUSG00000045100",46,49,93,118,82
"ENSMUSG00000045102",4,10,3,10,7
"ENSMUSG00000045103",11,119,91,180,134
"ENSMUSG00000045104",2,1,2.03,1.03,1.08
"ENSMUSG00000045106",19,15,15,19,19
"ENSMUSG00000045107",65,58,122,88,42
"ENSMUSG00000045109",0,0,0,0,0
"ENSMUSG00000045111",0,0,0,0,0
"ENSMUSG00000045114",13.47,27.45,17.7,23.12,14.78
"ENSMUSG00000045126",0,0,0,1,0
"ENSMUSG00000045128",11128.42,7973.66,18824.54,14156.96,8758.53
"ENSMUSG00000045132",0,0,0,0,0
"ENSMUSG00000045136",140,196.16,261.35,215.78,179.25
"ENSMUSG00000045140",156,129,140,149,110
"ENSMUSG00000045148",0,0,0,0,0
"ENSMUSG00000045150",0,0,0,0,0
"ENSMUSG00000045160",103,146,206,218,163
"ENSMUSG00000045165",1071,747,1258,958,667
"ENSMUSG00000045174",0,2,1,1,0
"ENSMUSG00000045176",109.19,114.63,250.11,184.67,104.39
"ENSMUSG00000045178",0,0,0,0,0
"ENSMUSG00000045179",0,0,0,0,0
"ENSMUSG00000045180",6,28,33,31,22
"ENSMUSG00000045193",872,693,1052,954,677
"ENSMUSG00000045201",0,1,2,2,2
"ENSMUSG00000045202",0,0,0,0,0
"ENSMUSG00000045204",0,0,0,0,0
"ENSMUSG00000045205",221,247,189,306.96,233
"ENSMUSG00000045210",1275.26,1035.28,746.84,1107.05,1039.35
"ENSMUSG00000045211",100,104,214,174,113
"ENSMUSG00000045215",0,9,11,10,6
"ENSMUSG00000045216",319.17,623,896.22,903.77,570
"ENSMUSG00000045217",0,0,0,0,0
"ENSMUSG00000045225",0,0,0,0,0
"ENSMUSG00000045231",119.47,57.51,78.17,106.71,71.33
"ENSMUSG00000045232",6,11,10,10,5
"ENSMUSG00000045236",0,0,0,0,0
"ENSMUSG00000045237",78,80,135,133,84
"ENSMUSG00000045238",1,0,1,0,0
"ENSMUSG00000045246",0,3,9,0,3
"ENSMUSG00000045248",113.94,92.88,171.68,127.93,74
"ENSMUSG00000045251",182,144,174,160,126
"ENSMUSG00000045252",154,183,317,239,149
"ENSMUSG00000045257",5,8,9,15,9
"ENSMUSG00000045259",1.03,1.02,4.21,1.01,3.08
"ENSMUSG00000045267",0,0,0,0,0
"ENSMUSG00000045268",43,67,102,113,64
"ENSMUSG00000045273",15,68,30,46,53
"ENSMUSG00000045275",0,0,6,2,1
"ENSMUSG00000045281",0,1,0,1,1
"ENSMUSG00000045282",69.75,69.62,68,75.64,89.79
"ENSMUSG00000045284",0,3,4,7,4
"ENSMUSG00000045287",79,173,273,235,154
"ENSMUSG00000045288",0,16,15,16,14
"ENSMUSG00000045291",0,0,0,0,1
"ENSMUSG00000045294",281,383,485,367,425
"ENSMUSG00000045302",948.6,1155.84,1579.15,1392.14,1082.56
"ENSMUSG00000045306",0,0,0,0,0
"ENSMUSG00000045312",3,56,81,59,60
"ENSMUSG00000045314",0,0,0,0,0
"ENSMUSG00000045316",46,117,85,154,116
"ENSMUSG00000045318",0,0,3,0,0
"ENSMUSG00000045319",5,83,84,72,74
"ENSMUSG00000045322",704,886,1443,1192,810
"ENSMUSG00000045326",20,57,79,88,60
"ENSMUSG00000045327",5.02,6,10.05,8.11,7.04
"ENSMUSG00000045328",141,424,81,277,410
"ENSMUSG00000045330",0,0,0,0,0
"ENSMUSG00000045331",0,0,0,0,0
"ENSMUSG00000045333",0,20,44,38,20
"ENSMUSG00000045336",0,0,0,0,0
"ENSMUSG00000045337",0,0,0,0,0
"ENSMUSG00000045339",0,0,0,0,0
"ENSMUSG00000045340",0,0,0,0,0
"ENSMUSG00000045341",4,0,2,2,2
"ENSMUSG00000045345",1,0,4.83,9,2
"ENSMUSG00000045348",10,16,23,20,8
"ENSMUSG00000045349",11,13,14,21,8
"ENSMUSG00000045350",0,0,0,0,0
"ENSMUSG00000045362",179,104,155,143,110
"ENSMUSG00000045364",0,0,0,0,0
"ENSMUSG00000045374",590,704,968,855,647
"ENSMUSG00000045377",2.01,24.03,49.02,28.03,20.03
"ENSMUSG00000045378",0,0,3,0,1
"ENSMUSG00000045381",2,10,14,8,13
"ENSMUSG00000045382",1123,964,2250,1711,1026
"ENSMUSG00000045391",0,0,0,0,0
"ENSMUSG00000045392",1,14,13,19,17
"ENSMUSG00000045394",40,44,59,60,53
"ENSMUSG00000045395",0,0,0,0,0
"ENSMUSG00000045404",19,66,81,85,64
"ENSMUSG00000045409",1022,846,1052,1167,870
"ENSMUSG00000045410",30,64,88,96,61
"ENSMUSG00000045411",1126.54,834,1326.72,1242.7,933.81
"ENSMUSG00000045414",131,146,142,189,170
"ENSMUSG00000045417",0,0,0,0,0
"ENSMUSG00000045421",0,0,0,0,0
"ENSMUSG00000045427",1089,1274.95,991,1378,1334.91
"ENSMUSG00000045435",89,87,99,108,72
"ENSMUSG00000045438",71,104,175,143,100
"ENSMUSG00000045440",0,0,0,0,1
"ENSMUSG00000045441",230,140,94,180,152
"ENSMUSG00000045455",65.66,86.68,134.07,155.55,78.24
"ENSMUSG00000045463",0,0,0,0,0
"ENSMUSG00000045464",107.83,87.79,98.94,108.65,84.36
"ENSMUSG00000045466",265.2,209,287.92,285.85,211.52
"ENSMUSG00000045467",2,5,3,4,0
"ENSMUSG00000045471",0,0,0,0,0
"ENSMUSG00000045474",0,0,0,0,0
"ENSMUSG00000045475",0,0,0,0,0
"ENSMUSG00000045479",0,0,0,0,0
"ENSMUSG00000045482",1906,1442,2290,2186,1409
"ENSMUSG00000045493",0,0,0,0,0
"ENSMUSG00000045498",0,3,4,1,3
"ENSMUSG00000045502",50,139,144,166,148
"ENSMUSG00000045503",317,382.86,595.8,459.47,306.56
"ENSMUSG00000045506",0,2,1,0,0
"ENSMUSG00000045508",0,0,0,0,0
"ENSMUSG00000045509",1,2,4,4,3
"ENSMUSG00000045514",0,0,0,0,0
"ENSMUSG00000045515",0,0,0,0,0
"ENSMUSG00000045518",0,0,0,0,0
"ENSMUSG00000045519",99,69,84,90,64
"ENSMUSG00000045521",1,1,1,0,0
"ENSMUSG00000045528",0,0,0,0,0
"ENSMUSG00000045532",0,0,0,0,0
"ENSMUSG00000045534",0,3,1,2,1
"ENSMUSG00000045538",88,101,114,98,63
"ENSMUSG00000045539",0,0,0,0,0
"ENSMUSG00000045540",0,0,0,0,0
"ENSMUSG00000045545",0,1,4,3,0
"ENSMUSG00000045551",29,72,92,77,81
"ENSMUSG00000045555",0,10,13,11,8
"ENSMUSG00000045559",0,0,0,0,0
"ENSMUSG00000045566",0,0,0,0,0
"ENSMUSG00000045569",0,0,1,0,0
"ENSMUSG00000045573",10,10,34,20,7
"ENSMUSG00000045575",1,0,0,0,0
"ENSMUSG00000045576",203.02,238,285,279,221
"ENSMUSG00000045581",0,0,0,0,0
"ENSMUSG00000045584",0,0,0,0,0
"ENSMUSG00000045587",0,0,0,0,0
"ENSMUSG00000045589",0,2,1,0,0
"ENSMUSG00000045591",0,0,1,1,0
"ENSMUSG00000045594",171.59,262.91,319.81,294.76,274.64
"ENSMUSG00000045598",210,136,310,254,150
"ENSMUSG00000045608",0,0,0,0,0
"ENSMUSG00000045609",0,0,0,0,0
"ENSMUSG00000045613",1,4,5,2,3
"ENSMUSG00000045620",1,2,2,1,0
"ENSMUSG00000045624",295,288,152,282,287
"ENSMUSG00000045625",9,32,39,53,46
"ENSMUSG00000045629",19,164,68,108,148
"ENSMUSG00000045631",0,0,0,0,0
"ENSMUSG00000045636",38,187.98,198.4,224.79,193.95
"ENSMUSG00000045639",81,132,187,171,133
"ENSMUSG00000045648",0,0,0,0,0
"ENSMUSG00000045655",0,0,0,0,0
"ENSMUSG00000045657",0,4,3,7,2
"ENSMUSG00000045658",62,111,175,167,128
"ENSMUSG00000045659",54,40,99,54,54
"ENSMUSG00000045662",2,4,3,4,1
"ENSMUSG00000045664",25,122,150,151,137
"ENSMUSG00000045665",210,245,403,312,227
"ENSMUSG00000045667",1,13,12,6,6
"ENSMUSG00000045671",128,130,177,157,113
"ENSMUSG00000045672",51,231,349,328,211
"ENSMUSG00000045678",0,0,0,0,0
"ENSMUSG00000045679",201,248,308,309,266
"ENSMUSG00000045680",4,849,984,940,642
"ENSMUSG00000045684",0,0,0,0,0
"ENSMUSG00000045689",1,5,11,7,5
"ENSMUSG00000045690",173.04,97.6,119.04,131.04,121.03
"ENSMUSG00000045691",138.81,169.07,227.9,218.47,193.31
"ENSMUSG00000045693",0,0,0,0,0
"ENSMUSG00000045694",0,0,0,0,0
"ENSMUSG00000045699",0,0,0,1,0
"ENSMUSG00000045708",0,0,0,0,0
"ENSMUSG00000045709",0,2,6,2,0
"ENSMUSG00000045725",0,5,14,16,4
"ENSMUSG00000045730",516,416,493,434,415
"ENSMUSG00000045731",1,0,3,0,0
"ENSMUSG00000045733",1,0,1,1,0
"ENSMUSG00000045744",0,1.73,0,0,0
"ENSMUSG00000045746",5,4,6,9,7
"ENSMUSG00000045751",63,115,109,144,117
"ENSMUSG00000045752",173.97,237.99,322.96,310,201.97
"ENSMUSG00000045757",127.17,130.93,172.6,155.79,123.73
"ENSMUSG00000045761",1,0,2,3,0
"ENSMUSG00000045763",91,218,298,288,245
"ENSMUSG00000045767",1329,1306,1195,1597,1227
"ENSMUSG00000045775",108,49,121,96,59
"ENSMUSG00000045776",0,0,2,0,0
"ENSMUSG00000045777",20,16.69,46,39,18.05
"ENSMUSG00000045780",1,0,6,4,3
"ENSMUSG00000045790",0,23,11,14,17
"ENSMUSG00000045792",0,0,0,0,0
"ENSMUSG00000045794",1,0,0,0,1
"ENSMUSG00000045795",237,217,329,299,245
"ENSMUSG00000045797",0,0,0,0,0
"ENSMUSG00000045799",26.01,8.02,6,9.68,34.57
"ENSMUSG00000045802",0,1,0,0,2
"ENSMUSG00000045812",0,0,0,0,0
"ENSMUSG00000045813",0,0,1,1,0
"ENSMUSG00000045815",0,0,0,0,0
"ENSMUSG00000045817",2495,1463,3251,2509,1351
"ENSMUSG00000045822",72,66,84,75,74
"ENSMUSG00000045824",0,0,0,0,0
"ENSMUSG00000045826",1526.09,1267.21,2587.79,1969.48,896.19
"ENSMUSG00000045827",270,632,753,743,609
"ENSMUSG00000045835",0,0,0,0,0
"ENSMUSG00000045838",16,134,190,180,116
"ENSMUSG00000045842",0,0,0,0,0
"ENSMUSG00000045854",149,108,177,169,112
"ENSMUSG00000045867",34,44,50,51,39
"ENSMUSG00000045868",5710.79,3927.34,1911.57,3400.71,4271.17
"ENSMUSG00000045871",0,2,1,0,1
"ENSMUSG00000045875",0,1,4,2,3
"ENSMUSG00000045876",0,1,2,4,5
"ENSMUSG00000045877",0,0,2,0,0
"ENSMUSG00000045883",0,0,0,0,0
"ENSMUSG00000045886",1.75,11.82,12.86,9.54,5.41
"ENSMUSG00000045896",447,394,625,531,388
"ENSMUSG00000045903",4,7,18,13,8
"ENSMUSG00000045912",0,0,0,0,0
"ENSMUSG00000045915",0,0,0,1,2
"ENSMUSG00000045917",237,327,471,409,298
"ENSMUSG00000045928",6,4,4,3,3
"ENSMUSG00000045929",0,0,0,1,0
"ENSMUSG00000045930",4,140,101,111,110
"ENSMUSG00000045932",358,269,217,302,298
"ENSMUSG00000045934",1.18,16.94,21.54,27.48,24.15
"ENSMUSG00000045942",1,0,1,0,0
"ENSMUSG00000045948",86,118,201,168,82
"ENSMUSG00000045952",0,0,1,0,0
"ENSMUSG00000045954",69,672,646,990,751
"ENSMUSG00000045962",3717,3257,3918,4435,3261
"ENSMUSG00000045967",0,0,0,0,0
"ENSMUSG00000045968",7,9,15,8,10
"ENSMUSG00000045969",704,566,861,779,555
"ENSMUSG00000045973",694,1136,987,1170,1197.44
"ENSMUSG00000045975",107,166,188,163,164
"ENSMUSG00000045980",138,155,290,223,182
"ENSMUSG00000045983",3354,3247,4127,3730,3289
"ENSMUSG00000045989",0,0,0,0,0
"ENSMUSG00000045991",1,0,0,1,0
"ENSMUSG00000045994",0,0,0,0,0
"ENSMUSG00000045996",268,159,258,203,220
"ENSMUSG00000046000",0,0,0,0,0
"ENSMUSG00000046005",0,0,1,1,1
"ENSMUSG00000046006",105,96,124,104,92
"ENSMUSG00000046008",26,35852,10251,6842,39262
"ENSMUSG00000046010",277,252,318,323,245
"ENSMUSG00000046016",0,0,0,0,0
"ENSMUSG00000046020",470,405,641,610,374
"ENSMUSG00000046027",305.89,569.77,820.98,772.43,635.56
"ENSMUSG00000046031",111,137,273,214,136
"ENSMUSG00000046032",307,284,444,409,306
"ENSMUSG00000046034",377,258,474,366,280
"ENSMUSG00000046041",0,0,0,0,0
"ENSMUSG00000046049",0,2,1,0,2
"ENSMUSG00000046056",30,43,68.76,83,27
"ENSMUSG00000046057",0,0,0,0,0
"ENSMUSG00000046058",9,19,19,22,6
"ENSMUSG00000046062",1765.26,1272.32,1919.85,1699.67,1203.84
"ENSMUSG00000046070",1,13,5,6,9
"ENSMUSG00000046079",314,254,341,368,304
"ENSMUSG00000046080",143.93,361.93,365.94,504.88,425.89
"ENSMUSG00000046082",0,0,0,0,0
"ENSMUSG00000046085",13.14,16.12,11.14,15.09,6.03
"ENSMUSG00000046093",0,0,0,0,0
"ENSMUSG00000046095",0,0,0,0,0
"ENSMUSG00000046096",328,316,343,451,325
"ENSMUSG00000046101",5,1,1,4,5
"ENSMUSG00000046108",2,3,3,3,0
"ENSMUSG00000046109",0,0,0,0,0
"ENSMUSG00000046110",6.53,4.41,8.02,5.9,1.14
"ENSMUSG00000046111",639.6,575.45,352.68,607.92,582.11
"ENSMUSG00000046119",0,0,0,0,0
"ENSMUSG00000046130",0,0,0,0,0
"ENSMUSG00000046133",0,0,1,0,1
"ENSMUSG00000046138",395,350,253,344,320
"ENSMUSG00000046139",473,335,557,514,365
"ENSMUSG00000046145",0,0,0,0,0
"ENSMUSG00000046150",0,0,0,0,0
"ENSMUSG00000046152",1,27,35,54,27
"ENSMUSG00000046157",921,832,1405,1164,824
"ENSMUSG00000046159",6,18,14,7,13
"ENSMUSG00000046160",0,0,1,0,0
"ENSMUSG00000046167",0,1,2,1,0
"ENSMUSG00000046168",15,6,4,11,9
"ENSMUSG00000046169",352,202,192,231,221
"ENSMUSG00000046173",0,0,0,0,0
"ENSMUSG00000046178",0,2,1,2,4
"ENSMUSG00000046179",47,178,92,165,152.81
"ENSMUSG00000046180",0,0,0,0,0
"ENSMUSG00000046182",1,2,5,1,2
"ENSMUSG00000046185",346,434,431,462,401
"ENSMUSG00000046186",0,3,1,0,2
"ENSMUSG00000046191",0,10,14,13,13
"ENSMUSG00000046192",0,1,1,2,0
"ENSMUSG00000046196",0,0,2,0,0
"ENSMUSG00000046201",875,673,912.65,792,693
"ENSMUSG00000046203",0,0,0,0,0
"ENSMUSG00000046204",0,0,0,1,0
"ENSMUSG00000046207",38,36,69,47,34
"ENSMUSG00000046210",0,0,0,0,0
"ENSMUSG00000046213",2,6,1,4,3
"ENSMUSG00000046215",0,0,0,0,0
"ENSMUSG00000046219",0,0,0,1,0
"ENSMUSG00000046223",329,277,492,395,235
"ENSMUSG00000046229",130,216,395,270.88,117.92
"ENSMUSG00000046230",1311.47,954.87,498.47,944.95,1009
"ENSMUSG00000046240",0,0,0,0,1
"ENSMUSG00000046242",3,2,6,3,3
"ENSMUSG00000046245",112.45,300.55,425.22,383.63,313.62
"ENSMUSG00000046248",0,0,0,0,0
"ENSMUSG00000046258",0,0,0,0,0
"ENSMUSG00000046259",0,0,0,0,0
"ENSMUSG00000046262",0,0,0,0,0
"ENSMUSG00000046269",3,11,23,17,14
"ENSMUSG00000046272",0,1,1,0,0
"ENSMUSG00000046275",0,12,23,21,18
"ENSMUSG00000046280",26,70,95,96,89
"ENSMUSG00000046282",0,0,0,0,0
"ENSMUSG00000046287",0,0,0,0,0
"ENSMUSG00000046295",34,129,55,152,119
"ENSMUSG00000046300",0,0,0,0,0
"ENSMUSG00000046311",868,636,369,647,750
"ENSMUSG00000046312",0,47,42,29,29
"ENSMUSG00000046314",16,17,11,22,24
"ENSMUSG00000046317",0,0,0,0,0
"ENSMUSG00000046318",7,156,135,203,172
"ENSMUSG00000046321",8,60,65,52,60
"ENSMUSG00000046323",0,0,0,0,1
"ENSMUSG00000046324",521,571,652,643,595
"ENSMUSG00000046329",146,147,214,205,164
"ENSMUSG00000046330",5445.55,3526.82,7556.77,6520.79,3869.23
"ENSMUSG00000046334",1,0,1,0,1
"ENSMUSG00000046337",0,1,3,3,4
"ENSMUSG00000046338",5,1,8,1,5
"ENSMUSG00000046341",1.21,1.12,1.12,3.4,4.95
"ENSMUSG00000046345",0,0,0,0,0
"ENSMUSG00000046351",283,320,231,397,341
"ENSMUSG00000046352",3,6,9,9,7
"ENSMUSG00000046354",0,0,0,0,0
"ENSMUSG00000046364",5776.87,3839.41,8088.85,6987.23,4103.48
"ENSMUSG00000046367",0,0,0,0,0
"ENSMUSG00000046372",0,0,0,0,0
"ENSMUSG00000046378",1,1,6,4,3
"ENSMUSG00000046380",69,40,73,72,42
"ENSMUSG00000046387",3,32,23,33,18
"ENSMUSG00000046388",1.53,1.13,2.53,1.05,0
"ENSMUSG00000046396",0,0,0,0,0
"ENSMUSG00000046402",2,36,62,33,35
"ENSMUSG00000046404",333,220,187,277,238
"ENSMUSG00000046408",2,3,3,1,3
"ENSMUSG00000046410",89,292,380,345,290
"ENSMUSG00000046411",0,0,0,0,0
"ENSMUSG00000046413",0,0,0,0,0
"ENSMUSG00000046415",1,0,0,0,0
"ENSMUSG00000046417",23,31,78,51,47
"ENSMUSG00000046431",0,0,0,0,0
"ENSMUSG00000046432",102,150,251,274,158
"ENSMUSG00000046434",5274.79,5081.85,5727.28,7155.58,5569.63
"ENSMUSG00000046435",0,0,0,0,0
"ENSMUSG00000046438",0,0,0,0,0
"ENSMUSG00000046440",1.03,1.02,1.02,0,1.03
"ENSMUSG00000046441",115,80,111,112,89
"ENSMUSG00000046442",93,111,92,139,112
"ENSMUSG00000046447",25,134,203,180,138
"ENSMUSG00000046449",1,8,2,6,4
"ENSMUSG00000046450",0,0,0,0,0
"ENSMUSG00000046456",11,47.56,57.62,39.03,28
"ENSMUSG00000046460",0,0,0,0,0
"ENSMUSG00000046463",4,9,9,7,10
"ENSMUSG00000046470",5,91,110,82,66
"ENSMUSG00000046474",0,0,0,0,0
"ENSMUSG00000046480",3,29,32,24,30
"ENSMUSG00000046486",0,0,0,0,0
"ENSMUSG00000046487",0,0,1,0,0
"ENSMUSG00000046490",0,1,0,1,0
"ENSMUSG00000046491",0,15,23,12,10
"ENSMUSG00000046493",0,0,0,0,0
"ENSMUSG00000046500",0,0,0,0,0
"ENSMUSG00000046516",378,387,645,650,418
"ENSMUSG00000046518",0,0,0,0,0
"ENSMUSG00000046519",288,385,429,495,420.97
"ENSMUSG00000046523",0,0,0,0,1
"ENSMUSG00000046532",41,43,45,45,41
"ENSMUSG00000046541",186,149,260,216,178
"ENSMUSG00000046546",703,594,1412,1100,538
"ENSMUSG00000046550",20,7,12,12,12
"ENSMUSG00000046556",248,257,481,375.96,223
"ENSMUSG00000046561",0,1,1,1,1
"ENSMUSG00000046562",732,739,1101,982,635
"ENSMUSG00000046567",70.01,71.05,42.55,93.79,77.82
"ENSMUSG00000046572",39,67,68,80,80
"ENSMUSG00000046573",48,40,52,37,36
"ENSMUSG00000046574",528,485,868,673,470
"ENSMUSG00000046580",1.06,6.51,6.67,2.2,4.81
"ENSMUSG00000046585",0,0,0,0,0
"ENSMUSG00000046589",0,1,1,5,5
"ENSMUSG00000046590",0,0,0,0,0
"ENSMUSG00000046591",36,72,58,93,65
"ENSMUSG00000046593",4,62,105,96,67
"ENSMUSG00000046598",118.93,112.98,168,138,109
"ENSMUSG00000046603",130,97,104,125,88
"ENSMUSG00000046605",128.56,105.57,152.03,149.85,116.75
"ENSMUSG00000046607",0,0,0,0,0
"ENSMUSG00000046610",0,0,0,1,1
"ENSMUSG00000046613",0,3,1,0,1
"ENSMUSG00000046615",0,0,0,0,0
"ENSMUSG00000046618",0,156,126,130,170
"ENSMUSG00000046620",0,0,0,0,0
"ENSMUSG00000046623",0,0,0,0,0
"ENSMUSG00000046634",0,3,3,1,1
"ENSMUSG00000046636",1.1,1.5,1.1,1.06,1.06
"ENSMUSG00000046637",0,0,0,0,0
"ENSMUSG00000046643",0,0,0,0,0
"ENSMUSG00000046650",0,0,0,0,0
"ENSMUSG00000046652",0,1,0,0,0
"ENSMUSG00000046658",46,76,109,97,74
"ENSMUSG00000046667",326.54,303.49,288.87,346.79,344.96
"ENSMUSG00000046668",354,220,430,356,242
"ENSMUSG00000046671",350,473,760,658,477
"ENSMUSG00000046675",126,97,139,127,95
"ENSMUSG00000046676",0,0,0,0,0
"ENSMUSG00000046678",0,0,0,0,0
