"","Mouse_hippocampus_1-2","Mouse_hippocampus_11-12","Mouse_hippocampus_13-14","Mouse_hippocampus_15-16","Mouse_hippocampus_3-4","Mouse_hippocampus_5-6","Mouse_hippocampus_7-8","Mouse_hippocampus_9-10"
"ENSMUSG00000002343",535,467,760,636,669,601,2264,523
"ENSMUSG00000002345",335,289,464,456,456,431,1285,374
"ENSMUSG00000002346",645,516,711,722,815,744,1144,580
"ENSMUSG00000002365",390,334,670,738,674,601,275,491
"ENSMUSG00000002372",1790,1463,2252,2142,2192,1832,4633,1638
"ENSMUSG00000002379",828,727,1216,1237,1084,1128,3944,905
"ENSMUSG00000002384",1,1,9,9,4,3,1,3
"ENSMUSG00000002393",398,457,537,533,560,524,2131,440
"ENSMUSG00000002395",905,726,1261,1309,1112,1025,4324,901
"ENSMUSG00000002396",353,269,401,403,469,394,439,346
"ENSMUSG00000002409",584,546,705,827,759,695,1546,605
"ENSMUSG00000002413",7889,5666,8916,9670,10640,7675,676,7279
"ENSMUSG00000002416",658,458,850,896,868,753,1099,659
"ENSMUSG00000002428",918,563,1065,1247,1285,913,56,750
"ENSMUSG00000002455",1840,1627,2459,2453,2526,2116,1629,1805
"ENSMUSG00000002458",393,331,444,479,531,448,615,360
"ENSMUSG00000002459",483,314,549,623,537,559,280,543
"ENSMUSG00000002475",1233,990,1879,1982,1667,1468,717,1311
"ENSMUSG00000002477",715,614,946,983,983,745,654,658
"ENSMUSG00000002486",199,143,253,293,224,243,235,194
"ENSMUSG00000002489",4883,4094,5098,5858,6080,4657,2883,4533
"ENSMUSG00000002496",4276,3839,4812,4921,5651,4499,12178,3803
"ENSMUSG00000002500",4,5,8,10,11,4,6,9
"ENSMUSG00000002504",758,611,1032,1094,933,896,3215,692
"ENSMUSG00000002524",2992,2549,3891,4119,3977,3501,9649,3054
"ENSMUSG00000002546",3105,2761,3821,4010,4022,3439,3377,2805
"ENSMUSG00000002550",416,361,515,569,537,497,1567,412
"ENSMUSG00000002565",20,9,16,17,28,14,6,18
"ENSMUSG00000002578",502,404,573,608,566,518,449,487
"ENSMUSG00000002580",366,326,461,511,442,385,1339,342
"ENSMUSG00000002588",0,0,17,32,39,30,21,28
"ENSMUSG00000002602",1426,1134,2050,2152,2052,1787,3297,1362
"ENSMUSG00000002603",154,165,219,250,232,185,814,161
"ENSMUSG00000002608",1326,1184,1610,1756,1727,1421,4979,1198
"ENSMUSG00000002617",431,254,477,595,585,418,6,428
"ENSMUSG00000002625",1731,1316,1961,1873,1883,1777,1225,1318
"ENSMUSG00000002633",43,38,118,87,52,80,64,52
"ENSMUSG00000002635",273,214,346,347,373,285,865,291
"ENSMUSG00000002658",1399,1318,1836,1938,1951,1595,1656,1468
"ENSMUSG00000002660",781,746,1074,1084,1072,912,3365,832
"ENSMUSG00000002661",240,171,344,318,313,300,1194,225
"ENSMUSG00000002664",6,2,6,14,4,8,14,6
"ENSMUSG00000002668",18,20,45,49,58,43,71,31
"ENSMUSG00000002679",335,210,397,411,455,296,148,301
"ENSMUSG00000002688",432,341,472,519,569,420,227,332
"ENSMUSG00000002699",61,78,114,97,109,98,93,67
"ENSMUSG00000002718",2081,1509,2778,3055,2846,2284,696,1985
"ENSMUSG00000002728",680,499,866,944,861,745,543,716
"ENSMUSG00000002731",424,283,626,574,470,430,563,324
"ENSMUSG00000002732",45,35,67,82,109,80,53,60
"ENSMUSG00000002733",1202,907,1501,1624,1790,1324,625,1249
"ENSMUSG00000002741",1937,1643,2496,2606,2501,2103,3878,1904
"ENSMUSG00000002748",4155,3131,5130,5277,5666,4791,1172,3990
"ENSMUSG00000002763",1538,1590,1830,2064,2206,1914,7473,1511
"ENSMUSG00000002767",631,535,723,814,791,679,2388,564
"ENSMUSG00000002768",863,682,1027,1137,1062,970,3920,819
"ENSMUSG00000002769",10,3,17,36,13,28,58,10
"ENSMUSG00000002771",518,405,826,793,505,609,2644,457
"ENSMUSG00000002778",1391,1106,1741,1921,1950,1543,4112,1408
"ENSMUSG00000002781",445,392,576,598,574,498,1681,427
"ENSMUSG00000002791",0,0,5,8,4,3,0,2
"ENSMUSG00000002797",472,367,542,562,592,463,292,459
"ENSMUSG00000002799",979,808,1289,1271,1136,1229,2242,918
"ENSMUSG00000002803",1322,1101,1481,1547,1539,1292,4696,1198
"ENSMUSG00000002804",109,95,199,205,156,136,637,124
"ENSMUSG00000002808",3672,3014,4317,4882,5245,3897,3731,3336
"ENSMUSG00000002812",1621,1217,2310,2383,2153,2107,4703,1596
"ENSMUSG00000002814",170,122,213,243,224,166,255,194
"ENSMUSG00000002820",443,379,583,574,534,523,1969,418
"ENSMUSG00000002825",184,158,199,199,186,183,490,160
"ENSMUSG00000002831",92,51,133,129,119,128,89,112
"ENSMUSG00000002833",1772,1679,2159,2145,2293,1993,3622,1600
"ENSMUSG00000002835",114,90,130,144,164,123,164,123
"ENSMUSG00000002844",2001,1733,2535,2594,2596,2201,7702,1957
"ENSMUSG00000002845",136,73,192,181,185,149,110,129
"ENSMUSG00000002846",431,408,547,644,637,538,809,463
"ENSMUSG00000002847",25,27,28,32,32,35,57,13
"ENSMUSG00000002870",149,140,187,237,228,200,361,153
"ENSMUSG00000002871",420,387,681,686,660,588,1574,462
"ENSMUSG00000002881",1127,759,1487,1645,1479,1214,117,1127
"ENSMUSG00000002885",188,148,271,297,289,238,425,204
"ENSMUSG00000002897",320,288,400,438,404,388,332,305
"ENSMUSG00000002900",1128,1068,1576,1781,1874,1659,1072,1315
"ENSMUSG00000002908",419,398,550,499,505,479,1041,448
"ENSMUSG00000002910",221,200,287,290,263,262,630,217
"ENSMUSG00000002930",4,3,11,6,7,5,9,2
"ENSMUSG00000002944",46,38,72,62,111,79,16,46
"ENSMUSG00000002948",1129,968,1586,1631,1440,1357,2750,1182
"ENSMUSG00000002949",842,605,975,923,927,861,370,713
"ENSMUSG00000002957",9983,9386,10712,11832,12788,9750,18874,8844
"ENSMUSG00000002963",382,357,500,515,505,461,1343,370
"ENSMUSG00000002968",1792,1589,2074,2163,2332,2005,5996,1679
"ENSMUSG00000002980",366,314,770,878,791,820,2415,507
"ENSMUSG00000002981",4473,4052,5585,5937,5817,5022,15799,4370
"ENSMUSG00000002983",176,183,231,218,255,235,569,195
"ENSMUSG00000002984",1372,1163,1728,1682,1736,1440,3231,1365
"ENSMUSG00000002985",31828,30123,46099,48934,46312,43250,144896,35103
"ENSMUSG00000002992",0,0,0,0,0,0,0,0
"ENSMUSG00000002996",426,272,548,582,562,429,134,386
"ENSMUSG00000002997",1445,848,1929,2150,1653,1508,265,1426
"ENSMUSG00000003031",1722,1127,2277,2396,2290,1933,629,1838
"ENSMUSG00000003032",154,93,209,258,306,289,97,164
"ENSMUSG00000003033",1353,1104,1588,1714,1809,1438,4282,1247
"ENSMUSG00000003037",976,769,1313,1276,1219,1173,1849,953
"ENSMUSG00000003038",468,408,580,638,669,485,571,472
"ENSMUSG00000003039",2396,2035,3110,3187,3454,2725,2470,2475
"ENSMUSG00000003051",0,1,7,3,6,3,6,3
"ENSMUSG00000003053",0,0,0,0,0,0,0,0
"ENSMUSG00000003062",911,630,1213,1230,1231,953,721,868
"ENSMUSG00000003068",1785,1378,2236,2348,2316,2118,4063,1787
"ENSMUSG00000003070",188,133,286,240,196,262,346,183
"ENSMUSG00000003072",3321,3128,4234,4483,4321,4043,17074,3362
"ENSMUSG00000003099",2598,2156,3198,3339,3312,2814,6271,2549
"ENSMUSG00000003119",1116,827,1421,1491,1553,1188,315,1162
"ENSMUSG00000003123",190,131,265,246,280,272,611,174
"ENSMUSG00000003131",7455,5111,9625,10349,9809,7737,3108,7218
"ENSMUSG00000003134",402,282,512,528,447,422,487,357
"ENSMUSG00000003135",895,704,1054,1136,1151,939,804,860
"ENSMUSG00000003153",3749,3139,4720,4986,4821,4230,4914,3698
"ENSMUSG00000003154",1044,905,1296,1386,1409,1218,1660,1069
"ENSMUSG00000003161",1584,1140,2026,2252,2162,1650,1285,1470
"ENSMUSG00000003166",2089,1852,2842,2824,2698,2419,5936,2029
"ENSMUSG00000003184",257,203,397,369,389,370,894,260
"ENSMUSG00000003190",13,9,23,23,18,29,66,18
"ENSMUSG00000003198",101,60,120,130,161,119,12,118
"ENSMUSG00000003199",1306,1298,1794,1803,1764,1540,4968,1331
"ENSMUSG00000003200",814,687,875,957,972,870,2043,728
"ENSMUSG00000003206",5,6,14,10,13,12,33,8
"ENSMUSG00000003208",146,182,222,243,223,195,399,187
"ENSMUSG00000003226",6974,5020,8157,9455,10249,7643,264,6715
"ENSMUSG00000003227",8,4,8,15,18,11,14,11
"ENSMUSG00000003228",878,485,845,1124,812,658,434,796
"ENSMUSG00000003233",1253,1120,1773,1696,1717,1510,2810,1248
"ENSMUSG00000003234",1497,1209,2124,2089,1915,1763,3780,1415
"ENSMUSG00000003235",1346,1206,1700,1848,1765,1527,4395,1337
"ENSMUSG00000003269",1377,1146,1582,1658,1771,1455,4602,1312
"ENSMUSG00000003271",169,146,201,211,221,190,465,175
"ENSMUSG00000003273",2100,1936,2281,2549,2708,2260,6112,1953
"ENSMUSG00000003279",23424,18762,22461,25839,30535,22506,5012,21488
"ENSMUSG00000003282",97,64,104,121,144,113,5,97
"ENSMUSG00000003283",42,48,52,63,66,46,112,44
"ENSMUSG00000003299",628,559,744,848,859,713,2344,643
"ENSMUSG00000003308",1564,1414,1934,2033,1972,1797,3823,1491
"ENSMUSG00000003309",19,6,24,22,6,7,35,12
"ENSMUSG00000003316",10918,9126,13423,14480,14611,11790,6654,10492
"ENSMUSG00000003341",4,9,19,14,7,13,32,7
"ENSMUSG00000003344",2118,1952,2508,2687,2654,2357,9578,1982
"ENSMUSG00000003345",3679,3662,4469,4632,4978,4110,9476,3568
"ENSMUSG00000003346",2443,2303,2886,3241,3120,2782,11784,2348
"ENSMUSG00000003348",283,235,424,371,304,334,1149,261
"ENSMUSG00000003352",4368,4476,4552,4913,5817,4742,14657,4149
"ENSMUSG00000003354",179,122,199,263,214,186,324,194
"ENSMUSG00000003355",13,11,18,16,22,16,35,14
"ENSMUSG00000003360",2207,1859,2779,2955,2821,2443,3345,2023
"ENSMUSG00000003363",11045,10670,12855,13501,13851,11350,39452,11026
"ENSMUSG00000003378",6276,6529,6657,7124,8177,6495,19739,5792
"ENSMUSG00000003379",4,2,6,6,10,4,8,3
"ENSMUSG00000003380",2269,1974,3320,3282,3049,2846,12491,2348
"ENSMUSG00000003382",996,707,1224,1205,1126,1009,294,957
"ENSMUSG00000003402",1707,1411,2235,2277,2319,2029,5404,1732
"ENSMUSG00000003410",7815,5989,9708,10149,9709,8601,2487,7837
"ENSMUSG00000003411",1379,917,1451,1698,1544,1345,3377,1386
"ENSMUSG00000003418",277,163,386,388,318,183,14,257
"ENSMUSG00000003420",386,317,668,768,717,618,1744,440
"ENSMUSG00000003421",880,737,1129,1141,1106,1002,3145,855
"ENSMUSG00000003423",372,301,467,458,451,434,1595,353
"ENSMUSG00000003429",1585,1293,2140,2385,2273,1882,6449,1623
"ENSMUSG00000003435",3492,3192,4340,4563,4532,3886,7448,3231
"ENSMUSG00000003436",45,38,61,64,47,39,196,37
"ENSMUSG00000003437",1308,1237,1664,1792,1673,1503,1414,1249
"ENSMUSG00000003438",536,466,742,748,652,589,2636,535
"ENSMUSG00000003444",114,115,157,172,173,146,506,112
"ENSMUSG00000003452",2436,1385,3030,3131,2962,2418,95,2297
"ENSMUSG00000003458",1516,1313,2021,2174,2147,1826,4118,1616
"ENSMUSG00000003464",2180,1696,2644,2747,2830,2342,4633,2059
"ENSMUSG00000003469",14185,13516,13522,15337,18525,13494,40982,12971
"ENSMUSG00000003476",65,24,117,144,139,127,258,123
"ENSMUSG00000003477",19,6,47,87,58,51,110,36
"ENSMUSG00000003484",3,3,5,5,4,6,3,4
"ENSMUSG00000003500",899,802,1120,1297,1123,1086,2970,902
"ENSMUSG00000003505",0,0,0,0,0,0,0,0
"ENSMUSG00000003518",4752,4062,5963,6451,6459,5033,4695,4661
"ENSMUSG00000003526",583,453,753,845,758,738,1886,542
"ENSMUSG00000003527",557,490,678,705,798,636,1917,552
"ENSMUSG00000003528",639,599,845,840,917,764,2670,631
"ENSMUSG00000003531",851,753,1118,1317,1138,1025,3749,897
"ENSMUSG00000003534",2254,2158,3393,3617,3189,2772,11079,2415
"ENSMUSG00000003541",146,74,175,182,132,148,404,129
"ENSMUSG00000003545",174,146,209,234,294,212,548,170
"ENSMUSG00000003546",442,342,618,751,616,578,1581,445
"ENSMUSG00000003549",322,243,344,397,392,319,1096,274
"ENSMUSG00000003555",1,0,1,0,1,0,0,0
"ENSMUSG00000003559",219,204,353,391,332,328,278,239
"ENSMUSG00000003573",697,816,679,726,1127,667,1353,644
"ENSMUSG00000003575",7656,7254,7620,8188,10139,7517,21544,6627
"ENSMUSG00000003581",380,321,528,574,494,549,916,378
"ENSMUSG00000003585",1315,1297,1663,1645,1921,1470,1814,1358
"ENSMUSG00000003604",172,132,277,274,253,203,429,167
"ENSMUSG00000003617",461,235,930,1199,1199,1035,130,663
"ENSMUSG00000003623",927,571,1129,1245,1232,1010,175,887
"ENSMUSG00000003644",412,297,541,565,522,420,1478,381
"ENSMUSG00000003657",1098,735,1775,1929,1066,897,4836,1025
"ENSMUSG00000003660",5267,4555,6506,6898,7370,5856,4965,5053
"ENSMUSG00000003662",1187,973,1535,1651,1710,1361,1845,1269
"ENSMUSG00000003665",24,15,46,38,23,30,71,32
"ENSMUSG00000003680",160,123,187,180,190,158,669,156
"ENSMUSG00000003721",1393,1126,1853,2033,2219,1526,520,1415
"ENSMUSG00000003731",3825,2951,4716,5154,4947,4077,2977,3684
"ENSMUSG00000003746",2987,2292,3014,3948,4369,2878,502,3051
"ENSMUSG00000003752",124,119,180,169,177,147,348,120
"ENSMUSG00000003762",299,276,340,428,382,317,1151,283
"ENSMUSG00000003778",1473,1167,1930,2027,1889,1526,441,1386
"ENSMUSG00000003779",40,30,37,48,45,34,11,26
"ENSMUSG00000003808",622,563,760,897,822,732,2086,595
"ENSMUSG00000003809",505,393,616,688,706,560,868,493
"ENSMUSG00000003810",3825,3177,4677,4813,4978,4294,8098,3577
"ENSMUSG00000003812",103,72,177,207,194,153,293,168
"ENSMUSG00000003813",894,813,1287,1310,1167,1022,2261,919
"ENSMUSG00000003814",10003,8159,11484,14859,16123,11768,25059,9622
"ENSMUSG00000003824",86,81,125,117,142,103,162,85
"ENSMUSG00000003847",4694,3215,6089,6092,6168,5121,748,4655
"ENSMUSG00000003848",565,489,660,649,663,591,920,525
"ENSMUSG00000003849",104,82,223,288,299,272,346,193
"ENSMUSG00000003863",5217,4829,5674,6222,6428,5269,16057,4718
"ENSMUSG00000003865",451,389,660,703,668,712,1286,464
"ENSMUSG00000003868",524,451,679,717,637,583,1500,508
"ENSMUSG00000003872",362,373,406,410,431,357,1398,375
"ENSMUSG00000003873",328,290,378,423,447,388,1242,298
"ENSMUSG00000003882",12,14,18,28,19,20,2,12
"ENSMUSG00000003923",1102,875,1446,1503,1442,1135,326,1002
"ENSMUSG00000003929",1039,700,1182,1318,1413,989,36,966
"ENSMUSG00000003934",4464,4008,5285,5443,5936,4623,10695,4180
"ENSMUSG00000003948",9033,6819,8284,10406,13841,8542,7215,8340
"ENSMUSG00000003949",6939,3850,7895,9891,8500,7821,3174,6339
"ENSMUSG00000003955",493,467,676,703,738,620,1039,553
"ENSMUSG00000003970",5146,4780,6943,7090,6744,6138,22048,5245
"ENSMUSG00000003974",2227,1574,2808,2846,2496,2278,533,1962
"ENSMUSG00000003992",1747,1177,2127,2376,2060,1886,2149,1617
"ENSMUSG00000004018",98,58,85,93,144,121,42,97
"ENSMUSG00000004031",2251,2014,2642,2788,2790,2356,3629,2133
"ENSMUSG00000004032",2438,2010,2976,3195,3210,2596,7345,2443
"ENSMUSG00000004035",528,503,727,768,756,521,1718,493
"ENSMUSG00000004038",0,0,2,1,0,0,3,0
"ENSMUSG00000004040",1500,1321,1909,2021,2097,1812,2059,1508
"ENSMUSG00000004043",48,37,104,90,86,98,176,54
"ENSMUSG00000004044",531,390,897,1234,1247,1007,1690,664
"ENSMUSG00000004054",572,549,810,827,803,721,2577,616
"ENSMUSG00000004056",1416,1282,1500,1920,1952,1636,5166,1418
"ENSMUSG00000004069",1924,1464,2285,2406,2451,1966,2644,1880
"ENSMUSG00000004070",1277,1123,1590,1684,1770,1378,2608,1245
"ENSMUSG00000004071",6127,5416,7405,7749,7810,6246,16943,5783
"ENSMUSG00000004085",364,304,605,622,639,505,119,466
"ENSMUSG00000004096",1183,895,1662,1823,1743,1361,873,1330
"ENSMUSG00000004098",81,49,98,74,120,88,61,78
"ENSMUSG00000004099",1535,1332,2093,2066,2075,1841,1737,1488
"ENSMUSG00000004100",330,285,365,380,406,348,1001,310
"ENSMUSG00000004105",79,44,325,398,373,466,424,235
"ENSMUSG00000004110",17589,16230,17862,18854,24332,17588,3181,16125
"ENSMUSG00000004113",4083,3585,4602,4720,5323,3958,2849,3687
"ENSMUSG00000004127",173,112,216,248,249,180,32,146
"ENSMUSG00000004151",3999,2919,4016,5016,5712,3810,776,3565
"ENSMUSG00000004187",10177,9483,11538,12163,12109,10797,27216,9630
"ENSMUSG00000004207",36467,32169,51099,54011,53178,46411,133491,40198
"ENSMUSG00000004221",1547,1138,1795,2004,2019,1607,724,1493
"ENSMUSG00000004231",12,3,12,8,13,12,18,10
"ENSMUSG00000004233",300,172,335,379,392,268,133,253
"ENSMUSG00000004263",426,171,500,508,512,519,1732,408
"ENSMUSG00000004264",1105,1035,1472,1587,1510,1370,4092,1086
"ENSMUSG00000004266",81,74,104,137,143,141,199,77
"ENSMUSG00000004267",20693,18154,25511,26487,25823,21671,80329,19013
"ENSMUSG00000004268",644,537,794,822,847,725,1576,606
"ENSMUSG00000004270",409,369,538,552,585,449,1023,425
"ENSMUSG00000004285",1363,1167,1795,1876,1886,1696,5126,1379
"ENSMUSG00000004296",0,0,1,0,1,0,0,0
"ENSMUSG00000004317",453,298,1017,931,658,620,167,493
"ENSMUSG00000004319",7803,5698,9697,10345,10495,8057,1378,7106
"ENSMUSG00000004328",86,44,124,83,81,72,89,88
"ENSMUSG00000004341",1,0,3,2,0,0,5,0
"ENSMUSG00000004344",0,0,0,0,0,0,0,0
"ENSMUSG00000004347",506,303,663,734,495,473,47,469
"ENSMUSG00000004356",910,669,1108,1031,1183,900,303,817
"ENSMUSG00000004359",2,1,2,4,2,0,0,3
"ENSMUSG00000004360",2669,1698,2957,3308,3370,2551,274,2328
"ENSMUSG00000004364",5570,3893,6880,7632,7554,5653,583,5181
"ENSMUSG00000004366",3707,4240,4250,4309,5376,4643,11951,4151
"ENSMUSG00000004371",8,11,25,8,13,7,8,10
"ENSMUSG00000004383",5516,5416,5920,6685,7846,5445,4148,5200
"ENSMUSG00000004393",760,666,937,1039,895,859,3308,764
"ENSMUSG00000004394",1716,1382,2364,2422,2513,2122,3825,1777
"ENSMUSG00000004415",39,26,72,79,68,61,161,42
"ENSMUSG00000004446",239,185,310,256,275,236,209,233
"ENSMUSG00000004451",450,382,683,718,581,564,422,459
"ENSMUSG00000004455",337,247,318,332,402,303,223,283
"ENSMUSG00000004460",1367,1112,1573,1898,2022,1602,1164,1283
"ENSMUSG00000004462",408,388,550,619,581,475,377,415
"ENSMUSG00000004473",97,87,118,126,116,92,280,90
"ENSMUSG00000004500",321,243,412,417,401,343,454,338
"ENSMUSG00000004508",876,729,1298,1413,1194,1106,701,862
"ENSMUSG00000004530",2328,2180,3055,2983,2894,2440,4410,2282
"ENSMUSG00000004535",4817,3648,6324,7080,6950,5647,611,4828
"ENSMUSG00000004540",0,0,0,1,0,0,2,0
"ENSMUSG00000004542",0,0,0,0,0,0,0,0
"ENSMUSG00000004552",1,0,0,0,2,1,3,1
"ENSMUSG00000004558",16501,13464,24217,24423,20492,19492,37434,15713
"ENSMUSG00000004561",286,192,351,315,332,312,457,249
"ENSMUSG00000004562",564,426,793,845,701,719,1718,464
"ENSMUSG00000004565",1299,1085,1842,1768,1652,1467,4695,1166
"ENSMUSG00000004567",1118,973,1546,1535,1487,1285,3494,1136
"ENSMUSG00000004568",1956,1572,2453,2668,2636,2363,3907,1834
"ENSMUSG00000004591",1032,660,1386,1568,1497,1213,88,1062
"ENSMUSG00000004609",257,189,306,346,363,291,62,262
"ENSMUSG00000004610",109,102,167,158,177,179,452,123
"ENSMUSG00000004612",2,1,0,1,3,5,6,0
"ENSMUSG00000004626",448,289,587,601,604,627,654,422
"ENSMUSG00000004630",3,1,4,3,6,3,5,1
"ENSMUSG00000004631",603,458,817,830,831,662,524,537
"ENSMUSG00000004633",718,401,958,1007,661,626,557,661
"ENSMUSG00000004637",637,433,1005,981,735,731,1231,680
"ENSMUSG00000004642",420,291,607,581,497,390,214,446
"ENSMUSG00000004651",1,0,0,2,3,0,0,1
"ENSMUSG00000004654",0,0,0,0,1,0,0,0
"ENSMUSG00000004655",10,7,701,935,772,950,1361,683
"ENSMUSG00000004661",95,71,103,100,100,106,95,82
"ENSMUSG00000004665",186,119,271,296,314,231,328,205
"ENSMUSG00000004667",1012,991,1293,1261,1325,1186,4039,1043
"ENSMUSG00000004668",8,5,15,9,8,10,2,9
"ENSMUSG00000004677",879,688,1223,1096,1160,1045,983,735
"ENSMUSG00000004698",1774,1289,2204,2686,2221,1878,364,1747
"ENSMUSG00000004707",10,3,7,16,19,7,5,9
"ENSMUSG00000004709",1,0,3,3,4,2,0,2
"ENSMUSG00000004730",171,118,205,233,258,168,179,145
"ENSMUSG00000004748",1626,1546,1861,2012,2272,1851,6089,1596
"ENSMUSG00000004768",897,599,1081,1079,1012,935,253,813
"ENSMUSG00000004771",3552,2429,4492,5122,4862,3689,1047,3272
"ENSMUSG00000004788",564,453,688,739,685,659,2365,556
"ENSMUSG00000004789",3459,2806,4564,4783,4713,3837,4685,3341
"ENSMUSG00000004791",70,86,97,97,123,88,333,74
"ENSMUSG00000004798",4111,2955,4883,5471,5422,4130,806,3917
"ENSMUSG00000004814",3,1,5,2,5,5,12,2
"ENSMUSG00000004815",623,497,760,696,683,640,872,495
"ENSMUSG00000004821",0,0,0,0,0,0,0,0
"ENSMUSG00000004837",71,77,126,114,124,118,257,85
"ENSMUSG00000004842",0,0,1,0,0,1,0,0
"ENSMUSG00000004843",1650,1084,1821,2120,2134,1647,370,1583
"ENSMUSG00000004846",569,448,748,783,779,629,2126,505
"ENSMUSG00000004849",4160,3922,4606,5133,5774,4362,14290,4131
"ENSMUSG00000004864",13,6,17,16,9,12,37,16
"ENSMUSG00000004865",1392,1060,1703,1873,1774,1550,966,1251
"ENSMUSG00000004872",0,0,36,37,0,20,6,0
"ENSMUSG00000004880",339,250,498,472,466,369,115,350
"ENSMUSG00000004885",40,1,101,133,160,117,163,65
"ENSMUSG00000004891",447,334,522,674,710,543,186,376
"ENSMUSG00000004892",6053,5535,8646,8388,7661,6949,22080,5486
"ENSMUSG00000004894",480,424,794,778,563,547,955,422
"ENSMUSG00000004895",1033,980,1353,1476,1376,1218,2877,980
"ENSMUSG00000004896",336,266,414,405,421,343,408,321
"ENSMUSG00000004897",3756,3024,4743,5137,5050,4262,6765,3740
"ENSMUSG00000004902",1398,1157,2141,2181,1610,1836,5583,1463
"ENSMUSG00000004929",912,874,1100,1115,1275,1033,4244,881
"ENSMUSG00000004931",258,277,393,375,358,387,986,283
"ENSMUSG00000004933",2859,2722,3136,3173,3466,2953,7239,2398
"ENSMUSG00000004934",475,467,653,665,628,573,1283,530
"ENSMUSG00000004936",8490,7810,9110,10173,11538,8358,5058,7967
"ENSMUSG00000004937",2676,2512,3386,3524,3508,3084,11169,2690
"ENSMUSG00000004939",1,1,0,0,5,1,1,1
"ENSMUSG00000004945",862,742,1214,1228,1217,958,2131,947
"ENSMUSG00000004947",164,137,198,214,200,195,562,167
"ENSMUSG00000004948",3,2,0,0,2,1,7,1
"ENSMUSG00000004951",44,19,54,87,102,79,249,45
"ENSMUSG00000004952",63,72,175,173,80,136,339,66
"ENSMUSG00000004961",3333,2829,3336,3815,3790,3284,11447,3096
"ENSMUSG00000004980",10748,8206,12689,14951,14952,11488,2335,10290
"ENSMUSG00000004988",5,11,11,10,17,7,7,10
"ENSMUSG00000004994",261,193,241,259,313,201,400,188
"ENSMUSG00000004996",211,199,285,250,268,219,569,206
"ENSMUSG00000005034",13727,8851,17934,18714,16359,13822,4449,12436
"ENSMUSG00000005043",191,206,296,284,275,219,558,198
"ENSMUSG00000005045",9750,8011,11851,11680,10885,10836,8836,8654
"ENSMUSG00000005054",319,285,519,507,508,460,1269,344
"ENSMUSG00000005057",104,90,166,139,112,111,436,106
"ENSMUSG00000005069",1232,1065,1550,1689,1679,1397,3227,1197
"ENSMUSG00000005078",1022,821,1353,1450,1463,1125,595,1160
"ENSMUSG00000005087",291,124,358,428,271,253,141,238
"ENSMUSG00000005089",152685,112158,165621,185391,195752,152301,22808,144934
"ENSMUSG00000005102",706,546,857,882,974,793,247,659
"ENSMUSG00000005103",5393,4655,6199,6616,7083,5415,9485,4965
"ENSMUSG00000005107",68,82,81,81,116,62,55,66
"ENSMUSG00000005124",31,21,40,52,38,45,10,36
"ENSMUSG00000005125",2720,2282,3780,3910,3544,3157,8170,2689
"ENSMUSG00000005131",17,5,10,21,23,13,1,15
"ENSMUSG00000005142",1309,1069,1818,1958,1950,1640,3822,1371
"ENSMUSG00000005148",461,178,508,576,404,541,336,441
"ENSMUSG00000005150",298,302,444,472,435,368,814,336
"ENSMUSG00000005161",3025,2765,3974,4102,3980,3505,11751,2972
"ENSMUSG00000005198",3848,3236,4705,4890,5217,4234,8352,3678
"ENSMUSG00000005202",0,0,0,0,0,0,0,0
"ENSMUSG00000005204",1658,1371,1913,2101,2184,1708,3652,1539
"ENSMUSG00000005220",27,14,13,31,12,8,1,30
"ENSMUSG00000005225",446,335,645,643,662,585,154,452
"ENSMUSG00000005232",0,0,0,0,0,0,0,0
"ENSMUSG00000005233",13,8,11,7,19,9,1,12
"ENSMUSG00000005237",218,130,173,294,267,213,219,192
"ENSMUSG00000005251",34,18,39,88,36,36,138,54
"ENSMUSG00000005262",1820,1325,2169,2322,2315,1838,1242,1691
"ENSMUSG00000005267",471,358,549,524,598,461,123,467
"ENSMUSG00000005268",305,133,2889,3820,3775,3598,149,2594
"ENSMUSG00000005299",2822,2480,3806,3844,3781,3245,4410,2924
"ENSMUSG00000005312",7036,5446,8541,9459,9285,7368,3706,6574
"ENSMUSG00000005320",4,0,9,4,6,9,16,7
"ENSMUSG00000005338",11749,10632,13933,14849,14657,11710,27413,11325
"ENSMUSG00000005339",0,0,0,0,0,0,0,0
"ENSMUSG00000005354",1943,1621,2254,2482,2441,2096,7079,1943
"ENSMUSG00000005355",0,0,0,0,0,0,0,0
"ENSMUSG00000005357",226,210,361,351,292,284,884,237
"ENSMUSG00000005360",18239,13481,18530,22658,23172,17255,9061,16670
"ENSMUSG00000005362",1893,1449,2456,2697,2669,1967,272,1780
"ENSMUSG00000005364",0,1,0,2,3,1,0,3
"ENSMUSG00000005370",682,501,895,822,808,736,244,674
"ENSMUSG00000005371",4982,3649,5902,6539,6584,4992,694,4665
"ENSMUSG00000005373",71,51,86,75,85,50,96,44
"ENSMUSG00000005374",929,746,1178,1117,1312,1049,1476,881
"ENSMUSG00000005378",441,350,480,492,487,453,923,360
"ENSMUSG00000005397",242,151,479,586,535,542,211,284
"ENSMUSG00000005410",125,94,147,131,168,111,427,114
"ENSMUSG00000005413",136,82,149,174,155,136,230,92
"ENSMUSG00000005417",12770,11875,14899,16233,17005,14203,9705,11656
