"","RR3_BRN_FLT_F1","RR3_BRN_FLT_F2","RR3_BRN_FLT_F7","RR3_BRN_GC_G7","RR3_BRN_GC_G8","RR3_BRN_GC_G9"
"ENSMUSG00000027799",19845,21738,20981,22459,23122,20754
"ENSMUSG00000027800",176,223,264,315,199,150
"ENSMUSG00000027801",0,0,0,0,0,0
"ENSMUSG00000027803",1428,1364,1407,1523,1449,1409
"ENSMUSG00000027804",2326,2145,2455,2484,2872,2508
"ENSMUSG00000027805",14215,15171,16115,15855,14508,15174
"ENSMUSG00000027806",2465,2736,2405,2582,2732,2751
"ENSMUSG00000027808",1073,1277,1496,1438,1411,1031
"ENSMUSG00000027809",941,957,1040,1114,995,1103
"ENSMUSG00000027810",1728,1436,1826,1950,1785,1763
"ENSMUSG00000027811",15,22,22,16,27,14
"ENSMUSG00000027820",365,424,394,479,614,515
"ENSMUSG00000027822",1147,1293,1381,1369,1746,1349
"ENSMUSG00000027823",5576,5380,5484,5548,7855,5646
"ENSMUSG00000027824",17,14,9,33,14,5
"ENSMUSG00000027827",2910,2610,2991,2933,4521,2680
"ENSMUSG00000027828",6241,6936,7012,6939,7834,6566
"ENSMUSG00000027829",446,476,495,485,645,523
"ENSMUSG00000027831",4,2,1,0,3,3
"ENSMUSG00000027832",2,2,0,4,0,2
"ENSMUSG00000027833",4,0,2,2,2,0
"ENSMUSG00000027834",12419,13979,15530,14665,17659,14602
"ENSMUSG00000027835",1306,1341,1640,1812,1474,1336
"ENSMUSG00000027840",32,15,16,22,56,10
"ENSMUSG00000027843",19,22,21,15,22,17
"ENSMUSG00000027845",366,345,321,394,299,327
"ENSMUSG00000027848",770,605,765,902,670,638
"ENSMUSG00000027849",532,129,231,246,339,266
"ENSMUSG00000027852",1836,2029,1875,2052,2344,1916
"ENSMUSG00000027854",1426,1540,1427,1675,1880,1511
"ENSMUSG00000027855",4,11,6,6,3,0
"ENSMUSG00000027857",0,0,0,0,0,0
"ENSMUSG00000027858",1969,1488,1645,1631,1350,1681
"ENSMUSG00000027859",81,72,98,47,82,82
"ENSMUSG00000027860",185,198,173,153,205,175
"ENSMUSG00000027861",256,213,292,323,191,240
"ENSMUSG00000027863",0,2,0,1,1,2
"ENSMUSG00000027864",1623,2477,2321,2409,1167,2759
"ENSMUSG00000027865",1159,1215,1229,1218,1314,1344
"ENSMUSG00000027867",1,0,3,0,23,0
"ENSMUSG00000027868",90,66,77,126,154,85
"ENSMUSG00000027869",0,0,0,0,0,0
"ENSMUSG00000027870",0,0,0,0,0,0
"ENSMUSG00000027871",0,1,0,0,0,0
"ENSMUSG00000027875",522,328,490,558,654,557
"ENSMUSG00000027876",0,0,0,0,0,0
"ENSMUSG00000027878",1521,1006,1380,1316,1867,1206
"ENSMUSG00000027879",1812,1820,2014,1978,1829,1885
"ENSMUSG00000027880",0,0,0,0,0,0
"ENSMUSG00000027881",1324,1084,1206,1414,1554,1912
"ENSMUSG00000027882",768,733,799,953,687,829
"ENSMUSG00000027883",588,448,573,608,384,558
"ENSMUSG00000027884",614,525,674,659,691,625
"ENSMUSG00000027886",31,89,59,56,42,81
"ENSMUSG00000027887",57,35,63,58,85,45
"ENSMUSG00000027889",1246,1078,1043,1094,1005,983
"ENSMUSG00000027890",195,225,265,186,224,167
"ENSMUSG00000027893",12901,13265,13847,15057,13326,14767
"ENSMUSG00000027894",15219,13348,13769,14189,15747,13258
"ENSMUSG00000027895",1426,1314,1150,1274,1874,1190
"ENSMUSG00000027896",143,176,214,236,149,155
"ENSMUSG00000027900",633,742,783,764,903,670
"ENSMUSG00000027901",9,19,11,17,28,14
"ENSMUSG00000027902",2,0,3,8,0,4
"ENSMUSG00000027905",260,267,334,319,369,285
"ENSMUSG00000027907",104,89,99,102,120,143
"ENSMUSG00000027908",0,0,0,0,4,0
"ENSMUSG00000027912",0,0,0,0,0,0
"ENSMUSG00000027913",0,2,0,0,0,0
"ENSMUSG00000027919",0,0,0,0,0,0
"ENSMUSG00000027923",0,0,0,0,0,0
"ENSMUSG00000027925",0,0,0,0,0,0
"ENSMUSG00000027927",0,1,0,0,0,0
"ENSMUSG00000027931",56,24,48,35,45,41
"ENSMUSG00000027932",36,38,54,36,53,45
"ENSMUSG00000027933",2286,2071,1996,2160,2482,1919
"ENSMUSG00000027935",163,129,170,143,200,174
"ENSMUSG00000027936",288,258,276,249,325,313
"ENSMUSG00000027937",766,920,881,834,1012,914
"ENSMUSG00000027938",8,0,23,9,6,3
"ENSMUSG00000027939",38,65,39,27,35,35
"ENSMUSG00000027940",2842,2248,2359,2633,2446,2858
"ENSMUSG00000027942",78,100,113,89,104,93
"ENSMUSG00000027944",935,794,1253,1081,1236,955
"ENSMUSG00000027947",204,193,221,366,259,284
"ENSMUSG00000027950",1629,1215,1186,1186,1711,1639
"ENSMUSG00000027951",5017,4923,4708,5420,6088,5046
"ENSMUSG00000027952",1580,1582,1570,1496,1713,1804
"ENSMUSG00000027953",399,413,403,409,376,450
"ENSMUSG00000027954",109,75,105,107,174,52
"ENSMUSG00000027955",683,837,847,897,203,890
"ENSMUSG00000027956",476,478,531,592,474,507
"ENSMUSG00000027957",675,632,716,583,860,734
"ENSMUSG00000027959",285,219,235,304,345,266
"ENSMUSG00000027961",8,8,7,3,9,4
"ENSMUSG00000027962",1065,765,1307,1290,1416,1024
"ENSMUSG00000027963",1680,1847,2092,2016,2150,1969
"ENSMUSG00000027965",901,790,1046,911,1727,1111
"ENSMUSG00000027966",164,134,155,129,204,202
"ENSMUSG00000027967",3,3,0,0,0,0
"ENSMUSG00000027968",535,382,635,733,559,760
"ENSMUSG00000027971",2495,107,801,528,772,673
"ENSMUSG00000027973",0,0,0,0,0,0
"ENSMUSG00000027977",2058,2350,2533,2380,1222,2176
"ENSMUSG00000027978",759,558,637,653,571,722
"ENSMUSG00000027981",373,453,340,317,506,429
"ENSMUSG00000027983",432,321,330,355,380,401
"ENSMUSG00000027984",719,739,809,812,751,646
"ENSMUSG00000027985",437,275,381,434,552,479
"ENSMUSG00000027993",15592,17535,15277,15671,15767,15655
"ENSMUSG00000027994",48,87,67,68,89,65
"ENSMUSG00000027995",29,15,50,18,36,71
"ENSMUSG00000027996",28,28,31,24,13,45
"ENSMUSG00000027997",83,87,87,63,73,73
"ENSMUSG00000027998",846,792,1151,1077,1171,795
"ENSMUSG00000027999",182,251,251,273,319,268
"ENSMUSG00000028001",1,0,0,0,0,0
"ENSMUSG00000028003",16,9,7,18,3,7
"ENSMUSG00000028004",183,123,142,88,189,71
"ENSMUSG00000028005",9157,8322,9946,10273,7791,9933
"ENSMUSG00000028007",689,543,705,692,531,581
"ENSMUSG00000028008",0,0,0,0,3,0
"ENSMUSG00000028009",0,0,0,0,0,0
"ENSMUSG00000028010",175,159,218,262,169,164
"ENSMUSG00000028011",16,2,8,18,5,5
"ENSMUSG00000028012",15,10,13,6,13,11
"ENSMUSG00000028013",1151,1401,1522,1588,1671,1264
"ENSMUSG00000028015",1022,874,1065,1158,1115,790
"ENSMUSG00000028016",394,460,528,589,546,492
"ENSMUSG00000028017",35,45,31,18,21,22
"ENSMUSG00000028018",153,204,202,187,174,181
"ENSMUSG00000028019",288,254,325,425,360,233
"ENSMUSG00000028020",7064,6841,8561,8310,7998,7801
"ENSMUSG00000028023",0,0,0,0,2,0
"ENSMUSG00000028024",152,205,235,234,220,228
"ENSMUSG00000028028",299,394,384,401,325,433
"ENSMUSG00000028029",1469,1552,1881,1820,1946,1863
"ENSMUSG00000028030",2623,2575,2537,2888,2925,2865
"ENSMUSG00000028031",73,64,91,80,40,113
"ENSMUSG00000028032",1953,2045,2143,1932,2128,1814
"ENSMUSG00000028033",5801,5741,5220,5970,2825,6745
"ENSMUSG00000028034",4095,3799,3966,4117,4606,5052
"ENSMUSG00000028035",2345,2480,2761,2777,2861,2851
"ENSMUSG00000028036",36,18,57,57,63,13
"ENSMUSG00000028037",42,54,55,37,181,37
"ENSMUSG00000028039",1323,1189,1399,1550,1414,1174
"ENSMUSG00000028040",2,1,4,0,18,2
"ENSMUSG00000028041",1629,1228,1322,1408,1651,1417
"ENSMUSG00000028042",397,448,342,367,316,460
"ENSMUSG00000028044",36,30,35,28,30,22
"ENSMUSG00000028047",138,119,126,156,212,146
"ENSMUSG00000028048",1062,959,1107,1284,1014,1202
"ENSMUSG00000028049",1379,961,990,1086,1078,1455
"ENSMUSG00000028051",172,210,139,172,224,157
"ENSMUSG00000028053",14765,16618,14317,16824,13596,17655
"ENSMUSG00000028057",1008,1073,1023,1018,1231,1164
"ENSMUSG00000028059",3697,3104,3738,4057,2973,4010
"ENSMUSG00000028060",1054,1026,1197,1307,1385,1297
"ENSMUSG00000028062",1038,1032,979,1047,1272,1147
"ENSMUSG00000028063",927,770,830,669,784,852
"ENSMUSG00000028064",1100,1006,1019,1105,862,1052
"ENSMUSG00000028066",116,108,103,123,122,122
"ENSMUSG00000028068",24,27,22,34,18,32
"ENSMUSG00000028069",758,682,778,658,778,1107
"ENSMUSG00000028070",1098,946,1262,1316,1190,1033
"ENSMUSG00000028071",2,0,0,2,2,6
"ENSMUSG00000028072",2,0,0,0,0,0
"ENSMUSG00000028073",200,200,201,186,225,216
"ENSMUSG00000028076",17,1,5,11,16,3
"ENSMUSG00000028078",1756,1711,1670,1681,2262,1580
"ENSMUSG00000028080",5553,5929,5805,6062,5669,6392
"ENSMUSG00000028081",8286,9857,12725,11127,12546,8871
"ENSMUSG00000028082",681,637,617,769,1178,865
"ENSMUSG00000028085",515,592,726,755,701,572
"ENSMUSG00000028086",14690,14369,15404,16029,12716,17187
"ENSMUSG00000028088",109,156,185,161,146,113
"ENSMUSG00000028089",350,360,358,343,347,395
"ENSMUSG00000028093",253,288,272,285,336,242
"ENSMUSG00000028096",1302,1252,1380,1321,1580,1428
"ENSMUSG00000028098",1643,2033,1712,1862,1609,1987
"ENSMUSG00000028099",706,663,694,671,598,663
"ENSMUSG00000028100",85,134,167,135,175,144
"ENSMUSG00000028101",470,549,434,491,546,428
"ENSMUSG00000028102",379,435,453,576,551,381
"ENSMUSG00000028104",859,687,720,740,873,862
"ENSMUSG00000028106",3296,3202,3108,3363,3856,3446
"ENSMUSG00000028107",822,887,733,803,976,901
"ENSMUSG00000028108",222,199,218,226,129,231
"ENSMUSG00000028109",0,0,0,0,0,0
"ENSMUSG00000028111",98,91,145,143,65,72
"ENSMUSG00000028114",843,599,670,726,714,835
"ENSMUSG00000028115",0,0,1,0,0,0
"ENSMUSG00000028116",3,1,7,19,2,0
"ENSMUSG00000028121",555,692,627,592,422,604
"ENSMUSG00000028124",1926,2023,2390,2409,2546,2301
"ENSMUSG00000028125",114,60,124,98,118,89
"ENSMUSG00000028126",2037,2453,2529,2370,2441,2032
"ENSMUSG00000028127",2609,2397,2997,3014,2770,2738
"ENSMUSG00000028128",1230,1700,1333,1470,1806,1587
"ENSMUSG00000028132",2851,2923,3611,3612,3304,3372
"ENSMUSG00000028133",422,261,364,281,392,465
"ENSMUSG00000028134",5109,4504,5709,5068,6367,5696
"ENSMUSG00000028136",4875,5273,5097,5785,5791,5062
"ENSMUSG00000028137",3219,3539,3119,3033,3924,2553
"ENSMUSG00000028138",1079,1120,1149,1232,1267,1070
"ENSMUSG00000028139",31,57,51,65,37,22
"ENSMUSG00000028140",799,790,831,936,1008,812
"ENSMUSG00000028141",0,0,3,0,0,0
"ENSMUSG00000028145",597,638,599,596,878,570
"ENSMUSG00000028148",1,0,0,0,1,0
"ENSMUSG00000028149",8060,8753,9024,9724,7883,9024
"ENSMUSG00000028150",21,22,22,15,65,45
"ENSMUSG00000028152",7263,7376,7446,7723,4537,8550
"ENSMUSG00000028156",5127,5840,6190,6390,5995,5657
"ENSMUSG00000028158",817,632,694,728,982,836
"ENSMUSG00000028159",207,141,238,201,281,209
"ENSMUSG00000028161",52453,57954,56990,61864,39961,63626
"ENSMUSG00000028163",597,605,658,646,684,665
"ENSMUSG00000028164",312,429,446,429,365,348
"ENSMUSG00000028165",1242,1380,1498,1464,1424,1498
"ENSMUSG00000028167",18,25,29,20,26,8
"ENSMUSG00000028172",22,6,13,50,180,17
"ENSMUSG00000028173",1558,1642,1934,1953,1806,1752
"ENSMUSG00000028174",24,74,78,47,33,66
"ENSMUSG00000028175",4,3,0,0,3,0
"ENSMUSG00000028176",12218,14113,12147,13506,13266,13488
"ENSMUSG00000028177",1,0,1,0,0,0
"ENSMUSG00000028179",126,110,158,132,206,109
"ENSMUSG00000028180",4218,3912,4430,4423,4623,5491
"ENSMUSG00000028182",30,36,23,16,23,28
"ENSMUSG00000028184",3103,3682,3751,3862,3146,4491
"ENSMUSG00000028185",0,0,1,2,0,2
"ENSMUSG00000028186",5,26,8,20,13,33
"ENSMUSG00000028187",474,347,453,469,434,430
"ENSMUSG00000028188",101,121,140,110,110,93
"ENSMUSG00000028189",329,422,379,315,429,360
"ENSMUSG00000028191",263,317,360,388,349,328
"ENSMUSG00000028194",5209,5392,4954,5642,5324,5112
"ENSMUSG00000028195",504,196,268,289,961,314
"ENSMUSG00000028197",72,42,83,68,19,124
"ENSMUSG00000028199",406,350,467,389,471,373
"ENSMUSG00000028207",3858,3874,4062,4002,3959,4318
"ENSMUSG00000028211",482,862,512,621,748,566
"ENSMUSG00000028212",283,267,310,374,309,226
"ENSMUSG00000028214",104,44,82,80,54,99
"ENSMUSG00000028217",3,0,0,3,2,0
"ENSMUSG00000028218",2490,2495,2688,2532,2683,2881
"ENSMUSG00000028221",1185,1286,1224,1251,1343,1118
"ENSMUSG00000028222",4069,5362,6040,6266,4624,4480
"ENSMUSG00000028223",507,626,642,641,506,534
"ENSMUSG00000028224",652,506,635,755,680,801
"ENSMUSG00000028226",2373,2049,2103,2171,3068,2459
"ENSMUSG00000028228",684,670,796,758,814,698
"ENSMUSG00000028229",137,207,166,222,178,142
"ENSMUSG00000028232",1271,1282,1666,1575,1676,1475
"ENSMUSG00000028233",1301,1333,1367,1464,1712,1520
"ENSMUSG00000028234",1326,1742,1779,1567,2035,1319
"ENSMUSG00000028236",0,0,0,0,0,0
"ENSMUSG00000028238",2,4,4,0,3,5
"ENSMUSG00000028240",0,0,0,0,0,0
"ENSMUSG00000028243",2206,2607,2390,2566,2769,2433
"ENSMUSG00000028244",0,0,0,0,0,0
"ENSMUSG00000028245",806,806,786,862,897,960
"ENSMUSG00000028246",2989,2704,2589,2816,2945,3630
"ENSMUSG00000028247",442,472,529,544,569,381
"ENSMUSG00000028248",4155,3742,3639,3891,4418,5013
"ENSMUSG00000028249",3547,3751,4495,4649,3880,3289
"ENSMUSG00000028251",643,737,670,767,804,581
"ENSMUSG00000028252",1265,1543,1616,1478,1880,1468
"ENSMUSG00000028255",0,0,0,0,0,0
"ENSMUSG00000028256",439,498,429,435,388,512
"ENSMUSG00000028259",14,15,40,31,22,36
"ENSMUSG00000028261",744,746,841,932,951,748
"ENSMUSG00000028262",16,20,1,0,0,4
"ENSMUSG00000028264",1,2,5,0,1,2
"ENSMUSG00000028266",10647,11902,11796,13226,9229,11187
"ENSMUSG00000028268",181,235,233,362,405,293
"ENSMUSG00000028270",114,70,133,112,178,68
"ENSMUSG00000028271",1054,961,1203,1147,1120,1080
"ENSMUSG00000028273",1404,1412,1675,1726,1658,1261
"ENSMUSG00000028274",1131,1330,1449,1206,1497,1366
"ENSMUSG00000028277",3554,3334,3612,4009,3405,4118
"ENSMUSG00000028278",5348,5723,5879,5982,2850,5327
"ENSMUSG00000028280",0,0,0,0,2,0
"ENSMUSG00000028282",1426,1580,1359,1441,1575,1803
"ENSMUSG00000028284",2113,1966,2143,2403,2142,2404
"ENSMUSG00000028287",0,0,0,0,0,0
"ENSMUSG00000028289",4339,4238,4236,4287,4824,4992
"ENSMUSG00000028291",1364,1455,1694,1560,1816,1515
"ENSMUSG00000028292",668,614,807,783,695,685
"ENSMUSG00000028293",462,435,429,576,553,701
"ENSMUSG00000028294",60,85,98,70,33,63
"ENSMUSG00000028295",392,427,505,581,506,492
"ENSMUSG00000028298",2,0,0,0,0,0
"ENSMUSG00000028300",548,748,659,649,842,637
"ENSMUSG00000028307",4,16,6,11,17,18
"ENSMUSG00000028309",2556,2386,2521,2850,2773,3145
"ENSMUSG00000028310",18,26,25,26,22,23
"ENSMUSG00000028312",391,560,450,500,695,627
"ENSMUSG00000028314",0,0,0,0,0,0
"ENSMUSG00000028318",147,132,171,176,179,180
"ENSMUSG00000028322",188,270,244,273,258,252
"ENSMUSG00000028327",0,0,1,0,0,0
"ENSMUSG00000028328",1596,1733,1559,1768,714,1811
"ENSMUSG00000028329",295,242,223,316,265,357
"ENSMUSG00000028330",2095,2037,2303,2354,2514,2379
"ENSMUSG00000028331",32,42,25,17,55,38
"ENSMUSG00000028332",1,1,0,6,2,2
"ENSMUSG00000028333",1066,847,907,1077,989,1394
"ENSMUSG00000028334",297,326,381,343,323,330
"ENSMUSG00000028337",1166,1066,1051,1266,1176,1246
"ENSMUSG00000028339",130,144,190,152,127,215
"ENSMUSG00000028341",739,485,943,941,2291,832
"ENSMUSG00000028343",1365,1272,1382,1376,1647,1631
"ENSMUSG00000028344",292,406,419,422,414,442
"ENSMUSG00000028345",816,672,880,766,980,894
"ENSMUSG00000028347",4435,3985,4524,4351,4250,4532
"ENSMUSG00000028348",74,47,79,65,70,83
"ENSMUSG00000028351",8919,8818,8663,8874,7234,10603
"ENSMUSG00000028354",5469,5363,4750,5448,5338,5446
"ENSMUSG00000028356",0,0,0,0,0,0
"ENSMUSG00000028357",0,0,0,0,0,0
"ENSMUSG00000028358",243,133,162,194,442,206
"ENSMUSG00000028359",0,0,0,0,0,0
"ENSMUSG00000028360",380,268,273,330,845,262
"ENSMUSG00000028362",1,6,2,1,0,1
"ENSMUSG00000028364",420,371,631,571,905,508
"ENSMUSG00000028367",700,913,1265,1111,1152,781
"ENSMUSG00000028369",88,32,96,123,238,58
"ENSMUSG00000028370",38,32,36,28,19,37
"ENSMUSG00000028373",1562,1314,1588,1687,1834,1785
"ENSMUSG00000028378",13,13,24,24,26,26
"ENSMUSG00000028381",3499,3541,3852,3754,3992,4165
"ENSMUSG00000028382",1509,1763,2092,2133,1755,1879
"ENSMUSG00000028383",1366,1482,1642,1646,1576,1627
"ENSMUSG00000028385",1624,1227,1379,1646,1715,1564
"ENSMUSG00000028386",0,0,0,0,0,0
"ENSMUSG00000028389",1618,1586,1600,1658,1957,1972
"ENSMUSG00000028391",221,123,181,187,238,123
"ENSMUSG00000028392",3,4,5,9,13,8
"ENSMUSG00000028393",1179,1441,1382,1356,1460,1120
"ENSMUSG00000028394",843,739,791,774,807,934
"ENSMUSG00000028396",0,0,5,0,0,0
"ENSMUSG00000028397",1589,1601,1719,1906,1907,1645
"ENSMUSG00000028398",506,519,627,587,675,614
"ENSMUSG00000028399",13704,14600,14116,15164,16522,16409
"ENSMUSG00000028402",2998,2299,2668,2742,3829,3184
"ENSMUSG00000028403",3216,3679,3454,3800,3687,3857
"ENSMUSG00000028405",1083,995,1136,1225,1180,1149
"ENSMUSG00000028407",13,39,32,8,29,13
"ENSMUSG00000028409",2209,2270,2700,2599,2719,2350
"ENSMUSG00000028410",7021,6363,8320,8430,8768,8120
"ENSMUSG00000028411",1031,1198,1171,1306,1126,1253
"ENSMUSG00000028412",2123,1999,2368,2191,1912,2108
"ENSMUSG00000028413",166,256,200,201,210,169
"ENSMUSG00000028414",2470,2685,2624,3017,3192,2665
"ENSMUSG00000028415",0,0,1,0,0,0
"ENSMUSG00000028416",3340,4033,3620,3978,3344,4258
"ENSMUSG00000028417",6,3,0,2,0,0
"ENSMUSG00000028419",1998,1975,2506,2525,2272,2011
"ENSMUSG00000028420",235,222,237,217,240,233
"ENSMUSG00000028423",2837,2578,2903,3214,3106,3291
"ENSMUSG00000028426",8660,6603,7786,8740,7555,9192
"ENSMUSG00000028427",0,0,0,0,0,0
"ENSMUSG00000028430",3692,3076,3432,3369,3668,3047
"ENSMUSG00000028431",2505,2568,2677,2618,2835,2397
"ENSMUSG00000028433",2515,2190,1670,2062,2202,2603
"ENSMUSG00000028434",2612,2996,2382,2978,2726,2728
"ENSMUSG00000028435",2,0,0,0,0,0
"ENSMUSG00000028436",1058,1090,1064,1035,1357,920
"ENSMUSG00000028437",1364,1565,1596,1625,1734,1549
"ENSMUSG00000028438",42,34,52,8,48,46
"ENSMUSG00000028439",3727,3469,3003,3390,3292,3421
"ENSMUSG00000028441",40,45,51,49,41,29
"ENSMUSG00000028443",511,543,653,677,789,707
"ENSMUSG00000028444",2320,1796,1631,1806,1543,1819
"ENSMUSG00000028445",980,1181,1010,891,1007,810
"ENSMUSG00000028447",2410,2492,2551,2480,2814,2191
"ENSMUSG00000028451",0,0,0,1,0,0
"ENSMUSG00000028452",8175,7794,8891,8769,9259,7865
"ENSMUSG00000028453",106,137,113,140,168,110
"ENSMUSG00000028454",445,378,410,385,524,360
"ENSMUSG00000028455",1306,1441,1512,1411,1493,1498
"ENSMUSG00000028456",2663,2851,2832,3085,3498,2894
"ENSMUSG00000028457",10,4,13,23,23,20
"ENSMUSG00000028458",2965,2733,2546,2575,2803,2367
"ENSMUSG00000028459",21,10,19,11,15,15
"ENSMUSG00000028460",0,0,0,0,0,0
"ENSMUSG00000028461",377,464,482,575,540,494
"ENSMUSG00000028463",1,0,0,0,1,2
"ENSMUSG00000028464",455,527,607,671,422,677
"ENSMUSG00000028465",2035,1785,2065,2091,2089,2073
"ENSMUSG00000028466",850,908,1236,974,959,774
"ENSMUSG00000028467",2004,1752,1905,2013,2263,2015
"ENSMUSG00000028468",1461,1433,1216,1356,1554,1263
"ENSMUSG00000028469",937,863,874,900,862,843
"ENSMUSG00000028470",126,150,154,120,127,113
"ENSMUSG00000028475",75,45,55,41,20,93
"ENSMUSG00000028476",273,276,302,246,254,288
"ENSMUSG00000028478",3841,3630,3898,4114,3850,3919
"ENSMUSG00000028479",1164,1073,998,1253,1226,1150
"ENSMUSG00000028480",96,45,67,86,85,49
"ENSMUSG00000028483",1467,1378,1490,1551,1629,1742
"ENSMUSG00000028484",11247,8510,10002,11158,10494,12813
"ENSMUSG00000028487",86,77,109,164,158,189
"ENSMUSG00000028488",5064,4901,4892,5821,5853,5150
"ENSMUSG00000028492",14,3,8,12,25,0
"ENSMUSG00000028494",180,252,220,249,198,184
"ENSMUSG00000028495",1996,2103,2149,2099,2755,1806
"ENSMUSG00000028496",1431,1670,1561,1828,1779,1542
"ENSMUSG00000028497",86,58,101,104,166,84
"ENSMUSG00000028514",4062,4061,4101,4440,4945,4326
"ENSMUSG00000028517",9237,7743,9072,10142,11519,8729
"ENSMUSG00000028518",3026,3449,2956,3475,3592,3360
"ENSMUSG00000028519",4798,4218,4032,4992,5012,4448
"ENSMUSG00000028520",0,0,0,0,0,0
"ENSMUSG00000028521",334,355,346,367,422,318
"ENSMUSG00000028522",1746,2061,2090,2020,2364,2257
"ENSMUSG00000028523",13,9,7,13,12,3
"ENSMUSG00000028524",10440,9927,9421,9883,10883,10388
"ENSMUSG00000028525",4619,5021,4985,4786,3592,4915
"ENSMUSG00000028527",1046,1194,1282,1475,1614,1043
"ENSMUSG00000028528",17108,17838,18229,18722,20453,16714
"ENSMUSG00000028530",8442,8129,8889,9517,8919,8587
"ENSMUSG00000028532",729,491,697,705,950,669
"ENSMUSG00000028533",0,0,0,0,0,0
"ENSMUSG00000028536",1,0,0,0,0,4
"ENSMUSG00000028538",1075,1419,1193,1246,1124,1325
"ENSMUSG00000028539",14,10,5,14,12,13
"ENSMUSG00000028540",166,207,178,152,212,154
"ENSMUSG00000028541",1559,2276,2073,2064,1711,1589
"ENSMUSG00000028542",1068,751,965,859,1205,1024
"ENSMUSG00000028544",0,0,1,0,2,0
"ENSMUSG00000028545",319,265,277,328,291,307
"ENSMUSG00000028546",6536,5546,5777,6342,8633,6503
"ENSMUSG00000028549",209,235,200,215,290,170
"ENSMUSG00000028550",1938,2552,2472,2763,1788,2251
"ENSMUSG00000028551",89,93,126,88,79,127
"ENSMUSG00000028552",15840,17800,18117,18444,18438,18183
"ENSMUSG00000028553",18,17,16,14,5,24
"ENSMUSG00000028555",50,25,26,45,37,73
"ENSMUSG00000028556",2021,2365,2198,2420,2067,2252
"ENSMUSG00000028557",7915,9498,9786,9661,10051,9016
"ENSMUSG00000028558",15,12,24,60,13,39
"ENSMUSG00000028559",1597,1915,1977,2051,1976,2027
"ENSMUSG00000028560",1410,1317,1615,1597,1781,1641
"ENSMUSG00000028563",197,231,285,350,245,212
"ENSMUSG00000028565",5267,4165,3963,4703,5391,4536
"ENSMUSG00000028567",682,686,833,756,917,818
"ENSMUSG00000028568",854,873,1146,1029,963,968
"ENSMUSG00000028571",27,42,34,44,49,50
"ENSMUSG00000028572",2000,2214,1953,2064,2621,2166
"ENSMUSG00000028573",53,95,144,150,27,85
"ENSMUSG00000028575",8,9,5,1,9,20
"ENSMUSG00000028576",1223,1071,1253,1365,1469,1458
"ENSMUSG00000028577",2509,2128,2527,2527,2795,2636
"ENSMUSG00000028578",227,205,299,290,286,240
"ENSMUSG00000028580",6277,6168,5955,6256,7212,6177
"ENSMUSG00000028581",1141,842,1015,1188,973,1049
"ENSMUSG00000028582",461,430,427,382,432,421
"ENSMUSG00000028583",504,369,477,493,602,487
"ENSMUSG00000028584",20,45,38,30,11,29
"ENSMUSG00000028587",3,3,5,12,7,4
"ENSMUSG00000028589",0,0,0,0,0,0
"ENSMUSG00000028590",0,0,0,0,0,0
"ENSMUSG00000028591",0,0,1,0,0,0
"ENSMUSG00000028593",0,0,1,1,0,0
"ENSMUSG00000028597",89,85,85,81,91,102
"ENSMUSG00000028599",171,102,187,177,164,103
"ENSMUSG00000028600",95,65,57,72,89,90
"ENSMUSG00000028601",53,45,42,49,76,79
"ENSMUSG00000028602",91,184,192,163,52,176
"ENSMUSG00000028603",3269,3123,3952,3746,3683,3550
"ENSMUSG00000028607",131,159,136,129,156,132
"ENSMUSG00000028608",658,683,690,798,619,682
"ENSMUSG00000028609",498,537,703,695,732,644
"ENSMUSG00000028610",61,57,61,75,85,70
"ENSMUSG00000028612",0,0,0,0,0,0
"ENSMUSG00000028613",3308,3099,3109,3282,3448,3533
"ENSMUSG00000028614",717,770,743,758,992,748
"ENSMUSG00000028617",284,326,328,333,390,384
"ENSMUSG00000028618",2233,2280,2669,2591,2925,2171
"ENSMUSG00000028619",508,592,506,445,507,446
"ENSMUSG00000028621",156,198,168,199,159,189
"ENSMUSG00000028622",939,808,967,978,1042,1035
"ENSMUSG00000028626",195,120,137,107,357,109
"ENSMUSG00000028629",248,275,276,257,300,262
"ENSMUSG00000028630",1989,2019,2011,2154,2951,2088
"ENSMUSG00000028631",191,133,127,147,224,142
"ENSMUSG00000028633",842,938,1048,1018,1027,907
"ENSMUSG00000028634",3962,4787,3731,4098,4304,5099
"ENSMUSG00000028635",6,0,0,0,0,9
"ENSMUSG00000028636",116,102,132,119,124,90
"ENSMUSG00000028637",644,617,612,656,718,696
"ENSMUSG00000028639",4836,5043,5079,5566,5173,5521
"ENSMUSG00000028640",0,0,4,5,0,3
"ENSMUSG00000028641",160,111,149,160,184,150
"ENSMUSG00000028642",26,30,22,40,57,38
"ENSMUSG00000028643",106,211,135,165,167,108
"ENSMUSG00000028644",26,91,40,27,29,49
"ENSMUSG00000028645",2666,4119,3125,3111,2846,3152
