"","RR3_HRT_FLT_F1","RR3_HRT_FLT_F2","RR3_HRT_FLT_F9","RR3_HRT_GC_G7","RR3_HRT_GC_G8"
"ENSMUSG00000099319",0,0,0,0,0
"ENSMUSG00000099320",1,0,0,2,0
"ENSMUSG00000099321",0,0,0,0,0
"ENSMUSG00000099324",0,0,0,0,0
"ENSMUSG00000099326",0,0,0,0,0
"ENSMUSG00000099329",0,0,0,0,0
"ENSMUSG00000099330",4,1,11,3,0
"ENSMUSG00000099331",0,0,0,0,0
"ENSMUSG00000099335",0,0,0,0,0
"ENSMUSG00000099336",0,0,0,0,0
"ENSMUSG00000099337",0,0,0,0,0
"ENSMUSG00000099338",3,1,5,0,2
"ENSMUSG00000099339",0,0,0,0,0
"ENSMUSG00000099340",0,0,0,0,0
"ENSMUSG00000099341",0,0,0,0,0
"ENSMUSG00000099342",68,76,121,79,29
"ENSMUSG00000099343",0,0,0,0,0
"ENSMUSG00000099344",0,0,0,0,0
"ENSMUSG00000099346",0,0,0,0,0
"ENSMUSG00000099347",0,0,0,0,0
"ENSMUSG00000099348",0,0,0,0,0
"ENSMUSG00000099349",0,0,0,0,0
"ENSMUSG00000099350",0,0,0,0,0
"ENSMUSG00000099351",0,0,0,0,0
"ENSMUSG00000099352",0,0,0,0,0
"ENSMUSG00000099353",0,0,0,0,0
"ENSMUSG00000099354",2,2,7,1,0
"ENSMUSG00000099355",0,0,0,0,0
"ENSMUSG00000099357",0,0,0,0,0
"ENSMUSG00000099359",0,0,0,0,0
"ENSMUSG00000099360",0,0,0,0,0
"ENSMUSG00000099361",0,0,0,0,0
"ENSMUSG00000099362",0,0,0,0,0
"ENSMUSG00000099363",0,0,0,0,0
"ENSMUSG00000099364",11,2,3,0,0
"ENSMUSG00000099366",0,0,0,0,0
"ENSMUSG00000099367",0,0,0,0,0
"ENSMUSG00000099368",0,0,0,0,0
"ENSMUSG00000099369",0,0,0,0,0
"ENSMUSG00000099370",0,0,0,0,0
"ENSMUSG00000099371",0,0,0,0,0
"ENSMUSG00000099372",0,0,0,0,0
"ENSMUSG00000099373",0,0,0,0,0
"ENSMUSG00000099374",0,0,0,0,0
"ENSMUSG00000099375",1,4,2,4,0
"ENSMUSG00000099376",0,0,0,0,0
"ENSMUSG00000099377",4,2,6,2,1
"ENSMUSG00000099378",0,0,0,0,0
"ENSMUSG00000099379",0,0,0,0,0
"ENSMUSG00000099380",0,0,0,0,0
"ENSMUSG00000099381",0,2,0,0,0
"ENSMUSG00000099382",0,0,0,0,0
"ENSMUSG00000099383",0,0,0,0,0
"ENSMUSG00000099384",13,7,6,10,0
"ENSMUSG00000099385",0,0,0,0,0
"ENSMUSG00000099386",0,0,0,0,0
"ENSMUSG00000099387",0,0,0,0,0
"ENSMUSG00000099388",0,0,0,0,0
"ENSMUSG00000099389",0,0,0,0,0
"ENSMUSG00000099390",0,0,0,0,0
"ENSMUSG00000099391",0,0,0,0,0
"ENSMUSG00000099392",0,0,0,0,0
"ENSMUSG00000099393",0,0,0,0,0
"ENSMUSG00000099394",0,0,0,0,0
"ENSMUSG00000099395",0,0,0,0,0
"ENSMUSG00000099396",0,0,0,0,0
"ENSMUSG00000099397",53,59,82,38,34
"ENSMUSG00000099398",8,1,13,4,6
"ENSMUSG00000099399",0,0,0,0,0
"ENSMUSG00000099400",0,0,0,0,0
"ENSMUSG00000099401",0,0,0,0,0
"ENSMUSG00000099403",0,0,0,0,0
"ENSMUSG00000099404",4,2,4,10,5
"ENSMUSG00000099405",0,1,0,0,0
"ENSMUSG00000099406",0,0,0,0,0
"ENSMUSG00000099407",0,0,0,0,0
"ENSMUSG00000099408",0,0,0,0,0
"ENSMUSG00000099409",0,0,0,0,0
"ENSMUSG00000099410",0,0,0,0,0
"ENSMUSG00000099411",219,148,308,107,46
"ENSMUSG00000099412",0,0,0,0,0
"ENSMUSG00000099413",0,0,5,3,0
"ENSMUSG00000099414",0,0,0,0,0
"ENSMUSG00000099415",0,0,0,0,0
"ENSMUSG00000099416",0,0,0,0,0
"ENSMUSG00000099417",0,0,0,0,0
"ENSMUSG00000099418",0,0,0,0,0
"ENSMUSG00000099419",0,0,0,0,0
"ENSMUSG00000099420",0,0,0,0,0
"ENSMUSG00000099421",0,0,0,0,0
"ENSMUSG00000099422",0,0,0,0,0
"ENSMUSG00000099423",0,0,0,0,0
"ENSMUSG00000099424",0,0,0,0,0
"ENSMUSG00000099425",0,0,0,0,0
"ENSMUSG00000099426",0,0,0,0,0
"ENSMUSG00000099427",0,0,0,0,0
"ENSMUSG00000099428",0,0,0,0,0
"ENSMUSG00000099429",0,0,0,0,0
"ENSMUSG00000099430",0,0,0,0,0
"ENSMUSG00000099431",0,0,0,0,0
"ENSMUSG00000099432",0,0,0,0,0
"ENSMUSG00000099433",0,0,0,0,0
"ENSMUSG00000099434",0,0,0,0,0
"ENSMUSG00000099435",0,0,0,0,0
"ENSMUSG00000099436",0,0,0,0,0
"ENSMUSG00000099437",0,0,0,0,0
"ENSMUSG00000099438",0,0,0,0,0
"ENSMUSG00000099439",0,0,0,0,0
"ENSMUSG00000099441",0,0,0,0,0
"ENSMUSG00000099442",0,0,0,0,0
"ENSMUSG00000099443",0,0,0,0,0
"ENSMUSG00000099444",0,0,0,0,0
"ENSMUSG00000099445",0,0,0,0,0
"ENSMUSG00000099446",0,0,0,0,0
"ENSMUSG00000099447",0,0,0,0,0
"ENSMUSG00000099448",0,1,1,0,0
"ENSMUSG00000099449",0,0,0,0,0
"ENSMUSG00000099450",0,0,0,0,0
"ENSMUSG00000099451",0,0,0,0,0
"ENSMUSG00000099452",0,0,0,0,0
"ENSMUSG00000099453",0,0,0,0,0
"ENSMUSG00000099454",0,0,0,0,0
"ENSMUSG00000099455",0,0,0,0,0
"ENSMUSG00000099456",0,0,0,0,0
"ENSMUSG00000099457",0,0,0,0,0
"ENSMUSG00000099458",0,0,0,0,0
"ENSMUSG00000099459",0,0,0,0,0
"ENSMUSG00000099460",0,0,0,0,0
"ENSMUSG00000099461",0,0,0,0,0
"ENSMUSG00000099462",0,0,0,0,0
"ENSMUSG00000099463",0,0,0,0,0
"ENSMUSG00000099464",0,0,0,0,0
"ENSMUSG00000099465",0,0,0,4,0
"ENSMUSG00000099466",0,0,0,0,0
"ENSMUSG00000099467",0,0,0,0,0
"ENSMUSG00000099468",0,0,0,0,0
"ENSMUSG00000099469",0,0,0,0,0
"ENSMUSG00000099470",5,2,2,0,0
"ENSMUSG00000099471",7,8,12,5,0
"ENSMUSG00000099472",0,0,3,0,6
"ENSMUSG00000099473",0,0,0,0,0
"ENSMUSG00000099474",5,5,0,0,0
"ENSMUSG00000099476",0,0,0,0,0
"ENSMUSG00000099477",0,0,0,0,0
"ENSMUSG00000099478",0,1,0,0,0
"ENSMUSG00000099479",0,0,0,0,0
"ENSMUSG00000099480",0,0,0,0,0
"ENSMUSG00000099481",96,37,91,41,21
"ENSMUSG00000099482",0,0,0,0,0
"ENSMUSG00000099483",0,0,0,0,0
"ENSMUSG00000099484",0,0,0,0,0
"ENSMUSG00000099485",0,0,0,0,0
"ENSMUSG00000099486",0,0,0,0,0
"ENSMUSG00000099487",0,0,0,0,0
"ENSMUSG00000099488",23,11,38,24,7
"ENSMUSG00000099489",0,0,0,0,0
"ENSMUSG00000099490",0,0,0,0,0
"ENSMUSG00000099491",0,0,0,0,0
"ENSMUSG00000099492",16,20,27,7,6
"ENSMUSG00000099493",0,0,0,0,0
"ENSMUSG00000099494",0,0,0,0,0
"ENSMUSG00000099495",0,0,0,0,0
"ENSMUSG00000099496",0,0,0,0,0
"ENSMUSG00000099497",0,0,0,0,0
"ENSMUSG00000099498",0,0,0,0,0
"ENSMUSG00000099499",0,0,0,0,0
"ENSMUSG00000099500",0,0,0,0,0
"ENSMUSG00000099501",0,0,0,0,0
"ENSMUSG00000099502",0,0,0,0,0
"ENSMUSG00000099503",0,0,0,0,0
"ENSMUSG00000099504",0,0,0,0,0
"ENSMUSG00000099505",0,0,0,0,0
"ENSMUSG00000099506",0,0,0,0,0
"ENSMUSG00000099507",0,0,0,0,0
"ENSMUSG00000099508",0,0,0,0,0
"ENSMUSG00000099509",0,0,0,0,0
"ENSMUSG00000099510",3,0,1,0,0
"ENSMUSG00000099511",0,0,0,0,0
"ENSMUSG00000099512",3,0,0,0,0
"ENSMUSG00000099513",0,0,0,0,0
"ENSMUSG00000099514",0,0,0,0,0
"ENSMUSG00000099516",0,0,0,0,0
"ENSMUSG00000099517",47,18,19,36,52
"ENSMUSG00000099518",0,0,0,0,0
"ENSMUSG00000099519",0,0,0,0,0
"ENSMUSG00000099520",0,0,0,0,0
"ENSMUSG00000099521",0,1,0,0,0
"ENSMUSG00000099522",0,0,0,0,0
"ENSMUSG00000099523",0,0,0,0,0
"ENSMUSG00000099524",0,0,0,0,0
"ENSMUSG00000099525",0,0,0,0,0
"ENSMUSG00000099526",0,0,0,0,0
"ENSMUSG00000099527",0,0,0,0,0
"ENSMUSG00000099528",0,0,0,0,0
"ENSMUSG00000099529",0,0,0,0,0
"ENSMUSG00000099530",0,0,0,0,0
"ENSMUSG00000099531",0,0,0,0,0
"ENSMUSG00000099532",0,0,0,0,0
"ENSMUSG00000099534",0,1,4,0,0
"ENSMUSG00000099535",0,0,0,0,0
"ENSMUSG00000099536",0,0,0,0,0
"ENSMUSG00000099537",0,0,0,0,0
"ENSMUSG00000099539",0,0,0,0,0
"ENSMUSG00000099541",0,0,0,0,0
"ENSMUSG00000099542",0,0,0,0,0
"ENSMUSG00000099543",0,13,8,0,0
"ENSMUSG00000099544",0,0,0,0,0
"ENSMUSG00000099545",0,0,0,0,0
"ENSMUSG00000099546",0,0,0,0,0
"ENSMUSG00000099547",0,0,0,0,0
"ENSMUSG00000099548",0,0,0,0,0
"ENSMUSG00000099549",0,0,0,0,0
"ENSMUSG00000099550",0,0,0,0,0
"ENSMUSG00000099551",0,0,0,0,0
"ENSMUSG00000099552",0,0,0,0,0
"ENSMUSG00000099553",0,0,0,0,0
"ENSMUSG00000099554",0,0,0,0,0
"ENSMUSG00000099555",0,0,0,0,0
"ENSMUSG00000099556",0,0,4,0,0
"ENSMUSG00000099558",0,0,0,0,0
"ENSMUSG00000099559",0,0,0,0,0
"ENSMUSG00000099560",0,0,0,0,0
"ENSMUSG00000099561",0,0,0,0,0
"ENSMUSG00000099562",0,0,0,0,0
"ENSMUSG00000099563",0,0,0,0,0
"ENSMUSG00000099564",0,0,2,0,0
"ENSMUSG00000099565",0,0,0,0,0
"ENSMUSG00000099566",0,0,0,0,0
"ENSMUSG00000099568",1,0,5,2,1
"ENSMUSG00000099569",0,0,0,0,0
"ENSMUSG00000099570",0,0,0,0,0
"ENSMUSG00000099571",0,0,0,0,0
"ENSMUSG00000099572",0,0,0,0,0
"ENSMUSG00000099573",0,0,0,0,0
"ENSMUSG00000099574",0,0,0,0,0
"ENSMUSG00000099575",0,0,0,0,0
"ENSMUSG00000099576",42,39,69,33,25
"ENSMUSG00000099577",0,0,0,0,0
"ENSMUSG00000099578",0,0,0,0,0
"ENSMUSG00000099579",3,0,4,0,0
"ENSMUSG00000099581",0,0,0,0,0
"ENSMUSG00000099582",0,0,0,0,0
"ENSMUSG00000099583",87,34,58,55,20
"ENSMUSG00000099584",0,0,0,0,0
"ENSMUSG00000099585",0,0,0,0,0
"ENSMUSG00000099586",0,0,0,0,0
"ENSMUSG00000099587",0,0,0,0,0
"ENSMUSG00000099588",0,0,0,0,0
"ENSMUSG00000099589",0,0,0,0,0
"ENSMUSG00000099590",1,4,1,0,0
"ENSMUSG00000099591",0,0,0,0,0
"ENSMUSG00000099592",0,0,0,0,0
"ENSMUSG00000099593",0,0,0,0,0
"ENSMUSG00000099594",0,0,0,0,0
"ENSMUSG00000099595",0,0,0,0,0
"ENSMUSG00000099596",0,0,0,0,0
"ENSMUSG00000099598",0,0,0,0,0
"ENSMUSG00000099599",0,0,0,0,0
"ENSMUSG00000099600",0,0,0,0,0
"ENSMUSG00000099601",0,0,0,0,0
"ENSMUSG00000099603",0,0,0,0,0
"ENSMUSG00000099604",0,0,0,0,0
"ENSMUSG00000099605",0,0,0,0,0
"ENSMUSG00000099606",0,0,0,0,0
"ENSMUSG00000099607",0,0,0,0,0
"ENSMUSG00000099608",0,0,0,0,0
"ENSMUSG00000099609",0,0,0,0,0
"ENSMUSG00000099610",0,0,0,0,0
"ENSMUSG00000099611",0,0,0,0,0
"ENSMUSG00000099612",0,0,0,0,0
"ENSMUSG00000099613",0,0,0,0,0
"ENSMUSG00000099614",0,0,0,0,0
"ENSMUSG00000099615",0,0,0,0,0
"ENSMUSG00000099616",0,0,0,0,0
"ENSMUSG00000099617",0,0,0,0,0
"ENSMUSG00000099618",0,0,0,0,0
"ENSMUSG00000099619",0,0,0,0,0
"ENSMUSG00000099620",0,0,0,0,0
"ENSMUSG00000099621",0,0,0,0,0
"ENSMUSG00000099622",47,24,86,22,19
"ENSMUSG00000099623",0,0,0,0,0
"ENSMUSG00000099624",80,146,305,115,105
"ENSMUSG00000099625",0,0,0,0,0
"ENSMUSG00000099626",0,0,0,0,0
"ENSMUSG00000099627",0,0,0,0,0
"ENSMUSG00000099628",0,0,0,0,0
"ENSMUSG00000099629",0,0,0,0,0
"ENSMUSG00000099630",0,0,0,0,0
"ENSMUSG00000099631",0,0,0,0,0
"ENSMUSG00000099632",30,27,98,20,26
"ENSMUSG00000099633",0,0,0,0,0
"ENSMUSG00000099634",0,0,0,0,1
"ENSMUSG00000099635",0,0,0,0,0
"ENSMUSG00000099636",0,0,0,0,0
"ENSMUSG00000099637",0,0,0,0,0
"ENSMUSG00000099638",0,0,0,0,0
"ENSMUSG00000099639",0,0,0,0,0
"ENSMUSG00000099640",0,0,0,0,0
"ENSMUSG00000099641",0,0,0,0,0
"ENSMUSG00000099642",0,0,0,0,0
"ENSMUSG00000099643",0,0,0,0,0
"ENSMUSG00000099644",0,0,0,0,0
"ENSMUSG00000099645",0,0,0,0,0
"ENSMUSG00000099646",0,0,0,0,0
"ENSMUSG00000099647",21,8,29,10,5
"ENSMUSG00000099648",0,0,0,0,0
"ENSMUSG00000099649",0,0,0,0,0
"ENSMUSG00000099650",0,0,0,0,0
"ENSMUSG00000099651",0,0,0,0,0
"ENSMUSG00000099652",0,0,0,0,0
"ENSMUSG00000099653",0,0,0,0,0
"ENSMUSG00000099654",0,0,0,0,0
"ENSMUSG00000099655",37,20,43,20,2
"ENSMUSG00000099656",0,0,0,0,0
"ENSMUSG00000099657",0,0,0,0,0
"ENSMUSG00000099658",0,0,0,0,0
"ENSMUSG00000099659",0,0,0,0,0
"ENSMUSG00000099660",0,0,0,0,0
"ENSMUSG00000099661",0,0,0,0,0
"ENSMUSG00000099662",11,14,20,18,6
"ENSMUSG00000099663",0,3,0,0,0
"ENSMUSG00000099664",0,0,0,0,0
"ENSMUSG00000099665",0,0,0,0,0
"ENSMUSG00000099666",0,0,0,0,0
"ENSMUSG00000099667",0,0,0,0,0
"ENSMUSG00000099668",0,0,0,0,0
"ENSMUSG00000099669",0,3,3,3,0
"ENSMUSG00000099670",0,0,0,0,0
"ENSMUSG00000099671",0,0,0,0,0
"ENSMUSG00000099672",0,0,0,0,0
"ENSMUSG00000099673",0,0,0,0,0
"ENSMUSG00000099674",0,0,0,0,0
"ENSMUSG00000099675",0,0,0,0,0
"ENSMUSG00000099676",0,0,0,0,0
"ENSMUSG00000099677",0,0,0,0,0
"ENSMUSG00000099678",0,0,0,0,0
"ENSMUSG00000099679",0,0,0,0,0
"ENSMUSG00000099681",493,312,721,314,190
"ENSMUSG00000099682",0,0,0,0,0
"ENSMUSG00000099683",0,0,0,0,0
"ENSMUSG00000099684",0,0,0,0,0
"ENSMUSG00000099685",0,0,0,0,0
"ENSMUSG00000099686",1,2,4,5,0
"ENSMUSG00000099687",0,0,0,0,0
"ENSMUSG00000099688",0,0,0,0,0
"ENSMUSG00000099689",420,462,591,418,214
"ENSMUSG00000099690",0,0,0,0,0
"ENSMUSG00000099691",0,0,0,0,0
"ENSMUSG00000099692",0,0,8,3,0
"ENSMUSG00000099693",0,0,0,0,0
"ENSMUSG00000099694",0,0,0,0,0
"ENSMUSG00000099695",0,0,0,0,0
"ENSMUSG00000099696",86,80,52,14,12
"ENSMUSG00000099698",0,0,0,0,0
"ENSMUSG00000099699",0,0,0,0,0
"ENSMUSG00000099700",0,0,0,0,0
"ENSMUSG00000099701",0,0,0,0,0
"ENSMUSG00000099702",0,0,0,0,0
"ENSMUSG00000099704",0,0,0,0,0
"ENSMUSG00000099706",0,0,0,0,0
"ENSMUSG00000099707",0,0,3,0,0
"ENSMUSG00000099708",8,7,8,1,0
"ENSMUSG00000099709",0,0,0,0,0
"ENSMUSG00000099711",0,0,0,0,0
"ENSMUSG00000099712",0,0,0,0,0
"ENSMUSG00000099713",0,0,0,0,0
"ENSMUSG00000099714",0,0,0,0,0
"ENSMUSG00000099715",0,0,0,0,0
"ENSMUSG00000099716",0,0,0,0,0
"ENSMUSG00000099717",0,1,0,0,0
"ENSMUSG00000099718",0,0,0,0,0
"ENSMUSG00000099719",0,0,0,1,0
"ENSMUSG00000099721",0,0,0,0,0
"ENSMUSG00000099722",7,7,9,2,0
"ENSMUSG00000099723",0,0,0,0,0
"ENSMUSG00000099724",0,0,0,0,0
"ENSMUSG00000099725",0,0,0,0,0
"ENSMUSG00000099726",0,0,0,0,0
"ENSMUSG00000099727",0,0,0,0,0
"ENSMUSG00000099728",0,0,0,0,0
"ENSMUSG00000099729",0,0,0,0,0
"ENSMUSG00000099730",0,0,0,0,0
"ENSMUSG00000099731",0,0,0,0,0
"ENSMUSG00000099732",0,0,0,0,0
"ENSMUSG00000099733",0,0,0,0,0
"ENSMUSG00000099734",0,0,0,0,0
"ENSMUSG00000099735",0,0,1,0,0
"ENSMUSG00000099736",0,0,0,0,0
"ENSMUSG00000099737",0,0,0,0,0
"ENSMUSG00000099738",0,0,0,0,0
"ENSMUSG00000099739",0,0,0,0,0
"ENSMUSG00000099740",0,0,0,0,0
"ENSMUSG00000099741",0,0,0,0,0
"ENSMUSG00000099742",0,0,0,0,0
"ENSMUSG00000099744",0,0,0,0,0
"ENSMUSG00000099745",0,0,0,0,0
"ENSMUSG00000099746",21,13,22,15,0
"ENSMUSG00000099747",0,0,0,0,0
"ENSMUSG00000099748",0,0,0,0,0
"ENSMUSG00000099749",0,0,0,0,0
"ENSMUSG00000099750",0,0,0,0,0
"ENSMUSG00000099751",0,0,0,0,0
"ENSMUSG00000099752",0,0,0,0,0
"ENSMUSG00000099753",0,0,0,0,0
"ENSMUSG00000099754",0,0,0,0,0
"ENSMUSG00000099755",0,0,0,0,0
"ENSMUSG00000099756",0,0,0,0,0
"ENSMUSG00000099757",3,17,9,6,0
"ENSMUSG00000099758",0,0,1,0,0
"ENSMUSG00000099759",28,22,18,39,12
"ENSMUSG00000099760",1,0,0,4,0
"ENSMUSG00000099761",0,0,0,0,0
"ENSMUSG00000099762",0,4,0,1,0
"ENSMUSG00000099764",46,32,55,34,12
"ENSMUSG00000099765",0,0,0,0,0
"ENSMUSG00000099766",0,0,0,0,0
"ENSMUSG00000099767",0,0,0,0,0
"ENSMUSG00000099768",0,0,0,0,0
"ENSMUSG00000099770",0,0,0,0,0
"ENSMUSG00000099771",0,0,0,0,0
"ENSMUSG00000099772",0,0,0,0,0
"ENSMUSG00000099773",0,5,0,2,0
"ENSMUSG00000099774",0,0,0,0,0
"ENSMUSG00000099775",0,0,0,0,8
"ENSMUSG00000099776",0,0,0,0,0
"ENSMUSG00000099777",0,0,0,0,0
"ENSMUSG00000099778",0,0,0,0,0
"ENSMUSG00000099779",2,0,2,0,0
"ENSMUSG00000099780",0,0,0,0,0
"ENSMUSG00000099781",0,0,0,0,0
"ENSMUSG00000099782",0,0,0,0,0
"ENSMUSG00000099783",0,0,0,0,0
"ENSMUSG00000099784",0,0,0,0,0
"ENSMUSG00000099785",0,0,0,0,0
"ENSMUSG00000099786",0,0,0,0,0
"ENSMUSG00000099787",0,0,0,0,0
"ENSMUSG00000099789",0,0,0,0,0
"ENSMUSG00000099790",0,0,0,0,0
"ENSMUSG00000099791",0,0,0,0,0
"ENSMUSG00000099792",0,0,0,0,0
"ENSMUSG00000099793",0,0,0,0,0
"ENSMUSG00000099794",0,0,0,0,0
"ENSMUSG00000099795",0,0,0,0,0
"ENSMUSG00000099796",0,4,5,5,0
"ENSMUSG00000099797",2,0,4,2,8
"ENSMUSG00000099798",1,0,0,0,0
"ENSMUSG00000099799",0,0,0,0,0
"ENSMUSG00000099800",0,0,0,0,0
"ENSMUSG00000099801",0,0,0,0,0
"ENSMUSG00000099802",0,0,0,0,0
"ENSMUSG00000099803",2,1,0,0,3
"ENSMUSG00000099804",1,0,0,0,0
"ENSMUSG00000099805",0,0,0,0,0
"ENSMUSG00000099806",0,0,0,0,0
"ENSMUSG00000099807",0,0,0,0,0
"ENSMUSG00000099808",0,0,0,0,0
"ENSMUSG00000099809",0,0,0,0,0
"ENSMUSG00000099810",0,0,0,0,0
"ENSMUSG00000099811",0,0,0,0,0
"ENSMUSG00000099812",0,0,0,0,0
"ENSMUSG00000099814",0,0,0,0,0
"ENSMUSG00000099815",0,0,0,0,0
"ENSMUSG00000099816",0,0,0,0,0
"ENSMUSG00000099817",0,0,0,0,0
"ENSMUSG00000099818",0,0,0,0,0
"ENSMUSG00000099819",0,0,0,0,0
"ENSMUSG00000099820",0,0,0,0,0
"ENSMUSG00000099821",0,0,0,0,0
"ENSMUSG00000099822",0,0,0,0,0
"ENSMUSG00000099823",0,0,0,0,0
"ENSMUSG00000099824",0,0,0,0,0
"ENSMUSG00000099825",4,0,10,3,0
"ENSMUSG00000099826",0,0,0,0,0
"ENSMUSG00000099827",0,0,0,0,0
"ENSMUSG00000099828",0,0,0,0,0
"ENSMUSG00000099829",0,0,0,0,0
"ENSMUSG00000099831",0,0,0,0,0
"ENSMUSG00000099832",0,0,0,0,0
"ENSMUSG00000099833",0,0,0,0,0
"ENSMUSG00000099834",0,0,0,0,0
"ENSMUSG00000099835",13,3,9,10,12
"ENSMUSG00000099836",0,0,0,0,0
"ENSMUSG00000099838",0,0,0,0,0
"ENSMUSG00000099839",0,0,0,0,0
"ENSMUSG00000099840",0,0,0,0,0
"ENSMUSG00000099841",0,0,0,0,0
"ENSMUSG00000099842",0,0,0,0,0
"ENSMUSG00000099843",33,40,77,27,36
"ENSMUSG00000099845",0,0,0,0,0
"ENSMUSG00000099846",0,0,0,0,0
"ENSMUSG00000099847",6,4,8,0,0
"ENSMUSG00000099848",0,0,0,0,0
"ENSMUSG00000099849",0,0,0,0,0
"ENSMUSG00000099850",0,0,0,0,0
"ENSMUSG00000099851",0,2,0,0,0
"ENSMUSG00000099852",0,0,0,0,0
"ENSMUSG00000099853",0,0,0,2,0
"ENSMUSG00000099854",0,0,0,0,0
"ENSMUSG00000099855",0,0,0,0,0
"ENSMUSG00000099856",0,0,0,0,0
"ENSMUSG00000099858",53,79,109,57,44
"ENSMUSG00000099860",0,0,0,0,0
"ENSMUSG00000099861",0,0,0,0,0
"ENSMUSG00000099862",0,0,0,0,0
"ENSMUSG00000099863",0,0,0,0,0
"ENSMUSG00000099864",0,0,0,0,0
"ENSMUSG00000099865",0,0,0,0,0
"ENSMUSG00000099866",0,0,0,0,0
"ENSMUSG00000099867",0,0,0,0,0
"ENSMUSG00000099868",0,0,0,0,0
"ENSMUSG00000099869",2,0,3,0,0
"ENSMUSG00000099870",0,0,0,0,0
"ENSMUSG00000099871",0,0,0,0,0
"ENSMUSG00000099872",0,0,0,0,0
"ENSMUSG00000099873",0,0,0,0,0
"ENSMUSG00000099874",0,0,2,0,0
"ENSMUSG00000099875",3,3,11,3,3
"ENSMUSG00000099876",0,0,0,0,0
"ENSMUSG00000099877",0,0,0,0,0
"ENSMUSG00000099878",0,0,0,0,0
"ENSMUSG00000099879",0,0,3,0,0
"ENSMUSG00000099880",0,0,0,0,0
"ENSMUSG00000099881",491,442,690,478,302
"ENSMUSG00000099882",0,0,0,0,0
"ENSMUSG00000099883",0,0,0,0,0
"ENSMUSG00000099884",0,0,0,0,0
"ENSMUSG00000099886",0,0,0,0,0
"ENSMUSG00000099888",0,0,0,0,0
"ENSMUSG00000099889",4,5,17,0,0
"ENSMUSG00000099890",0,0,0,0,0
"ENSMUSG00000099891",0,1,2,2,0
"ENSMUSG00000099892",0,0,0,0,0
"ENSMUSG00000099893",0,0,0,0,0
"ENSMUSG00000099894",0,0,0,0,0
"ENSMUSG00000099895",0,0,0,0,0
"ENSMUSG00000099896",0,0,0,0,0
"ENSMUSG00000099897",0,0,0,0,0
"ENSMUSG00000099898",0,0,0,0,0
"ENSMUSG00000099899",0,0,0,0,0
"ENSMUSG00000099900",0,0,0,0,0
"ENSMUSG00000099901",0,0,0,0,0
"ENSMUSG00000099902",2,1,4,10,1
"ENSMUSG00000099903",0,0,0,0,0
"ENSMUSG00000099904",0,0,0,0,0
"ENSMUSG00000099905",0,0,0,0,0
"ENSMUSG00000099906",0,0,0,0,0
"ENSMUSG00000099907",0,0,0,0,0
"ENSMUSG00000099908",0,0,0,0,0
"ENSMUSG00000099910",0,0,0,0,0
"ENSMUSG00000099911",0,0,0,0,0
"ENSMUSG00000099912",0,0,0,0,0
"ENSMUSG00000099913",1,0,0,0,0
"ENSMUSG00000099914",0,0,0,0,0
"ENSMUSG00000099915",0,0,0,0,0
"ENSMUSG00000099916",0,0,0,0,0
"ENSMUSG00000099917",0,0,0,0,0
"ENSMUSG00000099918",0,0,0,0,0
"ENSMUSG00000099920",0,0,0,0,0
"ENSMUSG00000099921",0,0,0,0,0
"ENSMUSG00000099922",0,0,0,0,0
"ENSMUSG00000099923",15,6,2,9,0
"ENSMUSG00000099924",0,0,0,0,0
"ENSMUSG00000099925",0,0,0,0,0
"ENSMUSG00000099926",0,0,0,0,0
"ENSMUSG00000099927",0,0,0,0,0
"ENSMUSG00000099928",0,0,0,0,0
"ENSMUSG00000099929",0,0,0,0,0
"ENSMUSG00000099930",5,0,1,0,0
"ENSMUSG00000099931",34,18,25,23,10
"ENSMUSG00000099932",0,0,0,0,0
"ENSMUSG00000099933",0,0,0,0,0
"ENSMUSG00000099934",0,0,0,0,0
"ENSMUSG00000099935",0,0,0,0,0
"ENSMUSG00000099936",45,32,48,14,45
"ENSMUSG00000099937",2,0,1,0,0
"ENSMUSG00000099938",0,0,0,0,0
"ENSMUSG00000099939",0,0,0,0,0
"ENSMUSG00000099940",0,0,0,0,0
"ENSMUSG00000099941",0,0,0,0,0
"ENSMUSG00000099942",0,0,0,0,0
"ENSMUSG00000099943",0,0,0,0,0
"ENSMUSG00000099944",0,0,0,0,0
"ENSMUSG00000099945",0,0,0,0,0
"ENSMUSG00000099946",0,1,0,0,0
"ENSMUSG00000099947",0,0,0,0,0
"ENSMUSG00000099948",0,0,0,0,0
"ENSMUSG00000099949",0,0,0,0,0
"ENSMUSG00000099950",0,0,0,0,0
"ENSMUSG00000099951",0,0,0,0,0
"ENSMUSG00000099952",0,0,0,0,0
"ENSMUSG00000099953",0,0,0,0,0
"ENSMUSG00000099954",6,4,4,1,0
"ENSMUSG00000099955",0,0,0,0,0
"ENSMUSG00000099956",0,0,0,0,0
"ENSMUSG00000099957",0,0,0,0,0
"ENSMUSG00000099958",0,0,0,0,0
"ENSMUSG00000099959",0,5,0,1,0
"ENSMUSG00000099960",0,0,0,0,0
"ENSMUSG00000099961",0,0,0,0,0
"ENSMUSG00000099962",0,0,0,0,0
"ENSMUSG00000099963",0,0,0,0,0
"ENSMUSG00000099964",0,0,0,0,0
"ENSMUSG00000099965",0,0,0,0,0
"ENSMUSG00000099966",174,167,313,132,58
"ENSMUSG00000099967",0,0,0,0,0
