"","Mmus_C57-6CR_LVR_FLT_Rep1_F58","Mmus_C57-6CR_LVR_FLT_Rep2_F64","Mmus_C57-6CR_LVR_GC_Rep1_G40","Mmus_C57-6CR_LVR_GC_Rep2_G44","Mmus_C57-6CR_LVR_VIV_Rep1_V14","Mmus_C57-6CR_LVR_VIV_Rep2_V9"
"ENSMUSG00000002804",405,287,323,205,314,335
"ENSMUSG00000002808",7,9,4,3,18,11
"ENSMUSG00000002812",704,780,1098,1249,1323,1222
"ENSMUSG00000002814",113,117,182,197,172,174
"ENSMUSG00000002820",751,646,557,625,665,676
"ENSMUSG00000002825",53,45,71,47,78,45
"ENSMUSG00000002831",1246,2044,245,672,846,760
"ENSMUSG00000002833",370,368,506,588,656,710
"ENSMUSG00000002835",53,38,39,47,84,56
"ENSMUSG00000002844",69,82,176,137,138,147
"ENSMUSG00000002845",181,181,210,164,320,250
"ENSMUSG00000002846",1119,857,1456,1078,1270,1237
"ENSMUSG00000002847",1647,1203,1748,1994,1676,1875
"ENSMUSG00000002870",76,58,100,101,175,121
"ENSMUSG00000002871",185,197,244,261,214,249
"ENSMUSG00000002881",2091,1916,2259,2539,2531,2266
"ENSMUSG00000002885",393,341,611,822,758,839
"ENSMUSG00000002897",209,270,462,516,462,458
"ENSMUSG00000002900",397,435,409,530,548,532
"ENSMUSG00000002908",118,138,92,148,167,169
"ENSMUSG00000002910",289,298,271,250,615,965
"ENSMUSG00000002930",0,0,0,0,0,0
"ENSMUSG00000002944",2489,1868,1086,1168,1772,1196
"ENSMUSG00000002948",340,498,505.64,554,612,587
"ENSMUSG00000002949",998,835,1008,960,859,893
"ENSMUSG00000002957",1590.81,2436,3147,3999,3396,3427
"ENSMUSG00000002963",391,445,576,576,460,476
"ENSMUSG00000002968",241,352,342,368,365,434
"ENSMUSG00000002980",78,57,65,86,126,129
"ENSMUSG00000002981",1945,2038,1703,2394,2311,2388
"ENSMUSG00000002983",15,27,56,49,43,32
"ENSMUSG00000002984",834,784,618,729,874,866
"ENSMUSG00000002985",517454,441759,397400,530673,506762,478931
"ENSMUSG00000002992",10185.19,7597.85,5647.76,5763.01,6093.28,6158.5
"ENSMUSG00000002996",2956,2487,2895,2885,2400,2569
"ENSMUSG00000002997",13,34,28,23,150,28
"ENSMUSG00000003031",500,431,521,528,482,514
"ENSMUSG00000003032",32,24,11,13,41,24
"ENSMUSG00000003033",294,290,294,284,329,305
"ENSMUSG00000003037",1952,1844,2122,2378,2255,2152
"ENSMUSG00000003038",990.08,462.01,457.94,382.17,667.96,603.65
"ENSMUSG00000003039",1227,1053,1552,1265,1034,1304
"ENSMUSG00000003051",0,9,7,4,7,4
"ENSMUSG00000003053",17978.9,18690.8,20895.92,24518.93,18124.91,15785.72
"ENSMUSG00000003062",491,348,677,412,495,491
"ENSMUSG00000003068",656,944,1095,1246,1200,1277
"ENSMUSG00000003070",2,1,3,1,0,3
"ENSMUSG00000003072",3087,2877,2689,2912,2924,3246
"ENSMUSG00000003099",735,661,699,858,783,867
"ENSMUSG00000003119",537,731,622,742,789,823
"ENSMUSG00000003123",158,225,152,271,280,168
"ENSMUSG00000003131",1286,1159,1095,1183,1378,1261
"ENSMUSG00000003134",641,724,1051,1453,962,969
"ENSMUSG00000003135",295,277,277,364,371,352
"ENSMUSG00000003153",38,21,24,37,30,28
"ENSMUSG00000003154",150,164,143,197,178,198
"ENSMUSG00000003161",769,593,844,626,869,817
"ENSMUSG00000003166",1153,1455,1463.41,2169.31,1845.65,1858.41
"ENSMUSG00000003184",754,777,958,1043,1037,978
"ENSMUSG00000003190",37,46,87,70,93,69
"ENSMUSG00000003198",153.89,116.41,134.85,136.38,152.1,161.34
"ENSMUSG00000003199",1207,1169,1323,1724,1715,1761
"ENSMUSG00000003200",182,208,246,340,280,305
"ENSMUSG00000003206",7,5,9,5,8,1
"ENSMUSG00000003208",68,81,65,78,83,72
"ENSMUSG00000003226",6551,7419,4526,5354,6405,6428
"ENSMUSG00000003227",0,1,0,1,5,1
"ENSMUSG00000003228",113,224,375,350,239,241
"ENSMUSG00000003233",71,124,90,159,135,151
"ENSMUSG00000003234",978,1016,894,1105,1149,1189
"ENSMUSG00000003235",1351,1189,1339,1531,1460,1435
"ENSMUSG00000003269",406,445,490,490,567,517
"ENSMUSG00000003271",0,0,0,0,0,3
"ENSMUSG00000003273",4,5,4,17,3,2
"ENSMUSG00000003279",34,52,22,29,34,44
"ENSMUSG00000003282",27,13,17,15,19,18
"ENSMUSG00000003283",100,95,158,206,220,221
"ENSMUSG00000003299",526,489,600,697,596,588
"ENSMUSG00000003308",841,1102,1267,1449,1503,1630
"ENSMUSG00000003309",11,11,3,8,15,9
"ENSMUSG00000003316",1020,1252,914,1456,1329,1347
"ENSMUSG00000003341",0,0,1,0,0,0
"ENSMUSG00000003344",259,261,437,389,477,460
"ENSMUSG00000003345",744,834,956,964,1213,1283
"ENSMUSG00000003346",1015,756,916,925,1093,1073
"ENSMUSG00000003348",57,61,100,124,127,120
"ENSMUSG00000003352",3,4,12,5,22,7
"ENSMUSG00000003354",0,0,0,0,0,0
"ENSMUSG00000003355",167,84,257,96,215,200
"ENSMUSG00000003360",870,986,966,1432,1342,1291
"ENSMUSG00000003363",239,257,303,374,371,365
"ENSMUSG00000003378",49,63,85,43,56,84
"ENSMUSG00000003379",10,3,14,5,4,2
"ENSMUSG00000003380",1650,1204,1337,1595,1515,1535
"ENSMUSG00000003382",530,621,480,685,576,571
"ENSMUSG00000003402",1969,2072,1772,2679,2684,2716
"ENSMUSG00000003410",0,0,0,0,0,0
"ENSMUSG00000003411",1,2,1,2,10,21
"ENSMUSG00000003418",6,1,5,3,2,0
"ENSMUSG00000003420",6842,5559,3808,5951,6825,6219
"ENSMUSG00000003421",218,223,211,222,291,246
"ENSMUSG00000003423",1200,885,1239,1203,953,1066
"ENSMUSG00000003429",13405.91,9263.91,17360.26,9613.46,11271.24,13345.58
"ENSMUSG00000003435",704,843,855,1167,985,1053
"ENSMUSG00000003436",0,0,0,0,0,0
"ENSMUSG00000003437",299,394,378,474,486,435
"ENSMUSG00000003438",749,503,633,664,731,671
"ENSMUSG00000003444",348,273,358,344,309,350
"ENSMUSG00000003452",14,23,18,19,27,14
"ENSMUSG00000003458",1130,1049,731,951,1004,1049
"ENSMUSG00000003464",4284,3730,2699,2705,3642,3600
"ENSMUSG00000003469",0,0,0,0,0,2
"ENSMUSG00000003476",1,1,4,5,3,3
"ENSMUSG00000003477",29808,16311,14758,25643,27298,21994
"ENSMUSG00000003484",20,9,18,19,10,4
"ENSMUSG00000003500",44,46,87,75,73,65
"ENSMUSG00000003505",0,0,0,0,0,0
"ENSMUSG00000003518",1410,1862,1781,2577,2046,2218
"ENSMUSG00000003526",7328,6771,6128,7359,6592,8091
"ENSMUSG00000003527",133,123,116,141,113,123
"ENSMUSG00000003528",2119,1824,3313,2909,4020,3976
"ENSMUSG00000003531",940,621,1075,685,718,847
"ENSMUSG00000003534",21,31,28,40,43,47
"ENSMUSG00000003541",11,17,19,20,15,14
"ENSMUSG00000003545",1,31,55,69,16,8
"ENSMUSG00000003546",1985,1597,1853,2306,1848,2082
"ENSMUSG00000003549",69,66,90,114,93,83
"ENSMUSG00000003555",7923,7839,6233,5271,6075,6752
"ENSMUSG00000003559",2934,2837,2778,3199,2562,3092
"ENSMUSG00000003573",29,47,30,61,74,57
"ENSMUSG00000003575",40,78,80,81,87,98
"ENSMUSG00000003581",189,177,255,311,306,337
"ENSMUSG00000003585",9521,10525,10205,13083,15761,14723
"ENSMUSG00000003604",330,303,440,450,448,492
"ENSMUSG00000003617",21924,25107,25846,32098,38458,38317
"ENSMUSG00000003623",14659,17081,14493,12762,11124,8541
"ENSMUSG00000003644",127,171,291,222,291,267
"ENSMUSG00000003657",0,0,0,0,0,0
"ENSMUSG00000003660",1816,1918,2358,2396,2562,2661
"ENSMUSG00000003662",1040,967,974,1159,1105,1064
"ENSMUSG00000003665",0,1,4,0,0,0
"ENSMUSG00000003680",32,36,82,71,74,54
"ENSMUSG00000003721",43871,39488,15075,15976,11308,16013
"ENSMUSG00000003731",910,1268,1139,1424,1495,1399
"ENSMUSG00000003746",8675,9140,6831,11517,9110,8847
"ENSMUSG00000003752",84,129,147,167,203,195
"ENSMUSG00000003762",189.94,158.43,287.58,281.79,303.88,273.13
"ENSMUSG00000003778",270,363,375,415,381,359
"ENSMUSG00000003779",36,30,26,48,34,27
"ENSMUSG00000003808",354,412,451,472,546,537
"ENSMUSG00000003809",18347,15830,16466,18037,17444,17665
"ENSMUSG00000003810",177,232,237,369,350,365
"ENSMUSG00000003812",350,276,482,402,476,435
"ENSMUSG00000003813",799,844,907,878,951,1058
"ENSMUSG00000003814",9565,10029,14927,18119,19529,17273
"ENSMUSG00000003824",43,29,40,42,29,31
"ENSMUSG00000003847",384,619,553,659,647,788
"ENSMUSG00000003848",137,142,130,156,193,175
"ENSMUSG00000003849",351,241,309,168,207,259
"ENSMUSG00000003863",0,1,0,0,0,0
"ENSMUSG00000003865",40,61,56,53,64,64
"ENSMUSG00000003868",206,194,252,341,308,301
"ENSMUSG00000003872",0,0,0,0,0,0
"ENSMUSG00000003873",280.81,204.41,347.23,406.07,288.73,328.69
"ENSMUSG00000003882",24,23,36,17,17,16
"ENSMUSG00000003923",1960,1786,1544,1494,1483,1390
"ENSMUSG00000003929",71,95,114,88,115,89
"ENSMUSG00000003934",0,0,1,7,0,1
"ENSMUSG00000003948",4828.33,4628.29,3559.21,3705.96,3682.77,3550.38
"ENSMUSG00000003949",738,961,444,893,679,791
"ENSMUSG00000003955",1569,1084,1555,1153,1141,1370
"ENSMUSG00000003970",14353,10207,14368,12204,12599,13649
"ENSMUSG00000003974",0,0,0,0,0,0
"ENSMUSG00000003992",31,45,52,49,46,45
"ENSMUSG00000004018",228,144,184,119,175,210
"ENSMUSG00000004031",0,1,0,0,0,0
"ENSMUSG00000004032",207,155,291,184,215,245
"ENSMUSG00000004035",794,745,1464,910,986,1071
"ENSMUSG00000004038",165.75,57.73,509.21,167.44,167.63,152.61
"ENSMUSG00000004040",1841,2178,2041,3220,3460,3257
"ENSMUSG00000004043",232.42,285.63,277.64,324.5,269.48,234.84
"ENSMUSG00000004044",147,182,239,235,340,252
"ENSMUSG00000004054",379,571,582,810,801,848
"ENSMUSG00000004056",1452,1497.82,2243.75,2432.63,2747.69,2504.79
"ENSMUSG00000004069",4241,4370.04,2949,3955,3619,3801
"ENSMUSG00000004070",1428,1254,1482,1296,1247,1374
"ENSMUSG00000004071",3156,3831,2975,3795,3049,3879
"ENSMUSG00000004085",339,438,758,632,683,646
"ENSMUSG00000004096",1262,1034,1109,1202,1092,1122
"ENSMUSG00000004098",22,68,77,66,68,68
"ENSMUSG00000004099",149,195,284,411,395,354
"ENSMUSG00000004100",262,247.19,235,264.08,303.04,222.21
"ENSMUSG00000004105",587,404,463,484,602,672
"ENSMUSG00000004110",4,6,6,9,9,6
"ENSMUSG00000004113",0,0,0,0,0,0
"ENSMUSG00000004127",110,91,117,116,148,152
"ENSMUSG00000004151",38,33,46,56,38,53
"ENSMUSG00000004187",42,47,55,65,31,52
"ENSMUSG00000004207",10388,11034,9021,13274,13182,13137
"ENSMUSG00000004221",1703,2602,1725,2036,2086,2020
"ENSMUSG00000004231",0,0,0,0,0,0
"ENSMUSG00000004233",137,152,198,170,165,182
"ENSMUSG00000004263",35,65,42,72,49,70
"ENSMUSG00000004264",8636.12,5838.86,5087.81,4535.64,5390.8,5568.56
"ENSMUSG00000004266",294,365,469,569,533,445
"ENSMUSG00000004267",2,2,5,1,7,2
"ENSMUSG00000004268",2292,1824,3252,2179,1898,2096
"ENSMUSG00000004270",1425,1340,849,1137,1404,1157
"ENSMUSG00000004285",1768.97,1388,2205,1613.98,1581,1634
"ENSMUSG00000004296",2,0,2,2,5,0
"ENSMUSG00000004317",157,250,220,483,274,291
"ENSMUSG00000004319",1829,1757,1194,1742,2001,1812
"ENSMUSG00000004328",9,18,8,6,15,18
"ENSMUSG00000004341",47,21,14,17,24,13
"ENSMUSG00000004344",0,0,0,0,0,1
"ENSMUSG00000004347",44,49,39,62,33,30
"ENSMUSG00000004356",585,647,547,861,811,843
"ENSMUSG00000004359",39,31,58,78,68,47
"ENSMUSG00000004360",0,0,0,0,2,0
"ENSMUSG00000004364",1860,1679,1575,1684,1777,1737
"ENSMUSG00000004366",0,0,0,0,0,0
"ENSMUSG00000004371",0,0,0,0,0,0
"ENSMUSG00000004383",147,126,162,184,184,230
"ENSMUSG00000004393",547,564,546,552,715,651
"ENSMUSG00000004394",1501,1426,864,1198,1297,1305
"ENSMUSG00000004415",0,0,0,0,0,1
"ENSMUSG00000004446",137,122,242,274,309,311
"ENSMUSG00000004451",317,291,422,393,408,403
"ENSMUSG00000004455",3676.38,2713.94,2707.23,2771.34,2986.03,2813.74
"ENSMUSG00000004460",1263,1434,1667,2943,3001,2623
"ENSMUSG00000004462",337,438,594,666,573,674
"ENSMUSG00000004473",40,27,58,34,44,37
"ENSMUSG00000004500",65,97,201,234,256,224
"ENSMUSG00000004508",203,200,194,213,185,221
"ENSMUSG00000004530",419,527,682,781,777,785
"ENSMUSG00000004535",5438,4724,3779,3774,4157,4164
"ENSMUSG00000004540",0,0,0,0,0,0
"ENSMUSG00000004542",0,0,0,0,0,0
"ENSMUSG00000004552",3,2,4,3,2,5
"ENSMUSG00000004558",33611,29547,29508,35023,32575,37891
"ENSMUSG00000004561",102,130,237,272,210.29,193
"ENSMUSG00000004562",231,321,223,408,355,331
"ENSMUSG00000004565",265,473,453,784,555,645
"ENSMUSG00000004567",525,404,336,513,539,605
"ENSMUSG00000004568",595,869,942,1201,869,957
"ENSMUSG00000004591",2104,1915,1820,2182,2133,2063
"ENSMUSG00000004609",17,11,16,21,26,16
"ENSMUSG00000004610",14077.4,10559.43,10050.33,10148.46,9244.86,9960.83
"ENSMUSG00000004612",11,15,42,21,18,6
"ENSMUSG00000004626",360,349,471,424,435,423
"ENSMUSG00000004630",0,1,0,0,0,0
"ENSMUSG00000004631",158,95,115,127,140,132
"ENSMUSG00000004633",1024,818,940,1123,1236,1132
"ENSMUSG00000004637",168,139,173,168,223,202
"ENSMUSG00000004642",545,453,509,508,503,483
"ENSMUSG00000004651",0,0,0,0,0,0
"ENSMUSG00000004654",0,0,0,0,0,0
"ENSMUSG00000004655",2507,1757,2357,2540,3360,3506
"ENSMUSG00000004661",34,44,55,57,50,64
"ENSMUSG00000004665",157,142,214,235,195,159
"ENSMUSG00000004667",503,378,582,377,405,418
"ENSMUSG00000004668",0,0,0,1,2,1
"ENSMUSG00000004677",387,527,672,841,810,811
"ENSMUSG00000004698",39,19,27,36,72,67
"ENSMUSG00000004707",47,29,72,80,86,64
"ENSMUSG00000004709",12,12,18,26,16,8
"ENSMUSG00000004730",527,496,1149,1330,1168,1194
"ENSMUSG00000004748",782,698,852,815,847,843
"ENSMUSG00000004768",75,102,145,130,123,151
"ENSMUSG00000004771",1308.48,1024.95,1101.44,1007,1091.53,1121
"ENSMUSG00000004788",263,286,304,313,330,311
"ENSMUSG00000004789",4966,4422,3232,4200,4080,4274.25
"ENSMUSG00000004791",3,0,1,3,4,2
"ENSMUSG00000004798",873,1042,1842,1859,2384,2541
"ENSMUSG00000004814",103,64,244,148,169,154
"ENSMUSG00000004815",382,547,468,621,495,570
"ENSMUSG00000004821",0,0,0,0,0,0
"ENSMUSG00000004837",180,170,207,247,163,203
"ENSMUSG00000004842",0,0,0,0,0,0
"ENSMUSG00000004843",600,540,630,496,520,477
"ENSMUSG00000004846",416,510,602,849,857,849
"ENSMUSG00000004849",413,314,396,373,572,508
"ENSMUSG00000004864",4,15,1,1,0,5
"ENSMUSG00000004865",488,597,619,787,940,949.45
"ENSMUSG00000004872",0,0,0,0,0,0
"ENSMUSG00000004880",797,652,605,729,803,757
"ENSMUSG00000004885",0,0,0,0,0,0
"ENSMUSG00000004891",46,42,198,187,190,122
"ENSMUSG00000004892",0,0,0,0,0,0
"ENSMUSG00000004894",0,0,0,0,0,0
"ENSMUSG00000004895",347,437,443,504,447,394
"ENSMUSG00000004896",133,128,146,151,112,148
"ENSMUSG00000004897",1868,2262,2154,3271,3331,3827
"ENSMUSG00000004902",0,0,0,2,0,1
"ENSMUSG00000004929",123,96,165,227,220,232
"ENSMUSG00000004931",572,721,892,1160,1034,1197
"ENSMUSG00000004933",1,6,3,5,9,11
"ENSMUSG00000004934",110,174,175,207,231,231
"ENSMUSG00000004936",873,832,936,1072,1370,1276
"ENSMUSG00000004937",825,785,875,996,944,1075
"ENSMUSG00000004939",0,0,0,0,0,0
"ENSMUSG00000004945",2348,1455,3213,1724,1913,2368
"ENSMUSG00000004947",62,85,69,96,84,93
"ENSMUSG00000004948",0,0,0,0,0,0
"ENSMUSG00000004951",67,125,306,1491.42,532.29,517
"ENSMUSG00000004952",30,18,34,37,41,29
"ENSMUSG00000004961",0,0,3,1,4,3
"ENSMUSG00000004980",2496,2115,2132,2407,2269,2286
"ENSMUSG00000004988",0,0,0,0,0,0
"ENSMUSG00000004994",51,58,53,48,47,68
"ENSMUSG00000004996",347,284,312,340,414,351
"ENSMUSG00000005034",1293,1308,1331,1630,1882,1943
"ENSMUSG00000005043",90,106,131,176,217,139
"ENSMUSG00000005045",0,2,0,1,0,0
"ENSMUSG00000005054",987,675,1127,690,882,875
"ENSMUSG00000005057",16,32,31,49,60,54
"ENSMUSG00000005069",2414,2730,2832,3791,3727,3571
"ENSMUSG00000005078",524,395,491,443,440,381
"ENSMUSG00000005087",242,254,561,582,422,343
"ENSMUSG00000005089",6962,6864,4965,7755,7594,7738
"ENSMUSG00000005102",192,239,311,332,332,333
"ENSMUSG00000005103",936,1087,1462,1735,1650,1637
"ENSMUSG00000005107",1037,631,796,886,967,964
"ENSMUSG00000005124",21,13,65,31,48,31
"ENSMUSG00000005125",762,543,707,612,396,416
"ENSMUSG00000005131",0,0,2,0,2,0
"ENSMUSG00000005142",2842,2868,2988,3930,3536,3912
"ENSMUSG00000005148",5,2,4,1,4,3
"ENSMUSG00000005150",151,178,236,249,290,309
"ENSMUSG00000005161",5507.98,3600,5056.98,4384.99,4272.95,4767.98
"ENSMUSG00000005198",683,882,617,1087,740,842
"ENSMUSG00000005202",0,0,0,0,0,0
"ENSMUSG00000005204",760,683,653,791.99,819,757
"ENSMUSG00000005220",7,7,14,2,3,5
"ENSMUSG00000005225",1800.29,1530.76,1178.4,1460.94,2036.59,1808.21
"ENSMUSG00000005232",0,0,0,0,0,0
"ENSMUSG00000005233",178,129,133,137,202,196
"ENSMUSG00000005237",5,4,2,8,13,8
"ENSMUSG00000005251",353,282,160,289,255,371
"ENSMUSG00000005262",762,732,644,804,693,804
"ENSMUSG00000005267",18,23,24,21,24,31
"ENSMUSG00000005268",3824,5221,5391.17,8357,6499,7541
"ENSMUSG00000005299",1210,1566,1601,1815,1601,1762
"ENSMUSG00000005312",1861,2579,2535,3379,3182,3268
"ENSMUSG00000005320",299,335,296,520,502,580
"ENSMUSG00000005338",185,154,171,220,247,239
"ENSMUSG00000005339",0,0,0,0,0,0
"ENSMUSG00000005354",2241,1658,2040,1961,2314,2335
"ENSMUSG00000005355",0,0,0,0,0,0
"ENSMUSG00000005357",3,0,0,0,2,3
"ENSMUSG00000005360",8,8,21,9,87,12
"ENSMUSG00000005362",1759,1266,1325,1041,1079,1072
"ENSMUSG00000005364",2,0,2,1,1,0
"ENSMUSG00000005370",225,252,404,410,484,387
"ENSMUSG00000005371",456,468,476,479,467,494
"ENSMUSG00000005373",916,1173,2580,2115,1486,1741
"ENSMUSG00000005374",466,530,379,581,696,667
"ENSMUSG00000005378",475,420,531,697,654,700
"ENSMUSG00000005397",609.93,662.86,693,822.79,1060,1019
"ENSMUSG00000005410",73,45,104,128,228,157
"ENSMUSG00000005413",438,468,509,673,479,466
"ENSMUSG00000005417",1771.94,2451.69,2599.31,2826.28,2759.5,2842.58
"ENSMUSG00000005442",183,307,244,455,380,388
"ENSMUSG00000005447",35,35,51,55,37,34
"ENSMUSG00000005465",67,48,57,89,68,60
"ENSMUSG00000005469",551,842,937,1107,1184,1252
"ENSMUSG00000005470",21,7,9,36,14,17
"ENSMUSG00000005474",0,0,0,0,0,0
"ENSMUSG00000005481",636,535,470,629,576,543
"ENSMUSG00000005483",595,560,824,1124,1499,1514
"ENSMUSG00000005493",3,1,1,3,1,1
"ENSMUSG00000005501",1064,1427,1217,1191,1101,1088
"ENSMUSG00000005503",0,0,0,0,0,0
"ENSMUSG00000005505",223,285,407,442,403,371
"ENSMUSG00000005506",1456,1873,1447,2026,2159,2060
"ENSMUSG00000005510",4475.86,3338.65,3468.25,3613.72,3562.62,3832.3
"ENSMUSG00000005514",25352,23032,5151,13384,19280,21602
"ENSMUSG00000005533",251,302,169,272,202,229
"ENSMUSG00000005534",4344,5123,3608,5221,4811,4425
"ENSMUSG00000005540",1,3,2,0,4,4
"ENSMUSG00000005547",47522.77,20176.65,7900.92,19041.75,15956.21,17311.1
"ENSMUSG00000005553",17,11,58,25,23,27
"ENSMUSG00000005566",815,1062,1044,1352,1539,1545
"ENSMUSG00000005575",508,519,572,737,767,865
"ENSMUSG00000005580",843,840,779,964,853,926
"ENSMUSG00000005583",174,179,169,184,200,227
"ENSMUSG00000005609",500,548,636,849,815,759
"ENSMUSG00000005610",12193.83,11990.58,9034.15,10924.25,11714.44,12557.93
"ENSMUSG00000005611",58,89,103,78,97,90
"ENSMUSG00000005615",1551,1921,1670,2546,2629,2632
"ENSMUSG00000005621",386,563,541,725,645,634
"ENSMUSG00000005625",3121,3141,2622,2809,2606,2950
"ENSMUSG00000005628",2,1,2,4,1,6
"ENSMUSG00000005640",0,0,0,0,0,1
"ENSMUSG00000005649",0,0,0,0,0,0
"ENSMUSG00000005656",374,403,481,525,620,513
"ENSMUSG00000005667",19,11,30,24,27,24
"ENSMUSG00000005672",87,104,137,99,337,271
"ENSMUSG00000005674",193,162,439,326,298,262
"ENSMUSG00000005677",3181,4158,3105,4031,4365,4918
"ENSMUSG00000005681",170924,144928,164603,173402,170794,158642
"ENSMUSG00000005682",227,304,361,316,394,346
"ENSMUSG00000005683",2004,2360,3320,2490,3212,2971
"ENSMUSG00000005686",32,61,33,61,48,29
"ENSMUSG00000005687",792,598,711,549,621,684
"ENSMUSG00000005696",5,0,11,4,6,4
"ENSMUSG00000005698",700,797,770,880,806,828
"ENSMUSG00000005699",62,75,123,136,100,91
"ENSMUSG00000005705",0,0,0,0,0,0
"ENSMUSG00000005716",1,0,0,1,0,0
"ENSMUSG00000005718",22,41,43,63,44,49
"ENSMUSG00000005732",529,395,583,477,565,558
"ENSMUSG00000005763",6,9,23,20,8,8
"ENSMUSG00000005774",66,116,167,187,177,185
"ENSMUSG00000005779",5979,4722,5737,4582,4925,5379
"ENSMUSG00000005800",4,4,4,4,2,1
"ENSMUSG00000005802",874,840,774,724,887,847
"ENSMUSG00000005803",5436,3863,4886,5690,5071,5147
"ENSMUSG00000005804",305,263,301,316,289,273
"ENSMUSG00000005813",736,777,818,1122,1146,1089
"ENSMUSG00000005823",560,537,468,715,553,530
"ENSMUSG00000005824",6,2,10,10,13,6
"ENSMUSG00000005836",217,245,135,210,172,196
"ENSMUSG00000005846",1417,976,893,905,1117,1049
"ENSMUSG00000005864",0,0,0,0,0,0
"ENSMUSG00000005871",1264,2059,2172,2392,2247,2497
"ENSMUSG00000005873",370,258,430,439,489,411
"ENSMUSG00000005881",1436,1067,1630,1509,1393,1494
"ENSMUSG00000005882",1289,952,1099,1161,1192,1223
"ENSMUSG00000005883",2,1,3,0,0,2
"ENSMUSG00000005886",908,1177,1265,1300,1478,1463
"ENSMUSG00000005891",0,0,0,0,0,0
"ENSMUSG00000005892",0,0,0,0,0,0
"ENSMUSG00000005893",1127,1390,1011,1065,1076.43,1005
"ENSMUSG00000005897",264,237,231,219,269,248
"ENSMUSG00000005899",144,219,175,222,200,209
"ENSMUSG00000005907",627,851,556,629,640,688
"ENSMUSG00000005917",0,0,0,0,0,0
"ENSMUSG00000005936",822,892,972,1101,1051,988
"ENSMUSG00000005947",24,35,71,97,41,43
"ENSMUSG00000005949",238,238,269,428,300,349
"ENSMUSG00000005950",4,3,2,7,9,3
"ENSMUSG00000005951",1189,1061,1428,1794,1387,1399
"ENSMUSG00000005952",5,1,4,14,4,3
"ENSMUSG00000005958",1,9,13,25,22,17
"ENSMUSG00000005968",27,45,72,92,133,84
"ENSMUSG00000005973",454,485,499,527,531,531
"ENSMUSG00000005980",1,0,0,0,2,5
"ENSMUSG00000005981",3406,3135,2911,3910,3566,3476
"ENSMUSG00000005982",1046.39,1160.02,834.63,1420.13,1657.25,1860.97
"ENSMUSG00000005983",10,3,9,6,11,6
"ENSMUSG00000005986",2,14,16,12,2,8
"ENSMUSG00000005994",0,0,0,0,0,0
"ENSMUSG00000006005",1867,2303,1939,2410,2457,2315
"ENSMUSG00000006007",0,0,0,0,0,0
"ENSMUSG00000006010",1061,738,955,829,1010,924
"ENSMUSG00000006014",607,497,477,543,462,442
"ENSMUSG00000006019",68,96,153,155,154,145
"ENSMUSG00000006021",294,253,386,265,298,364
"ENSMUSG00000006024",1412,1211,1238,1279,1331,1454
"ENSMUSG00000006050",2559,2028,2159,2086,2362,2419
"ENSMUSG00000006056",0,0,0,0,0,0
"ENSMUSG00000006057",6379.16,4605.11,6176.87,5473.43,5289.69,6215.06
"ENSMUSG00000006058",794.98,701,832.99,811.99,740,739
"ENSMUSG00000006095",492,358,623,616,529,543
"ENSMUSG00000006127",297,267,233,246,256,231
"ENSMUSG00000006134",647,813,835,1147,1127,1077
"ENSMUSG00000006143",0,0,1,0,0,0
"ENSMUSG00000006154",16,8,38,56,19,45
"ENSMUSG00000006169",1037,1129,951,1093,1198,1178
"ENSMUSG00000006179",0,0,2,1,0,0
"ENSMUSG00000006191",284,306,337,385,376,410
"ENSMUSG00000006200",0,0,0,0,0,0
"ENSMUSG00000006204",0,0,0,0,0,0
"ENSMUSG00000006205",69,46,75,89,143,53
"ENSMUSG00000006215",212,215,303,280,284,318
"ENSMUSG00000006216",0,0,0,0,0,2
"ENSMUSG00000006218",6,13,6,13,11,9
"ENSMUSG00000006219",9,8,14,21,38,24
"ENSMUSG00000006221",0,0,1,0,3,1
"ENSMUSG00000006235",18,15,24,15,15,17
"ENSMUSG00000006241",57,52,113,86,69,82
"ENSMUSG00000006262",1262,1198,941,935,1141,1115
"ENSMUSG00000006269",0,0,0,0,0,0
"ENSMUSG00000006270",0,0,0,0,0,0
"ENSMUSG00000006273",954,906,955,1230,1001,1018
"ENSMUSG00000006276",299,318,334,406,367,351
"ENSMUSG00000006281",307,327,500,495,487,482
"ENSMUSG00000006288",247,193,303,227,282,252
"ENSMUSG00000006289",433.91,322,568,297.94,385.94,362.94
"ENSMUSG00000006299",2977,2716,2693,2990,3228,3432
"ENSMUSG00000006301",1009,975,944,1152,1350,1224
"ENSMUSG00000006304",1650,1356,1770,1883,2108,2135
"ENSMUSG00000006307",252,422,360,472,440,446
"ENSMUSG00000006310",0,4,7,2,3,0
"ENSMUSG00000006311",0,0,0,0,0,0
"ENSMUSG00000006313",0,0,0,2,0,0
"ENSMUSG00000006315",2984,2200,3541,2374,2672,2845
"ENSMUSG00000006333",22725.25,14860.15,23547.1,14417,17114.27,20984.64
"ENSMUSG00000006335",229,217,197,169,198,188
"ENSMUSG00000006342",47,64,47,61,70,67
"ENSMUSG00000006344",146,162,88,132,133,152
"ENSMUSG00000006345",4,3,0,1,0,4
"ENSMUSG00000006356",707,1169,770,1443,1082,963
"ENSMUSG00000006360",89,95,181,123,179,103
"ENSMUSG00000006362",30,61,37,69,65,105
"ENSMUSG00000006369",16,11,14,22,49,20
