"","Mmus_C57-6J_LVR_DI_1y_Rep1","Mmus_C57-6J_LVR_DI_1y_Rep2","Mmus_C57-6J_LVR_DI_1y_Rep3","Mmus_C57-6J_LVR_LN2_1y_Rep1","Mmus_C57-6J_LVR_LN2_1y_Rep2","Mmus_C57-6J_LVR_LN2_1y_Rep3","Mmus_C57-6J_LVR_LN2_3d_Rep1","Mmus_C57-6J_LVR_LN2_3d_Rep2","Mmus_C57-6J_LVR_LN2_3d_Rep3"
"ENSMUSG00000070522",98.3,95.04,129.97,117.44,47.37,87.65,68.9,72.93,53.72
"ENSMUSG00000070524",1,1,4,1,0,0,1,0,2
"ENSMUSG00000070526",1,5,3,4,7,2,12,2,1
"ENSMUSG00000070527",5,4,3,12,0,4,4,5,6
"ENSMUSG00000070529",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070530",2,4,2,1,3,4,0,0,1
"ENSMUSG00000070531",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070532",1,0,0,0,2,1,1,0,0
"ENSMUSG00000070533",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070544",1910,2497,2384,3118,1858,2043,1789,1970,1570
"ENSMUSG00000070546",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070547",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070550",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070551",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070552",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070563",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070564",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070565",213,275,292,323,209.32,238,390.93,229,200
"ENSMUSG00000070568",3,0,0,4,0,4,0,8,0
"ENSMUSG00000070570",0,0,1,0,0,0,0,0,0
"ENSMUSG00000070572",0,69.24,41.11,95.97,51.3,0,0,0,0.62
"ENSMUSG00000070574",8,11,3,30,7,7,10,6,14
"ENSMUSG00000070576",332,437,272,347,390,370,410,414,436
"ENSMUSG00000070577",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070583",31,22,21,44,11,30,30,16,20
"ENSMUSG00000070594",5616.39,6183.63,6955.32,7322.76,5662.51,6356.65,8093.37,5911.04,5772.39
"ENSMUSG00000070601",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070604",14,12,12,11,11,21.08,22.28,7,16.2
"ENSMUSG00000070605",42.95,15.64,15.86,70.87,43.11,57.29,89.81,41.58,16.03
"ENSMUSG00000070606",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070609",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070610",3.83,0,0,0,0,7.31,0,0,0
"ENSMUSG00000070616",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070617",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070618",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070619",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070621",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070637",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070639",19,49,44,59,67,53,39,25,37
"ENSMUSG00000070641",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070643",119,199,138,247,145,180,228,154,162
"ENSMUSG00000070644",9321,7903,6301,10123,9935,8278,6169,7099,9424
"ENSMUSG00000070645",0,0,4,1,0,1,0,0,0
"ENSMUSG00000070661",239,99,98,230,224,177,196,292,284
"ENSMUSG00000070667",0,0,0,0,0,0,0,1.58,0
"ENSMUSG00000070677",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070683",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070686",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070687",0,0,0,0,1,0,0,0,0
"ENSMUSG00000070690",557,834,609,655,509,538,908,863,703
"ENSMUSG00000070691",16,32,15,22,12,20,9,14,19
"ENSMUSG00000070692",0,0,1.62,0,2.19,4.98,0,0,2.43
"ENSMUSG00000070695",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070697",941,790,949,1063,891,856,950,1163,925
"ENSMUSG00000070699",250,306,291,421,229,208,330,396,339
"ENSMUSG00000070702",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070704",12312.68,12481.1,13354.1,16765.52,10908.06,11986.05,14025.68,15828.05,14230.99
"ENSMUSG00000070705",108,103,79,152,82,110,126,103,103
"ENSMUSG00000070708",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070709",44.32,58.57,47.49,61.47,49.33,45.26,85.21,44.88,58.84
"ENSMUSG00000070713",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070717",2,6,1,1,1,2,3,1,0
"ENSMUSG00000070719",0,0,0,1,0,0,0,0,0
"ENSMUSG00000070720",34,49,40,77,45,57,54,82,88
"ENSMUSG00000070729",8.83,0,17.36,6.08,25.66,15.81,19.1,0,14.31
"ENSMUSG00000070730",1895,2075,1603,2402,1653,2118,2125,1919,2061
"ENSMUSG00000070732",0,1,0,0,0,1,0,0,1
"ENSMUSG00000070733",487,558,552,611,440,504,857,429,458
"ENSMUSG00000070737",197,213.85,211,304,218.73,172.39,186.3,185,245.74
"ENSMUSG00000070738",372,391,413,732,480,614,553,484,495
"ENSMUSG00000070777",0,0,0,0,0,1,0,0,0
"ENSMUSG00000070778",1.54,0,0.86,0,1.12,0,0,0,1.1
"ENSMUSG00000070780",1497,1625,1726,2496,1742,1981,2747,1813,2114.96
"ENSMUSG00000070794",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070796",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070797",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070798",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070799",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070802",0,7,4,10,0,7,6,2,0
"ENSMUSG00000070803",11,15,14,17,16,21,24,16,12
"ENSMUSG00000070806",3,1,1,0,0,1,6,2,1
"ENSMUSG00000070808",204,225,201,370,258,237,351,276,264
"ENSMUSG00000070810",0,1.23,0,1.11,0,0,1.07,0,0
"ENSMUSG00000070811",3704.57,4383.27,6166.51,10521.06,4447.35,5715.04,6516.02,11794.88,10237.18
"ENSMUSG00000070814",89,102,71,120,103,78,130,81,99
"ENSMUSG00000070815",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070816",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070817",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070820",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070821",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070822",0,6,0,1,0,1,2,1,0
"ENSMUSG00000070828",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070834",3.78,15.54,10.22,26.33,18.66,10.36,14.09,25.8,10.74
"ENSMUSG00000070837",2,0,1,1,0,1,0,0,0
"ENSMUSG00000070841",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070844",0,1,0,0,0,0,0,0,0
"ENSMUSG00000070847",0,0,0,1,0,0,0,0,0
"ENSMUSG00000070852",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070853",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070855",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070856",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070857",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070858",4,5,2,8,1,6,5,2,5
"ENSMUSG00000070866",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070867",12,14,11,14,9,20,13,10,15
"ENSMUSG00000070868",0,6,4,0,3,4,1,0,2
"ENSMUSG00000070870",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070871",49,144.14,111,119,84,111,84,107,110.92
"ENSMUSG00000070873",38,55,47,127,31,109,87,57,106
"ENSMUSG00000070875",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070877",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070880",1,0,0,0,0,1,0,1,1
"ENSMUSG00000070883",8,9,5,23,6,16,11,7,14
"ENSMUSG00000070890",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070891",0,5,1,9,1,2,4,8,3
"ENSMUSG00000070896",2.89,0,0,0,0,1.29,0.63,0,0
"ENSMUSG00000070900",1,0,1,0,0,0,0,0,0
"ENSMUSG00000070902",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070904",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070908",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070923",1324,1421,1430,1860,1358,1649,1791,1390,1404
"ENSMUSG00000070933",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070934",757,901,994,980,714,765,866,792,774
"ENSMUSG00000070939",1036,1335,1340,1467,1135,1171,1448,1351,1249
"ENSMUSG00000070942",5,5,11,11,10,8,5,2,7
"ENSMUSG00000070943",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070953",196,206,212,222,193,217,222,228,232
"ENSMUSG00000070960",437,422.77,460.27,859.88,377.85,207.04,268.72,496.62,436.35
"ENSMUSG00000070972",878.6,993.19,945.74,1167.99,812.51,790.33,912.28,995.64,844.41
"ENSMUSG00000070977",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070979",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070980",0,0,0,0,0,0,0,0,0
"ENSMUSG00000070983",0,0,3.03,0,0,0,0,0,1
"ENSMUSG00000070985",857.89,940.23,1413.25,1218.38,1163.8,1325.01,1831.2,808.2,926.35
"ENSMUSG00000070990",0,0,1,1,1,0,0,2,1
"ENSMUSG00000070995",0,1,0,0,0,0,3,0,1
"ENSMUSG00000070997",37,40,49,28,31,40,51,14,32
"ENSMUSG00000070999",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071000",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071001",0,2,3,5,5,3,0,3,3
"ENSMUSG00000071005",15.57,14.34,23.64,34.02,30.69,3.35,6.65,7.94,0
"ENSMUSG00000071014",1476,1347,1240,1827,1211,1225,1181,1541,1460
"ENSMUSG00000071015",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071019",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071033",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071035",4.83,6.66,39.38,21.46,0,7.51,30.53,56.35,15.72
"ENSMUSG00000071036",3,6,0,6,4,4,1,4,0
"ENSMUSG00000071037",43,34,51,47,48,29,41,22,59
"ENSMUSG00000071040",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071041",15.03,0,0,41.76,0,0,24.64,0,45.77
"ENSMUSG00000071042",127,223,189,254,115,196,231,245,250
"ENSMUSG00000071047",8.07,9.03,3.03,2.01,4.02,4.04,9.04,14.07,7.05
"ENSMUSG00000071052",2.29,0,2.6,2.11,5.1,0,2.5,0,0
"ENSMUSG00000071054",1265.94,1426.6,1483.34,1696.83,1099.93,1099.44,1565.54,1782.08,1274.18
"ENSMUSG00000071064",2,6,5,3,5,9,7,2,5
"ENSMUSG00000071065",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071068",3,20,12,17,7,19,10,4,13
"ENSMUSG00000071072",3400.07,3380.48,3479.21,4679.45,3470.64,3532.09,3255.24,2980.02,3010.53
"ENSMUSG00000071073",0,2,1,2,4,4,3,4,0
"ENSMUSG00000071074",1799,1804,1749,2425,1923,1859,1853,1998,1801
"ENSMUSG00000071076",2250,3071,2277,2454,2115,1850,2248,3266,2324
"ENSMUSG00000071078",217,211,244,220,169,149,202,215,194
"ENSMUSG00000071089",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071102",0,1.08,6.14,2.37,3.01,2.37,1.03,5.76,3.02
"ENSMUSG00000071103",8,10,5,11,5,13,21,10,13
"ENSMUSG00000071104",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071112",0,0,0,1,0,0,0,3,0
"ENSMUSG00000071113",0,0,0,0,1,0,0,0,0
"ENSMUSG00000071138",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071141",825.2,809.09,727.52,1234.29,595.49,461.82,674.32,957.96,667.35
"ENSMUSG00000071147",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071149",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071150",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071151",2.03,0,1.99,2.19,0,5.94,5.67,0,2.05
"ENSMUSG00000071158",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071165",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071169",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071172",1110.13,1696.43,1367.5,1440.8,876.81,906.21,1279.71,1013.7,1169.38
"ENSMUSG00000071176",47,70,61,94,41,92,73,54,61
"ENSMUSG00000071177",145156.8,134522.47,130658.37,172929.78,126407.49,126293.77,130759.17,138736.37,143146.94
"ENSMUSG00000071178",223165.88,194252.09,196880.42,259551.28,190721.7,193520.14,208632.74,214811.7,205197.57
"ENSMUSG00000071179",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071180",474,535,493,620,487,473,491,471,533
"ENSMUSG00000071181",7,17,7,13,4,6,19,5,7
"ENSMUSG00000071185",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071192",1,1,1,4,2,7,8,4,1
"ENSMUSG00000071195",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071202",2,0,1,0,1,1,0,2,1
"ENSMUSG00000071203",16.16,39.1,18.18,65.62,26.48,26.1,40.87,24.25,42.72
"ENSMUSG00000071204",632.8,653.91,602.44,668.98,506.38,606.59,1122.13,545.27,680.51
"ENSMUSG00000071207",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071226",286,227,384,396,424,456,586,323,420
"ENSMUSG00000071229",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071230",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071234",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071235",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071237",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071252",47,32,48,48,33,54,50,30,41
"ENSMUSG00000071253",1625,1931,1952,2182,1674,1873,2041,1952,1905
"ENSMUSG00000071256",191,213,187,243,145,179,170,112,164
"ENSMUSG00000071262",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071265",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071266",354.89,416.54,446.6,528.52,409.27,395.01,550.12,409.44,425.71
"ENSMUSG00000071267",272.49,319.61,313.69,340.02,255.59,297.14,373.17,300.23,303.19
"ENSMUSG00000071273",0,0,0,1.22,0,0,1.21,0,0
"ENSMUSG00000071275",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071276",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071280",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071281",169.01,181.79,167.46,269.43,160.05,229.97,253.09,157.06,183.87
"ENSMUSG00000071291",130,133.36,121,110.73,83,113.91,136.43,101,108
"ENSMUSG00000071294",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071302",102.98,106.58,87.12,126.67,89.8,94.15,131.98,87.08,97.92
"ENSMUSG00000071303",0,9.82,0,0,0,0,0,0,0
"ENSMUSG00000071311",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071317",0,0,1,0,0,0,0,0,0
"ENSMUSG00000071322",0,0,4,0,0,0,2.66,4.54,0.34
"ENSMUSG00000071324",3,1,1,1,5,0,0,1,1
"ENSMUSG00000071332",0,0,1,4,1,3,2,1,2
"ENSMUSG00000071335",468.46,455.74,530.98,537.69,460.26,481.93,588.73,422.04,556.78
"ENSMUSG00000071337",93,128,97,142,72,99,123,120,91
"ENSMUSG00000071340",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071341",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071342",0,0,0,0,1,0,0,0,0
"ENSMUSG00000071343",21.91,18.85,39.1,29.12,13.74,16.12,13.41,18.86,19.61
"ENSMUSG00000071347",6,8,4,8,3,5,5,7,1
"ENSMUSG00000071350",192,251,242,303,181,201,330,332,273
"ENSMUSG00000071356",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071359",183,167,200,226,157,175,200,245,223
"ENSMUSG00000071361",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071362",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071369",761,703,667,1460,1434,1140,883,693,765
"ENSMUSG00000071379",396,439.97,389,690.96,440.91,450,357.94,335.99,350
"ENSMUSG00000071392",0,3,0,0,1,0,0,0,0
"ENSMUSG00000071398",0,0,0,1,0,1,0,0,0
"ENSMUSG00000071414",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071415",3760.46,3517.56,3129.46,4785.28,3229.47,2811.36,2689.89,3728.5,2748.83
"ENSMUSG00000071419",3.97,0.98,0,1.37,1.34,1.35,0,1.54,0
"ENSMUSG00000071424",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071428",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071434",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071451",189,179,86,221,148,157,120,161,150
"ENSMUSG00000071452",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071454",536,581,564,628,507,544,626,598,525
"ENSMUSG00000071456",139,144,112,173,154,182,199,127,150
"ENSMUSG00000071470",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071471",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071475",1.33,0,0.5,1.48,0,0,0,0,0
"ENSMUSG00000071477",213,257,165,310,199,250,284,205,253
"ENSMUSG00000071478",0,2.46,0,0,0,0,0,0,0
"ENSMUSG00000071481",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071489",0,0,0,1,0,0,0,0,0
"ENSMUSG00000071490",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071491",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071493",0,0,0,0,0,0,0,2,0
"ENSMUSG00000071494",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071497",653,759.06,717.69,899.95,595.86,653,590.37,705.78,684
"ENSMUSG00000071506",8,10,2,10,12,3,5,5,9
"ENSMUSG00000071510",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071516",16.27,0,0,0,0,0,0,0,0
"ENSMUSG00000071517",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071519",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071521",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071522",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071528",2584.3,2244.75,1941,3011.78,1981,1881.77,1554,2179.82,1962
"ENSMUSG00000071531",0,2,0,1,0,0,1,0,2
"ENSMUSG00000071532",0,33.55,198.64,353.85,1.73,331.22,179.5,225.3,375.66
"ENSMUSG00000071533",1644,1856.84,1764.44,2228.06,1750,1902,2094.34,2192.97,1775
"ENSMUSG00000071537",0,2,1,0,1,4,3,0,1
"ENSMUSG00000071540",0,0,1,0,0,0,0,0,0
"ENSMUSG00000071547",96,90,89,137,128,151,112,202,89
"ENSMUSG00000071550",0,0,1,0,2,0,0,0,0
"ENSMUSG00000071551",1017.46,1053.82,1245.74,1747.89,1031.02,903.92,1661.9,2127.92,1804.01
"ENSMUSG00000071552",4,4,2,0,2,0,0,0,0
"ENSMUSG00000071553",0,0,0,0,4,0,0,0,0
"ENSMUSG00000071561",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071562",0,0,0,1,0,0,0,0,0
"ENSMUSG00000071568",0,0,0,0,0,2.67,0,0,0
"ENSMUSG00000071573",13.76,19.5,5.99,14.11,4.37,22.99,20.41,8,13.01
"ENSMUSG00000071586",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071591",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071604",24,27,30,64,39,43,26,28,32
"ENSMUSG00000071613",0,0,0,0,0,0,1,2,0
"ENSMUSG00000071629",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071632",341.54,286.4,262.58,405,300,268,312.87,319,308
"ENSMUSG00000071633",3438,2155,2352,2538,3931,5501,5281,2292,3629
"ENSMUSG00000071636",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071637",126,137,98,172,102,222,138,145,106
"ENSMUSG00000071640",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071644",4812.59,4724.44,4729.45,6446.61,4940.47,4678.88,4220.91,4472.03,4199.68
"ENSMUSG00000071645",283,405,378,405,296,333,296,377,294
"ENSMUSG00000071646",1219,1364,1454,1742,1194,1161,1374,1670,1306
"ENSMUSG00000071647",438,490,571,591,479,456,593,657,476
"ENSMUSG00000071648",70,90,75,74,74,72,75,97,71
"ENSMUSG00000071649",1222,905,1001,1219,1092,1071,1032,1232,928
"ENSMUSG00000071650",5351,5288,5497,6167,5268,5168,6248,5109,5258
"ENSMUSG00000071652",331.11,347.63,399.47,460.56,300.58,325.38,258.77,399.29,334.06
"ENSMUSG00000071653",330.09,264.71,265.35,307.49,263.84,187.64,211.97,243.96,235.12
"ENSMUSG00000071654",618,473,438,689,492,494,482,639,491
"ENSMUSG00000071655",3722,2926,2999,4557,3534,3151,3461,4693,3475
"ENSMUSG00000071656",2,1,3,6,0,4,3,1,2
"ENSMUSG00000071657",1165.4,1252.65,1155.19,1655.11,1102.5,1148.38,1088.92,1319.63,1118.33
"ENSMUSG00000071658",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071659",2821.89,3075.3,3266.68,3733.78,2647.02,2814.34,3205.44,3030.26,2679
"ENSMUSG00000071660",523,622,524,688,520,526,652,449,473
"ENSMUSG00000071661",2,16,6,9,10,3,11,4,7
"ENSMUSG00000071662",270,290,216,467,257,223,298,280,273
"ENSMUSG00000071665",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071669",39,68,61,61,54,43,130,32,65
"ENSMUSG00000071671",0,4.42,0,0,0,0,0,0,0
"ENSMUSG00000071679",0,0,1,1,0,0,0,0,0
"ENSMUSG00000071680",0,0,0,0,0,0,0,1.01,0
"ENSMUSG00000071686",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071691",7,3,6,9,10,3,2,11,5
"ENSMUSG00000071708",186.46,168.74,210.67,252.88,173.93,164.51,188,208.48,169.69
"ENSMUSG00000071711",2867,2718,1947,2977,2127,2296,2774,2337,3119
"ENSMUSG00000071713",188.52,212.17,129.44,388.47,197.01,250.78,176.79,108.3,197.78
"ENSMUSG00000071714",20.48,39.83,34.56,48.19,33.6,53.21,47.76,40.7,31.22
"ENSMUSG00000071715",31,36,33,53,34,39,29,28,31
"ENSMUSG00000071716",11.89,6.48,8.1,23.85,10.54,16.63,26.44,9.38,14.02
"ENSMUSG00000071719",9,6,9,6,1,8,7,3,2
"ENSMUSG00000071721",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071722",10,7,11,13,13,13,10,2,9
"ENSMUSG00000071723",18,9,18,21,8,16,22,10,7
"ENSMUSG00000071724",9,14,4,9,9,8,9,17,8
"ENSMUSG00000071726",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071738",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071745",0,3.39,3.93,0,0,6.72,0,0,6.97
"ENSMUSG00000071748",0,0,0,0,0,0,0,26.76,0
"ENSMUSG00000071749",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071750",1,0,0,0,0,0,0,0,0
"ENSMUSG00000071753",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071757",499,530,619,807,533,525,661,509,548
"ENSMUSG00000071763",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071764",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071766",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071767",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071769",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071770",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071771",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071772",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071773",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071788",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071793",81.3,74.72,81.36,151.75,54.99,119.88,166.52,169.07,90.72
"ENSMUSG00000071796",694.52,987.42,809.25,1153.02,750.1,946.12,1327.14,758.88,811.42
"ENSMUSG00000071815",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071816",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071818",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071847",12,2,2,5,4,8,2,1,2
"ENSMUSG00000071855",10,9,3,20,4,6,19,3,1
"ENSMUSG00000071856",1104.3,852,1174,1620,1084,1015,1820.35,1477,1205.28
"ENSMUSG00000071858",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071862",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071866",11589.24,10918.75,10670.87,15483.55,10120.33,9140.57,10044.91,12444.92,10903.06
"ENSMUSG00000071867",4.34,0,4.15,0,0,2.04,0,0,0
"ENSMUSG00000071890",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071893",8,6,2,9,5,11,26,6,7
"ENSMUSG00000071909",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071937",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071952",0,0,0,0,0,0,0,0,0
"ENSMUSG00000071984",5,9,15,30,1,24,6,9,6
"ENSMUSG00000072049",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072066",5,13.27,7,9.84,7.17,2.6,12,2,3
"ENSMUSG00000072068",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072082",369,447,304,369,309,403,257,168,220
"ENSMUSG00000072100",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072109",4,9.37,1.57,5.11,1.27,1.32,1.18,1,2.12
"ENSMUSG00000072115",11395.59,6145.01,7306.84,10435.98,9489.91,7243.91,8415.26,8914.57,7744.22
"ENSMUSG00000072145",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072188",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072214",17.24,34.85,32,32.78,45,27.59,38.62,31.13,25.55
"ENSMUSG00000072235",185.95,234.12,215.27,496.93,259.84,330.89,232.3,235.76,229.25
"ENSMUSG00000072244",1,4,2,9,4,12,6,5,4
"ENSMUSG00000072249",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072255",1.39,0,3.64,0,0,0,1.37,1.37,5.53
"ENSMUSG00000072258",112,74,94,140,76,70,90,99,72
"ENSMUSG00000072259",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072294",485,652,645,705,640,654,1406,440,724
"ENSMUSG00000072295",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072324",1.05,0,0,0,1.06,0,2.13,0,0
"ENSMUSG00000072381",6.23,0,0,0,0,10.66,0,0,0
"ENSMUSG00000072387",0,2.98,0,10.64,0,2.39,2.8,0,10.98
"ENSMUSG00000072407",1.6,0,0,11.56,1.69,3.23,1.61,1.67,0
"ENSMUSG00000072419",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072421",6.3,0,2.62,10.94,4.58,0,4.48,0,0
"ENSMUSG00000072423",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072437",2,3,3,8,2,1,4,0,0
"ENSMUSG00000072460",3.57,0,0,0,0,1.74,0,0,0
"ENSMUSG00000072473",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072476",0,0,0,0,2.32,0,0,0,2.26
"ENSMUSG00000072477",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072479",0,0,0,0,0,0,0,0,0
"ENSMUSG00000072487",0,0,0,0,0,0,0,2,0
"ENSMUSG00000072492",4,2,3,6.99,1,0,6,1.01,1
"ENSMUSG00000072494",80,94,109,139,107,124,123,103,96
"ENSMUSG00000072501",533,619,587,591,483,490,683,708,495
"ENSMUSG00000072511",0,0,0,0,0,0,0,0,0
