human_symbol_hgnc,human_ensembl,mouse_ensembl
ALKBH2,ENSG00000189046,ENSMUSG00000044339
ALKBH3,ENSG00000166199,ENSMUSG00000040174
ALKBH4,ENSG00000160993,ENSMUSG00000039754
ALKBH5,ENSG00000091542,ENSMUSG00000042650
ALKBH6,ENSG00000239382,ENSMUSG00000042831
ALKBH7,ENSG00000125652,ENSMUSG00000002661
ALKBH8,ENSG00000137760,ENSMUSG00000025899
ALLC,ENSG00000151360,ENSMUSG00000020636
ALOX12,ENSG00000108839,ENSMUSG00000000320
ALOX12B,ENSG00000179477,ENSMUSG00000032807
ALOX15,ENSG00000161905,ENSMUSG00000018924
ALOX15B,ENSG00000179593,ENSMUSG00000020891
ALOX5,ENSG00000012779,ENSMUSG00000025701
ALOX5AP,ENSG00000132965,ENSMUSG00000060063
ALOXE3,ENSG00000179148,ENSMUSG00000020892
ALPK1,ENSG00000073331,ENSMUSG00000028028
ALPK2,ENSG00000198796,ENSMUSG00000032845
ALPK3,ENSG00000136383,ENSMUSG00000038763
ALPL,ENSG00000162551,ENSMUSG00000028766
ALS2,ENSG00000003393,ENSMUSG00000026024
ALS2CL,ENSG00000178038,ENSMUSG00000044037
ALX1,ENSG00000180318,ENSMUSG00000036602
ALX3,ENSG00000156150,ENSMUSG00000014603
ALX4,ENSG00000052850,ENSMUSG00000040310
AMACR,ENSG00000242110,ENSMUSG00000022244
AMBN,ENSG00000178522,ENSMUSG00000029288
AMBP,ENSG00000106927,ENSMUSG00000028356
AMBRA1,ENSG00000110497,ENSMUSG00000040506
AMDHD1,ENSG00000139344,ENSMUSG00000015890
AMDHD2,ENSG00000162066,ENSMUSG00000036820
AMELX,ENSG00000125363,ENSMUSG00000031354
AMER1,ENSG00000184675,ENSMUSG00000050332
AMER2,ENSG00000165566,ENSMUSG00000021986
AMER3,ENSG00000178171,ENSMUSG00000045174
AMFR,ENSG00000159461,ENSMUSG00000031751
AMH,ENSG00000104899,ENSMUSG00000035262
AMHR2,ENSG00000135409,ENSMUSG00000023047
AMIGO1,ENSG00000181754,ENSMUSG00000050947
AMIGO2,ENSG00000139211,ENSMUSG00000048218
AMIGO3,ENSG00000176020,ENSMUSG00000032593
AMMECR1,ENSG00000101935,ENSMUSG00000042225
AMMECR1L,ENSG00000144233,ENSMUSG00000041915
AMN,ENSG00000166126,ENSMUSG00000021278
AMN1,ENSG00000151743,ENSMUSG00000068250
AMOT,ENSG00000126016,ENSMUSG00000041688
AMOTL1,ENSG00000166025,ENSMUSG00000013076
AMOTL2,ENSG00000114019,ENSMUSG00000032531
AMPD1,ENSG00000116748,ENSMUSG00000070385
AMPD2,ENSG00000116337,ENSMUSG00000027889
AMPD3,ENSG00000133805,ENSMUSG00000005686
AMPH,ENSG00000078053,ENSMUSG00000021314
AMT,ENSG00000145020,ENSMUSG00000032607
AMTN,ENSG00000187689,ENSMUSG00000029282
AMZ1,ENSG00000174945,ENSMUSG00000050022
AMZ2,ENSG00000196704,ENSMUSG00000020610
ANAPC1,ENSG00000153107,ENSMUSG00000014355
ANAPC10,ENSG00000164162,ENSMUSG00000036977
ANAPC11,ENSG00000141552,ENSMUSG00000025135
ANAPC13,ENSG00000129055,ENSMUSG00000035048
ANAPC15,ENSG00000110200,ENSMUSG00000030649
ANAPC16,ENSG00000166295,ENSMUSG00000020107
ANAPC2,ENSG00000176248,ENSMUSG00000026965
ANAPC4,ENSG00000053900,ENSMUSG00000029176
ANAPC5,ENSG00000089053,ENSMUSG00000029472
ANAPC7,ENSG00000196510,ENSMUSG00000029466
ANGEL1,ENSG00000013523,ENSMUSG00000021257
ANGEL2,ENSG00000174606,ENSMUSG00000026634
ANGPT1,ENSG00000154188,ENSMUSG00000022309
ANGPT2,ENSG00000091879,ENSMUSG00000031465
ANGPT4,ENSG00000101280,ENSMUSG00000027460
ANGPTL1,ENSG00000116194,ENSMUSG00000033544
ANGPTL2,ENSG00000136859,ENSMUSG00000004105
ANGPTL3,ENSG00000132855,ENSMUSG00000028553
ANGPTL4,ENSG00000167772,ENSMUSG00000002289
ANGPTL6,ENSG00000130812,ENSMUSG00000038742
ANGPTL7,ENSG00000171819,ENSMUSG00000028989
ANGPTL8,ENSG00000130173,ENSMUSG00000047822
ANK1,ENSG00000029534,ENSMUSG00000031543
ANK2,ENSG00000145362,ENSMUSG00000032826
ANKAR,ENSG00000151687,ENSMUSG00000039342
ANKDD1A,ENSG00000166839,ENSMUSG00000066510
ANKDD1B,ENSG00000189045,ENSMUSG00000047117
ANKEF1,ENSG00000132623,ENSMUSG00000074771
ANKFN1,ENSG00000153930,ENSMUSG00000047773
ANKFY1,ENSG00000185722,ENSMUSG00000020790
ANKH,ENSG00000154122,ENSMUSG00000022265
ANKHD1,ENSG00000131503,ENSMUSG00000024483
ANKIB1,ENSG00000001629,ENSMUSG00000040351
ANKK1,ENSG00000170209,ENSMUSG00000032257
ANKLE1,ENSG00000160117,ENSMUSG00000046295
ANKLE2,ENSG00000176915,ENSMUSG00000029501
ANKMY1,ENSG00000144504,ENSMUSG00000034212
ANKMY2,ENSG00000106524,ENSMUSG00000036188
ANKRA2,ENSG00000164331,ENSMUSG00000021661
ANKRD1,ENSG00000148677,ENSMUSG00000024803
ANKRD10,ENSG00000088448,ENSMUSG00000031508
ANKRD11,ENSG00000167522,ENSMUSG00000035569
ANKRD12,ENSG00000101745,ENSMUSG00000034647
ANKRD13A,ENSG00000076513,ENSMUSG00000041870
ANKRD13B,ENSG00000198720,ENSMUSG00000037907
ANKRD13C,ENSG00000118454,ENSMUSG00000039988
ANKRD13D,ENSG00000172932,ENSMUSG00000005986
ANKRD16,ENSG00000134461,ENSMUSG00000047909
ANKRD17,ENSG00000132466,ENSMUSG00000055204
ANKRD2,ENSG00000165887,ENSMUSG00000025172
ANKRD22,ENSG00000152766,ENSMUSG00000024774
ANKRD23,ENSG00000163126,ENSMUSG00000067653
ANKRD24,ENSG00000089847,ENSMUSG00000054708
ANKRD27,ENSG00000105186,ENSMUSG00000034867
ANKRD28,ENSG00000206560,ENSMUSG00000014496
ANKRD29,ENSG00000154065,ENSMUSG00000057766
ANKRD31,ENSG00000145700,ENSMUSG00000109561
ANKRD33,ENSG00000167612,ENSMUSG00000047034
ANKRD33B,ENSG00000164236,ENSMUSG00000022237
ANKRD34A,ENSG00000272031,ENSMUSG00000049097
ANKRD34B,ENSG00000189127,ENSMUSG00000045034
ANKRD34C,ENSG00000235711,ENSMUSG00000047606
ANKRD35,ENSG00000198483,ENSMUSG00000038354
ANKRD37,ENSG00000186352,ENSMUSG00000050914
ANKRD39,ENSG00000213337,ENSMUSG00000079610
ANKRD40,ENSG00000154945,ENSMUSG00000020864
ANKRD40CL,ENSG00000167117,ENSMUSG00000094091
ANKRD42,ENSG00000137494,ENSMUSG00000041343
ANKRD44,ENSG00000065413,ENSMUSG00000052331
ANKRD45,ENSG00000183831,ENSMUSG00000044835
ANKRD46,ENSG00000186106,ENSMUSG00000048307
ANKRD49,ENSG00000168876,ENSMUSG00000031931
ANKRD52,ENSG00000139645,ENSMUSG00000014498
ANKRD54,ENSG00000100124,ENSMUSG00000033055
ANKRD55,ENSG00000164512,ENSMUSG00000049985
ANKRD6,ENSG00000135299,ENSMUSG00000040183
ANKRD60,ENSG00000124227,ENSMUSG00000027517
ANKRD61,ENSG00000157999,ENSMUSG00000029607
ANKRD63,ENSG00000230778,ENSMUSG00000078137
ANKRD65,ENSG00000235098,ENSMUSG00000078487
ANKRD66,ENSG00000230062,ENSMUSG00000096140
ANKRD9,ENSG00000156381,ENSMUSG00000037904
ANKS1A,ENSG00000064999,ENSMUSG00000024219
ANKS1B,ENSG00000185046,ENSMUSG00000058589
ANKS3,ENSG00000168096,ENSMUSG00000022515
ANKS4B,ENSG00000175311,ENSMUSG00000030909
ANKS6,ENSG00000165138,ENSMUSG00000066191
ANKUB1,ENSG00000206199,ENSMUSG00000074591
ANKZF1,ENSG00000163516,ENSMUSG00000026199
ANLN,ENSG00000011426,ENSMUSG00000036777
ANO1,ENSG00000131620,ENSMUSG00000031075
ANO10,ENSG00000160746,ENSMUSG00000037949
ANO2,ENSG00000047617,ENSMUSG00000038115
ANO3,ENSG00000134343,ENSMUSG00000074968
ANO4,ENSG00000151572,ENSMUSG00000035189
ANO5,ENSG00000171714,ENSMUSG00000055489
ANO6,ENSG00000177119,ENSMUSG00000064210
ANO7,ENSG00000146205,ENSMUSG00000034107
ANO8,ENSG00000074855,ENSMUSG00000034863
ANO9,ENSG00000185101,ENSMUSG00000054662
ANP32B,ENSG00000136938,ENSMUSG00000028333
ANP32E,ENSG00000143401,ENSMUSG00000015749
ANPEP,ENSG00000166825,ENSMUSG00000039062
ANTKMT,ENSG00000103254,ENSMUSG00000057411
ANTXR1,ENSG00000169604,ENSMUSG00000033420
ANTXR2,ENSG00000163297,ENSMUSG00000029338
ANXA1,ENSG00000135046,ENSMUSG00000024659
ANXA10,ENSG00000109511,ENSMUSG00000031635
ANXA11,ENSG00000122359,ENSMUSG00000021866
ANXA13,ENSG00000104537,ENSMUSG00000055114
ANXA2,ENSG00000182718,ENSMUSG00000032231
ANXA3,ENSG00000138772,ENSMUSG00000029484
ANXA4,ENSG00000196975,ENSMUSG00000029994
ANXA5,ENSG00000164111,ENSMUSG00000027712
ANXA6,ENSG00000197043,ENSMUSG00000018340
ANXA7,ENSG00000138279,ENSMUSG00000021814
ANXA9,ENSG00000143412,ENSMUSG00000015702
AOAH,ENSG00000136250,ENSMUSG00000021322
AOC2,ENSG00000131480,ENSMUSG00000078651
AOC3,ENSG00000131471,ENSMUSG00000019326
AOPEP,ENSG00000148120,ENSMUSG00000021458
AOX1,ENSG00000138356,ENSMUSG00000063558
AP1AR,ENSG00000138660,ENSMUSG00000074238
AP1B1,ENSG00000100280,ENSMUSG00000009090
AP1G1,ENSG00000166747,ENSMUSG00000031731
AP1G2,ENSG00000213983,ENSMUSG00000040701
AP1M1,ENSG00000072958,ENSMUSG00000003033
AP1M2,ENSG00000129354,ENSMUSG00000003309
AP1S1,ENSG00000106367,ENSMUSG00000004849
AP1S2,ENSG00000182287,ENSMUSG00000031367
AP1S3,ENSG00000152056,ENSMUSG00000054702
AP2A1,ENSG00000196961,ENSMUSG00000060279
AP2A2,ENSG00000183020,ENSMUSG00000002957
AP2B1,ENSG00000006125,ENSMUSG00000035152
AP2M1,ENSG00000161203,ENSMUSG00000022841
AP2S1,ENSG00000042753,ENSMUSG00000008036
AP3B1,ENSG00000132842,ENSMUSG00000021686
AP3B2,ENSG00000103723,ENSMUSG00000062444
AP3D1,ENSG00000065000,ENSMUSG00000020198
AP3M1,ENSG00000185009,ENSMUSG00000021824
AP3M2,ENSG00000070718,ENSMUSG00000031539
AP3S1,ENSG00000177879,ENSMUSG00000024480
AP3S2,ENSG00000157823,ENSMUSG00000063801
AP4B1,ENSG00000134262,ENSMUSG00000032952
AP4E1,ENSG00000081014,ENSMUSG00000001998
AP4M1,ENSG00000221838,ENSMUSG00000019518
AP4S1,ENSG00000100478,ENSMUSG00000020955
AP5B1,ENSG00000254470,ENSMUSG00000049562
AP5M1,ENSG00000053770,ENSMUSG00000036291
AP5S1,ENSG00000125843,ENSMUSG00000068264
AP5Z1,ENSG00000242802,ENSMUSG00000039623
APAF1,ENSG00000120868,ENSMUSG00000019979
APBA1,ENSG00000107282,ENSMUSG00000024897
APBA2,ENSG00000034053,ENSMUSG00000030519
APBA3,ENSG00000011132,ENSMUSG00000004931
APBB1,ENSG00000166313,ENSMUSG00000037032
APBB1IP,ENSG00000077420,ENSMUSG00000026786
APBB2,ENSG00000163697,ENSMUSG00000029207
APBB3,ENSG00000113108,ENSMUSG00000117679
APC,ENSG00000134982,ENSMUSG00000005871
APC2,ENSG00000115266,ENSMUSG00000020135
APCDD1,ENSG00000154856,ENSMUSG00000071847
APCS,ENSG00000132703,ENSMUSG00000026542
APEH,ENSG00000164062,ENSMUSG00000032590
APEX1,ENSG00000100823,ENSMUSG00000035960
APEX2,ENSG00000169188,ENSMUSG00000025269
APH1A,ENSG00000117362,ENSMUSG00000015750
API5,ENSG00000166181,ENSMUSG00000027193
APIP,ENSG00000149089,ENSMUSG00000010911
APLN,ENSG00000171388,ENSMUSG00000037010
APLNR,ENSG00000134817,ENSMUSG00000044338
APLP1,ENSG00000105290,ENSMUSG00000006651
APLP2,ENSG00000084234,ENSMUSG00000031996
APMAP,ENSG00000101474,ENSMUSG00000033096
APOA1,ENSG00000118137,ENSMUSG00000032083
APOA2,ENSG00000158874,ENSMUSG00000005681
APOA4,ENSG00000110244,ENSMUSG00000032080
APOA5,ENSG00000110243,ENSMUSG00000032079
APOB,ENSG00000084674,ENSMUSG00000020609
APOBEC1,ENSG00000111701,ENSMUSG00000040613
APOBEC2,ENSG00000124701,ENSMUSG00000040694
APOBEC4,ENSG00000173627,ENSMUSG00000055547
APOC1,ENSG00000130208,ENSMUSG00000040564
APOC2,ENSG00000234906,ENSMUSG00000002992
APOC4,ENSG00000267467,ENSMUSG00000074336
APOD,ENSG00000189058,ENSMUSG00000022548
APOE,ENSG00000130203,ENSMUSG00000002985
APOF,ENSG00000175336,ENSMUSG00000047631
APOH,ENSG00000091583,ENSMUSG00000000049
APOLD1,ENSG00000178878,ENSMUSG00000090698
APOM,ENSG00000204444,ENSMUSG00000024391
APOO,ENSG00000184831,ENSMUSG00000079508
APOOL,ENSG00000155008,ENSMUSG00000025525
APP,ENSG00000142192,ENSMUSG00000022892
APPBP2,ENSG00000062725,ENSMUSG00000018481
APPL1,ENSG00000157500,ENSMUSG00000040760
APPL2,ENSG00000136044,ENSMUSG00000020263
APRT,ENSG00000198931,ENSMUSG00000006589
APTX,ENSG00000137074,ENSMUSG00000028411
AQP1,ENSG00000240583,ENSMUSG00000004655
AQP11,ENSG00000178301,ENSMUSG00000042797
AQP2,ENSG00000167580,ENSMUSG00000023013
AQP3,ENSG00000165272,ENSMUSG00000028435
AQP4,ENSG00000171885,ENSMUSG00000024411
AQP5,ENSG00000161798,ENSMUSG00000044217
AQP6,ENSG00000086159,ENSMUSG00000043144
AQP8,ENSG00000103375,ENSMUSG00000030762
AQP9,ENSG00000103569,ENSMUSG00000032204
AQR,ENSG00000021776,ENSMUSG00000040383
AR,ENSG00000169083,ENSMUSG00000046532
ARAF,ENSG00000078061,ENSMUSG00000001127
ARAP1,ENSG00000186635,ENSMUSG00000032812
ARAP2,ENSG00000047365,ENSMUSG00000037999
ARAP3,ENSG00000120318,ENSMUSG00000024451
ARB2A,ENSG00000113391,ENSMUSG00000064138
ARC,ENSG00000198576,ENSMUSG00000022602
ARCN1,ENSG00000095139,ENSMUSG00000032096
AREG,ENSG00000109321,ENSMUSG00000029378
AREL1,ENSG00000119682,ENSMUSG00000042350
ARF1,ENSG00000143761,ENSMUSG00000048076
ARF3,ENSG00000134287,ENSMUSG00000051853
ARF4,ENSG00000168374,ENSMUSG00000021877
ARF5,ENSG00000004059,ENSMUSG00000020440
ARF6,ENSG00000165527,ENSMUSG00000044147
ARFGAP1,ENSG00000101199,ENSMUSG00000027575
ARFGAP2,ENSG00000149182,ENSMUSG00000027255
ARFGAP3,ENSG00000242247,ENSMUSG00000054277
ARFGEF1,ENSG00000066777,ENSMUSG00000067851
ARFGEF2,ENSG00000124198,ENSMUSG00000074582
ARFGEF3,ENSG00000112379,ENSMUSG00000019852
ARFIP1,ENSG00000164144,ENSMUSG00000074513
ARFIP2,ENSG00000132254,ENSMUSG00000030881
ARFRP1,ENSG00000101246,ENSMUSG00000038671
ARG1,ENSG00000118520,ENSMUSG00000019987
ARG2,ENSG00000081181,ENSMUSG00000021125
ARGLU1,ENSG00000134884,ENSMUSG00000040459
ARHGAP1,ENSG00000175220,ENSMUSG00000027247
ARHGAP10,ENSG00000071205,ENSMUSG00000037148
ARHGAP11A,ENSG00000198826,ENSMUSG00000041219
ARHGAP12,ENSG00000165322,ENSMUSG00000041225
ARHGAP15,ENSG00000075884,ENSMUSG00000049744
ARHGAP17,ENSG00000140750,ENSMUSG00000030766
ARHGAP18,ENSG00000146376,ENSMUSG00000039031
ARHGAP19,ENSG00000213390,ENSMUSG00000025154
ARHGAP20,ENSG00000137727,ENSMUSG00000053199
ARHGAP21,ENSG00000107863,ENSMUSG00000036591
ARHGAP22,ENSG00000128805,ENSMUSG00000063506
ARHGAP23,ENSG00000275832,ENSMUSG00000049807
ARHGAP24,ENSG00000138639,ENSMUSG00000057315
ARHGAP25,ENSG00000163219,ENSMUSG00000030047
ARHGAP26,ENSG00000145819,ENSMUSG00000036452
ARHGAP27,ENSG00000159314,ENSMUSG00000034255
ARHGAP28,ENSG00000088756,ENSMUSG00000024043
ARHGAP29,ENSG00000137962,ENSMUSG00000039831
ARHGAP30,ENSG00000186517,ENSMUSG00000048865
ARHGAP31,ENSG00000031081,ENSMUSG00000022799
ARHGAP32,ENSG00000134909,ENSMUSG00000041444
ARHGAP33,ENSG00000004777,ENSMUSG00000036882
ARHGAP35,ENSG00000160007,ENSMUSG00000058230
ARHGAP36,ENSG00000147256,ENSMUSG00000036198
ARHGAP39,ENSG00000147799,ENSMUSG00000033697
ARHGAP4,ENSG00000089820,ENSMUSG00000031389
ARHGAP40,ENSG00000124143,ENSMUSG00000074625
ARHGAP42,ENSG00000165895,ENSMUSG00000050730
ARHGAP44,ENSG00000006740,ENSMUSG00000033389
ARHGAP45,ENSG00000180448,ENSMUSG00000035697
ARHGAP5,ENSG00000100852,ENSMUSG00000035133
ARHGAP6,ENSG00000047648,ENSMUSG00000031355
ARHGAP8,ENSG00000241484,ENSMUSG00000078954
ARHGAP9,ENSG00000123329,ENSMUSG00000040345
ARHGDIA,ENSG00000141522,ENSMUSG00000025132
ARHGDIB,ENSG00000111348,ENSMUSG00000030220
ARHGDIG,ENSG00000242173,ENSMUSG00000073433
ARHGEF1,ENSG00000076928,ENSMUSG00000040940
ARHGEF10,ENSG00000104728,ENSMUSG00000071176
ARHGEF10L,ENSG00000074964,ENSMUSG00000040964
ARHGEF11,ENSG00000132694,ENSMUSG00000041977
ARHGEF12,ENSG00000196914,ENSMUSG00000059495
ARHGEF15,ENSG00000198844,ENSMUSG00000052921
ARHGEF16,ENSG00000130762,ENSMUSG00000029032
ARHGEF17,ENSG00000110237,ENSMUSG00000032875
ARHGEF18,ENSG00000104880,ENSMUSG00000004568
ARHGEF19,ENSG00000142632,ENSMUSG00000028919
ARHGEF2,ENSG00000116584,ENSMUSG00000028059
ARHGEF25,ENSG00000240771,ENSMUSG00000019467
ARHGEF26,ENSG00000114790,ENSMUSG00000036885
ARHGEF28,ENSG00000214944,ENSMUSG00000021662
ARHGEF3,ENSG00000163947,ENSMUSG00000021895
ARHGEF33,ENSG00000214694,ENSMUSG00000054901
ARHGEF37,ENSG00000183111,ENSMUSG00000045094
ARHGEF38,ENSG00000236699,ENSMUSG00000040969
ARHGEF39,ENSG00000137135,ENSMUSG00000051517
ARHGEF40,ENSG00000165801,ENSMUSG00000004562
ARHGEF5,ENSG00000050327,ENSMUSG00000033542
ARHGEF6,ENSG00000129675,ENSMUSG00000031133
ARHGEF7,ENSG00000102606,ENSMUSG00000031511
ARHGEF9,ENSG00000131089,ENSMUSG00000025656
ARID1A,ENSG00000117713,ENSMUSG00000007880
ARID1B,ENSG00000049618,ENSMUSG00000069729
ARID2,ENSG00000189079,ENSMUSG00000033237
ARID3A,ENSG00000116017,ENSMUSG00000019564
ARID3B,ENSG00000179361,ENSMUSG00000004661
ARID3C,ENSG00000205143,ENSMUSG00000066224
ARID4A,ENSG00000032219,ENSMUSG00000048118
ARID4B,ENSG00000054267,ENSMUSG00000039219
ARID5A,ENSG00000196843,ENSMUSG00000037447
ARID5B,ENSG00000150347,ENSMUSG00000019947
ARIH1,ENSG00000166233,ENSMUSG00000025234
ARIH2,ENSG00000177479,ENSMUSG00000064145
ARK2C,ENSG00000141622,ENSMUSG00000025427
ARK2N,ENSG00000152242,ENSMUSG00000047466
ARL1,ENSG00000120805,ENSMUSG00000060904
ARL10,ENSG00000175414,ENSMUSG00000025870
ARL11,ENSG00000152213,ENSMUSG00000043157
ARL13B,ENSG00000169379,ENSMUSG00000022911
ARL14,ENSG00000179674,ENSMUSG00000098207
ARL14EP,ENSG00000152219,ENSMUSG00000027122
ARL14EPL,ENSG00000268223,ENSMUSG00000073568
ARL15,ENSG00000185305,ENSMUSG00000042348
ARL16,ENSG00000214087,ENSMUSG00000057594
ARL2,ENSG00000213465,ENSMUSG00000024944
ARL2BP,ENSG00000102931,ENSMUSG00000031776
ARL3,ENSG00000138175,ENSMUSG00000025035
ARL4A,ENSG00000122644,ENSMUSG00000047446
ARL4C,ENSG00000188042,ENSMUSG00000049866
ARL4D,ENSG00000175906,ENSMUSG00000034936
ARL5A,ENSG00000162980,ENSMUSG00000036093
ARL5B,ENSG00000165997,ENSMUSG00000017418
ARL5C,ENSG00000141748,ENSMUSG00000038352
ARL6,ENSG00000113966,ENSMUSG00000022722
ARL6IP1,ENSG00000170540,ENSMUSG00000030654
ARL6IP4,ENSG00000182196,ENSMUSG00000029404
ARL6IP5,ENSG00000144746,ENSMUSG00000035199
ARL6IP6,ENSG00000177917,ENSMUSG00000026960
ARL8A,ENSG00000143862,ENSMUSG00000026426
ARL8B,ENSG00000134108,ENSMUSG00000030105
ARLN,ENSG00000164096,ENSMUSG00000054091
ARMC1,ENSG00000104442,ENSMUSG00000027599
ARMC10,ENSG00000170632,ENSMUSG00000038525
ARMC12,ENSG00000157343,ENSMUSG00000024223
ARMC2,ENSG00000118690,ENSMUSG00000071324
ARMC3,ENSG00000165309,ENSMUSG00000037683
ARMC5,ENSG00000140691,ENSMUSG00000042178
ARMC6,ENSG00000105676,ENSMUSG00000002343
ARMC7,ENSG00000125449,ENSMUSG00000057219
ARMC8,ENSG00000114098,ENSMUSG00000032468
ARMC9,ENSG00000135931,ENSMUSG00000062590
ARMCX1,ENSG00000126947,ENSMUSG00000033460
ARMCX2,ENSG00000184867,ENSMUSG00000033436
ARMCX3,ENSG00000102401,ENSMUSG00000049047
ARMCX4,ENSG00000196440,ENSMUSG00000049804
ARMCX5,ENSG00000125962,ENSMUSG00000072969
ARMCX6,ENSG00000198960,ENSMUSG00000050394
ARMH1,ENSG00000198520,ENSMUSG00000060268
ARMH2,ENSG00000260286,ENSMUSG00000085861
ARMH3,ENSG00000120029,ENSMUSG00000039901
ARMH4,ENSG00000139971,ENSMUSG00000036242
ARNT,ENSG00000143437,ENSMUSG00000015522
ARNT2,ENSG00000172379,ENSMUSG00000015709
ARPC1A,ENSG00000241685,ENSMUSG00000029621
ARPC2,ENSG00000163466,ENSMUSG00000006304
ARPC3,ENSG00000111229,ENSMUSG00000029465
ARPC4,ENSG00000241553,ENSMUSG00000079426
ARPC5,ENSG00000162704,ENSMUSG00000008475
ARPC5L,ENSG00000136950,ENSMUSG00000026755
ARPIN,ENSG00000242498,ENSMUSG00000039043
ARPP19,ENSG00000128989,ENSMUSG00000007656
ARPP21,ENSG00000172995,ENSMUSG00000032503
ARR3,ENSG00000120500,ENSMUSG00000060890
ARRB1,ENSG00000137486,ENSMUSG00000018909
ARRB2,ENSG00000141480,ENSMUSG00000060216
ARRDC1,ENSG00000197070,ENSMUSG00000026972
ARRDC2,ENSG00000105643,ENSMUSG00000002910
ARRDC3,ENSG00000113369,ENSMUSG00000074794
ARRDC4,ENSG00000140450,ENSMUSG00000042659
ARRDC5,ENSG00000205784,ENSMUSG00000073380
ARSA,ENSG00000100299,ENSMUSG00000022620
ARSB,ENSG00000113273,ENSMUSG00000042082
ARSG,ENSG00000141337,ENSMUSG00000020604
ARSI,ENSG00000183876,ENSMUSG00000036412
ARSJ,ENSG00000180801,ENSMUSG00000046561
ARSK,ENSG00000164291,ENSMUSG00000021592
ART1,ENSG00000129744,ENSMUSG00000030996
ART3,ENSG00000156219,ENSMUSG00000034842
ART4,ENSG00000111339,ENSMUSG00000030217
ART5,ENSG00000167311,ENSMUSG00000070424
ARTN,ENSG00000117407,ENSMUSG00000028539
ARV1,ENSG00000173409,ENSMUSG00000031982
ARVCF,ENSG00000099889,ENSMUSG00000118669
ARX,ENSG00000004848,ENSMUSG00000035277
AS3MT,ENSG00000214435,ENSMUSG00000003559
ASAH1,ENSG00000104763,ENSMUSG00000031591
ASAP1,ENSG00000153317,ENSMUSG00000022377
ASAP2,ENSG00000151693,ENSMUSG00000052632
ASAP3,ENSG00000088280,ENSMUSG00000036995
ASB1,ENSG00000065802,ENSMUSG00000026311
ASB10,ENSG00000146926,ENSMUSG00000038204
ASB11,ENSG00000165192,ENSMUSG00000031382
ASB12,ENSG00000198881,ENSMUSG00000031204
ASB13,ENSG00000196372,ENSMUSG00000033781
ASB14,ENSG00000239388,ENSMUSG00000021898
ASB15,ENSG00000146809,ENSMUSG00000029685
ASB16,ENSG00000161664,ENSMUSG00000034768
ASB17,ENSG00000154007,ENSMUSG00000038997
ASB18,ENSG00000182177,ENSMUSG00000067081
ASB2,ENSG00000100628,ENSMUSG00000021200
ASB3,ENSG00000115239,ENSMUSG00000020305
ASB4,ENSG00000005981,ENSMUSG00000042607
ASB5,ENSG00000164122,ENSMUSG00000031519
ASB6,ENSG00000148331,ENSMUSG00000039483
ASB7,ENSG00000183475,ENSMUSG00000030509
ASB8,ENSG00000177981,ENSMUSG00000048175
ASB9,ENSG00000102048,ENSMUSG00000031384
ASCC1,ENSG00000138303,ENSMUSG00000044475
ASCC2,ENSG00000100325,ENSMUSG00000020412
ASCC3,ENSG00000112249,ENSMUSG00000038774
ASCL1,ENSG00000139352,ENSMUSG00000020052
ASCL2,ENSG00000183734,ENSMUSG00000009248
ASCL3,ENSG00000176009,ENSMUSG00000035951
ASCL4,ENSG00000187855,ENSMUSG00000085111
ASCL5,ENSG00000232237,ENSMUSG00000097918
ASF1A,ENSG00000111875,ENSMUSG00000019857
ASF1B,ENSG00000105011,ENSMUSG00000005470
ASGR1,ENSG00000141505,ENSMUSG00000020884
ASGR2,ENSG00000161944,ENSMUSG00000040963
ASH1L,ENSG00000116539,ENSMUSG00000028053
ASH2L,ENSG00000129691,ENSMUSG00000031575
ASIC1,ENSG00000110881,ENSMUSG00000023017
ASIC2,ENSG00000108684,ENSMUSG00000020704
ASIC3,ENSG00000213199,ENSMUSG00000038276
ASIC4,ENSG00000072182,ENSMUSG00000033007
ASIC5,ENSG00000256394,ENSMUSG00000028008
ASIP,ENSG00000101440,ENSMUSG00000027596
ASL,ENSG00000126522,ENSMUSG00000025533
ASNS,ENSG00000070669,ENSMUSG00000029752
ASNSD1,ENSG00000138381,ENSMUSG00000026095
ASPA,ENSG00000108381,ENSMUSG00000020774
ASPDH,ENSG00000204653,ENSMUSG00000038704
ASPG,ENSG00000166183,ENSMUSG00000037686
ASPH,ENSG00000198363,ENSMUSG00000028207
ASPHD1,ENSG00000174939,ENSMUSG00000046378
ASPHD2,ENSG00000128203,ENSMUSG00000029348
ASPM,ENSG00000066279,ENSMUSG00000033952
ASPN,ENSG00000106819,ENSMUSG00000021388
ASPNAT,ENSG00000185818,ENSMUSG00000048142
ASPRV1,ENSG00000244617,ENSMUSG00000033508
ASPSCR1,ENSG00000169696,ENSMUSG00000025142
ASRGL1,ENSG00000162174,ENSMUSG00000024654
ASS1,ENSG00000130707,ENSMUSG00000076441
ASTE1,ENSG00000034533,ENSMUSG00000032567
ASTL,ENSG00000188886,ENSMUSG00000050468
ASTN1,ENSG00000152092,ENSMUSG00000026587
ASTN2,ENSG00000148219,ENSMUSG00000028373
ASXL1,ENSG00000171456,ENSMUSG00000042548
ASXL2,ENSG00000143970,ENSMUSG00000037486
ASXL3,ENSG00000141431,ENSMUSG00000045215
ASZ1,ENSG00000154438,ENSMUSG00000010796
ATAD1,ENSG00000138138,ENSMUSG00000013662
